"PROFIT_CENTER_GROUP_CODE","PROFIT_CENTER_GROUP_NAME","PROFIT_CENTER_KEY","PROFIT_CENTER_ID","PROFIT_CENTER_NAME","PC_LEVEL1_SORT","PC_LEVEL1_CATEGORY","PC_LEVEL2_SORT","PC_LEVEL2_CATEGORY","PC_LEVEL3_SORT","PC_LEVEL3_CATEGORY","PC_LEVEL4_SORT","PC_LEVEL4_CATEGORY","PC_LEVEL5_SORT","PC_LEVEL5_CATEGORY","PC_LEVEL6_SORT","PC_LEVEL6_CATEGORY","PC_LEVEL7_SORT","PC_LEVEL7_CATEGORY","PC_LEVEL8_SORT","PC_LEVEL8_CATEGORY","DLC_KEY","DLC_NAME","WAREHOUSE_LOAD_DATE"
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242900-001","P242900","Telecom & Network Services Center",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",311,"Telephone & Network Services Center",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242900-001","P242900","Telecom & Network Services Center",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242900-001","P242900","Telecom & Network Services Center",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",696,"Telephone & Network Service Ctr",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242023-001","P242023","Sosc Products & Services",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242023-001","P242023","Sosc Products & Services",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242023-001","P242023","Sosc Products & Services",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242023-001","P242023","Sosc Products & Services",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242022-001","P242022","Sosc Depreciation & Interest",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242022-001","P242022","Sosc Depreciation & Interest",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242022-001","P242022","Sosc Depreciation & Interest",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242022-001","P242022","Sosc Depreciation & Interest",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242409-001","P242409","Faculty And Student Experience",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242409-001","P242409","Faculty And Student Experience",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242409-001","P242409","Faculty And Student Experience",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242409-001","P242409","Faculty And Student Experience",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421205-001","P421205","Admin Projects",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421205-001","P421205","Admin Projects",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421205-001","P421205","Admin Projects",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421205-001","P421205","Admin Projects",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421456-001","P421456","Se: Rfp Total Expense",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421456-001","P421456","Se: Rfp Total Expense",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421456-001","P421456","Se: Rfp Total Expense",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421456-001","P421456","Se: Rfp Total Expense",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421455-001","P421455","Se: Rfp Total Capital",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421455-001","P421455","Se: Rfp Total Capital",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421455-001","P421455","Se: Rfp Total Capital",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421455-001","P421455","Se: Rfp Total Capital",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421454-001","P421454","Sys Eng Swd Project Costs",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421454-001","P421454","Sys Eng Swd Project Costs",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421454-001","P421454","Sys Eng Swd Project Costs",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421454-001","P421454","Sys Eng Swd Project Costs",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421234-001","P421234","Admin Swd Project Costs",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421234-001","P421234","Admin Swd Project Costs",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421234-001","P421234","Admin Swd Project Costs",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421234-001","P421234","Admin Swd Project Costs",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421224-001","P421224","Educ Swd Project Costs",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421224-001","P421224","Educ Swd Project Costs",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421224-001","P421224","Educ Swd Project Costs",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421224-001","P421224","Educ Swd Project Costs",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421223-001","P421223","Es: Rfp Total Expense",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421223-001","P421223","Es: Rfp Total Expense",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421223-001","P421223","Es: Rfp Total Expense",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421223-001","P421223","Es: Rfp Total Expense",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421400-001","P421400","Systems Engineering Management",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421400-001","P421400","Systems Engineering Management",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421400-001","P421400","Systems Engineering Management",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421400-001","P421400","Systems Engineering Management",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421206-001","P421206","Student Projects",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421206-001","P421206","Student Projects",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421206-001","P421206","Student Projects",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421206-001","P421206","Student Projects",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421222-001","P421222","Es: Rfp Total Capital",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421222-001","P421222","Es: Rfp Total Capital",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421222-001","P421222","Es: Rfp Total Capital",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421222-001","P421222","Es: Rfp Total Capital",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242971-001","P242971","As: Rfp Total Expense",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242971-001","P242971","As: Rfp Total Expense",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242971-001","P242971","As: Rfp Total Expense",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242971-001","P242971","As: Rfp Total Expense",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242970-001","P242970","As: Rfp Total Capital",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242970-001","P242970","As: Rfp Total Capital",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242970-001","P242970","As: Rfp Total Capital",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242970-001","P242970","As: Rfp Total Capital",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242957-001","P242957","Data Mgmt Swd Project Costs",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242957-001","P242957","Data Mgmt Swd Project Costs",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242957-001","P242957","Data Mgmt Swd Project Costs",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242957-001","P242957","Data Mgmt Swd Project Costs",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242956-001","P242956","Dm: Rfp Total Expense",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242956-001","P242956","Dm: Rfp Total Expense",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242956-001","P242956","Dm: Rfp Total Expense",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242956-001","P242956","Dm: Rfp Total Expense",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242812-001","P242812","Ist Depreciation & Interest",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",300,"Enabling Services",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242812-001","P242812","Ist Depreciation & Interest",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",310,"Enabling Services",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242812-001","P242812","Ist Depreciation & Interest",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242812-001","P242812","Ist Depreciation & Interest",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",695,"Enabling Services",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P404406-001","P404406","Mghpcc Billing & Costs",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",300,"Enabling Services",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P404406-001","P404406","Mghpcc Billing & Costs",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",310,"Enabling Services",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P404406-001","P404406","Mghpcc Billing & Costs",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P404406-001","P404406","Mghpcc Billing & Costs",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",695,"Enabling Services",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242600-001","P242600","Planning & Administration",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",299,"Planning and Administration",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242600-001","P242600","Planning & Administration",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",309,"Planning and Administration",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242600-001","P242600","Planning & Administration",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242600-001","P242600","Planning & Administration",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",694,"Planning and Administration",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P242408-001","P242408","Telephone Client Support",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P242408-001","P242408","Telephone Client Support",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P242408-001","P242408","Telephone Client Support",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P242408-001","P242408","Telephone Client Support",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421500-001","P421500","Expired Cost Objects/Projects",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421500-001","P421500","Expired Cost Objects/Projects",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421500-001","P421500","Expired Cost Objects/Projects",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P421500-001","P421500","Expired Cost Objects/Projects",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P402900-001","P402900","Academic Computng Headquarters",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P402900-001","P402900","Academic Computng Headquarters",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P402900-001","P402900","Academic Computng Headquarters",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"P00_MIT","P. C. Standard Hierarchy","P402900-001","P402900","Academic Computng Headquarters",2,"MIT Corporation",3,"President Node",616,"Executive Vice President & Treasurer",690,"VP for Info Systems&Technology-Operating",691,"IS&T Inactive",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-0","MIT-All (Four Levels)","P421209-001","P421209","Hq Projects",242,"Executive Vice President & Treasurer",295,"VP for Info Systems&Technology-Operating",296,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PINAC-0","MIT-HISTORICAL REPORTING (VPF ONLY)","P421209-001","P421209","Hq Projects",252,"Executive Vice President & Treasurer",305,"VP for Info Systems&Technology-Operating",306,"IS&T Inactive",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
"PCMIT-1","Functional Expense Hierarchy","P421209-001","P421209","Hq Projects",5,"General & Administrative",7,"G&A--Institutional Support (IPEDS)",7,"G&A--Institutional Support (IPEDS)",,"",,"",,"",,"",,"","D_IS&T","Information Services and Technology",28-OCT-24
