"FCLT_BUILDING_ADDRESS_KEY","FCLT_BUILDING_KEY","FISCAL_PERIOD","FCLT_BUILDING_ADDRESS_HIST_KEY","BUILDING_NUMBER","ADDRESS_PURPOSE","ADDRESS_CITY_ID","IS_E911_ADDRESS","STREET_NUMBER","STREET_NUMBER_SUFFIX","PRE_DIRECTIONAL","STREET_NAME","STREET_SUFFIX","POST_DIRECTIONAL","CITY","STATE","POSTAL_CODE","WAREHOUSE_LOAD_DATE"
"W8-PARCL1","W8","201505","W8-PARCL1-201505","W8","PARCL1","","","MEM409L","","","","","","","","02139",01-DEC-14
"W8-STREET","W8","201505","W8-STREET-201505","W8","STREET","671","","409","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W11-E911_1","W11","201505","W11-E911_1-201505","W11","E911_1","46","","40","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W11-MAIL","W11","201505","W11-MAIL-201505","W11","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W11-PARCL1","W11","201505","W11-PARCL1-201505","W11","PARCL1","","","MAS32","","","","","","","","02139",01-DEC-14
"W11-STREET","W11","201505","W11-STREET-201505","W11","STREET","46","","40","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W13-E911_1","W13","201505","W13-E911_1-201505","W13","E911_1","678","","46","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W13-E911_2","W13","201505","W13-E911_2-201505","W13","E911_2","674","","48","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W13-E911_3","W13","201505","W13-E911_3-201505","W13","E911_3","14135","","50","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W13-E911_4","W13","201505","W13-E911_4-201505","W13","E911_4","14136","","52","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W13-MAIL","W13","201505","W13-MAIL-201505","W13","MAIL","","","46-52","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W13-PARCL1","W13","201505","W13-PARCL1-201505","W13","PARCL1","","","MAS46","","","","","","","","02139",01-DEC-14
"W13-STREET","W13","201505","W13-STREET-201505","W13","STREET","","","46-52","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W15-E911_1","W15","201505","W15-E911_1-201505","W15","E911_1","31044","","48","R","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W15-MAIL","W15","201505","W15-MAIL-201505","W15","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W15-PARCL1","W15","201505","W15-PARCL1-201505","W15","PARCL1","","","MAS60","","","","","","","","02139",01-DEC-14
"W15-STREET","W15","201505","W15-STREET-201505","W15","STREET","","","48","","","MASSACHUSETTS","AVE","(Rear)","CAMBRIDGE","MA","02139",01-DEC-14
"W16-E911_1","W16","201505","W16-E911_1-201505","W16","E911_1","31044","","48","R","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W16-MAIL","W16","201505","W16-MAIL-201505","W16","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W16-PARCL1","W16","201505","W16-PARCL1-201505","W16","PARCL1","","","MAS60","","","","","","","","02139",01-DEC-14
"W16-STREET","W16","201505","W16-STREET-201505","W16","STREET","31044","","48","R","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W20-E911_1","W20","201505","W20-E911_1-201505","W20","E911_1","682","","84","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W20-MAIL","W20","201505","W20-MAIL-201505","W20","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W20-PARCL1","W20","201505","W20-PARCL1-201505","W20","PARCL1","","","MAS76R","","","","","","","","02139",01-DEC-14
"W20-STREET","W20","201505","W20-STREET-201505","W20","STREET","682","","84","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W31-E911_1","W31","201505","W31-E911_1-201505","W31","E911_1","48","","120","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W31-MAIL","W31","201505","W31-MAIL-201505","W31","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W31-PARCL1","W31","201505","W31-PARCL1-201505","W31","PARCL1","","","MAS120","","","","","","","","02139",01-DEC-14
"W31-STREET","W31","201505","W31-STREET-201505","W31","STREET","48","","120","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W32-E911_1","W32","201505","W32-E911_1-201505","W32","E911_1","49","","100","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W32-MAIL","W32","201505","W32-MAIL-201505","W32","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W32-PARCL1","W32","201505","W32-PARCL1-201505","W32","PARCL1","","","MAS120","","","","","","","","02139",01-DEC-14
"W32-STREET","W32","201505","W32-STREET-201505","W32","STREET","49","","100","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W33-E911_1","W33","201505","W33-E911_1-201505","W33","E911_1","49","","100","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W33-E911_2","W33","201505","W33-E911_2-201505","W33","E911_2","47","","106","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W33-MAIL","W33","201505","W33-MAIL-201505","W33","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W33-PARCL1","W33","201505","W33-PARCL1-201505","W33","PARCL1","","","VAS106","","","","","","","","02139",01-DEC-14
"W33-STREET","W33","201505","W33-STREET-201505","W33","STREET","47","","106","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W34-E911_1","W34","201505","W34-E911_1-201505","W34","E911_1","672","","120","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W34-MAIL","W34","201505","W34-MAIL-201505","W34","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W34-PARCL1","W34","201505","W34-PARCL1-201505","W34","PARCL1","","","VAS106","","","","","","","","02139",01-DEC-14
"W34-STREET","W34","201505","W34-STREET-201505","W34","STREET","672","","120","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W35-E911_1","W35","201505","W35-E911_1-201505","W35","E911_1","672","","120","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W35-MAIL","W35","201505","W35-MAIL-201505","W35","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W35-STREET","W35","201505","W35-STREET-201505","W35","STREET","672","","120","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W45-E911_1","W45","201505","W45-E911_1-201505","W45","E911_1","635","","125","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W45-MAIL","W45","201505","W45-MAIL-201505","W45","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W45-PARCL1","W45","201505","W45-PARCL1-201505","W45","PARCL1","","","VAS125","","","","","","","","02139",01-DEC-14
"W45-STREET","W45","201505","W45-STREET-201505","W45","STREET","635","","125","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W51-E911_1","W51","201505","W51-E911_1-201505","W51","E911_1","45","","410","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W51-MAIL","W51","201505","W51-MAIL-201505","W51","MAIL","45","","410","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W51-PARCL1","W51","201505","W51-PARCL1-201505","W51","PARCL1","","","MEM410","","","","","","","","02139",01-DEC-14
"W51-PARCL2","W51","201505","W51-PARCL2-201505","W51","PARCL2","","","MEM405","","","","","","","","02139",01-DEC-14
"W51-STREET","W51","201505","W51-STREET-201505","W51","STREET","45","","410","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W51C-E911_1","W51C","201505","W51C-E911_1-201505","W51C","E911_1","14139","","405","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W51C-MAIL","W51C","201505","W51C-MAIL-201505","W51C","MAIL","","","77","","","MASSACHUSETTS","AVE","(Rear)","CAMBRIDGE","MA","02139",01-DEC-14
"W51C-STREET","W51C","201505","W51C-STREET-201505","W51C","STREET","14139","","405","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W53-E911_1","W53","201505","W53-E911_1-201505","W53","E911_1","31046","","410","R","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W53-MAIL","W53","201505","W53-MAIL-201505","W53","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W53-PARCL1","W53","201505","W53-PARCL1-201505","W53","PARCL1","","","VAS160","","","","","","","","02139",01-DEC-14
"W53-PARCL2","W53","201505","W53-PARCL2-201505","W53","PARCL2","","","VAS170","","","","","","","","02139",01-DEC-14
"W53-PARCL3","W53","201505","W53-PARCL3-201505","W53","PARCL3","","","VAS106","","","","","","","","02139",01-DEC-14
"W53-STREET","W53","201505","W53-STREET-201505","W53","STREET","","","410","","","MEMORIAL","DR","(Rear)","CAMBRIDGE","MA","02139",01-DEC-14
"W53A-E911_1","W53A","201505","W53A-E911_1-201505","W53A","E911_1","31046","","410","R","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W53A-MAIL","W53A","201505","W53A-MAIL-201505","W53A","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W53A-PARCL1","W53A","201505","W53A-PARCL1-201505","W53A","PARCL1","","","VAS170","","","","","","","","02139",01-DEC-14
"W53A-STREET","W53A","201505","W53A-STREET-201505","W53A","STREET","","","410","","","MEMORIAL","DR","(Rear)","CAMBRIDGE","MA","02139",01-DEC-14
"W53B-E911_1","W53B","201505","W53B-E911_1-201505","W53B","E911_1","31046","","410","R","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W53B-MAIL","W53B","201505","W53B-MAIL-201505","W53B","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W53B-PARCL1","W53B","201505","W53B-PARCL1-201505","W53B","PARCL1","","","VAS170","","","","","","","","02139",01-DEC-14
"W53B-STREET","W53B","201505","W53B-STREET-201505","W53B","STREET","","","410","","","MEMORIAL","DR","(Rear)","CAMBRIDGE","MA","02139",01-DEC-14
"W53C-E911_1","W53C","201505","W53C-E911_1-201505","W53C","E911_1","31046","","410","R","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W53C-MAIL","W53C","201505","W53C-MAIL-201505","W53C","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W53C-STREET","W53C","201505","W53C-STREET-201505","W53C","STREET","","","410","","","MEMORIAL","DR","(Rear)","CAMBRIDGE","MA","02139",01-DEC-14
"W53D-E911_1","W53D","201505","W53D-E911_1-201505","W53D","E911_1","31046","","410","R","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W53D-MAIL","W53D","201505","W53D-MAIL-201505","W53D","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W53D-STREET","W53D","201505","W53D-STREET-201505","W53D","STREET","","","410","","","MEMORIAL","DR","(Rear)","CAMBRIDGE","MA","02139",01-DEC-14
"W56-E911_1","W56","201505","W56-E911_1-201505","W56","E911_1","","","169","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W56-MAIL","W56","201505","W56-MAIL-201505","W56","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W56-STREET","W56","201505","W56-STREET-201505","W56","STREET","","","169","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W57-E911_1","W57","201505","W57-E911_1-201505","W57","E911_1","","","169","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W57-STREET","W57","201505","W57-STREET-201505","W57","STREET","","","169","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W57A-E911_1","W57A","201505","W57A-E911_1-201505","W57A","E911_1","","","169","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W57A-STREET","W57A","201505","W57A-STREET-201505","W57A","STREET","","","169","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W59-E911_1","W59","201505","W59-E911_1-201505","W59","E911_1","630","","201","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W59-MAIL","W59","201505","W59-MAIL-201505","W59","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W59-PARCL1","W59","201505","W59-PARCL1-201505","W59","PARCL1","","","VAS201","","","","","","","","02139",01-DEC-14
"W59-STREET","W59","201505","W59-STREET-201505","W59","STREET","630","","201","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W61-E911_1","W61","201505","W61-E911_1-201505","W61","E911_1","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61-MAIL","W61","201505","W61-MAIL-201505","W61","MAIL","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61-PARCL1","W61","201505","W61-PARCL1-201505","W61","PARCL1","","","MEM430","","","","","","","","02139",01-DEC-14
"W61-STREET","W61","201505","W61-STREET-201505","W61","STREET","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61A-E911_1","W61A","201505","W61A-E911_1-201505","W61A","E911_1","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61A-STREET","W61A","201505","W61A-STREET-201505","W61A","STREET","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61B-E911_1","W61B","201505","W61B-E911_1-201505","W61B","E911_1","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61B-STREET","W61B","201505","W61B-STREET-201505","W61B","STREET","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61C-E911_1","W61C","201505","W61C-E911_1-201505","W61C","E911_1","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61C-STREET","W61C","201505","W61C-STREET-201505","W61C","STREET","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61D-E911_1","W61D","201505","W61D-E911_1-201505","W61D","E911_1","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61D-STREET","W61D","201505","W61D-STREET-201505","W61D","STREET","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61E-E911_1","W61E","201505","W61E-E911_1-201505","W61E","E911_1","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61E-STREET","W61E","201505","W61E-STREET-201505","W61E","STREET","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61F-E911_1","W61F","201505","W61F-E911_1-201505","W61F","E911_1","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61F-STREET","W61F","201505","W61F-STREET-201505","W61F","STREET","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61G-E911_1","W61G","201505","W61G-E911_1-201505","W61G","E911_1","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61G-STREET","W61G","201505","W61G-STREET-201505","W61G","STREET","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61H-E911_1","W61H","201505","W61H-E911_1-201505","W61H","E911_1","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61H-STREET","W61H","201505","W61H-STREET-201505","W61H","STREET","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61J-E911_1","W61J","201505","W61J-E911_1-201505","W61J","E911_1","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61J-STREET","W61J","201505","W61J-STREET-201505","W61J","STREET","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61M-E911_1","W61M","201505","W61M-E911_1-201505","W61M","E911_1","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W61M-STREET","W61M","201505","W61M-STREET-201505","W61M","STREET","44","","450","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W64-E911_1","W64","201505","W64-E911_1-201505","W64","E911_1","","","219","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W64-MAIL","W64","201505","W64-MAIL-201505","W64","MAIL","708","","77","","","MASSACHUSETTS","AVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W64-STREET","W64","201505","W64-STREET-201505","W64","STREET","","","219","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W70-E911_1","W70","201505","W70-E911_1-201505","W70","E911_1","627","","471","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W70-E911_2","W70","201505","W70-E911_2-201505","W70","E911_2","24912","","472","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W70-E911_3","W70","201505","W70-E911_3-201505","W70","E911_3","24913","","473","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W70-E911_4","W70","201505","W70-E911_4-201505","W70","E911_4","24914","","474","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W70-E911_5","W70","201505","W70-E911_5-201505","W70","E911_5","24915","","475","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W70-E911_6","W70","201505","W70-E911_6-201505","W70","E911_6","24916","","476","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W70-MAIL","W70","201505","W70-MAIL-201505","W70","MAIL","","","471-476","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W70-PARCL1","W70","201505","W70-PARCL1-201505","W70","PARCL1","","","MEM430","","","","","","","","02139",01-DEC-14
"W70-STREET","W70","201505","W70-STREET-201505","W70","STREET","","","471-476","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W70A-E911_1","W70A","201505","W70A-E911_1-201505","W70A","E911_1","","","471","","","MEMORIAL","DRIVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W70A-STREET","W70A","201505","W70A-STREET-201505","W70A","STREET","","","471-476","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W70B-E911_1","W70B","201505","W70B-E911_1-201505","W70B","E911_1","","","471","","","MEMORIAL","DRIVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W70B-STREET","W70B","201505","W70B-STREET-201505","W70B","STREET","","","471-476","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W70C-E911_1","W70C","201505","W70C-E911_1-201505","W70C","E911_1","","","471","","","MEMORIAL","DRIVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W70C-STREET","W70C","201505","W70C-STREET-201505","W70C","STREET","","","471-476","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W70D-E911_1","W70D","201505","W70D-E911_1-201505","W70D","E911_1","","","471","","","MEMORIAL","DRIVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W70D-STREET","W70D","201505","W70D-STREET-201505","W70D","STREET","","","471-476","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W70E-E911_1","W70E","201505","W70E-E911_1-201505","W70E","E911_1","","","471","","","MEMORIAL","DRIVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W70E-STREET","W70E","201505","W70E-STREET-201505","W70E","STREET","","","471-476","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W70F-E911_1","W70F","201505","W70F-E911_1-201505","W70F","E911_1","","","471","","","MEMORIAL","DRIVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W70F-E911_2","W70F","201505","W70F-E911_2-201505","W70F","E911_2","","","476","","","MEMORIAL","DRIVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W70F-STREET","W70F","201505","W70F-STREET-201505","W70F","STREET","","","471-476","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W70G-E911_1","W70G","201505","W70G-E911_1-201505","W70G","E911_1","","","471","","","MEMORIAL","DRIVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W70G-E911_2","W70G","201505","W70G-E911_2-201505","W70G","E911_2","","","476","","","MEMORIAL","DRIVE","","CAMBRIDGE","MA","02139",01-DEC-14
"W70G-STREET","W70G","201505","W70G-STREET-201505","W70G","STREET","","","471-476","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W71-E911_1","W71","201505","W71-E911_1-201505","W71","E911_1","593","","500","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W71-MAIL","W71","201505","W71-MAIL-201505","W71","MAIL","593","","500","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W71-PARCL1","W71","201505","W71-PARCL1-201505","W71","PARCL1","","","MEM531","","","","","","","","02139",01-DEC-14
"W71-PARCL2","W71","201505","W71-PARCL2-201505","W71","PARCL2","","","MEM430","","","","","","","","02139",01-DEC-14
"W71-STREET","W71","201505","W71-STREET-201505","W71","STREET","593","","500","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W79-E911_1","W79","201505","W79-E911_1-201505","W79","E911_1","4628","","229","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W79-MAIL","W79","201505","W79-MAIL-201505","W79","MAIL","4628","","229","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W79-STREET","W79","201505","W79-STREET-201505","W79","STREET","4628","","229","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W84-E911_1","W84","201505","W84-E911_1-201505","W84","E911_1","589","","550","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W84-MAIL","W84","201505","W84-MAIL-201505","W84","MAIL","589","","550","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W84-PARCL1","W84","201505","W84-PARCL1-201505","W84","PARCL1","","","MEM531R","","","","","","","","02139",01-DEC-14
"W84-PARCL2","W84","201505","W84-PARCL2-201505","W84","PARCL2","","","MEM531","","","","","","","","02139",01-DEC-14
"W84-STREET","W84","201505","W84-STREET-201505","W84","STREET","589","","550","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W85-E911_1","W85","201505","W85-E911_1-201505","W85","E911_1","591","","540","","","MEMORIAL","DR","","CAMBRIDGE","MA","02139",01-DEC-14
"W85-MAIL","W85","201505","W85-MAIL-201505","W85","MAIL","","","WESTGATE","","","","","","","","02139",01-DEC-14
"W85-PARCL1","W85","201505","W85-PARCL1-201505","W85","PARCL1","","","MEM545R","","","","","","","","02139",01-DEC-14
"W85-STREET","W85","201505","W85-STREET-201505","W85","STREET","","","540","","","MEMORIAL","DR","(Rear)","CAMBRIDGE","MA","02139",01-DEC-14
"W85A-E911_1","W85A","201505","W85A-E911_1-201505","W85A","E911_1","26740","","11","","","AUDREY","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85A-PARCL1","W85A","201505","W85A-PARCL1-201505","W85A","PARCL1","","","MEM545R","","","","","","","","02139",01-DEC-14
"W85A-STREET","W85A","201505","W85A-STREET-201505","W85A","STREET","26740","","11","","","AUDREY","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85ABC-E911_1","W85ABC","201505","W85ABC-E911_1-201505","W85ABC","E911_1","26740","","11","","","AUDREY","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85ABC-E911_2","W85ABC","201505","W85ABC-E911_2-201505","W85ABC","E911_2","27034","","13","","","AUDREY","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85ABC-E911_3","W85ABC","201505","W85ABC-E911_3-201505","W85ABC","E911_3","27325","","15","","","AUDREY","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85ABC-STREET","W85ABC","201505","W85ABC-STREET-201505","W85ABC","STREET","","","11-13-15","","","AUDREY","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85B-E911_1","W85B","201505","W85B-E911_1-201505","W85B","E911_1","27034","","13","","","AUDREY","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85B-PARCL1","W85B","201505","W85B-PARCL1-201505","W85B","PARCL1","","","MEM545R","","","","","","","","02139",01-DEC-14
"W85B-STREET","W85B","201505","W85B-STREET-201505","W85B","STREET","27034","","13","","","AUDREY","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85C-E911_1","W85C","201505","W85C-E911_1-201505","W85C","E911_1","27325","","15","","","AUDREY","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85C-PARCL1","W85C","201505","W85C-PARCL1-201505","W85C","PARCL1","","","MEM545R","","","","","","","","02139",01-DEC-14
"W85C-STREET","W85C","201505","W85C-STREET-201505","W85C","STREET","27325","","15","","","AUDREY","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85D-E911_1","W85D","201505","W85D-E911_1-201505","W85D","E911_1","28662","","292","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85D-PARCL1","W85D","201505","W85D-PARCL1-201505","W85D","PARCL1","","","MEM545R","","","","","","","","02139",01-DEC-14
"W85D-STREET","W85D","201505","W85D-STREET-201505","W85D","STREET","28662","","292","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85DE-E911_1","W85DE","201505","W85DE-E911_1-201505","W85DE","E911_1","588","","290","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85DE-E911_2","W85DE","201505","W85DE-E911_2-201505","W85DE","E911_2","28662","","292","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85DE-STREET","W85DE","201505","W85DE-STREET-201505","W85DE","STREET","","","292-290","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85E-E911_1","W85E","201505","W85E-E911_1-201505","W85E","E911_1","588","","290","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85E-PARCL1","W85E","201505","W85E-PARCL1-201505","W85E","PARCL1","","","MEM545R","","","","","","","","02139",01-DEC-14
"W85E-STREET","W85E","201505","W85E-STREET-201505","W85E","STREET","588","","290","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
"W85F-E911_1","W85F","201505","W85F-E911_1-201505","W85F","E911_1","28625","","286","","","VASSAR","ST","","CAMBRIDGE","MA","02139",01-DEC-14
