"FCLT_ORGANIZATION_HIST_KEY","FISCAL_PERIOD","FCLT_ORGANIZATION_KEY","ORGANIZATION_ID","ORGANIZATION","ORGANIZATION_NAME","FCLT_ORG_PARENT_KEY","ORG_PARENT","FCLT_MAJOR_ORG_KEY","MAJOR_ORG","ORGANIZATION_LEVEL","ORGANIZATION_NUMBER","ORGANIZATION_SORT","ASSIGNABLE","COURSE","DESCRIPTION","WAREHOUSE_LOAD_DATE","DLC_KEY","DLC_NAME","HR_DEPARTMENT_CODE_OLD","HR_ORG_UNIT_ID","HR_DEPARTMENT_NAME"
"122-201509","201509","122","122","CAREER","CAREER SERVICES","152","DUE","129","CHNCLR","5","446600","0101030404","1","","",01-APR-15,"D_CSPA","Career Serv & Pre-Prof Advising","446600","10000759","Global Education & Career Developmnt Ctr"
"125-201509","201509","125","125","CHAIRM","CHAIRMAN OF CORP","224","PRES","125","CHAIRM","3","400000","0101010000","1","","",01-APR-15,"D_CORP_CHAIR","Office of the Corporate Chairman","400000","10000592","Chairman of the Corporation"
"126-201509","201509","126","126","CHEM","CHEMISTRY","246","S SCI","230","PROVST","5","152000","0101060177","1","5","",01-APR-15,"D_CHEM","Chemistry","152000","10000491","Chemistry"
"127-201509","201509","127","127","CHEME","CHEMICAL ENG","243","S ENG","230","PROVST","5","062000","0101060075","1","10","",01-APR-15,"D_CHEME","Chemical Engineering","062000","10000319","Chemical Engineering"
"128-201509","201509","128","128","CHILDC","CHILD CARE","172","HMNRES","163","EXECVP","6","409500","0101030666","1","","",01-APR-15,"D_BA","Benefits Administration","","",""
"129-201509","201509","129","129","CHNCLR","CHANCELLOR","224","PRES","129","CHNCLR","3","","0101030000","1","","",01-APR-15,"D_CHANCELLOR","Chancellor's Office","","",""
"130-201509","201509","130","130","CIPD","C INNOV PROD DEV","243","S ENG","230","PROVST","5","068900","0101060069","1","","",01-APR-15,"D_CIPD","Center for Innovation in Product Development","068900","10000346","Center for Innovation in Product Develmt"
"131-201509","201509","131","131","CIS","C FOR INT STUDIE","244","S H&SS","230","PROVST","5","097500","0101060138","1","","",01-APR-15,"D_CIS","Center for International Studies","097500","10000371","Center for International Studies"
"132-201509","201509","132","132","CIVIL","CIVIL & ENV ENG","243","S ENG","230","PROVST","5","063000","0101060078","1","1","",01-APR-15,"D_CEE","Civil & Environmental Engineering","063000","10000320","Civil and Environmental Engineering"
"133-201509","201509","133","133","CMPACT","CAMP ACTIV COMPL","151","DSL","129","CHNCLR","5","405500","0101030303","1","","",01-APR-15,"D_CAC","Campus Activities Complex","405500","10000636","Campus Activities Complex"
"134-201509","201509","134","134","CMRA&E","C FOR MT RES A&E","204","MS&E","230","PROVST","6","401830","0101060117","1","","",01-APR-15,"D_DMSE","Dept Material Science and Engineering","","",""
"135-201509","201509","135","135","CMS/W","COMPARATIVE MEDIA STUDIES","244","S H&SS","230","PROVST","5","093800","0101060139","1","CMS","",01-APR-15,"D_CMS","Comparative Media Studies/Writing","093800","10000366","Comparative Media Studies/Writing"
"136-201509","201509","136","136","CMSE","C FOR M S & ENG","243","S ENG","230","PROVST","5","246000","0101060079","1","","",01-APR-15,"D_CMSE","Center for Materials Science & Engineering","246000","10000573","Center for Matl Science and Engineering"
"137-201509","201509","137","137","CONCRS","CONCOURSE","152","DUE","129","CHNCLR","5","069600","0101030405","1","","",01-APR-15,"D_CONCOURSE","Concourse","069600","10002483","Concourse"
"175-201510","201510","175","175","IMES","INST MED E & SCI","243","S ENG","230","PROVST","5","061901","0101060093","1","IMES","Institute For Medical Engineering & Science",01-MAY-15,"D_IMES","Institute for Medical Engineering and Science","061901","10004284","Institute for Medical Eng. and Science"
"176-201510","201510","176","176","INSTPF","INST PROFESSORS","271","ZORG","271","ZORG","4","010000","0101120009","1","","",01-MAY-15,"D_INST_PROF","Institute Professors","010000","10000265","Institute Professors"
"177-201510","201510","177","177","INVEST","INVEST MGMT CO","163","EXECVP","163","EXECVP","4","420000","0101030639","1","","",01-MAY-15,"D_MITIMCO","MIT Investment Management Company","420000","10000673","MIT Investment Management Company"
"178-201510","201510","178","178","IPC","IND PERFORM CTR","243","S ENG","230","PROVST","5","060300","0101060090","1","","",01-MAY-15,"D_NUCENG","Nuclear Science and Engineering","060300","10000292","Industrial Performance Center"
"179-201510","201510","179","179","IS&T","INFO SVCS & TECH","163","EXECVP","163","EXECVP","4","404400","0101030637","1","","",01-MAY-15,"D_IS&T","Information Services and Technology","404400","10000621","HQ, Information Systems & Technology"
"180-201510","201510","180","180","ISN","INST SLDR NANOTECH","266","VP-RES","230","PROVST","5","417000","0101060223","1","","",01-MAY-15,"D_ISN","Institute for Soldier Nanotechnologies","417000","10000933","Institute for Soldier Nanotechnologies"
"181-201510","201510","181","181","KAVLI","K I FOR AST&SP R","246","S SCI","230","PROVST","5","159600","0101060187","1","","",01-MAY-15,"D_CSR","Kavli Institute for Astrophysics & Space Research","159600","10000544","Kavli Inst for Astrophysics & Space Rsrh"
"182-201510","201510","182","182","KIICR","KOCH INS INT C R","246","S SCI","230","PROVST","5","159700","0101060188","1","","",01-MAY-15,"D_KI","Koch Institute for Integrative Cancer Research","","",""
"183-201510","201510","183","183","LCS","LAB FOR COMP SC","243","S ENG","230","PROVST","5","068600","0101060096","1","","",01-MAY-15,"D_CSAIL","Computer Sciences and Artificial Intelligence Lab","","",""
"184-201510","201510","184","184","LE&ES","LAB FOR E&E SYS","237","RLE","230","PROVST","6","069300","0101060235","1","","",01-MAY-15,"D_RLE","Research Lab Of Electronics","069300","10000348","Lab for Electromagnetic Electronic Sys"
"186-201510","201510","186","186","LGO-SDM","LDRS GBL OPS-SYS DSN MGMT","243","S ENG","230","PROVST","5","170000","0101060108","1","","Leaders for Global Operations-Systems Design Management",01-MAY-15,"D_LGO","Leaders for Global Operations","170000","10000554","Leaders for Global Operations Program"
"187-201510","201510","187","187","LI&DS","LAB INFO&DEC SYS","243","S ENG","230","PROVST","5","068700","0101060105","1","","",01-MAY-15,"D_LIDS","Laboratory for Information & Decision Systems","068700","10000338","Lab for Information & Decision Systems"
"188-201510","201510","188","188","LI&PHL","LING & PHIL","244","S H&SS","230","PROVST","5","094000","0101060147","1","24","",01-MAY-15,"D_L&P","Linguistics & Philosophy","094000","10000367","Linguistics & Philosophy"
"189-201510","201510","189","189","LIBRAR","LIBRARIES","148","DIRLIB","230","PROVST","5","271000","0101060018","1","","",01-MAY-15,"D_LIBRARIES","Libraries","271000","10000579","Libraries"
"190-201510","201510","190","190","LICENC","TECH LICENSE OFF","109","APROV","230","PROVST","5","404000","0101060004","1","","",01-MAY-15,"D_TLO","Techology Licensing Office","404000","10000618","Technology Licensing Office"
"191-201510","201510","191","191","LINCLB","LINCOLN LAB","266","VP-RES","230","PROVST","5","310000","0101060260","1","","",01-MAY-15,"D_LINCOLN","Lincoln Laboratory","310000","10000581","Lincoln Laboratory"
"192-201510","201510","192","192","LIST","LIST VIS ART CTR","108","APRART","230","PROVST","5","401812","0101060009","1","","",01-MAY-15,"D_LVA","List Visual Arts Center","401812","10000605","List Visual Arts Center"
"193-201510","201510","193","193","LIT","LITERATURE","244","S H&SS","230","PROVST","5","093600","0101060148","1","21L","",01-MAY-15,"D_LIT","Literature","093600","10000364","Literature Section"
"194-201510","201510","194","194","LM&P","LAB FOR MFG&PROD","199","MECH","230","PROVST","6","069700","0101060122","1","","",01-MAY-15,"D_MECHE","Mechanical Engineering","069700","10000352","Lab for Manufacturing & Productivity"
"195-201510","201510","195","195","LNS","LAB FOR NUCL SCI","246","S SCI","230","PROVST","5","159900","0101060189","1","","",01-MAY-15,"D_LNS","Laboratory for Nuclear Science","159900","10000547","Laboratory for Nuclear Science"
"196-201510","201510","196","196","M&T ART","MUSIC & THEATER ART","244","S H&SS","230","PROVST","5","093700","0101060149","1","21M","",01-MAY-15,"D_MTA","Music & Theater Arts","093700","10000365","Music and Theater Arts Section"
"197-201510","201510","197","197","MATH","MATHEMATICS","246","S SCI","230","PROVST","5","154000","0101060192","1","18","",01-MAY-15,"D_MATHS","Mathematics","154000","10000533","Mathematics"
"198-201510","201510","198","198","MATPRO","MATS PROC CTR","243","S ENG","230","PROVST","5","069800","0101060111","1","","",01-MAY-15,"D_MPC","Materials Processing Center","069800","10000353","Materials Processing Center"
"199-201510","201510","199","199","MECH","MECHANICAL ENG","243","S ENG","230","PROVST","5","065000","0101060120","1","2","",01-MAY-15,"D_MECHE","Mechanical Engineering","065000","10000324","Mechanical Engineering"
"200-201510","201510","200","200","MEDIA","MEDIA LABORATORY","247","SAP","230","PROVST","5","039000","0101060045","1","","",01-MAY-15,"D_MEDIA","Media Lab","039000","10000277","Media Laboratory"
"201-201510","201510","201","201","MEDICL","MEDICAL DEPT","265","VP-HUM","163","EXECVP","5","495000","0101030667","1","","",01-MAY-15,"D_MEDICAL","MIT Medical Department","495000","10000792","Medical"
"203-201510","201510","203","203","MIBR","MCGOVERN INSTITUTE","211","OFPROV","230","PROVST","5","400600","0101060026","1","","",01-MAY-15,"D_MCGOVERN","McGovern Institute for Brain Research","400600","10000593","McGovern Institute for Brain Research"
"204-201510","201510","204","204","MS&E","MATS SCI & ENG","243","S ENG","230","PROVST","5","066000","0101060114","1","3","",01-MAY-15,"D_DMSE","Dept Material Science and Engineering","066000","10000325","Materials Science and Engineering"
"205-201510","201510","205","205","MTL","MICROSYSTEMS LAB","243","S ENG","230","PROVST","5","060600","0101060124","1","","",01-MAY-15,"D_MTL","Microsystems Technology Laboratory","060600","10000294","Microsystems Technology Laboratories"
"206-201510","201510","206","206","MUSEUM","MIT MUSEUM","108","APRART","230","PROVST","5","401811","0101060012","1","","",01-MAY-15,"D_MUSEUM","MIT Museum","401811","10000604","Museum"
"207-201510","201510","207","207","NRL","NUCL REACTOR LAB","266","VP-RES","230","PROVST","5","264000","0101060226","1","","",01-MAY-15,"D_NRL","Nuclear Reactor Laboratory","264000","10000575","Nuclear Reactor Laboratory"
"208-201510","201510","208","208","NSE","NUCLEAR SCI & ENG","243","S ENG","230","PROVST","5","068000","0101060126","1","22","",01-MAY-15,"D_NUCENG","Nuclear Science and Engineering","068000","10000331","Nuclear Science and Engineering"
"209-201510","201510","209","209","OEI&T","OFF ED IN & TECH","152","DUE","129","CHNCLR","5","447100","0101030408","1","","",01-MAY-15,"D_OEIT","Office of Education, Innovation and Technology","447100","10002734","ODL, Strategic Education Initiatives"
"210-201510","201510","210","210","OFPRES","OFF OF PRESIDENT","224","PRES","210","OFPRES","4","401000","0101030900","1","","",01-MAY-15,"D_PRESIDENT","Office of President / Chairman","401000","10000595","Office of the President"
"211-201510","201510","211","211","OFPROV","OFF OF PROVOST","230","PROVST","230","PROVST","4","401800","0101060024","1","","",01-MAY-15,"D_PROVOST","Provost's Office","401800","10000603","Office of the Provost"
"212-201510","201510","212","212","OFS","OFF FACULTY SUPPORT","152","DUE","129","CHNCLR","5","445000","0101030409","1","","",01-MAY-15,"D_OFS","Office of Faculty Support","445000","10002635","Office of Faculty Support"
"213-201510","201510","213","213","OME","OFF OF MINR EDUC","152","DUE","129","CHNCLR","5","441100","0101030415","1","","",01-MAY-15,"D_OME","Office of Minority Education","441100","10000728","Office of Minority Education"
"215-201510","201510","215","215","OSP","SPONSORED PGMS","163","EXECVP","163","EXECVP","4","391000","0101030654","1","","",01-MAY-15,"D_OSP","Office of Sponsored Programs","391000","10000590","Office of Sponsored Programs"
"216-201510","201510","216","216","OTHMIT","OTHER MIT","224","PRES","216","OTHMIT","3","","0101031200","1","","",01-MAY-15,"D_UNDEF","Undefined - no DLC","","",""
"217-201510","201510","217","217","OTHNON","OTHER NON-MIT","224","PRES","217","OTHNON","3","","0101031500","1","","",01-MAY-15,"D_UNDEF","Undefined - no DLC","","",""
"218-201510","201510","218","218","PARK&T","PARKING & TRANSP","150","DOFADM","163","EXECVP","5","405900","0101030625","1","","",01-MAY-15,"D_PARKING","Parking and Transportation","405900","10000641","Parking and Transportation Office"
"219-201510","201510","219","219","PHYSIC","PHYSICS","246","S SCI","230","PROVST","5","158000","0101060195","1","8","",01-MAY-15,"D_PHYSICS","Physics","158000","10000536","Physics"
"220-201510","201510","220","220","PI","PROFNL INSTITUTE","243","S ENG","230","PROVST","5","061500","0101060130","1","","",01-MAY-15,"D_PI","Professional Institute","061500","10000929","Professional Institute"
"221-201510","201510","221","221","PILM","PICOWER INSTITUTE","246","S SCI","230","PROVST","5","159300","0101060196","1","","",01-MAY-15,"D_PILM","Picower Institute for Learning & Memory","159300","10000542","Picower Institute for Learning & Memory"
"222-201510","201510","222","222","POLICE","CAMPUS POLICE","163","EXECVP","163","EXECVP","4","492900","0101030609","1","","",01-MAY-15,"D_POLICE","MIT Police","492900","10000791","MIT POLICE"
"223-201510","201510","223","223","POLSCI","POLITICAL SCI","244","S H&SS","230","PROVST","5","095500","0101060150","1","17","",01-MAY-15,"D_POLSCI","Political Science","095500","10000368","Political Science"
"224-201510","201510","224","224","PRES","PRESIDENT","105","ALL","224","PRES","2","","0101000000","1","","",01-MAY-15,"D_PRESIDENT","Office of President / Chairman","","",""
"225-201510","201510","225","225","PRESS","MIT PRESS","148","DIRLIB","230","PROVST","5","875000","0101060021","1","","",01-MAY-15,"D_PRESS","MIT Press","875000","10000919","MIT Press"
"226-201510","201510","226","226","PRHSE","PRESIDENTS HOUSE","163","EXECVP","163","EXECVP","4","497400","0101030645","1","","",01-MAY-15,"D_GRAY","Gray House","497400","10000803","Gray House"
"227-201510","201510","227","227","PROCUR","PROCUREMENT","264","VP-FIN","163","EXECVP","5","426000","0101030616","1","","",01-MAY-15,"D_PROCURE","Procurement Office","","",""
"228-201510","201510","228","228","PROPTY","PROPERTY OFFICE","264","VP-FIN","163","EXECVP","5","406800","0101030616","1","","",01-MAY-15,"D_PROPERTY","Property Office","406800","10000651","Property Office"
"229-201510","201510","229","229","PRORES","PROVOST RESERVE","216","OTHMIT","216","OTHMIT","4","010100","0101031203","1","","",01-MAY-15,"D_PROVOST","Provost's Office","","",""
"230-201510","201510","230","230","PROVST","PROVOST","224","PRES","230","PROVST","3","","0101060000","1","","",01-MAY-15,"D_PROVOST","Provost's Office","","",""
"231-201510","201510","231","231","PSFC","PLASMA SCI FSN CTR","266","VP-RES","230","PROVST","5","243000","0101060231","1","","",01-MAY-15,"D_PSFC","Plasma Sciences & Fusion Center","243000","10000569","Plasma Science and Fusion Center"
"232-201510","201510","232","232","PUBSVC","PUBLIC REL SVCS","267","VP-SCP","267","VP-SCP","4","490000","0101090006","1","","",01-MAY-15,"D_VP_SEC_CORP","VP and Secretary of the Corporation","490000","10000789","Office of the VP for Institute Affairs"
"233-201510","201510","233","233","REGIST","REGISTRAR","152","DUE","129","CHNCLR","5","446700","0101030417","1","","",01-MAY-15,"D_REG","Registrar","446700","10000760","Registrar's Office"
"234-201510","201510","234","234","RESDEV","RESOURCE DEVLMNT","263","VP-DEV","163","EXECVP","5","411000","0101030681","1","","",01-MAY-15,"D_RESDEV","Vice President for Resource Development","","",""
"235-201510","201510","235","235","RESDOF","RESIDENCE DOF","238","RLSLAD","129","CHNCLR","6","861400","0101030324","0","","",01-MAY-15,"D_DOF_RESIDENCE","Facilities Residences","","",""
"236-201510","201510","236","236","RESIDE","CAMPUS RESIDENCE","238","RLSLAD","129","CHNCLR","6","861000","0101030318","1","","",01-MAY-15,"D_HOUSING","Housing","861000","10000894","Housing"
"237-201510","201510","237","237","RLE","RES LAB OF ELEC","266","VP-RES","230","PROVST","5","267000","0101060234","1","","",01-MAY-15,"D_RLE","Research Lab Of Electronics","267000","10000578","Research Laboratory of Electronics"
"238-201510","201510","238","238","RLSLAD","RLSLP ADMIN","151","DSL","129","CHNCLR","5","441300","0101030315","1","","",01-MAY-15,"D_SLP","Student Life Programs","441300","10000730","Student Life Programs"
"240-201510","201510","240","240","ROTC-A","ROTC-AEROSPACE","152","DUE","129","CHNCLR","5","187100","0101030418","1","","",01-MAY-15,"D_ROTC","ROTC area","187100","10000556","Aerospace Studies"
"241-201510","201510","241","241","ROTC-M","ROTC-MILITARY SC","152","DUE","129","CHNCLR","5","187500","0101030421","1","","",01-MAY-15,"D_ROTC","ROTC area","187500","10000557","Military Science"
"242-201510","201510","242","242","ROTC-N","ROTC-NAVAL SC","152","DUE","129","CHNCLR","5","187800","0101030424","1","","",01-MAY-15,"D_ROTC","ROTC area","187800","10000558","Naval Science"
"243-201510","201510","243","243","S ENG","SCH OF ENGINEER","230","PROVST","230","PROVST","4","060000","0101060051","1","","",01-MAY-15,"D_DOE","Dean of Engineering","060000","10000284","School of Engineering"
"244-201510","201510","244","244","S H&SS","SCH OF HUM & S S","230","PROVST","230","PROVST","4","090000","0101060135","1","","",01-MAY-15,"D_DHSS","Dean of Humanities & Social Sciences","090000","10000357","School of Humanities, Arts, & Social Sci"
"245-201510","201510","245","245","S MGMT","SCH OF MANAGEMNT","230","PROVST","230","PROVST","4","000031","0101060156","1","15","",01-MAY-15,"D_SLOAN","Sloan School of Management","","",""
"246-201510","201510","246","246","S SCI","SCH OF SCIENCE","230","PROVST","230","PROVST","4","150000","0101060162","1","","",01-MAY-15,"D_DEANSCI","Dean Of Science","150000","10000426","School of Science"
"247-201510","201510","247","247","SAP","SCH OF ARCH & PL","230","PROVST","230","PROVST","4","030000","0101060033","1","","",01-MAY-15,"D_DEANARCH","Dean of Architecture","030000","10000267","School of Architecture & Planning"
"248-201510","201510","248","248","SEAGRT","SEA GRANT","199","MECH","230","PROVST","6","266300","0101060123","1","","",01-MAY-15,"D_MECHE","Mechanical Engineering","266300","10000577","MIT Sea Grant College Program"
"249-201510","201510","249","249","SINGAP","SINGAPORE/MIT","243","S ENG","230","PROVST","5","068200","0101060132","1","","",01-MAY-15,"D_SMA","Singapore/MIT Alliance","068200","10000334","Singapore/MIT Alliance"
"250-201510","201510","250","250","SPEC L","SPECTROSCOPY LAB","246","S SCI","230","PROVST","5","159500","0101060198","1","","",01-MAY-15,"D_SPEC","Spectroscopy Laboratory","159500","10000543","Spectroscopy Laboratory"
"251-201510","201510","251","251","SSRCTR","SOCIOTECH SYS RSCH CTR","243","S ENG","230","PROVST","5","069400","0101060072","1","","MIT Socio-technical Systems Research Center",01-MAY-15,"D_SSRC","Sociotechnical Systems Research Center","069400","10000349","Sociotechnical Systems Research Center"
"252-201510","201510","252","252","SSSV","STUDENT SUPP SV","152","DUE","129","CHNCLR","5","441200","0101030426","1","","",01-MAY-15,"D_SSS","Student Support Services","441200","10000729","Student Support Services"
"253-201510","201510","253","253","ST&S","SCI TECH&SOCIETY","244","S H&SS","230","PROVST","5","097000","0101060153","1","STS","",01-MAY-15,"D_STS","Program In Science, Technology & Society","097000","10000370","Prog in Science, Technology, & Society"
"254-201510","201510","254","254","STUACT","STU ACTIVITIES","151","DSL","129","CHNCLR","5","441600","0101030330","1","","",01-MAY-15,"D_SLP","Student Life Programs","441600","10002535","Student Activities"
"255-201510","201510","255","255","STUFIN","STU FINANCE SVCS","152","DUE","129","CHNCLR","5","449000","0101030430","1","","",01-MAY-15,"D_SFS","Student Financial Services","449000","10000768","Student Financial Services"
"256-201510","201510","256","256","STUSVC","STU SERVICES CTR","152","DUE","129","CHNCLR","5","447000","0101030433","1","","",01-MAY-15,"D_SFS","Student Financial Services","","",""
"257-201510","201510","257","257","T&LL","TEACH & LRN LAB","152","DUE","129","CHNCLR","5","441700","0101030435","1","","",01-MAY-15,"D_TLL","Teaching and Learning Lab","441700","10000743","Teaching & Learning Laboratory"
"258-201510","201510","258","258","TCHREV","TECHNOLOGY REVIEW","271","ZORG","271","ZORG","4","876000","0101120010","1","","",01-MAY-15,"D_TECHREVIEW","Technology Review","876000","10000920","Technology Review"
"259-201510","201510","259","259","TERRAS","TERRASCOPE","152","DUE","129","CHNCLR","5","060085","0101030437","1","","",01-MAY-15,"D_ISP","Integrated Studies Program","060085","10000289","Terrascope"
"260-201510","201510","260","260","TPP","TECH & POLICY PRGM","243","S ENG","230","PROVST","5","069900","0101060133","1","","",01-MAY-15,"D_TPP","Technology & Policy Program","069900","10000356","Technology and Policy Program"
"101-201511","201511","101","101","A/VSVC","AUDIO-VISUAL SVC","129","ENTSVC","CHNCLR","874100","6","874100","0101030309","1","","",01-JUN-15,"D_AVS","Audiovisual Services","874100","10000917","Audio Visual Services"
"102-201511","201511","102","102","ACT","ART CULT & TECH","230","SAP","PROVST","038000","5","038000","0101060034","1","","",01-JUN-15,"D_ACT","Program in Art Culture & Technology","038000","10000276","Program in Art, Culture and Technology"
"103-201511","201511","103","103","ADMISS","ADMISSIONS","129","DUE","CHNCLR","446100","5","446100","0101030402","1","","",01-JUN-15,"D_ADM","Admissions","446100","10000755","Admissions Office"
"104-201511","201511","104","104","AERO","AERO & ASTRO","230","S ENG","PROVST","061000","5","061000","0101060054","1","16","",01-JUN-15,"D_AEROASTRO","Aeronautics and Astronautics","061000","10000299","Aeronautics and Astronautics"
"105-201511","201511","105","105","ALL","ALL","105","","ALL","","1","","0100000000","0","","",01-JUN-15,"","","","",""
"106-201511","201511","106","106","ALUMNI","ALUMNI/AE ASSOC","163","EXECVP","EXECVP","871000","4","871000","0101030603","1","","",01-JUN-15,"D_ALUM","Alumni Association","871000","10000910","Alumni Association"
"107-201511","201511","107","107","ANTHRO","ANTHROPOLOGY","230","S H&SS","PROVST","093200","5","093200","0101060136","1","21A","",01-JUN-15,"D_ANTHRO","Anthropology","093200","10000361","Anthropology Program"
"108-201511","201511","108","108","APRART","ASSOC PROV ARTS","230","PROVST","PROVST","401813","4","401813","0101060006","1","","",01-JUN-15,"D_ARTS","Office of The Arts","401813","10000606","Office of the Arts"
"109-201511","201511","109","109","APROV","ASSOC PROVOST","230","PROVST","PROVST","401801","4","401801","0101060003","1","","",01-JUN-15,"D_MASDAR","Masdar Institute","401801","10004208","Masdar"
"110-201511","201511","110","110","ARCH","ARCHITECTURE","230","SAP","PROVST","031000","5","031000","0101060036","1","4","",01-JUN-15,"D_ARCH","Architecture","031000","10000270","Architecture"
"111-201511","201511","111","111","ASP","ADVD STUDY PROGM","230","S ENG","PROVST","061400","5","061400","0101060052","1","","",01-JUN-15,"D_ASP","Advanced Study Program","061400","10000928","Advanced Study Program"
"112-201511","201511","112","112","ATHENA","ATHENA","271","ZORG","ZORG","","4","","0101120003","1","","",01-JUN-15,"D_IS&T","Information Services and Technology","","",""
"113-201511","201511","113","113","ATHLTC","ATHLETICS","129","DSL","CHNCLR","501000","5","501000","0101030301","1","","",01-JUN-15,"D_ATHLETICS","Dept of Athletics, Phys Ed, & Recreation","501000","10000804","DAPER Intercollegiate Sports"
"114-201511","201511","114","114","AUDIT","AUDIT DIVISION","163","EXECVP","EXECVP","423000","4","423000","0101030606","1","","",01-JUN-15,"D_AUDIT","Audit Division","423000","10000698","Audit Division"
"115-201511","201511","115","115","BCS","BRAIN & COG SCI","230","S SCI","PROVST","154500","5","154500","0101060168","1","9","",01-JUN-15,"D_B&CS","Brain & Cognitive Sciences","154500","10000535","Brain & Cognitive Sciences"
"116-201511","201511","116","116","BEDEP","BIOENG DEPT","230","S ENG","PROVST","069200","5","069200","0101060060","1","BE","",01-JUN-15,"D_BIOENG","Biological Engineering","069200","10000347","Department of Biological Engineering"
"117-201511","201511","117","117","BIOLGY","BIOLOGY","230","S SCI","PROVST","151000","5","151000","0101060165","1","7","",01-JUN-15,"D_BIOLOGY","Biology","151000","10000429","Biology"
"118-201511","201511","118","118","BIOTEC","BIOTEC PRO ENG C","230","S ENG","PROVST","068800","5","068800","0101060063","1","","",01-JUN-15,"D_BPEC","Biotechnology Process Engineering Center","068800","10000339","Biotechnology Process Engineering Center"
"119-201511","201511","119","119","CAES","C FOR ADV EDU SV","230","OFPROV","PROVST","405100","5","405100","0101060027","1","CAES","",01-JUN-15,"D_CAES","Center for Advanced Educational Services","405100","10000624","Center for Advanced Educational Services"
"120-201511","201511","120","120","CAMMIT","CAMBRIDGE-MIT INST","271","ZORG","ZORG","400900","4","400900","0101120004","1","","",01-JUN-15,"D_CMI","Cambridge-MIT Institute","400900","10000594","Cambridge-MIT Institute"
"121-201511","201511","121","121","CARDSV","CARD SERVICES","129","ENTSVC","CHNCLR","862000","6","862000","0101030310","1","","",01-JUN-15,"D_MITCARD","MIT Card Office","862000","10000909","MIT Card Office"
"122-201511","201511","122","122","CAREER","CAREER SERVICES","129","DUE","CHNCLR","446600","5","446600","0101030404","1","","",01-JUN-15,"D_CSPA","Career Serv & Pre-Prof Advising","446600","10000759","Global Education & Career Developmnt Ctr"
"125-201511","201511","125","125","CHAIRM","CHAIRMAN OF CORP","125","PRES","CHAIRM","400000","3","400000","0101010000","1","","",01-JUN-15,"D_CORP_CHAIR","Office of the Corporate Chairman","400000","10000592","Chairman of the Corporation"
"126-201511","201511","126","126","CHEM","CHEMISTRY","230","S SCI","PROVST","152000","5","152000","0101060177","1","5","",01-JUN-15,"D_CHEM","Chemistry","152000","10000491","Chemistry"
"127-201511","201511","127","127","CHEME","CHEMICAL ENG","230","S ENG","PROVST","062000","5","062000","0101060075","1","10","",01-JUN-15,"D_CHEME","Chemical Engineering","062000","10000319","Chemical Engineering"
"128-201511","201511","128","128","CHILDC","CHILD CARE","163","HMNRES","EXECVP","409500","6","409000","0101030666","1","","",01-JUN-15,"D_BA","Benefits Administration","409000","10000653","Human Resources"
"129-201511","201511","129","129","CHNCLR","CHANCELLOR","129","PRES","CHNCLR","","3","","0101030000","1","","",01-JUN-15,"D_CHANCELLOR","Chancellor's Office","","",""
"130-201511","201511","130","130","CIPD","C INNOV PROD DEV","230","S ENG","PROVST","068900","5","068900","0101060069","1","","",01-JUN-15,"D_CIPD","Center for Innovation in Product Development","068900","10000346","Center for Innovation in Product Develmt"
"131-201511","201511","131","131","CIS","C FOR INT STUDIE","230","S H&SS","PROVST","097500","5","097500","0101060138","1","","",01-JUN-15,"D_CIS","Center for International Studies","097500","10000371","Center for International Studies"
"132-201511","201511","132","132","CIVIL","CIVIL & ENV ENG","230","S ENG","PROVST","063000","5","063000","0101060078","1","1","",01-JUN-15,"D_CEE","Civil & Environmental Engineering","063000","10000320","Civil and Environmental Engineering"
"133-201511","201511","133","133","CMPACT","CAMP ACTIV COMPL","129","DSL","CHNCLR","405500","5","405500","0101030303","1","","",01-JUN-15,"D_CAC","Campus Activities Complex","405500","10000636","Campus Activities Complex"
"134-201511","201511","134","134","CMRA&E","C FOR MT RES A&E","230","MS&E","PROVST","401830","6","401830","0101060117","1","","",01-JUN-15,"D_DMSE","Dept Material Science and Engineering","","",""
"135-201511","201511","135","135","CMS/W","COMPARATIVE MEDIA STUDIES","230","S H&SS","PROVST","093800","5","093800","0101060139","1","CMS","",01-JUN-15,"D_CMS","Comparative Media Studies/Writing","093800","10000366","Comparative Media Studies/Writing"
"136-201511","201511","136","136","CMSE","C FOR M S & ENG","230","S ENG","PROVST","246000","5","246000","0101060079","1","","",01-JUN-15,"D_CMSE","Center for Materials Science & Engineering","246000","10000573","Center for Matl Science and Engineering"
"137-201511","201511","137","137","CONCRS","CONCOURSE","129","DUE","CHNCLR","069600","5","069600","0101030405","1","","",01-JUN-15,"D_CONCOURSE","Concourse","069600","10002483","Concourse"
"138-201511","201511","138","138","COPYTC","COPY TECH CENTER","129","ENTSVC","CHNCLR","874200","6","874200","0101030311","1","","",01-JUN-15,"D_COPYTECH","Copy Technology Center","874200","10000918","Copy Technology Centers"
"139-201511","201511","139","139","CRC","CLINICAL RES CTR","230","IMES","PROVST","163000","6","163000","0101060094","1","","",01-JUN-15,"D_CLINRES","Clinical Research Center","163000","10000550","Clinical Research Center"
"140-201511","201511","140","140","CRE","C FOR RL ESTATE","230","SAP","PROVST","033000","5","033000","0101060042","1","","",01-JUN-15,"D_CRE","Center for Real Estate","033000","10000272","Center for Real Estate"
