"DEGREE_CODE","DEGREE_DESC","DEGREE_DESC_SHORT","DEGREE_TYPE","DEGREE_TYPE_DESC","DEGREE_WEIGHT","FROM_TERM","THRU_TERM","DEPARTMENT","DEPT_NAME_IN_COMMENCEMENT_BK","SCHOOL_NAME_IN_COMMENCEMENT_BK","COURSE","COURSE_LEVEL","IS_DOUBLE_MAJOR","COMMENCEMENT_BK_COURSE_ROMAN","COMMENCEMENT_BK_SEE_ALSO","DEGREE_LAST_ACTIVITY_DATE","COURSE_LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE"
"SM17","Master of Science in Political Science","Master of Science in Political Science","SM","Master of Science",3,"000000","999999","14","Department of Economics","School of Humanities, Arts, and Social Sciences","14","G","N","Course XVII","S.M., Course XVII",22-NOV-93,28-JUN-94,28-OCT-24
"SM17","Master of Science in Political Science","Master of Science in Political Science","SM","Master of Science",3,"000000","999999","17","Department of Political Science","School of Humanities, Arts, and Social Sciences","17","G","N","Course XVII","S.M., Course XVII",22-NOV-93,28-JUN-94,28-OCT-24
"SM17","Master of Science in Political Science","Master of Science in Political Science","SM","Master of Science",3,"000000","999999","17","Department of Political Science","School of Humanities, Arts, and Social Sciences","17 M","G","N","Course XVII","S.M., Course XVII",22-NOV-93,23-NOV-93,28-OCT-24
"SM16","Master of Science in Aeronautics and Astronautics","Master of Science in Aeronautics and Astronautics","SM","Master of Science",3,"000000","999999","16","Department of Aeronautics and Astronautics","School of Engineering","16 D","G","N","Course XVI","S.M., Course XVI",22-NOV-93,15-JUL-94,28-OCT-24
"SM16","Master of Science in Aeronautics and Astronautics","Master of Science in Aeronautics and Astronautics","SM","Master of Science",3,"000000","999999","16","Department of Aeronautics and Astronautics","School of Engineering","16","G","N","Course XVI","S.M., Course XVI",22-NOV-93,28-JUN-94,28-OCT-24
"SM16","Master of Science in Aeronautics and Astronautics","Master of Science in Aeronautics and Astronautics","SM","Master of Science",3,"000000","999999","16","Department of Aeronautics and Astronautics","School of Engineering","16 M","G","N","Course XVI","S.M., Course XVI",22-NOV-93,23-NOV-93,28-OCT-24
"SM15MT","Master of Science in Management of Technology","Master of Science in Management of Technology","SM","Master of Science",3,"000000","999999","15","Sloan School of Management","Sloan School of Management","15 AF2","G","N","Course XV-AF2","S.M., Mgt. of Tech.",22-NOV-93,16-JAN-07,28-OCT-24
"SM15MT","Master of Science in Management of Technology","Master of Science in Management of Technology","SM","Master of Science",3,"000000","999999","15","Sloan School of Management","Sloan School of Management","15 AF","G","N","Course XV-AF","S.M., Mgt. of Tech.",22-NOV-93,03-MAY-05,28-OCT-24
"SM15MT","Master of Science in Management of Technology","Master of Science in Management of Technology","SM","Master of Science",3,"000000","999999","15","Sloan School of Management","Sloan School of Management","15 A","G","N","Course XV-A","S.M., Mgt. of Tech.",22-NOV-93,03-MAY-05,28-OCT-24
"SM15MT","Master of Science in Management of Technology","Master of Science in Management of Technology","SM","Master of Science",3,"000000","999999","15","Sloan School of Management","Sloan School of Management","15 JB","G","N","Course XV","S.M., Mgt. of Tech.",22-NOV-93,12-MAR-04,28-OCT-24
"SM15MT","Master of Science in Management of Technology","Master of Science in Management of Technology","SM","Master of Science",3,"000000","999999","15","Sloan School of Management","Sloan School of Management","15 J","G","N","Course XV","S.M., Mgt. of Tech.",22-NOV-93,23-NOV-93,28-OCT-24
"SM15MT","Master of Science in Management of Technology","Master of Science in Management of Technology","SM","Master of Science",3,"000000","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1","G","N","Course XV","S.M., Mgt. of Tech.",22-NOV-93,03-NOV-94,28-OCT-24
"SM15MT","Master of Science in Management of Technology","Master of Science in Management of Technology","SM","Master of Science",3,"000000","999999","6","Department of Electrical Engineering and Computer Science","School of Engineering","6","G","N","Course XV","S.M., Mgt. of Tech.",22-NOV-93,24-OCT-94,28-OCT-24
"SM15","Master of Science in Management","Master of Science in Management","SM","Master of Science",3,"1967FA","999999","15","Sloan School of Management","Sloan School of Management","15 M2","G","N","Course XV","S.M., Course XV",23-SEP-03,26-SEP-97,28-OCT-24
"SM15","Master of Science in Management","Master of Science in Management","SM","Master of Science",3,"1967FA","999999","15","Sloan School of Management","Sloan School of Management","15 AF2","G","N","Course XV-A","S.M., Course XV-AF2",23-SEP-03,16-JAN-07,28-OCT-24
"SM15","Master of Science in Management","Master of Science in Management","SM","Master of Science",3,"1967FA","999999","15","Sloan School of Management","Sloan School of Management","15 L2","G","N","Course XV","SM., Course XV",23-SEP-03,09-OCT-08,28-OCT-24
"SM15","Master of Science in Management","Master of Science in Management","SM","Master of Science",3,"1967FA","999999","15","Sloan School of Management","Sloan School of Management","15 AF","G","N","Course XV-A","S.M., Course XV-AF",23-SEP-03,30-MAY-06,28-OCT-24
"SM15","Master of Science in Management","Master of Science in Management","SM","Master of Science",3,"1967FA","999999","15","Sloan School of Management","Sloan School of Management","15 JB","G","N","Course XV","S.M., Course XV",23-SEP-03,12-MAR-04,28-OCT-24
"SM15","Master of Science in Management","Master of Science in Management","SM","Master of Science",3,"1967FA","999999","15","Sloan School of Management","Sloan School of Management","15 D","G","N","Course XV","S.M., Course XV",23-SEP-03,15-JUL-94,28-OCT-24
"SM15","Master of Science in Management","Master of Science in Management","SM","Master of Science",3,"1967FA","999999","15","Sloan School of Management","Sloan School of Management","15","G","N","Course XV","S.M., Course XV",23-SEP-03,27-APR-94,28-OCT-24
"SM15","Master of Science in Management","Master of Science in Management","SM","Master of Science",3,"1967FA","999999","15","Sloan School of Management","Sloan School of Management","15 A","G","N","Course XV-A","S.M., Course XV",23-SEP-03,23-NOV-93,28-OCT-24
"SM15","Master of Science in Management","Master of Science in Management","SM","Master of Science",3,"1967FA","999999","15","Sloan School of Management","Sloan School of Management","15 L","G","N","Course XV","S.M., Course XV",23-SEP-03,23-NOV-93,28-OCT-24
"SM15","Master of Science in Management","Master of Science in Management","SM","Master of Science",3,"1967FA","999999","15","Sloan School of Management","Sloan School of Management","15 M","G","N","Course XV","S.M., Course XV",23-SEP-03,27-APR-94,28-OCT-24
"SM14","Master of Science in Economics","Master of Science in Economics","SM","Master of Science",3,"1966FA","999999","14","Department of Economics","School of Humanities, Arts, and Social Sciences","14","G","N","Course XIV","S.M., Course XIV",22-APR-94,28-JUN-94,28-OCT-24
"SM14","Master of Science in Economics","Master of Science in Economics","SM","Master of Science",3,"1966FA","999999","14","Department of Economics","School of Humanities, Arts, and Social Sciences","14 D","G","N","Course XIV","S.M., Course XIV",22-APR-94,15-JUL-94,28-OCT-24
"SM14","Master of Science in Economics","Master of Science in Economics","SM","Master of Science",3,"1966FA","999999","14","Department of Economics","School of Humanities, Arts, and Social Sciences","14 M","G","N","Course XIV","S.M., Course XIV",22-APR-94,23-NOV-93,28-OCT-24
"SM13OE","Master of Science in Ocean Engineering","Master of Science in Ocean Engineering","SM","Master of Science",3,"1967FA","999999","13","Department of Ocean Engineering","School of Engineering","13","G","N","Course XIII","S.M.(O.E.), Course XIII",27-OCT-94,28-JUN-94,28-OCT-24
"SM13OE","Master of Science in Ocean Engineering","Master of Science in Ocean Engineering","SM","Master of Science",3,"1967FA","999999","13","Department of Ocean Engineering","School of Engineering","13 D","G","N","Course XIII","S.M.(O.E.), Course XIII",27-OCT-94,15-JUL-94,28-OCT-24
"SM13OE","Master of Science in Ocean Engineering","Master of Science in Ocean Engineering","SM","Master of Science",3,"1967FA","999999","13","Department of Ocean Engineering","School of Engineering","13 A","G","N","Course XIII-A","S.M.(O.E.), Course XIII-A",27-OCT-94,23-NOV-93,28-OCT-24
"SM13OE","Master of Science in Ocean Engineering","Master of Science in Ocean Engineering","SM","Master of Science",3,"1967FA","999999","13","Department of Ocean Engineering","School of Engineering","13 M","G","N","Course XIII","S.M.(O.E.), Course XIII",27-OCT-94,23-NOV-93,28-OCT-24
"SM13BO","Master of Science in Ocean Systems Management","Master of Science in Ocean Systems Management","SM","Master of Science",3,"1980SP","999999","13","Department of Ocean Engineering","School of Engineering","13 B","G","N","Course XIII-B","S.M.(Ocean Syst. Mgt.), Course XIII-B",22-APR-94,23-NOV-93,28-OCT-24
"SM12O","Master of Science in Oceanography","Master of Science in Oceanography","SM","Master of Science",3,"000000","2005SP","19","Department of Meteorology","School of Science","19","G","N","Course XII","S.M.(Oceanography), Course XII:",07-FEB-05,28-JUN-94,28-OCT-24
"SM12O","Master of Science in Oceanography","Master of Science in Oceanography","SM","Master of Science",3,"000000","2005SP","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 CD","G","N","Course XII","S.M.(Oceanography), Course XII:",07-FEB-05,31-JAN-03,28-OCT-24
"SM12O","Master of Science in Oceanography","Master of Science in Oceanography","SM","Master of Science",3,"000000","2005SP","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 CM","G","N","Course XII","S.M.(Oceanography), Course XII:",07-FEB-05,31-JAN-03,28-OCT-24
"SM12O","Master of Science in Oceanography","Master of Science in Oceanography","SM","Master of Science",3,"000000","2005SP","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 M","G","N","Course XII","S.M.(Oceanography), Course XII:",07-FEB-05,23-NOV-93,28-OCT-24
"SM12O","Master of Science in Oceanography","Master of Science in Oceanography","SM","Master of Science",3,"000000","2005SP","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 D","G","N","Course XII","S.M.(Oceanography), Course XII:",07-FEB-05,15-JUL-94,28-OCT-24
"SM12M","Master of Science in Meteorology","Master of Science in Meteorology","SM","Master of Science",3,"000000","1980SP","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 D","G","N","Course XII","S.M.(Meteor.), Course XII",22-APR-94,15-JUL-94,28-OCT-24
"SM12M","Master of Science in Meteorology","Master of Science in Meteorology","SM","Master of Science",3,"000000","1980SP","12","Department of Earth, Atmospheric, and Planetary Sciences","School of Science","12 M","G","N","Course XII","S.M.(Meteor.), Course XII",22-APR-94,23-NOV-93,28-OCT-24
"SM11","Master of Science in Urban Studies and Planning","Master of Science in Urban Studies and Planning","SM","Master of Science",3,"000000","999999","11","Department of Urban Studies and Planning","School of Architecture and Planning","11","G","N","Course XI","S.M., Course XI",22-NOV-93,28-JUN-94,28-OCT-24
"SM11","Master of Science in Urban Studies and Planning","Master of Science in Urban Studies and Planning","SM","Master of Science",3,"000000","999999","11","Department of Urban Studies and Planning","School of Architecture and Planning","11 M","G","N","Course XI","S.M., Course XI",22-NOV-93,23-NOV-93,28-OCT-24
"SM11","Master of Science in Urban Studies and Planning","Master of Science in Urban Studies and Planning","SM","Master of Science",3,"000000","999999","11","Department of Urban Studies and Planning","School of Architecture and Planning","11 D","G","N","Course XI","S.M., Course XI",22-NOV-93,15-JUL-94,28-OCT-24
"SM10A","Master of Science in Chemical Engineering Practice","Master of Science in Chemical Engineering Practice","SM","Master of Science",3,"000000","999999","10","Department of Chemical Engineering","School of Engineering","10 AD","G","N","Course X-A","S.M., Course X-A",22-NOV-93,26-JAN-00,28-OCT-24
"SM10A","Master of Science in Chemical Engineering Practice","Master of Science in Chemical Engineering Practice","SM","Master of Science",3,"000000","999999","10","Department of Chemical Engineering","School of Engineering","10","G","N","Course X-A","S.M., Course X-A",22-NOV-93,24-APR-94,28-OCT-24
"SM10A","Master of Science in Chemical Engineering Practice","Master of Science in Chemical Engineering Practice","SM","Master of Science",3,"000000","999999","10","Department of Chemical Engineering","School of Engineering","10 A","G","N","Course X-A","S.M., Course X-A",22-NOV-93,28-JUN-94,28-OCT-24
"SM10A","Master of Science in Chemical Engineering Practice","Master of Science in Chemical Engineering Practice","SM","Master of Science",3,"000000","999999","10","Department of Chemical Engineering","School of Engineering","10 D","G","N","Course X-A","S.M., Course X-A",22-NOV-93,01-NOV-95,28-OCT-24
"SM10A","Master of Science in Chemical Engineering Practice","Master of Science in Chemical Engineering Practice","SM","Master of Science",3,"000000","999999","10","Department of Chemical Engineering","School of Engineering","10 M","G","N","Course X-A","S.M., Course X-A",22-NOV-93,23-FEB-95,28-OCT-24
"SM10","Master of Science in Chemical Engineering","Master of Science in Chemical Engineering","SM","Master of Science",3,"000000","999999","10","Department of Chemical Engineering","School of Engineering","10","G","N","Course X","S.M., Course X",22-NOV-93,28-JUN-94,28-OCT-24
"SM10","Master of Science in Chemical Engineering","Master of Science in Chemical Engineering","SM","Master of Science",3,"000000","999999","10","Department of Chemical Engineering","School of Engineering","10 D","G","N","Course X","S.M., Course X",22-NOV-93,15-JUL-94,28-OCT-24
"SM10","Master of Science in Chemical Engineering","Master of Science in Chemical Engineering","SM","Master of Science",3,"000000","999999","10","Department of Chemical Engineering","School of Engineering","10 M","G","N","Course X","S.M., Course X",22-NOV-93,23-NOV-93,28-OCT-24
"SM10","Master of Science in Chemical Engineering","Master of Science in Chemical Engineering","SM","Master of Science",3,"000000","999999","10","Department of Chemical Engineering","School of Engineering","10 H","G","N","Course X","S.M., Course X",22-NOV-93,15-JUL-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","ESD","Engineering Systems Division","School of Engineering","ESD TPD","G","N","Course ESD","S.M., Technology and Policy",22-NOV-93,22-SEP-99,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","ESD","Engineering Systems Division","School of Engineering","ESD TPM","G","N","Course ESD","S.M., Technology and Policy",22-NOV-93,22-SEP-99,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","TPP","Program in Technology and Policy","School of Engineering","TPP D","G","N","Course ESD","S.M., Technology and Policy",22-NOV-93,21-JAN-98,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","IDS","Institute for Data, Systems, & Society","Schwarzman College of Computing","IDS TPP","G","N","Course IDS","S.M., Technology and Policy Program",22-NOV-93,05-FEB-16,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","TOX","Program in Toxicology","Whitaker College of Health Sciences and Technology","TOX","G","N"," TOX","S.M.,  TOX",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","17","Department of Political Science","School of Humanities, Arts, and Social Sciences","17 TP","G","N","Course XVII","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","22","Department of Nuclear Science and Engineering","School of Engineering","22 TP","G","N","Course XXII","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","16","Department of Aeronautics and Astronautics","School of Engineering","16 TP","G","N","Course XVI","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","15","Sloan School of Management","Sloan School of Management","15 TP","G","N","Course XV","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","13","Department of Ocean Engineering","School of Engineering","13 TP","G","N","Course XIII","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","10","Department of Chemical Engineering","School of Engineering","10 TP","G","N","Course X","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","6","Department of Electrical Engineering and Computer Science","School of Engineering","6 TP","G","N","Course VI","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","3","Department of Materials Science and Engineering","School of Engineering","3 TP","G","N","Course III","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","2","Department of Mechanical Engineering","School of Engineering","2 TP","G","N","Course II","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1 TP","G","N","Course I","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","15","Sloan School of Management","Sloan School of Management","15 M","G","N","Course XV","S.M., Tech. & Pol.",22-NOV-93,03-NOV-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","14","Department of Economics","School of Humanities, Arts, and Social Sciences","14 TP","G","N","Course XIV","S.M., Course XIV",22-NOV-93,27-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","TOX","Program in Toxicology","Whitaker College of Health Sciences and Technology","TOX TP","G","N"," TOX","S.M.,  TOX",22-NOV-93,27-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","17","Department of Political Science","School of Humanities, Arts, and Social Sciences","17","G","N","Course XVII","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","13","Department of Ocean Engineering","School of Engineering","13","G","N","Course XIII","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","10","Department of Chemical Engineering","School of Engineering","10","G","N","Course X","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","3","Department of Materials Science and Engineering","School of Engineering","3","G","N","Course III","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1","G","N","Course I","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","13","Department of Ocean Engineering","School of Engineering","13 BTP","G","N","Course XIII","S.M., Course XIII",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","TPP","Program in Technology and Policy","School of Engineering","TPP M","G","N","Course ESD","S.M., Technology and Policy",22-NOV-93,21-JAN-98,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","11","Department of Urban Studies and Planning","School of Architecture and Planning","11","G","N","Course XI","S.M., Tech. & Pol.",22-NOV-93,04-NOV-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","20","Department of Biological Engineering","School of Engineering","20","G","N","Course XX","S.M., Course XX",22-NOV-93,03-NOV-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","5","Department of Chemistry","School of Science","5","G","N","Course V","S.M., Course V",22-NOV-93,03-NOV-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","5","Department of Chemistry","School of Science","5 TP","G","N","Course V","S.M., Course V",22-NOV-93,27-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","22","Department of Nuclear Science and Engineering","School of Engineering","22","G","N","Course XXII","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","16","Department of Aeronautics and Astronautics","School of Engineering","16","G","N","Course XVI","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","15","Sloan School of Management","Sloan School of Management","15","G","N","Course XV","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","13","Department of Ocean Engineering","School of Engineering","13 B","G","N","Course XIII","S.M., Course XIII",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","6","Department of Electrical Engineering and Computer Science","School of Engineering","6","G","N","Course VI","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","2","Department of Mechanical Engineering","School of Engineering","2","G","N","Course II","S.M., Tech. & Pol.",22-NOV-93,16-OCT-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","STS","Program in Science, Technology, and Society","School of Humanities, Arts, and Social Sciences","STS TP","G","N","Course STS","S.M., Science, Technology, and Policy",22-NOV-93,04-NOV-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","STS","Program in Science, Technology, and Society","School of Humanities, Arts, and Social Sciences","STS","G","N","Course STS","S.M., Science, Technology, and Policy",22-NOV-93,04-NOV-94,28-OCT-24
"SMTPP","Master of Science in Technology and Policy","Master of Science in Technology and Policy","SM","Master of Science",3,"000000","999999","11","Department of Urban Studies and Planning","School of Architecture and Planning","11 TP","G","N","Course XI","S.M., Tech. & Pol.",22-NOV-93,04-NOV-94,28-OCT-24
"SMRED","Master of Science in Real Estate Development","Master of Science in Real Estate Development","SM","Master of Science",3,"000000","999999","11","Department of Urban Studies and Planning","School of Architecture and Planning","11","G","N","Course XI","S.M., Real Estate Development",24-SEP-09,28-JUN-94,28-OCT-24
"SMRED","Master of Science in Real Estate Development","Master of Science in Real Estate Development","SM","Master of Science",3,"000000","999999","4","Department of Architecture","School of Architecture and Planning","4","G","N","Course IV","S.M., Real Estate Development",24-SEP-09,28-JUN-94,28-OCT-24
"SMRED","Master of Science in Real Estate Development","Master of Science in Real Estate Development","SM","Master of Science",3,"000000","999999","15","Sloan School of Management","Sloan School of Management","15 M","G","N","Course XV","S.M., Real Estate Development",24-SEP-09,02-MAY-94,28-OCT-24
"SMRED","Master of Science in Real Estate Development","Master of Science in Real Estate Development","SM","Master of Science",3,"000000","999999","11","Department of Urban Studies and Planning","School of Architecture and Planning","11 RE","G","N","Course XI","S.M., Real Estate Development",24-SEP-09,23-NOV-93,28-OCT-24
"SMRED","Master of Science in Real Estate Development","Master of Science in Real Estate Development","SM","Master of Science",3,"000000","999999","RED","Center for Real Estate Development","School of Architecture and Planning","RED M","G","N","Course RED","S.M., Real Estate Development",24-SEP-09,05-DEC-07,28-OCT-24
"SMRED","Master of Science in Real Estate Development","Master of Science in Real Estate Development","SM","Master of Science",3,"000000","999999","4","Department of Architecture","School of Architecture and Planning","4 RE","G","N","Course IV","S.M., Real Estate Development",24-SEP-09,23-NOV-93,28-OCT-24
"SMRED","Master of Science in Real Estate Development","Master of Science in Real Estate Development","SM","Master of Science",3,"000000","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1","G","N","Course I","S.M., Real Estate Development",24-SEP-09,02-MAY-94,28-OCT-24
"SMRED","Master of Science in Real Estate Development","Master of Science in Real Estate Development","SM","Master of Science",3,"000000","999999","RED","Center for Real Estate Development","School of Architecture and Planning","RED","G","N","Course IV","S.M., Real Estate Development",24-SEP-09,28-JUN-94,28-OCT-24
"SMRED","Master of Science in Real Estate Development","Master of Science in Real Estate Development","SM","Master of Science",3,"000000","999999","15","Sloan School of Management","Sloan School of Management","15","G","N","Course XV","S.M., Real Estate Development",24-SEP-09,03-NOV-94,28-OCT-24
"SMOR","Master of Science in Operations Research","Master of Science in Operations Research","SM","Master of Science",3,"000000","999999","OR","Program in Operations Research","Sloan School of Management","OR M","G","N","Course OR","S.M., Operations Research",17-FEB-05,21-SEP-95,28-OCT-24
"SMOR","Master of Science in Operations Research","Master of Science in Operations Research","SM","Master of Science",3,"000000","999999","16","Department of Aeronautics and Astronautics","School of Engineering","16","G","N","Course XVI","S.M., Op. Res.",17-FEB-05,28-JUN-94,28-OCT-24
"SMOR","Master of Science in Operations Research","Master of Science in Operations Research","SM","Master of Science",3,"000000","999999","13","Department of Ocean Engineering","School of Engineering","13","G","N","Course XIII","S.M., Op. Res.",17-FEB-05,28-JUN-94,28-OCT-24
"SMOR","Master of Science in Operations Research","Master of Science in Operations Research","SM","Master of Science",3,"000000","999999","6","Department of Electrical Engineering and Computer Science","School of Engineering","6","G","N","Course VI","S.M., Op. Res.",17-FEB-05,28-JUN-94,28-OCT-24
"SMOR","Master of Science in Operations Research","Master of Science in Operations Research","SM","Master of Science",3,"000000","999999","15","Sloan School of Management","Sloan School of Management","15 B","G","N","Course XV","S.M., Op. Res.",17-FEB-05,28-JUN-94,28-OCT-24
"SMOR","Master of Science in Operations Research","Master of Science in Operations Research","SM","Master of Science",3,"000000","999999","11","Department of Urban Studies and Planning","School of Architecture and Planning","11","G","N","Course XI","S.M., Op. Res.",17-FEB-05,28-JUN-94,28-OCT-24
"SMOR","Master of Science in Operations Research","Master of Science in Operations Research","SM","Master of Science",3,"000000","999999","1","Department of Civil and Environmental Engineering","School of Engineering","1","G","N","Course I","S.M., Op. Res.",17-FEB-05,28-JUN-94,28-OCT-24
"SMOR","Master of Science in Operations Research","Master of Science in Operations Research","SM","Master of Science",3,"000000","999999","14","Department of Economics","School of Humanities, Arts, and Social Sciences","14","G","N","Course XIV","S.M., Course XIV",17-FEB-05,24-OCT-94,28-OCT-24
"SMOR","Master of Science in Operations Research","Master of Science in Operations Research","SM","Master of Science",3,"000000","999999","2","Department of Mechanical Engineering","School of Engineering","2","G","N","Course II","S.M., Course II",17-FEB-05,18-OCT-94,28-OCT-24
"SMOR","Master of Science in Operations Research","Master of Science in Operations Research","SM","Master of Science",3,"000000","999999","OR","Program in Operations Research","Sloan School of Management","OR D","G","N","Course OR","S.M., Operations Research",17-FEB-05,21-SEP-95,28-OCT-24
"SMOR","Master of Science in Operations Research","Master of Science in Operations Research","SM","Master of Science",3,"000000","999999","13","Department of Ocean Engineering","School of Engineering","13 B","G","N","Course XIII","S.M., Op. Res.",17-FEB-05,03-NOV-94,28-OCT-24
"SMOR","Master of Science in Operations Research","Master of Science in Operations Research","SM","Master of Science",3,"000000","999999","18","Department of Mathematics","School of Science","18","G","N","Course XVIII","S.M., Course XVIII",17-FEB-05,24-OCT-94,28-OCT-24
"SMOR","Master of Science in Operations Research","Master of Science in Operations Research","SM","Master of Science",3,"000000","999999","13","Department of Ocean Engineering","School of Engineering","13 A","G","N","Course XIII","S.M., Op. Res.",17-FEB-05,03-NOV-94,28-OCT-24
