"ACADEMIC_YEAR","SUBJECT_ID","SUBJECT_CODE","SUBJECT_NUMBER","SOURCE_SUBJECT_ID","PRINT_SUBJECT_ID","IS_PRINTED_IN_BULLETIN","DEPARTMENT_CODE","DEPARTMENT_NAME","EFFECTIVE_TERM_CODE","SUBJECT_SHORT_TITLE","SUBJECT_TITLE","IS_VARIABLE_UNITS","LECTURE_UNITS","LAB_UNITS","PREPARATION_UNITS","TOTAL_UNITS","DESIGN_UNITS","GRADE_TYPE","GRADE_TYPE_DESC","GRADE_RULE","GRADE_RULE_DESC","HGN_CODE","HGN_DESC","HGN_EXCEPT","GIR_ATTRIBUTE","GIR_ATTRIBUTE_DESC","COMM_REQ_ATTRIBUTE","COMM_REQ_ATTRIBUTE_DESC","TUITION_ATTRIBUTE","TUITION_ATTRIBUTE_DESC","WRITE_REQ_ATTRIBUTE","WRITE_REQ_ATTRIBUTE_DESC","SUPERVISOR_ATTRIBUTE","SUPERVISOR_ATTRIBUTE_DESC","PREREQUISITES","SUBJECT_DESCRIPTION","JOINT_SUBJECTS","SCHOOL_WIDE_ELECTIVES","MEETS_WITH_SUBJECTS","EQUIVALENT_SUBJECTS","IS_OFFERED_THIS_YEAR","IS_OFFERED_FALL_TERM","IS_OFFERED_IAP","IS_OFFERED_SPRING_TERM","IS_OFFERED_SUMMER_TERM","FALL_INSTRUCTORS","SPRING_INSTRUCTORS","STATUS_CHANGE","LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE","MASTER_SUBJECT_ID","HASS_ATTRIBUTE","HASS_ATTRIBUTE_DESC","TERM_DURATION","GLOBAL_REGIONS","GLOBAL_COUNTRIES","ON_LINE_PAGE_NUMBER"
"2004","21.ET","21","ET","21.ET","21.ET","N","21","Humanities","1989FA","Pre-General Exam Tut","Pre-General Exam Tut","N",1,0,5,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2007","21.ET","21","ET","21.ET","21.ET","N","21","Humanities","1989FA","Pre-General Exam Tut","Pre-General Exam Tut","N",1,0,5,6,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","21.EX","21","EX","21.EX","21.EX","N","21","Humanities","1989FA","Humanities General Exam","Humanities General Exam","Y",0,0,0,0,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","STS.NIV","STS","NIV","STS.NIV","STS.NIV","N","STS","Science, Technology & Society","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2003","4.NIV","4","NIV","4.NIV","4.NIV","N","4","Architecture","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",02-SEP-01,28-OCT-24,"","","","","","",""
"2006","17.906","17","906","17.906","17.906","N","17","Political Science","1989FA","Reading Seminar in Soc Science","Reading Seminar in Social Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","Y","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","17.908","17","908","17.908","17.908","N","17","Political Science","1989FA","Reading Seminar in Soc Science","Reading Seminar in Social Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","Y","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","17.909","17","909","17.909","17.909","N","17","Political Science","1989FA","Reading Seminar in Soc Science","Reading Seminar in Social Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","17.910","17","910","17.910","17.910","N","17","Political Science","1989FA","Reading Seminar in Soc Science","Reading Seminar in Social Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","Y","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","17.905","17","905","17.905","17.905","N","17","Political Science","1989FA","Reading Seminar in Soc Science","Reading Seminar in Social Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","Y","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","17.901","17","901","17.901","17.901","Y","17","Political Science","2003FA","Pol Sci Internship & Research","Political Science Internship and Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","C. Stewart","C. Stewart","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","21W.NIV","21W","NIV","21W.NIV","21W.NIV","N","21W","Writing & Humanistic Studies","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","SP.758","SP","758","SP.758","SP.758","N","EDG","Edgerton Center","1995FA","Real-World Electronics","Real-World Electronics","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","N","N","Y","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","SP.754","SP","754","SP.754","SP.754","N","EDG","Edgerton Center","1997FA","Research Information Retrieval","Research Information Retrieval","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","STS.NIV","STS","NIV","STS.NIV","STS.NIV","N","STS","Science, Technology & Society","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2005","18.NIV","18","NIV","18.NIV","18.NIV","N","18","Mathematics","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",30-OCT-03,28-OCT-24,"","","","","","",""
"2006","SP.240","SP","240","SP.240","SP.240","N","ESG","Experimental Study Group","2005FA","ESG Special Topics","ESG Special Topics Seminars","Y",0,0,0,0,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","A. Slocum","A. Slocum","",26-APR-05,28-OCT-24,"","","","","","",""
"2006","21H.932","21H","932","21H.932","21H.932","Y","21H","History","1994FA","Spec Topics in History","Special Topics in History","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","N","N","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","2.993","2","993","2.993","2.993","N","2","Mechanical Engineering","1994FA","Special Topics in Mech Eng","Special Topics in Mech Eng","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","2.994","2","994","2.994","2.994","N","2","Mechanical Engineering","1994FA","Special Topics in Mech Eng","Special Topics in Mech Eng","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2006","2.NIV","2","NIV","2.NIV","2.NIV","N","2","Mechanical Engineering","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2007","6.NIV","6","NIV","6.NIV","6.NIV","N","6","Electrical Eng & Computer Sci","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","7.391","7","391","7.391","7.391","Y","7","Biology","2004FA","Special Topics/Undergraduates","Special Topics in Biology for Undergraduates","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","Staff","Staff","",27-NOV-06,28-OCT-24,"","","","","","",""
"2007","10.910","10","910","10.910","10.910","Y","10","Chemical Engineering","1995FA","Independent Research Problem","Independent Research Problem","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","C. M. Mohr","C. M. Mohr","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","11.191","11","191","11.191","11.191","N","11","Urban Studies and Planning","2005FA","Supervised Readings","Supervised Readings in Urban Studies","N",3,0,6,9,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","Staff","Staff","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","11.198","11","198","11.198","11.198","N","11","Urban Studies and Planning","2005FA","IAP Special Studies","IAP Special Studies","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","N","Y","N","N","P. Anzer","P. Anzer","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","11.194","11","194","11.194","11.194","N","11","Urban Studies and Planning","2005FA","Spec Topics: Urban Studies &Pl","Special Topics in Urban Studies and Planning","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","Y","Consult Head of Undergraduate Committee","Consult Head of Undergraduate Committee","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","12.NIV","12","NIV","12.NIV","12.NIV","N","12","Earth, Atmos & Planetary Sci","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","13.NIV","13","NIV","13.NIV","13.NIV","N","13","Ocean Engineering","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","16.NIV","16","NIV","16.NIV","16.NIV","N","16","Aeronautics and Astronautics","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","21A.NIV","21A","NIV","21A.NIV","21A.NIV","N","21A","Anthropology","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","SP.754","SP","754","SP.754","SP.754","N","EDG","Edgerton Center","1997FA","Research Information Retrieval","Research Information Retrieval","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","SP.758","SP","758","SP.758","SP.758","N","EDG","Edgerton Center","1995FA","Real-World Electronics","Real-World Electronics","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","N","N","Y","N","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","SP.759","SP","759","SP.759","SP.759","N","EDG","Edgerton Center","1995FA","Lego Robotics","Lego Robotics","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","SP.761","SP","761","SP.761","SP.761","N","EDG","Edgerton Center","2002FA","Solar Cars","Solar Cars","N",2,0,4,6,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","J. Bales","J. Bales","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","18.NIV","18","NIV","18.NIV","18.NIV","N","18","Mathematics","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2004","18.NIV","18","NIV","18.NIV","18.NIV","N","18","Mathematics","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",01-SEP-02,28-OCT-24,"","","","","","",""
"2007","CMS.NIV","CMS","NIV","CMS.NIV","CMS.NIV","N","CMS","Comparative Media Studies","2003FA","Visting Student Research","Visiting Student Research","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",05-OCT-05,28-OCT-24,"","","","","","",""
"2007","SP.311","SP","311","SP.311","SP.311","Y","CON","Concourse","2004FA","Concourse Program","Concourse Program","Y",0,0,0,0,0,"P","P/D/F","N","Not repeatable for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","R. M. Rose","R. M. Rose","",05-OCT-05,28-OCT-24,"","","","","","",""
"2008","12.NIV","12","NIV","12.NIV","12.NIV","N","12","Earth, Atmos & Planetary Sci","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",19-OCT-06,28-OCT-24,"","","","","","",""
"2006","8.NIV","8","NIV","8.NIV","8.NIV","N","8","Physics","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",28-SEP-04,28-OCT-24,"","","","","","",""
"2008","5.891","5","891","5.891","5.891","Y","5","Chemistry","2007FA","Spec Topics in Chem:Undergrads","Special Topics in Chemistry for Undergraduates","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","Staff","Staff","",19-OCT-06,28-OCT-24,"","","","","","",""
"2008","15.NIV","15","NIV","15.NIV","15.NIV","N","15","Management","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",19-OCT-06,28-OCT-24,"","","","","","",""
"2008","14.NIV","14","NIV","14.NIV","14.NIV","N","14","Economics","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",19-OCT-06,28-OCT-24,"","","","","","",""
"2008","15.950","15","950","15.950","15.950","Y","15","Management","2000FA","Spec Studies in Management","Special Studies in Management","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","J. A. Meldman","J. A. Meldman","",19-OCT-06,28-OCT-24,"","","","","","",""
"2008","15.952","15","952","15.952","15.952","N","15","Management","2004FA","Spec Seminars in Management","Special Seminars in Management","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",19-OCT-06,28-OCT-24,"","","","","","",""
"2008","15.953","15","953","15.953","15.953","N","15","Management","2004FA","Spec Seminars in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",19-OCT-06,28-OCT-24,"","","","","","",""
"2008","15.954","15","954","15.954","15.954","N","15","Management","2004FA","Spec Seminars in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",19-OCT-06,28-OCT-24,"","","","","","",""
"2008","15.955","15","955","15.955","15.955","N","15","Management","2004FA","Spec Seminars in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",19-OCT-06,28-OCT-24,"","","","","","",""
"2008","15.956","15","956","15.956","15.956","N","15","Management","2004FA","Spec Seminars in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",19-OCT-06,28-OCT-24,"","","","","","",""
"2008","13.NIV","13","NIV","13.NIV","13.NIV","N","13","Ocean Engineering","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",19-OCT-06,28-OCT-24,"","","","","","",""
"2008","15.957","15","957","15.957","15.957","N","15","Management","2004FA","Spec Seminars in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",19-OCT-06,28-OCT-24,"","","","","","",""
"2008","15.958","15","958","15.958","15.958","N","15","Management","2004FA","Spec Seminars in Management","Special Seminars in Management","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","","","",19-OCT-06,28-OCT-24,"","","","","","",""
"2008","16.NIV","16","NIV","16.NIV","16.NIV","N","16","Aeronautics and Astronautics","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",19-OCT-06,28-OCT-24,"","","","","","",""
"2008","7.391","7","391","7.391","7.391","Y","7","Biology","2004FA","Special Topics/Undergraduates","Special Topics in Biology for Undergraduates","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","N","Staff","Staff","",19-OCT-06,28-OCT-24,"","","","","","",""
"2008","11.191","11","191","11.191","11.191","N","11","Urban Studies and Planning","2005FA","Supervised Readings","Supervised Readings in Urban Studies","N",3,0,6,9,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","N","N","Staff","Staff","",19-OCT-06,28-OCT-24,"","","","","","",""
"2009","10.910","10","910","10.910","10.910","Y","10","Chemical Engineering","1995FA","Independent Research Problem","Independent Research Problem","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","C. M. Mohr","C. M. Mohr","",18-OCT-07,28-OCT-24,"","","","","","",""
"2009","9.97","9","97","9.97","9.97","N","9","Brain and Cognitive Sciences","2007FA","Independent Activities","Independent Activities","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","N","Y","N","N","Consult E. Nedivi","Consult E. Nedivi","",18-OCT-07,28-OCT-24,"","","","","","",""
"2009","9.98","9","98","9.98","9.98","N","9","Brain and Cognitive Sciences","2007FA","Independent Activities","Independent Activities","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","N","Y","N","N","Consult E. Nedivi","Consult E. Nedivi","",18-OCT-07,28-OCT-24,"","","","","","",""
"2009","SP.715","SP","715","SP.715","SP.710-SP.715","Y","EDG","Edgerton Center","2001FA","Special Topics at Edgerton Ctr","Special Topics at the Edgerton Center","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","J. K. Vandiver","J. K. Vandiver","",14-AUG-08,28-OCT-24,"","","","","","",""
"2009","SP.716","SP","716","SP.716","SP.716","Y","EDG","Edgerton Center","2001FA","Special Topics at Edgerton Ctr","Special Topics at the Edgerton Center","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","J. K. Vandiver","J. K. Vandiver","",14-AUG-08,28-OCT-24,"","","","","","",""
"2009","SP.719","SP","719","SP.719","SP.717-SP.719","Y","EDG","Edgerton Center","2001FA","Special Topics at Edgerton Ctr","Special Topics at the Edgerton Center","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","N","J. K. Vandiver","J. K. Vandiver","",15-AUG-08,28-OCT-24,"","","","","","",""
"2009","3.NIV","3","NIV","3.NIV","3.NIV","N","3","Materials Science and Eng","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",18-OCT-07,28-OCT-24,"","","","","","",""
"2009","2.993","2","993","2.993","2.993","N","2","Mechanical Engineering","1994FA","Special Topics in Mech Eng","Special Topics in Mech Eng","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",18-OCT-07,28-OCT-24,"","","","","","",""
"2009","2.994","2","994","2.994","2.994","N","2","Mechanical Engineering","1994FA","Special Topics in Mech Eng","Special Topics in Mech Eng","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",18-OCT-07,28-OCT-24,"","","","","","",""
"2009","17.901","17","901","17.901","17.901","Y","17","Political Science","2003FA","Pol Sci Internship & Research","Political Science Internship and Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","C. Stewart","C. Stewart","",18-OCT-07,28-OCT-24,"","","","","","",""
"2009","17.905","17","905","17.905","17.905","N","17","Political Science","1989FA","Reading Seminar in Soc Science","Reading Seminar in Social Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","Y","","","",18-OCT-07,28-OCT-24,"","","","","","",""
"2009","17.906","17","906","17.906","17.906","N","17","Political Science","1989FA","Reading Seminar in Soc Science","Reading Seminar in Social Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","Y","","","",18-OCT-07,28-OCT-24,"","","","","","",""
"2009","17.908","17","908","17.908","17.908","N","17","Political Science","1989FA","Reading Seminar in Soc Science","Reading Seminar in Social Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","Y","","","",18-OCT-07,28-OCT-24,"","","","","","",""
"2009","17.909","17","909","17.909","17.909","N","17","Political Science","1989FA","Reading Seminar in Soc Science","Reading Seminar in Social Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",18-OCT-07,28-OCT-24,"","","","","","",""
"2009","17.910","17","910","17.910","17.910","N","17","Political Science","1989FA","Reading Seminar in Soc Science","Reading Seminar in Social Science","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","N","Y","Y","","","",18-OCT-07,28-OCT-24,"","","","","","",""
"2009","17.919","17","919","17.919","17.912, 17.914, 17.916919","Y","17","Political Science","2005FA","Spec Topics: Political Science","Special Topics in Political Science","Y",0,0,0,0,0,"P","P/D/F","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","J. Cohen","J. Cohen","",18-OCT-07,28-OCT-24,"","","","","","",""
"2009","17.NIV","17","NIV","17.NIV","17.NIV","N","17","Political Science","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",18-OCT-07,28-OCT-24,"","","","","","",""
"2009","18.NIV","18","NIV","18.NIV","18.NIV","N","18","Mathematics","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",18-OCT-07,28-OCT-24,"","","","","","",""
"2009","7.NIV","7","NIV","7.NIV","7.NIV","N","7","Biology","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",18-OCT-07,28-OCT-24,"","","","","","",""
"2009","STS.NIV","STS","NIV","STS.NIV","STS.NIV","N","STS","Science, Technology & Society","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",18-OCT-07,28-OCT-24,"","","","","","",""
"2008","3.NIV","3","NIV","3.NIV","3.NIV","N","3","Materials Science and Eng","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",19-OCT-06,28-OCT-24,"","","","","","",""
"2009","21L.NIV","21L","NIV","21L.NIV","21L.NIV","N","21L","Literature","1997FA","Visiting Student Research","Visiting Student Research","Y",0,0,0,0,0,"L","Letter graded","R","Can be repeated for credit","U","Undergraduate","","","","","","","","","","","","","","","","","","Y","Y","Y","Y","Y","","","",18-OCT-07,28-OCT-24,"","","","","","",""
