"FCLT_ROOM_KEY","BUILDING_ROOM","FCLT_BUILDING_KEY","FLOOR","FCLT_FLOOR_KEY","ROOM","SPACE_ID","FCLT_MAJOR_USE_KEY","MAJOR_USE_DESC","FCLT_USE_KEY","USE_DESC","FCLT_MINOR_USE_KEY","MINOR_USE_DESC","FCLT_ORGANIZATION_KEY","ORGANIZATION_NAME","FCLT_MINOR_ORGANIZATION_KEY","MINOR_ORGANIZATION","AREA","ROOM_FULL_NAME","DEPT_CODE","ACCESS_LEVEL","LATITUDE_WGS","LONGITUDE_WGS","NORTHING_SPCS","EASTING_SPCS","WAREHOUSE_LOAD_DATE"
"32-100LF","32-100LF","32","1","32-1","100LF","32-1-100LF","102","CIRCULAT","111","LOBBY","","","149","DOF","","",1700.04,"","","3",,,,,28-OCT-24
"33-100CA","33-100CA","33","1","33-1","100CA","33-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",1024.41,"","","3",,,,,28-OCT-24
"33-100CB","33-100CB","33","1","33-1","100CB","33-1-100CB","102","CIRCULAT","109","CORR","","","149","DOF","","",630.09,"","","3",,,,,28-OCT-24
"33-100LA","33-100LA","33","1","33-1","100LA","33-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",245.81,"","","3",,,,,28-OCT-24
"33-100SA","33-100SA","33","1","33-1","100SA","33-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",110.64,"","","3",,,,,28-OCT-24
"33-100SB","33-100SB","33","1","33-1","100SB","33-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",125.9,"","","3",,,,,28-OCT-24
"33-100SD","33-100SD","33","1","33-1","100SD","33-1-100SD","102","CIRCULAT","112","STAIR","","","149","DOF","","",108.75,"","","3",,,,,28-OCT-24
"33-100Z","33-100Z","33","1","33-1","100Z","33-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",156.06,"","","0",,,,,28-OCT-24
"37-144Z","37-144Z","37","1","37-1","144Z","37-1-144Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",58.08,"","","0",,,,,28-OCT-24
"37-168","37-168","37","1","37-1","168","37-1-168","107","MECHANIC","156","U/M","","","149","DOF","","",59.5,"","","0",,,,,28-OCT-24
"37-172E","37-172E","37","1","37-1","172E","37-1-172E","107","MECHANIC","153","ELEC","","","149","DOF","","",36.83,"","","0",,,,,28-OCT-24
"37-172J","37-172J","37","1","37-1","172J","37-1-172J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",24.44,"","","1",,,,,28-OCT-24
"37-172Z","37-172Z","37","1","37-1","172Z","37-1-172Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",60.57,"","","0",,,,,28-OCT-24
"37-184","37-184","37","1","37-1","184","37-1-184","101","BLDG SRV","106","M LAV","","","149","DOF","","",129.48,"","","3",,,,,28-OCT-24
"37-184Z","37-184Z","37","1","37-1","184Z","37-1-184Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",55.11,"","","0",,,,,28-OCT-24
"38-129Z","38-129Z","38","1","38-1","129Z","38-1-129Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",12.18,"","","0",,,,,28-OCT-24
"38-137A","38-137A","38","1","38-1","137A","38-1-137A","107","MECHANIC","156","U/M","","","149","DOF","","",24.71,"","","0",,,,,28-OCT-24
"38-137B","38-137B","38","1","38-1","137B","38-1-137B","107","MECHANIC","156","U/M","","","149","DOF","","",12.5,"","","0",,,,,28-OCT-24
"38-145E","38-145E","38","1","38-1","145E","38-1-145E","107","MECHANIC","153","ELEC","","","149","DOF","","",11.56,"","","0",,,,,28-OCT-24
"38-153A","38-153A","38","1","38-1","153A","38-1-153A","107","MECHANIC","156","U/M","","","149","DOF","","",11.89,"","","0",,,,,28-OCT-24
"38-153E","38-153E","38","1","38-1","153E","38-1-153E","107","MECHANIC","153","ELEC","","","149","DOF","","",11.56,"","","0",,,,,28-OCT-24
"38-161A","38-161A","38","1","38-1","161A","38-1-161A","107","MECHANIC","156","U/M","","","149","DOF","","",25.63,"","","0",,,,,28-OCT-24
"38-169A","38-169A","38","1","38-1","169A","38-1-169A","107","MECHANIC","156","U/M","","","149","DOF","","",25.16,"","","0",,,,,28-OCT-24
"38-177A","38-177A","38","1","38-1","177A","38-1-177A","107","MECHANIC","156","U/M","","","149","DOF","","",12.66,"","","0",,,,,28-OCT-24
"38-177E","38-177E","38","1","38-1","177E","38-1-177E","107","MECHANIC","153","ELEC","","","149","DOF","","",11.25,"","","0",,,,,28-OCT-24
"38-185A","38-185A","38","1","38-1","185A","38-1-185A","107","MECHANIC","156","U/M","","","149","DOF","","",11.72,"","","0",,,,,28-OCT-24
"38-185E","38-185E","38","1","38-1","185E","38-1-185E","107","MECHANIC","153","ELEC","","","149","DOF","","",12.5,"","","0",,,,,28-OCT-24
"38-193A","38-193A","38","1","38-1","193A","38-1-193A","107","MECHANIC","156","U/M","","","149","DOF","","",12.34,"","","0",,,,,28-OCT-24
"38-193T","38-193T","38","1","38-1","193T","38-1-193T","107","MECHANIC","155","TELE","","","149","DOF","","",25.6,"","","0",,,,,28-OCT-24
"43-100LA","43-100LA","43","1","43-1","100LA","43-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",171.34,"","","3",,,,,28-OCT-24
"43-100SA","43-100SA","43","1","43-1","100SA","43-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",114.38,"","","3",,,,,28-OCT-24
"43-103","43-103","43","1","43-1","103","43-1-103","107","MECHANIC","156","U/M","","","149","DOF","","",148.22,"","","0",,,,,28-OCT-24
"46-1172","46-1172","46","1","46-1","1172","46-1-1172","107","MECHANIC","156","U/M","","","149","DOF","","",41.12,"","","0",,,,,28-OCT-24
"46-1184","46-1184","46","1","46-1","1184","46-1-1184","101","BLDG SRV","106","M LAV","","","149","DOF","","",127.05,"","","3",,,,,28-OCT-24
"46-1184J","46-1184J","46","1","46-1","1184J","46-1-1184J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",32.13,"","","1",,,,,28-OCT-24
"46-1186","46-1186","46","1","46-1","1186","46-1-1186","101","BLDG SRV","102","F LAV","","","149","DOF","","",132.22,"","","3",,,,,28-OCT-24
"46-1213A","46-1213A","46","1","46-1","1213A","46-1-1213A","107","MECHANIC","156","U/M","","","149","DOF","","",31.52,"","","0",,,,,28-OCT-24
"46-1213BA","46-1213BA","46","1","46-1","1213BA","46-1-1213BA","107","MECHANIC","156","U/M","","","149","DOF","","",853.98,"","","0",,,,,28-OCT-24
"46-1305Z","46-1305Z","46","1","46-1","1305Z","46-1-1305Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",379.3,"","","0",,,,,28-OCT-24
"51-100LA","51-100LA","51","1","51-1","100LA","51-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",106.3,"","","3",,,,,28-OCT-24
"55-101M","55-101M","55","1","55-1","101M","55-1-101M","107","MECHANIC","156","U/M","","","149","DOF","","",836.19,"","","1",,,,,28-OCT-24
"55-102","55-102","55","1","55-1","102","55-1-102","101","BLDG SRV","107","PB LAV","","","149","DOF","","",71.74,"","","1",,,,,28-OCT-24
"55-103","55-103","55","1","55-1","103","55-1-103","101","BLDG SRV","107","PB LAV","","","149","DOF","","",45.35,"","","1",,,,,28-OCT-24
"55-104","55-104","55","1","55-1","104","55-1-104","101","BLDG SRV","107","PB LAV","","","149","DOF","","",45.32,"","","1",,,,,28-OCT-24
"55-105","55-105","55","1","55-1","105","55-1-105","101","BLDG SRV","107","PB LAV","","","149","DOF","","",52.82,"","","1",,,,,28-OCT-24
"55-113J","55-113J","55","1","55-1","113J","55-1-113J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",13.78,"","","1",,,,,28-OCT-24
"56-100CA","56-100CA","56","1","56-1","100CA","56-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",1727.22,"","","3",,,,,28-OCT-24
"56-100CB","56-100CB","56","1","56-1","100CB","56-1-100CB","102","CIRCULAT","109","CORR","","","149","DOF","","",455.06,"","","3",,,,,28-OCT-24
"56-100E1","56-100E1","56","1","56-1","100E1","56-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",64.69,"","","3",,,,,28-OCT-24
"56-100E2","56-100E2","56","1","56-1","100E2","56-1-100E2","102","CIRCULAT","110","ELEV","","","149","DOF","","",63.73,"","","3",,,,,28-OCT-24
"56-100E3","56-100E3","56","1","56-1","100E3","56-1-100E3","102","CIRCULAT","110","ELEV","","","149","DOF","","",53.77,"","","3",,,,,28-OCT-24
"56-100LA","56-100LA","56","1","56-1","100LA","56-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",953.87,"","","3",,,,,28-OCT-24
"56-100LB","56-100LB","56","1","56-1","100LB","56-1-100LB","102","CIRCULAT","111","LOBBY","","","149","DOF","","",153.6,"","","3",,,,,28-OCT-24
"56-100LC","56-100LC","56","1","56-1","100LC","56-1-100LC","102","CIRCULAT","111","LOBBY","","","149","DOF","","",230.13,"","","3",,,,,28-OCT-24
"56-100SA","56-100SA","56","1","56-1","100SA","56-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",141.49,"","","3",,,,,28-OCT-24
"56-100SB","56-100SB","56","1","56-1","100SB","56-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",142.59,"","","3",,,,,28-OCT-24
"56-100Z","56-100Z","56","1","56-1","100Z","56-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",742.45,"","","0",,,,,28-OCT-24
"56-115","56-115","56","1","56-1","115","56-1-115","107","MECHANIC","156","U/M","","","149","DOF","","",53.43,"","","0",,,,,28-OCT-24
"56-166T","56-166T","56","1","56-1","166T","56-1-166T","107","MECHANIC","155","TELE","","","149","DOF","","",44.03,"","","0",,,,,28-OCT-24
"57-100CA","57-100CA","57","1","57-1","100CA","57-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",438.63,"","","3",,,,,28-OCT-24
"57-100CD","57-100CD","57","1","57-1","100CD","57-1-100CD","102","CIRCULAT","109","CORR","","","149","DOF","","",444.2,"","","3",,,,,28-OCT-24
"57-100E1","57-100E1","57","1","57-1","100E1","57-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",35.31,"","","3",,,,,28-OCT-24
"57-100LA","57-100LA","57","1","57-1","100LA","57-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",433.77,"","","3",,,,,28-OCT-24
"57-100SA","57-100SA","57","1","57-1","100SA","57-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",40.15,"","","3",,,,,28-OCT-24
"57-100SB","57-100SB","57","1","57-1","100SB","57-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",99.2,"","","3",,,,,28-OCT-24
"57-100SC","57-100SC","57","1","57-1","100SC","57-1-100SC","102","CIRCULAT","112","STAIR","","","149","DOF","","",70.22,"","","3",,,,,28-OCT-24
"57-100SD","57-100SD","57","1","57-1","100SD","57-1-100SD","102","CIRCULAT","112","STAIR","","","149","DOF","","",80.29,"","","3",,,,,28-OCT-24
"57-100Z","57-100Z","57","1","57-1","100Z","57-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",129.47,"","","0",,,,,28-OCT-24
"64B-100Z","64B-100Z","64B","1","64B-1","100Z","64B-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",61.59,"","","0",,,,,28-OCT-24
"66-100CA","66-100CA","66","1","66-1","100CA","66-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",395.03,"","","3",,,,,28-OCT-24
"E2-100Z","E2-100Z","E2","1","E2-1","100Z","E2-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",198.05,"","","0",,,,,28-OCT-24
"E25-100CA","E25-100CA","E25","1","E25-1","100CA","E25-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",2127.95,"","","3",,,,,28-OCT-24
"E25-100CB","E25-100CB","E25","1","E25-1","100CB","E25-1-100CB","102","CIRCULAT","109","CORR","","","149","DOF","","",455.58,"","","3",,,,,28-OCT-24
"E25-100CC","E25-100CC","E25","1","E25-1","100CC","E25-1-100CC","102","CIRCULAT","109","CORR","","","149","DOF","","",374.52,"","","3",,,,,28-OCT-24
"E25-100CD","E25-100CD","E25","1","E25-1","100CD","E25-1-100CD","102","CIRCULAT","109","CORR","","","149","DOF","","",300.9,"","","3",,,,,28-OCT-24
"E25-100E1","E25-100E1","E25","1","E25-1","100E1","E25-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",57.79,"","","3",,,,,28-OCT-24
"E25-100E2","E25-100E2","E25","1","E25-1","100E2","E25-1-100E2","102","CIRCULAT","110","ELEV","","","149","DOF","","",64.65,"","","3",,,,,28-OCT-24
"E25-100E3","E25-100E3","E25","1","E25-1","100E3","E25-1-100E3","102","CIRCULAT","110","ELEV","","","149","DOF","","",96.25,"","","3",,,,,28-OCT-24
"E25-100LA","E25-100LA","E25","1","E25-1","100LA","E25-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",3253.83,"","","3",,,,,28-OCT-24
"E25-100LB","E25-100LB","E25","1","E25-1","100LB","E25-1-100LB","102","CIRCULAT","111","LOBBY","","","149","DOF","","",183.86,"","","3",,,,,28-OCT-24
"E25-100LC","E25-100LC","E25","1","E25-1","100LC","E25-1-100LC","102","CIRCULAT","111","LOBBY","","","149","DOF","","",464.71,"","","3",,,,,28-OCT-24
"E25-100SA","E25-100SA","E25","1","E25-1","100SA","E25-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",455.13,"","","3",,,,,28-OCT-24
"E25-100SB","E25-100SB","E25","1","E25-1","100SB","E25-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",165.32,"","","3",,,,,28-OCT-24
"E25-100SC","E25-100SC","E25","1","E25-1","100SC","E25-1-100SC","102","CIRCULAT","112","STAIR","","","149","DOF","","",127.82,"","","3",,,,,28-OCT-24
"E25-100Z","E25-100Z","E25","1","E25-1","100Z","E25-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",546.79,"","","0",,,,,28-OCT-24
"E25-101E","E25-101E","E25","1","E25-1","101E","E25-1-101E","107","MECHANIC","153","ELEC","","","149","DOF","","",4.33,"","","0",,,,,28-OCT-24
"E25-101T","E25-101T","E25","1","E25-1","101T","E25-1-101T","107","MECHANIC","155","TELE","","","149","DOF","","",91.49,"","","0",,,,,28-OCT-24
"E25-113","E25-113","E25","1","E25-1","113","E25-1-113","107","MECHANIC","156","U/M","","","149","DOF","","",60.38,"","","0",,,,,28-OCT-24
"E40-100E1","E40-100E1","E40","1","E40-1","100E1","E40-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",93.04,"","","3",,,,,28-OCT-24
"E40-100E2","E40-100E2","E40","1","E40-1","100E2","E40-1-100E2","102","CIRCULAT","110","ELEV","","","149","DOF","","",91.91,"","","3",,,,,28-OCT-24
"E40-100LA","E40-100LA","E40","1","E40-1","100LA","E40-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",916.19,"","","3",,,,,28-OCT-24
"E40-100LB","E40-100LB","E40","1","E40-1","100LB","E40-1-100LB","102","CIRCULAT","111","LOBBY","","","149","DOF","","",306.18,"","","3",,,,,28-OCT-24
"E40-100LC","E40-100LC","E40","1","E40-1","100LC","E40-1-100LC","102","CIRCULAT","111","LOBBY","","","149","DOF","","",176.48,"","","3",,,,,28-OCT-24
"E40-100SA","E40-100SA","E40","1","E40-1","100SA","E40-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",123.8,"","","3",,,,,28-OCT-24
"E40-100SB","E40-100SB","E40","1","E40-1","100SB","E40-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",128.42,"","","3",,,,,28-OCT-24
"E40-100SC","E40-100SC","E40","1","E40-1","100SC","E40-1-100SC","102","CIRCULAT","112","STAIR","","","149","DOF","","",244.53,"","","3",,,,,28-OCT-24
"E40-100Z","E40-100Z","E40","1","E40-1","100Z","E40-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",117.92,"","","1",,,,,28-OCT-24
"E40-101","E40-101","E40","1","E40-1","101","E40-1-101","101","BLDG SRV","106","M LAV","","","149","DOF","","",178.1,"","","3",,,,,28-OCT-24
"E40-101J","E40-101J","E40","1","E40-1","101J","E40-1-101J","101","BLDG SRV","197","CUS CL","","","149","DOF","","",32.25,"","","1",,,,,28-OCT-24
"E40-101Z","E40-101Z","E40","1","E40-1","101Z","E40-1-101Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",77.04,"","","0",,,,,28-OCT-24
"E40-102","E40-102","E40","1","E40-1","102","E40-1-102","107","MECHANIC","156","U/M","","","149","DOF","","",9.67,"","","0",,,,,28-OCT-24
"E40-105T","E40-105T","E40","1","E40-1","105T","E40-1-105T","107","MECHANIC","155","TELE","","","149","DOF","","",33.44,"","","0",,,,,28-OCT-24
"E62-189T","E62-189T","E62","1","E62-1","189T","E62-1-189T","107","MECHANIC","155","TELE","","","149","DOF","","",49.58,"","","0",,,,,28-OCT-24
"E62-190E","E62-190E","E62","1","E62-1","190E","E62-1-190E","107","MECHANIC","153","ELEC","","","149","DOF","","",160.58,"","","0",,,,,28-OCT-24
"E62-192","E62-192","E62","1","E62-1","192","E62-1-192","107","MECHANIC","156","U/M","","","149","DOF","","",29.84,"","","0",,,,,28-OCT-24
"E62-196","E62-196","E62","1","E62-1","196","E62-1-196","107","MECHANIC","156","U/M","","","149","DOF","","",156.69,"","","0",,,,,28-OCT-24
"E62-197","E62-197","E62","1","E62-1","197","E62-1-197","107","MECHANIC","156","U/M","","","149","DOF","","",69.36,"","","0",,,,,28-OCT-24
"E62-199","E62-199","E62","1","E62-1","199","E62-1-199","107","MECHANIC","156","U/M","","","149","DOF","","",64.83,"","","0",,,,,28-OCT-24
"N16A-100SB","N16A-100SB","N16A","1","N16A-1","100SB","N16A-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",117.22,"","","3",,,,,28-OCT-24
"N16A-115","N16A-115","N16A","1","N16A-1","115","N16A-1-115","107","MECHANIC","156","U/M","","","149","DOF","","",36.67,"","","0",,,,,28-OCT-24
"N16B-100Z","N16B-100Z","N16B","1","N16B-1","100Z","N16B-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",0.75,"","","0",,,,,28-OCT-24
"N16B-140","N16B-140","N16B","1","N16B-1","140","N16B-1-140","107","MECHANIC","156","U/M","","","149","DOF","","",510.67,"","","0",,,,,28-OCT-24
"N16C-101","N16C-101","N16C","1","N16C-1","101","N16C-1-101","107","MECHANIC","156","U/M","","","149","DOF","","",2705.41,"","","0",,,,,28-OCT-24
"N51-100CA","N51-100CA","N51","1","N51-1","100CA","N51-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",427.15,"","","3",,,,,28-OCT-24
"N51-100LA","N51-100LA","N51","1","N51-1","100LA","N51-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",50.24,"","","1",,,,,28-OCT-24
"N51-100SA","N51-100SA","N51","1","N51-1","100SA","N51-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",114.48,"","","3",,,,,28-OCT-24
"N51-100SC","N51-100SC","N51","1","N51-1","100SC","N51-1-100SC","102","CIRCULAT","112","STAIR","","","149","DOF","","",83.71,"","","3",,,,,28-OCT-24
"N51-100SD","N51-100SD","N51","1","N51-1","100SD","N51-1-100SD","102","CIRCULAT","112","STAIR","","","149","DOF","","",42,"","","3",,,,,28-OCT-24
"N51-100SF","N51-100SF","N51","1","N51-1","100SF","N51-1-100SF","102","CIRCULAT","112","STAIR","","","149","DOF","","",258.54,"","","3",,,,,28-OCT-24
"N51-100Z","N51-100Z","N51","1","N51-1","100Z","N51-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",139.33,"","","0",,,,,28-OCT-24
"N51-120E","N51-120E","N51","1","N51-1","120E","N51-1-120E","107","MECHANIC","153","ELEC","","","149","DOF","","",168.14,"","","1",,,,,28-OCT-24
"N51-120G","N51-120G","N51","1","N51-1","120G","N51-1-120G","107","MECHANIC","156","U/M","","","149","DOF","","",135.95,"","","1",,,,,28-OCT-24
"N51-131","N51-131","N51","1","N51-1","131","N51-1-131","101","BLDG SRV","102","F LAV","","","149","DOF","","",190.89,"","","3",,,,,28-OCT-24
"N51-133","N51-133","N51","1","N51-1","133","N51-1-133","107","MECHANIC","156","U/M","","","149","DOF","","",242.71,"","","0",,,,,28-OCT-24
"N51-133T","N51-133T","N51","1","N51-1","133T","N51-1-133T","107","MECHANIC","155","TELE","","","149","DOF","","",58.14,"","","0",,,,,28-OCT-24
"N51-151","N51-151","N51","1","N51-1","151","N51-1-151","107","MECHANIC","156","U/M","","","149","DOF","","",50.56,"","","0",,,,,28-OCT-24
"N51-153","N51-153","N51","1","N51-1","153","N51-1-153","107","MECHANIC","156","U/M","","","149","DOF","","",31.31,"","","0",,,,,28-OCT-24
"N57-100E1","N57-100E1","N57","1","N57-1","100E1","N57-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",156.99,"","","3",,,,,28-OCT-24
"N57-100LA","N57-100LA","N57","1","N57-1","100LA","N57-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",37.92,"","","3",,,,,28-OCT-24
"N57-100LB","N57-100LB","N57","1","N57-1","100LB","N57-1-100LB","102","CIRCULAT","111","LOBBY","","","149","DOF","","",35.77,"","","3",,,,,28-OCT-24
"N57-100SA","N57-100SA","N57","1","N57-1","100SA","N57-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",103.64,"","","3",,,,,28-OCT-24
"N57-100SB","N57-100SB","N57","1","N57-1","100SB","N57-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",88.38,"","","3",,,,,28-OCT-24
"N57-102A","N57-102A","N57","1","N57-1","102A","N57-1-102A","107","MECHANIC","156","U/M","","","149","DOF","","",182.96,"","","0",,,,,28-OCT-24
"NW12-100CA","NW12-100CA","NW12","1","NW12-1","100CA","NW12-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",72.85,"","","3",,,,,28-OCT-24
"NW12-100CB","NW12-100CB","NW12","1","NW12-1","100CB","NW12-1-100CB","102","CIRCULAT","109","CORR","","","149","DOF","","",383.59,"","","3",,,,,28-OCT-24
"NW12-100CC","NW12-100CC","NW12","1","NW12-1","100CC","NW12-1-100CC","102","CIRCULAT","109","CORR","","","149","DOF","","",119.78,"","","3",,,,,28-OCT-24
"NW12-100CD","NW12-100CD","NW12","1","NW12-1","100CD","NW12-1-100CD","102","CIRCULAT","109","CORR","","","149","DOF","","",706.2,"","","3",,,,,28-OCT-24
"NW12-100CG","NW12-100CG","NW12","1","NW12-1","100CG","NW12-1-100CG","102","CIRCULAT","109","CORR","","","149","DOF","","",181.68,"","","3",,,,,28-OCT-24
"NW12-100CI","NW12-100CI","NW12","1","NW12-1","100CI","NW12-1-100CI","102","CIRCULAT","109","CORR","","","149","DOF","","",115.94,"","","3",,,,,28-OCT-24
"NW12-100CJ","NW12-100CJ","NW12","1","NW12-1","100CJ","NW12-1-100CJ","102","CIRCULAT","109","CORR","","","149","DOF","","",130.41,"","","3",,,,,28-OCT-24
"NW12-100CK","NW12-100CK","NW12","1","NW12-1","100CK","NW12-1-100CK","102","CIRCULAT","109","CORR","","","149","DOF","","",891.43,"","","3",,,,,28-OCT-24
"NW12-100E1","NW12-100E1","NW12","1","NW12-1","100E1","NW12-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",86.47,"","","3",,,,,28-OCT-24
"NW12-100LA","NW12-100LA","NW12","1","NW12-1","100LA","NW12-1-100LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",381.62,"","","3",,,,,28-OCT-24
"NW12-100SA","NW12-100SA","NW12","1","NW12-1","100SA","NW12-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",106.52,"","","3",,,,,28-OCT-24
"NW12-100SB","NW12-100SB","NW12","1","NW12-1","100SB","NW12-1-100SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",199.67,"","","3",,,,,28-OCT-24
"NW12-100SC","NW12-100SC","NW12","1","NW12-1","100SC","NW12-1-100SC","102","CIRCULAT","112","STAIR","","","149","DOF","","",128.16,"","","3",,,,,28-OCT-24
"NW12-100SD","NW12-100SD","NW12","1","NW12-1","100SD","NW12-1-100SD","102","CIRCULAT","112","STAIR","","","149","DOF","","",22.32,"","","3",,,,,28-OCT-24
"NW12-100SM","NW12-100SM","NW12","1","NW12-1","100SM","NW12-1-100SM","102","CIRCULAT","112","STAIR","","","149","DOF","","",50.26,"","","3",,,,,28-OCT-24
"NW12-101","NW12-101","NW12","1","NW12-1","101","NW12-1-101","101","BLDG SRV","106","M LAV","","","149","DOF","","",120.15,"","","3",,,,,28-OCT-24
"NW12-101A","NW12-101A","NW12","1","NW12-1","101A","NW12-1-101A","101","BLDG SRV","106","M LAV","","","149","DOF","","",148.62,"","","3",,,,,28-OCT-24
"NW12-107","NW12-107","NW12","1","NW12-1","107","NW12-1-107","101","BLDG SRV","102","F LAV","","","149","DOF","","",182.97,"","","3",,,,,28-OCT-24
"NW12-107Z","NW12-107Z","NW12","1","NW12-1","107Z","NW12-1-107Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",54.24,"","","0",,,,,28-OCT-24
"NW14-1000CA","NW14-1000CA","NW14","1","NW14-1","1000CA","NW14-1-1000CA","102","CIRCULAT","109","CORR","","","149","DOF","","",356.22,"","","3",,,,,28-OCT-24
"NW14-1000CB","NW14-1000CB","NW14","1","NW14-1","1000CB","NW14-1-1000CB","102","CIRCULAT","109","CORR","","","149","DOF","","",580.02,"","","3",,,,,28-OCT-24
"NW14-1000CC","NW14-1000CC","NW14","1","NW14-1","1000CC","NW14-1-1000CC","102","CIRCULAT","109","CORR","","","149","DOF","","",398.57,"","","3",,,,,28-OCT-24
"NW14-1000CE","NW14-1000CE","NW14","1","NW14-1","1000CE","NW14-1-1000CE","102","CIRCULAT","109","CORR","","","149","DOF","","",270.51,"","","3",,,,,28-OCT-24
"NW14-1000CG","NW14-1000CG","NW14","1","NW14-1","1000CG","NW14-1-1000CG","102","CIRCULAT","109","CORR","","","149","DOF","","",1117.62,"","","3",,,,,28-OCT-24
"NW14-1000E1","NW14-1000E1","NW14","1","NW14-1","1000E1","NW14-1-1000E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",58.25,"","","3",,,,,28-OCT-24
"NW14-1000E2","NW14-1000E2","NW14","1","NW14-1","1000E2","NW14-1-1000E2","102","CIRCULAT","110","ELEV","","","149","DOF","","",107.6,"","","3",,,,,28-OCT-24
"NW14-1000LA","NW14-1000LA","NW14","1","NW14-1","1000LA","NW14-1-1000LA","102","CIRCULAT","111","LOBBY","","","149","DOF","","",253.22,"","","3",,,,,28-OCT-24
"NW14-1000LB","NW14-1000LB","NW14","1","NW14-1","1000LB","NW14-1-1000LB","102","CIRCULAT","111","LOBBY","","","149","DOF","","",841.71,"","","3",,,,,28-OCT-24
"NW14-1000LC","NW14-1000LC","NW14","1","NW14-1","1000LC","NW14-1-1000LC","102","CIRCULAT","111","LOBBY","","","149","DOF","","",113.3,"","","3",,,,,28-OCT-24
"NW14-1000SA","NW14-1000SA","NW14","1","NW14-1","1000SA","NW14-1-1000SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",253.85,"","","3",,,,,28-OCT-24
"NW14-1000SB","NW14-1000SB","NW14","1","NW14-1","1000SB","NW14-1-1000SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",92.54,"","","3",,,,,28-OCT-24
