"LIBRARY_COURSE_INSTRUCTOR_KEY","COURSE_NAME","INSTRUCTOR_NAME","DEPARTMENT","DATE_FROM","DATE_TO","UNIT_CODE","UNIT","WAREHOUSE_LOAD_DATE"
"17.01J-MEHTA2008SP:17.01","Justice","Mehta, U.","Political Science",30-JAN-08,30-MAY-08,"N/A","N/A",09-MAY-08
"17.181-CHOUCRI2008SP:17.181","Sustainable Development","Choucri, Nazli","Political Science",05-SEP-00,30-MAY-08,"N/A","N/A",09-MAY-08
"17.270-CAMPBELL2008SP:17.270","American Political Development","Campbell, Andrea","Political Science",17-JAN-08,30-MAY-08,"N/A","N/A",09-MAY-08
"17.317-CAMPBELL2008SP:17.317","U.S. Social Policy","Campbell, Andrea","Political Science",01-FEB-06,30-MAY-08,"N/A","N/A",09-MAY-08
"17.42-VANEVERA2008SP:17.42","Causes and Prevention of War","Van Evera, S.","Political Science",07-FEB-06,31-MAY-08,"N/A","N/A",09-MAY-08
"17.434-FRAVEL2008SP:17.434","Internatl Relatns of East Asia","Fravel,","Political Science",30-JAN-08,30-MAY-08,"N/A","N/A",09-MAY-08
"17.486-SAMUELS2008SP:17.486","Japan and East Asian Security","Samuels, Richard","Political Science",07-JAN-04,30-MAY-08,"N/A","N/A",09-MAY-08
"17.515-KEDAR2008SP:17.515","Comparative Electoral Politics","","Political Science",04-MAR-08,30-MAY-08,"N/A","N/A",09-MAY-08
"17.526-BERGER2008SP:17.526","Dissertation Workshop in Comparative Politics","Berger, Susanne","Political Science",26-FEB-06,30-MAY-08,"N/A","N/A",09-MAY-08
"17.551-552-STEINFELD2008SP:17.551","Political Economy of China Reform","Steinfeld, Edward","Political Science",05-FEB-03,30-MAY-08,"N/A","N/A",09-MAY-08
"17.556-STEINFELD2008SP:17.556","Political Economy of Development","Steinfeld, Edward","Political Science",07-FEB-06,31-MAY-08,"N/A","N/A",09-MAY-08
"17.871-LENZ2008SP:17.871","Political Science Lab","Lenz, G.","Political Science",12-FEB-07,31-MAY-08,"N/A","N/A",09-MAY-08
"17.872-ANSOLABEHERE2008SP:17.872","Quantitative Research Methods","Ansolabehere, Stephen","Political Science",05-SEP-01,30-MAY-08,"N/A","N/A",09-MAY-08
"17.874-KEDAR2008SP:17.874","Quantitative Research Methods II","Kedar, Orit","Political Science",16-JAN-08,30-MAY-08,"N/A","N/A",09-MAY-08
"17.911-KARLINSKY2008SP:17.911","Israel - Reading Seminar in Soc Science","Karlinsky, Nahum","Political Science",05-SEP-00,31-MAY-08,"N/A","N/A",09-MAY-08
"17.953-BERGER2008SP:17.953","Reading Seminar in Soc Science","Berger, S.","Political Science",05-FEB-08,30-MAY-08,"N/A","N/A",09-MAY-08
"18.024-HUR2008SP:18.024","Calculus with Theory","Hur, V.","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"18.03-MILLER2008SP:18.03","Differential Equations","Miller, H.","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"18.034-HUR2008SP:18.034","Differential Equations","Hur, Y.","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"18.04-TOOMRE2008SP:18.04","Complex Variables with Appl","Toomre, A.","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"18.05-GUTFREUND2008SP:18.05","Intro to Prob + Statistics","Gutfreund, D.","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"18.06-STRANG2008SP:18.06","Linear Algebra","Strang, G.","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"18.075-BENNEY2008SP:18.075","Adv Calculus for Engineers","Benney, D.","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"18.085-KASIMOV2008SP:18.085","Math Methods for Engineers I","Kasimov, A","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"18.086-SEIBOLD2008SP:18.086","Math Methods for Engineers II","Seibold, B.","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"18.100B-HELGASON2008SP:18.100B","Analysis I","Helgason, S.","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"18.103-JERISON2008SP:18.103","Fourier Analysis-Theory + Appl","Jerison, D.","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"18.116-GUALTIERI2008SP:18.116","Riemann Surfaces","Gualtieri, M.","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"18.125-KEMP2008SP:18.125","Measure and Integration","Kemp, T.","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"18.135-HELGASON2008SP:18.135","Geometric Analysis","Helgason, S.","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"18.175-STROOCK2008SP:18.175","Theory of Probability","Stroock, D.","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"18.304-AMDEBERHAN2008SP:18.304","Undergraduate Seminar in Discrete Mathematics","Amdeberhan, T.","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"18.306-ROSALES2008SP:18.306","Advanced PDE with Applications","Rosales, R.","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"18.311-ROSALES2008SP:18.311","Principles of Applied Math","Rosales, R.","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"18.369-JOHNSON2008SP:18.369","Mathematical Methods in Nanophotonics","Johnson, S.","Mathematics",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"4.341-FRANK2008SP:4.341","Introduction to Photography and Related Media","Frank, Andrea","Architecture",12-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"4.343-FRANK2008SP:4.343","Photography and Related Media","Frank, Andrea","Architecture",22-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"4.367/4.368-MUNTADAS2008SP:4.367","Public Art","Muntadas, Antoni","Architecture",06-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"4.370/4.371-LEE2008SP:4.370","Interrogative Design Workshop","Lee and Bauer","Architecture",07-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"4.401-ANDERSEN2008SP:4.401","Introduction to Building Technology","Andersen, Marilyne","Architecture",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"17.01J-MEHTA2008SP:24.04","Justice","Mehta, U.","Political Science",30-JAN-08,30-MAY-08,"N/A","N/A",09-MAY-08
"1.001-JAILLET2008SP:1.001","Project Evaluation","Patrick Jaillet","CEEE",28-JAN-08,31-MAY-08,"N/A","N/A",09-MAY-08
"1.011-JAILLET2008SP:1.011","Project Evaluation","Jaillet, Patrick","Civil and Environmental Eng",02-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"1.013-EINSTEIN2008SP:1.013","Bridge Design","Einstein, Herbert","Civil and Environmental Eng",06-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"1.036-BUYKOZTURK2008SP:1.036","Structural & Geotechnical Eng","Oral Buyukozturk, Lucy C Jen","CEE",02-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"1.080-GSCHWEND2008SP:1.080","Environmntal Chemistry & Biolgy","GSCHWEND, PHIL","CEE",13-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"1.107-GSCHWEND2008SP:1.107","Environmental Chemistry & Biolgy Lab","GSCHWEND, PHIL","CEE",13-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"1.202-BEN-AKIVA2008SP:1.202","Demand Modeling","Ben-Akiva, Moshe","Civil and Environmental Eng",02-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"1.204-KOCUR2008SP:1.204","Computer Algorithms in System Engineering","Kocur, George","Civil and Environmental Eng",02-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"1.258J-WILSON2008SP:1.258","Public Transportation Service and Operations Planning","Wilson, Nigel H.M.","Civil and Environmental Eng",06-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"1.34-SHANAHAN2008SP:1.34","Waste Containment and Remediation","Peter Shanahan","CEEE",28-JAN-08,31-MAY-08,"N/A","N/A",09-MAY-08
"1.582-KASSABIAN2008SP:1.582","Design of Steel Structures","Kassabian, Paul","CEE",12-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"1.89-POLZ2008SP:1.89","Environmental Microbiology","Polz, Martin","Civil and Environmental Eng",01-JAN-08,31-MAY-08,"N/A","N/A",09-MAY-08
"1.964-MURGA2008SP:1.964","Transport Modeling","Mikel Murga","CEEE",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"10.000-HATTON2008SP:10.000","Experimental Design Strategies","Hatton, A.","Chemical Engineering",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"10.32-DALZELL2008SP:10.32","Separation Processes","Dalzell, W.","Chemical Engineering",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"10.65-CHAKRABORTY2008SP:10.65","Chemical Reactor Engineering","Chakraborty, A.","Chemical Engineering",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.000-WINNE2008SP:11.000","Winne Lecture","Winne, Mark","Urban Studies",01-APR-08,16-APR-08,"N/A","N/A",09-MAY-08
"11.004J-THOMPSON2008SP:11.004","City Scope","Thompson and Fernandez","Urban Studies",08-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.013J/21.H231J2008SP:11.013","American Urban History 1","Fogelson, Robert","Urban Studies",05-FEB-08,31-DEC-08,"N/A","N/A",09-MAY-08
"11.026-FOGELSON2008SP:11.026","Downtown","Fogelson, Robert","Urban Studies",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.123-DEMONCHAUX2008SP:11.123","Big Plans","DeMonchaux, Jean","Architecture",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.131-GIBB2008SP:11.131","Educational Theory and Practice III","Gibb, Reen","Urban Studies",28-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.190-GOETHERT2008SP:11.190","The Future Professional","Goethert, R.","Urban Studies",31-MAR-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.220-RYZNAR2008SP:11.220","Quantitative Reas +Stat Meth I","Ryznar, Rhonda","Urban Studies and Planning",06-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.303J-FRENCHMAN2008SP:11.303","Real Estate Development II","Frenchman, Dennis","Urban Studies",27-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.304-BEN-JOSEPH2008SP:11.304","Site and Urban Systems Planning","Ben-Joseph, Eran","Urban Studies and Planning",06-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.330/4.241-BEINART2008SP:11.330","Theory of City Form","Beinart, Julian","Architecture",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.333J-FRENCHMAN2008SP:11.333","Urban Design Seminar","Frenchman, Dennis","Urban Studies",06-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.360-SZOLD2008SP:11.360","Community Growth and Land Use Planning","Szold, Terry","Urban Studies",11-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.369-RAAB2008SP:11.369","Energy Policy for a Sustainable Future","Raab, Jonathan","Urban Studies",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.375-KARL2008SP:11.375","Workshop on Collaborative Adaptive Management","Karl, Herman","Urban Studies",27-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.426-DELCERRO2008SP:11.426","Cities and Globalization","Del Cerro, Gerardo","Urban Studies",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.432-GELTNER2008SP:11.432","Real Estate Capital Markets","Geltner, David","Urban Studies",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.467-KIM2008SP:11.467","Prop Rights Under Transition","Kim, Annette","Urban Studies and Planning",11-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.479-MURCOTT2008SP:11.479","Water and Sanitation","Murcott, Susan","Urban Studies",12-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.526-ZEGRAS2008SP:11.526","Comparative Land Use and Transportation Planning","Zegras, P. Christopher","Urban Studies",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.944-KIM2008SP:11.944","Special Studies in Urban Studies and Planning","Kim, Annette","Urban Studies",07-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.945-RAJAGOPAL2008SP:11.945","Global Actors and Institutions","Rajagopal, B.","Urban Studies and Planning",20-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"11.946-MACOMBER2008SP:11.946","Spec Stud Urban Studies & Plan","Macomber, John","Urban Studies and Planning",11-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"STS.423-SMITH2011FA:STS.423","Technology in the Civil War","Smith, Merritt","STS - Science, Technology & Society",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"STS.443-TURKLE2011FA:STS.443","Tech & Self: Sci, Tech, Memoir","Turkle, Sherry","STS - Science, Technology & Society",07-SEP-10,02-JAN-11,"DEW","Dewey",18-NOV-10
"21F.225-DUNPHY2008SP:21F.225","Advanced Workshop in Writing for Science and Engineering: ESL","Dunphy, J.","Foreign Languages and Literatures",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"21F.227-BRENNECKE2008SP:21F.227","ESL Writing Soc Sci + Arch","Brennecke, P.","Foreign Languages and Literatures",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"21F.232-DUNPHY2008SP:21F.232","Adv Speakg + Critcl Listng:ESL","Dunphy, J.","Foreign Languages and Literatures",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"21F.301-SADOCK2008SP:21F.301","French I","Sadock, J.","Foreign Languages and Literatures",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"21F.302-CULOT2008SP:21F.302","French II","Culot, C.","Foreign Languages and Literatures",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"21F.303-LEVET2008SP:21F.303","French III","Levet, S.","Foreign Languages/Literatures",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"21F.304-SADOCK2008SP:21F.304","French IV","Sadock, J.","Foreign Languages and Literatures",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"21F.308-CULOT2008SP:21F.308","Advanced Review in French","Culot, C.","Foreign Languages and Literatures",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"21F.315-LEVET2008SP:21F.315","Understanding French Culture","Levet, S.","Foreign Languages and Literatures",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"21F.346-TURK2008SP:21F.346","Topics in Modern French Literature","Turk, E.","Foreign Languages/Literatures",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"21F.351-SADOCK2008SP:21F.351","French I","Sadock, J.","Foreign Languages/Literatures",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"21F.352-CULOT2008SP:21F.352","French II","Culot, C.","Foreign Languages and Literatures",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"21F.401-JAEGER2008SP:21F.401","German I","Jaeger, D.","Foreign Languages and Literatures",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"21F.402-RIEGER2008SP:21F.402","German II","Rieger, S.","Foreign Languages and Literatures",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"21F.403-JAEGER2008SP:21F.403","German III","Jaeger, D.","Foreign Languages and Literatures",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"21F.404-CROCKER2008SP:21F.404","German IV","Crocker, E.","Foreign Languages and Literature",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"21F.410-CROCKER2008SP:21F.410","Speaking and Writing German","Crocker, E.","Foreign Languages and Literatures",05-FEB-08,31-MAY-08,"N/A","N/A",09-MAY-08
"21F.046-ROJAS2009FA:21F.046","Modern Chinese Fiction and Cinema","Rojas, C.","Foreign Languages and Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.063-CONDRY2009FA:21F.063","Anime","Condry, I.","Foreign Languages and Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.064-MIYAGAWA2009FA:21F.064","Intro to Japanese Culture","Miyagawa, S.","Foreign Languages/Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.065-CONDRY2009FA:21F.065","Japanese Literature and Cinema","Condry, I.","Foreign Languages/Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.076-RESNICK2009FA:21F.076","Globalization","Resnick, M.","Foreign Languages and Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.080-GARRELS2009FA:21F.080","Masterpieces of Hispanic Culture","Garrels, E.","Foreign Languages and Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.107-LIANG2009FA:21F.107","Chinese I (Streamlined)","Liang, M.","Foreign Languages and Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.157-LIANG2009FA:21F.157","Chinese I (Streamlined)","Liang, M.","Foreign Languages and Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.181-LIANG2009FA:21F.181","Chinese I (Streamlined)","Liang, M.","Foreign Languages and Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.211-DUNPHY2009FA:21F.211","Intermed Spok Written Comm:ESL","Dunphy, J.","Foreign Languages/Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.219-BRENNECKE2009FA:21F.219","Workshop in Written Expression","Brennecke, P.","Foreign Languages and Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.220-BRENNECKE2009FA:21F.220","High-Inter Wrkshp Writtn Expre","Brennecke, P.","Foreign Languages/Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.222-KEMP2009FA:21F.222","Expository Writing for Bilingual Students","Kemp, A. C.","Foreign Languages and Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.222-LOCKWOOD2009FA:21F.222","Expository Writing for Bilingual Students","Lockwood, G.","Foreign Languages and Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.223-BRENNECKE2009FA:21F.223","High-Inter Wrksp Speak Listen","Brennecke, P.","Foreign Languages and Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.224-BRENNECKE2009FA:21F.224","High-Inter Wrksp Speak Listen","Brennecke, P.","Foreign Languages/Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.232-DUNPHY2009FA:21F.232","Adv Speakg + Critcl Listng:ESL","Dunphy, J.","Foreign Languages and Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.233-DUNPHY2009FA:21F.233","Adv Speakg + Critcl Listng:ESL","Dunphy, J.","Foreign Languages and Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.301-SADOCK2009FA:21F.301","French I","Sadock, J.","Foreign Languages and Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.302-CULOT2009FA:21F.302","French II","Culot, C.","Foreign Languages and Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.303-CULOT2009FA:21F.303","French III","Culot, C.","Foreign Languages and Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.308-CULOT2009FA:21F.308","Writing Like the French","Culot, C.","Foreign Languages and Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.315-LEVET2009FA:21F.315","Understanding French Culture","Levet, S.","Foreign Languages and Literatures",02-SEP-08,31-DEC-08,"N/A","N/A",05-DEC-08
"21F.195-TENG2011SU:21F.195","Classics of Chinese Literature","Teng, Emma","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.222-BARKER2011SU:21F.222","Expository Writing for Bilingual Students","Barker, K., Kemp, A.C.","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"21F.223-BARKER-012011SU:21F.223","Listeng Spkng Pronunciatn ELS","Barker, Katherine","21F - Foreign Languages/Literatures",06-SEP-11,22-DEC-11,"Hayden","Hayden",02-AUG-11
"4.221-ANDERSON2011FA:4.221","Arch Faculty Colloquium","Anderson, Stanford","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.225-DENNIS2011FA:4.225","Urban Design Theory","Dennis, Michael","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.240-BEN-JOSEPH2011FA:4.240","Urban Design Skills","Ben-Joseph, Eran","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.297-CASO2011FA:4.297","Spec Prob: Arch Studies","Caso, Renee","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.303-URBONAS2011FA:4.303","Art, Arch & Urban Dialogue","Urbonas,Gediminas","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.322-JONAS2011FA:4.322","Introduction to Sculpture","Jonas, Joan","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.330-SAWHNEY2011FA:4.330","Intro to Participatory Media","Sawhney","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.331-CASO2011FA:4.331","Intro to Participatory Media","Caso, Renee","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.360-JONAS2011FA:4.360","Performance Workshop","Jonas, Joan","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.463-OCHSENDORF2011FA:4.463","Building Technology III","Ochsendorf, John","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.592-KNIGHT2011FA:4.592","Special Problems: Computation","Knight, Terry","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.601-SMENTEK2011FA:4.601","Introduction to Art History","Smentek, Kristel","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.607-JARZOMBEK2011FA:4.607","Thinking About Architecture","Jarzombek, Mark","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.614-RABBAT2011FA:4.614","Religious Architecture and Islamic Cultures","Rabbat, Nasser","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.619-RABBAT2011FA:4.619","Historiography of Islamic Architecture","Rabbat, Nasser","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.640-DUTTA2011FA:4.640","Advanced Study in Critical Theory of Architecture","Dutta, Arindam","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.645-DUTTA2011FA:4.645","Topics in Arch: 1750-Present","Dutta, Arindam","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.651-JONES2011FA:4.651","Twentieth Century Art Since 1940","Jones, Caroline","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.661-JONES2011FA:4.661","Theory & Method:Study Arch&Art","Jones, Caroline","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"4.680-WESCOAT2011FA:4.680","Adv Stud: HTC Art & Arch","Wescoat, James","4 - Architecture",07-SEP-10,02-JAN-11,"RTC","Rotch",18-NOV-10
"5.04-NOCERA2011FA:5.04","Principles of Inorganic Chemistry II","Nocera & Dinca","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.062-LIPPARD2011FA:5.062","Principles of Bioinorganic Chemistry","Lippard & Nolan","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.067-MUELLER2011FA:5.067","Crystal Structure Refinement","Mueller, P.","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.07-ESSIGMANN2011FA:5.07","Biological Chemistry","Essigmann & Stubbe","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.111-NELSON2011FA:5.111","Principles of Chemical Science","Nelson & Klibanov","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.112-BAWENDI2011FA:5.112","Principles of Chemical Science","Bawendi & Schrock","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.12-SWAGER2011FA:5.12","Organic Chemistry I","Swager","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.13-MOVASSAGHI2011FA:5.13","Organic Chemistry I","Movassaghi","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.310-DOLHUN2011FA:5.310","Laboratory Chemistry","Dolhun, J.","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.36-DANHEISER2011FA:5.36","Biochemistry & Organic Lab","Danheiser","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.36U-TWARDOWSKI2011FA:5.36U","Biochemistry & Organic Lab","Twardowski, Mariusz","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.43-FU2011FA:5.43","Advanced Organic Chemistry","Fu, G.","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.47-MOVASSAGHI2011FA:5.47","Tutorial in Organic Chemistry","Movassaghi, Mohammad","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.511-DANHEISER2011FA:5.511","Synthetic Organic Chemistry I","Danheiser, Rick","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.52-KLIBANOV2011FA:5.52","Advanced Biological Chemistry","Klibanov, Alexander","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.53-FU2011FA:5.53","Molecular Struct & Reactivity I","Fu, G.","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.531-FU2011FA:5.531","Organometallic Reaction Mechanisms","Fu, G.","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.54-IMPERIALI2011FA:5.54","Frontiers in Chemical  Biology","Imperiali, B.","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.60-SILBEY2011FA:5.60","Thermodynamics and Kinetics","Silbey, R.","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.61-FIELD2011FA:5.61","Physical Chemistry","Field & Van Voorhis","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.70-DEUTCH2011FA:5.70","Statistical Thermodynamics","Deutch & Chakraborty","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
"5.73-GRIFFIN2011FA:5.73","Intro Quantum Mechanics I","Griffin & Degen","5 - Chemistry",07-SEP-10,02-JAN-11,"Hayden","Hayden",18-NOV-10
