"BUILDING_KEY","FLOOR_KEY","SPACE_UNIT_KEY","SPACE_USAGE_KEY","BUILDING_ROOM","BUILDING_ROOM_NAME","ROOM_NUMBER","ROOM_SQUARE_FOOTAGE","ROOM_COUNTER","BUILDING_COMPONENT","WAREHOUSE_LOAD_DATE"
"10","8","591000",85,"10-825M","10 -  825M","25M",181.29,1,"10",28-OCT-24
"11","0","591000",24,"11-029E","11 -  029E","29E",44.03,1,"11",28-OCT-24
"11","0","591000",25,"11-000E1","11 -  000E1","00E1",60.67,1,"11",28-OCT-24
"11","0","591000",42,"11-000LA","11 -  000LA","00LA",163.79,1,"11",28-OCT-24
"11","0","591000",71,"11-000Z","11 -  000Z","00Z",3.82,1,"11",28-OCT-24
"11","0","591000",77,"11-000SA","11 -  000SA","00SA",114.27,1,"11",28-OCT-24
"11","0","591000",85,"11-002","11 -  002","02",116.85,1,"11",28-OCT-24
"11","0","591000",85,"11-025","11 -  025","25",45.89,1,"11",28-OCT-24
"11","0","591000",85,"11-033A","11 -  033A","33A",35.94,1,"11",28-OCT-24
"11","0","591000",85,"11-034","11 -  034","34",59.9,1,"11",28-OCT-24
"11","0","874200",34,"11-003A","11 -  003A","03A",83.47,1,"11",28-OCT-24
"11","0","874200",54,"11-003D","11 -  003D","03D",210.24,1,"11",28-OCT-24
"11","0","874200",54,"11-004A","11 -  004A","04A",348.56,1,"11",28-OCT-24
"11","0","874200",54,"11-004B","11 -  004B","04B",110.21,1,"11",28-OCT-24
"11","0","874200",54,"11-030","11 -  030","30",223.51,1,"11",28-OCT-24
"11","0","874200",55,"11-003B","11 -  003B","03B",27.53,1,"11",28-OCT-24
"11","0","874200",55,"11-019","11 -  019","19",54.51,1,"11",28-OCT-24
"11","0","874200",55,"11-032A","11 -  032A","32A",34.14,1,"11",28-OCT-24
"11","0","874200",57,"11-003","11 -  003","03",1074.59,1,"11",28-OCT-24
"11","0","874200",57,"11-003F","11 -  003F","03F",118.03,1,"11",28-OCT-24
"11","0","874200",57,"11-004","11 -  004","04",1276.51,1,"11",28-OCT-24
"11","0","874200",57,"11-032","11 -  032","32",345.78,1,"11",28-OCT-24
"11","0","874200",65,"11-003C","11 -  003C","03C",49.51,1,"11",28-OCT-24
"11","1","449000",16,"11-103","11 -  103","03",231.88,1,"11",28-OCT-24
"11","1","449000",54,"11-120Q","11 -  120Q","20Q",349.09,1,"11",28-OCT-24
"11","1","449000",54,"11-134","11 -  134","34",201.82,1,"11",28-OCT-24
