"LIBRARY_RESERVE_CATALOG_KEY","CATALOG_TITLE","CATALOG_AUTHOR_NAME","CATALOG_YEAR","CATALOG_PUBLISHER","CATALOG_CALL_NUMBER","CATALOG_ISBN","CATALOG_SYSTEM_NUMBER","CATALOG_RECORD_CREATE_DATE","CATALOG_RECORD_UPDATE_DATE","RECORD_COUNTER","WAREHOUSE_LOAD_DATE"
"000003040","","","   0","","","","000003040",10-SEP-01,08-JUL-03,1,13-MAR-08
"000011376","","","   0","","","","000011376",08-OCT-02,08-OCT-02,1,13-MAR-08
"000020135","","","   0","","","","000020135",24-JAN-04,03-JUN-04,1,13-MAR-08
"000003041","","","   0","","","","000003041",10-SEP-01,13-NOV-02,1,13-MAR-08
"000020136","","","   0","","","","000020136",24-JAN-04,03-JUN-04,1,13-MAR-08
"000011377","","","   0","","","","000011377",08-OCT-02,08-OCT-02,1,13-MAR-08
"000003042","","","   0","","","","000003042",10-SEP-01,23-OCT-02,1,13-MAR-08
"000020137","","","   0","","","","000020137",24-JAN-04,03-JUN-04,1,13-MAR-08
"000011378","21M.223 Tape No. 1 - Fiddling Sampler Tape","","   0","","Cassette M223 No.1 c.1","","000011378",08-OCT-02,02-FEB-09,1,03-FEB-09
"000020138","","","   0","","","","000020138",24-JAN-04,03-JUN-04,1,13-MAR-08
"000020139","","","   0","","","","000020139",24-JAN-04,03-JUN-04,1,13-MAR-08
"000011379","21M.223 Photocopy No. 1 - Fiddling Sampler Tape","","   0","","Photocopy M223 No.1 c.1","","000011379",08-OCT-02,02-FEB-09,1,03-FEB-09
"000003043","Fundamentals of heat and mass transfer / Frank P. Incropera, David P. DeWitt.","Incropera, Frank P.","2002","New York : Wiley, c2002.","QC320.I45 2002","0471386502 (acid-free paper)","000003043",10-SEP-01,02-FEB-09,1,03-FEB-09
"000020140","","","   0","","","","000020140",24-JAN-04,03-JUN-04,1,13-MAR-08
"000011380","","","   0","","","","000011380",08-OCT-02,04-JUN-04,1,13-MAR-08
"000003044","","","   0","","","","000003044",10-SEP-01,13-NOV-02,1,13-MAR-08
"000011381","","","   0","","","","000011381",09-OCT-02,15-AUG-03,1,13-MAR-08
"000020141","","","   0","","","","000020141",24-JAN-04,03-JUN-04,1,13-MAR-08
"000003045","","","   0","","","","000003045",10-SEP-01,23-OCT-02,1,13-MAR-08
"000011382","","","   0","","","","000011382",09-OCT-02,31-JAN-03,1,13-MAR-08
"000020142","","","   0","","","","000020142",24-JAN-04,03-JUN-04,1,13-MAR-08
"000003046","","","   0","","","","000003046",10-SEP-01,15-MAY-03,1,13-MAR-08
"000011383","","","   0","","","","000011383",09-OCT-02,31-JAN-03,1,13-MAR-08
"000020143","","","   0","","","","000020143",24-JAN-04,03-JUN-04,1,13-MAR-08
"000003047","","","   0","","","","000003047",10-SEP-01,15-MAY-03,1,13-MAR-08
"000020144","","","   0","","","","000020144",24-JAN-04,03-JUN-04,1,13-MAR-08
"000011384","","","   0","","","","000011384",09-OCT-02,30-JUN-03,1,13-MAR-08
"000003048","","","   0","","","","000003048",10-SEP-01,15-MAY-03,1,13-MAR-08
"000020145","","","   0","","","","000020145",24-JAN-04,03-JUN-04,1,13-MAR-08
"000003049","","","   0","","","","000003049",10-SEP-01,15-MAY-03,1,13-MAR-08
"000020146","","","   0","","","","000020146",24-JAN-04,20-DEC-04,1,13-MAR-08
"000011385","Readings for STS.901, Fall 2002","Keniston, Kenneth","   0","","","","000011385",09-OCT-02,02-FEB-09,1,03-FEB-09
"000020147","","","   0","","","","000020147",24-JAN-04,24-JAN-04,1,13-MAR-08
"000003050","","","   0","","","","000003050",10-SEP-01,15-MAY-03,1,13-MAR-08
"000011386","","","   0","","","","000011386",09-OCT-02,22-APR-03,1,13-MAR-08
"000020148","","","   0","","","","000020148",24-JAN-04,09-JUL-04,1,13-MAR-08
"000011387","","","   0","","","","000011387",09-OCT-02,22-AUG-03,1,13-MAR-08
"000020149","","","   0","","","","000020149",24-JAN-04,09-JUL-04,1,13-MAR-08
"000003051","","","   0","","","","000003051",10-SEP-01,15-MAY-03,1,13-MAR-08
"000011388","","","   0","","","","000011388",09-OCT-02,05-AUG-03,1,13-MAR-08
"000020150","","","   0","","","","000020150",24-JAN-04,21-JAN-06,1,13-MAR-08
"000020151","","","   0","","","","000020151",24-JAN-04,10-JAN-05,1,13-MAR-08
"000003052","","","   0","","","","000003052",10-SEP-01,15-MAY-03,1,13-MAR-08
"000020152","","","   0","","","","000020152",24-JAN-04,18-AUG-04,1,13-MAR-08
"000020153","","","   0","","","","000020153",24-JAN-04,18-AUG-04,1,13-MAR-08
"000020154","","","   0","","","","000020154",24-JAN-04,18-AUG-04,1,13-MAR-08
"000011389","The visual display of quantitative information / Edward R. Tufte.","Tufte, Edward R., 1942-","2001","Cheshire, Conn. : Graphics Press, c2001.","QA276.3.T83 2001","0961392142","000011389",09-OCT-02,02-FEB-09,1,03-FEB-09
"000003053","Product design and development / Karl T. Ulrich, Steven D. Eppinger.","Ulrich, Karl T.","2000","Boston : Irwin/McGraw-Hill, c2000.","HD31.U47 2000","007229647X","000003053",10-SEP-01,02-FEB-09,1,03-FEB-09
"000011390","","","   0","","","","000011390",09-OCT-02,29-SEP-06,1,13-MAR-08
"000003054","","","   0","","","","000003054",10-SEP-01,01-AUG-05,1,13-MAR-08
"000056615","Decrire le Caire Fust??-Mi?r d'apres Ibn Duqm?q et Maqr?z? : l'histoire d'une partie de la","Denoix, Sylvie.","1992","Le Caire : Institut francais d'archeologie orientale du Caire, c1992.","DT148.D4 1992","2724701291","000056615",21-JAN-10,21-JAN-10,1,22-JAN-10
"000056658","American foreign relations / Thomas G. Paterson ... [et al.].","","2005","Boston : Houghton Mifflin, c2005-","E183.7.P28 2005","0618370730 (v. 2)","000056658",21-JAN-10,21-JAN-10,1,22-JAN-10
"000056597","The state after statism : new state activities in the age of liberalization / edited by Jonah D. Lev","","2006","Cambridge, Mass. : Harvard University Press, 2006.","HD3611.S755 2006","0674022769 (cloth : alk. paper)","000056597",21-JAN-10,21-JAN-10,1,22-JAN-10
"000056611","Al-Fus???, its foundation and early urban development / Wladyslaw B. Kubiak.","Kubiak, Wladyslaw.","1987","Cairo, Egypt : American University in Cairo Press, c1987.","DT150.5.O42.K8 1987","9774241681 (pbk.)","000056611",21-JAN-10,21-JAN-10,1,22-JAN-10
"000056608","Baghdad during the Abbasid Caliphate : from contemporary arabic and Persian sources / by G. Le Stran","Le Strange, G. (Guy), 1854-1933.","1983","Westport, Conn. : Greenwood Press, 1983, c1900.","DS79.9.B25.L47 1983","0313231982 (lib. bdg.)","000056608",21-JAN-10,21-JAN-10,1,22-JAN-10
"000056602","The places where men pray together : cities in Islamic lands, seventh through the tenth centuries /","Wheatley, Paul.","2001","Chicago : University of Chicago Press, c2001.","HT384.I67.W48 2001","0226894282 (alk. paper)","000056602",21-JAN-10,21-JAN-10,1,22-JAN-10
"000056662","America's longest war : the United States and Vietnam, 1950-1975 / George C. Herring.","Herring, George C., 1936-","2002","Boston : McGraw-Hill, c2002.","DS558.H45 2002","0072417552 (pbk. : alk. paper)","000056662",21-JAN-10,21-JAN-10,1,22-JAN-10
"000003537","Masters of the Sabar (Thesis)","Tang, Patricia","   0","","","","000003537",19-SEP-01,02-FEB-09,1,03-FEB-09
"000003538","","","   0","","","","000003538",19-SEP-01,23-APR-03,1,13-MAR-08
"000003539","21M.293 Photocopy no.3 - Masters of the Sabar (thesis)","Tang, Patricia","   0","","","","000003539",19-SEP-01,02-FEB-09,1,03-FEB-09
"000012019","Advanced macroeconomics / David Romer.","Romer, David.","2001","Boston : McGraw-Hill, c2001.","HB172.5.R66 2001","0072318554 (alk. paper)","000012019",06-JAN-03,02-FEB-09,1,03-FEB-09
"000003540","","","   0","","","","000003540",19-SEP-01,28-OCT-03,1,13-MAR-08
"000003541","","","   0","","","","000003541",19-SEP-01,23-DEC-03,1,13-MAR-08
"000003542","","","   0","","","","000003542",19-SEP-01,28-OCT-03,1,13-MAR-08
"000003543","","","   0","","","","000003543",19-SEP-01,28-OCT-03,1,13-MAR-08
"000012020","Microeconomic analysis / Hal R. Varian.","Varian, Hal R.","1992","New York : Norton, 1992.","HB172.V35 1992","0393957357","000012020",06-JAN-03,06-JAN-03,1,13-MAR-08
"000020926","Envisioning information / Edward R. Tufte.","Tufte, Edward R., 1942-","1990","Cheshire, Conn. (P.O. Box 430, Cheshire 06410) : Graphics Press, c1990.","P93.5.T84 1990","","000020926",05-FEB-04,02-FEB-09,1,03-FEB-09
"000020927","Structural engineering : the nature of theory and design / William Addis.","Addis, William, 1949-","1990","New York : Ellis Horwood, 1990.","TA633.A33 1990","0138506116 :","000020927",05-FEB-04,02-FEB-09,1,10-DEC-09
"000003746","The general theory of employment, interest and money.","Keynes, John Maynard, 1883-1946.","1936","New York, Harcourt, Brace, 1936.","HB99.7.K44","","000003746",25-SEP-01,02-FEB-09,1,03-FEB-09
"000020928","","","   0","","","","000020928",06-FEB-04,04-JUN-04,1,13-MAR-08
"000012213","Small worlds : the dynamics of networks between order and randomness / Duncan J. Watts.","Watts, Duncan J., 1971-","1999","Princeton, N.J. : Princeton University Press, c1999.","QA166.W38 1999","0691005419 (alk. paper)","000012213",17-JAN-03,02-FEB-09,1,03-FEB-09
"000020929","","","   0","","","","000020929",06-FEB-04,04-JUN-04,1,13-MAR-08
"000020930","","","   0","","","","000020930",06-FEB-04,04-JUN-04,1,13-MAR-08
"000020931","","","   0","","","","000020931",06-FEB-04,04-JUN-04,1,13-MAR-08
"000003747","Institutions, institutional change, and economic performance / Douglass C. North.","North, Douglass Cecil.","1990","Cambridge ; New York : Cambridge University Press, 1990.","HB99.5.N67 1990","0521394163","000003747",25-SEP-01,02-FEB-09,1,03-FEB-09
"000012214","Making connections : technological learning and regional economic change / edited by Edward J. Malec","","1998","Aldershot, Hants, England ; Brookfield, VT : Ashgate, c1999.","HD58.82.M34 1999","1840145501","000012214",17-JAN-03,02-FEB-09,1,03-FEB-09
"000012215","","","   0","","","","000012215",17-JAN-03,19-JAN-04,1,13-MAR-08
"000012216","","","   0","","","","000012216",17-JAN-03,17-JAN-03,1,13-MAR-08
"000012217","","","   0","","","","000012217",17-JAN-03,19-JAN-04,1,13-MAR-08
"000020932","Interest conflict and political change in Brazil [by] Philippe C. Schmitter.","Schmitter, Philippe C.","1971","Stanford, Calif., Stanford University Press, 1971.","JL2469.P7.S355","0804707332","000020932",06-FEB-04,02-FEB-09,1,03-FEB-09
"000003748","Second treatise of government : an essay concerning the true original, extent and end of civil gover","Locke, John, 1632-1704.","1982","Arlington Heights, Ill. : H. Davidson, c1982.","JC153.L814 1982","0882951246","000003748",25-SEP-01,02-FEB-09,1,03-FEB-09
"000012218","","","   0","","","","000012218",17-JAN-03,06-AUG-03,1,13-MAR-08
"000012219","","","   0","","","","000012219",17-JAN-03,06-AUG-03,1,13-MAR-08
"000003749","","","   0","","","","000003749",25-SEP-01,06-JUL-02,1,13-MAR-08
"000012220","","","   0","","","","000012220",17-JAN-03,06-AUG-03,1,13-MAR-08
"000012221","","","   0","","","","000012221",17-JAN-03,06-AUG-03,1,13-MAR-08
"000020933","Democratic Brazil : actors, institutions, and processes / edited by Peter R. Kingstone and Timothy J","","2000","Pittsburgh : University of Pittsburgh Press, c2000.","JL2481.D365 2000","0822941139 (alk. paper)","000020933",06-FEB-04,02-FEB-09,1,03-FEB-09
"000012222","","","   0","","","","000012222",17-JAN-03,08-JAN-04,1,13-MAR-08
"000012223","","","   0","","","","000012223",17-JAN-03,08-JAN-04,1,13-MAR-08
"000003750","Fundamentals of hearing : an introduction / William A. Yost.","Yost, William A.","1994","San Diego : Academic Press, c1994.","QP461.Y67 1994","012772690X (acid-free paper)","000003750",25-SEP-01,02-FEB-09,1,03-FEB-09
"000012224","","","   0","","","","000012224",17-JAN-03,08-JAN-04,1,13-MAR-08
"000012225","","","   0","","","","000012225",17-JAN-03,08-JAN-04,1,13-MAR-08
"000003751","","","   0","","","","000003751",25-SEP-01,10-JUL-03,1,13-MAR-08
"000012226","","","   0","","","","000012226",17-JAN-03,08-JAN-04,1,13-MAR-08
"000003752","","","   0","","","","000003752",25-SEP-01,08-JUL-03,1,13-MAR-08
"000020934","Good government in the tropics / Judith Tendler.","Tendler, Judith.","1997","Baltimore, Md. : Johns Hopkins University Press, 1997.","JL2499.C43.T46 1997","0801854520 (alk. paper)","000020934",06-FEB-04,02-FEB-09,1,03-FEB-09
"000012227","","","   0","","","","000012227",17-JAN-03,08-JAN-04,1,13-MAR-08
"000003753","","","   0","","","","000003753",25-SEP-01,31-JUL-03,1,13-MAR-08
"000012228","","","   0","","","","000012228",17-JAN-03,08-JAN-04,1,13-MAR-08
"000003754","","","   0","","","","000003754",25-SEP-01,31-JUL-03,1,13-MAR-08
"000003755","","","   0","","","","000003755",25-SEP-01,15-AUG-03,1,13-MAR-08
"000020935","Modernity and the state : East, West / Claus Offe.","Offe, Claus.","1996","Cambridge, MA : MIT Press, 1996.","JC11.O33 1996","0262150468 (hardcover : alk. paper)","000020935",06-FEB-04,02-FEB-09,1,03-FEB-09
"000003756","","","   0","","","","000003756",25-SEP-01,30-JUN-03,1,13-MAR-08
"000003757","","","   0","","","","000003757",25-SEP-01,25-OCT-01,1,13-MAR-08
"000012229","Electromagnetic field theory : a problem solving approach / Markus Zahn.","Zahn, Markus, 1946-","1979","New York : Wiley, c1979.","QC665.E4.Z32","0471021989","000012229",17-JAN-03,02-FEB-09,1,03-FEB-09
"000020936","The masters and the slaves (Casa-grande & senzala); a study in the development of Brazilian civiliza","Freyre, Gilberto, 1900-1987.","1964","New York, Knopf, 1964.","F2510.F8942","","000020936",06-FEB-04,02-FEB-09,1,17-JUL-09
"000003758","The practice of everyday life / Michel de Certeau ; translated by Steven Rendall.","Certeau, Michel de.","1984","Berkeley : University of California Press, c1984.","HN8.C4313 1984","0520047508","000003758",25-SEP-01,02-FEB-09,1,03-FEB-09
"000003759","","","   0","","","","000003759",25-SEP-01,02-APR-04,1,13-MAR-08
"000012230","Electromagnetic fields and energy / Hermann A. Haus, James R. Melcher.","Haus, Hermann A.","1989","Englewood Cliffs, N.J. : Prentice Hall, c1989.","QC665.E4.H38 1989","013249020X : 30.00 (est.)","000012230",17-JAN-03,02-FEB-09,1,03-FEB-09
"000020937","Corporatism and national development in Latin America / Howard J. Wiarda.","Wiarda, Howard J., 1939-","1981","Boulder, Colo. : Westview Press, 1981.","JL960.W49","0865310319 :","000020937",06-FEB-04,02-FEB-09,1,10-DEC-09
"000003760","","","   0","","","","000003760",25-SEP-01,18-JUN-02,1,13-MAR-08
"000012231","","","   0","","","","000012231",21-JAN-03,13-JAN-05,1,13-MAR-08
"000012232","","","   0","","","","000012232",21-JAN-03,13-JAN-05,1,13-MAR-08
"000003761","Technoecology","Ritchie, Ian","   0","","NO CALL #","","000003761",25-SEP-01,02-FEB-09,1,03-FEB-09
"000012233","","","   0","","","","000012233",21-JAN-03,16-JAN-04,1,13-MAR-08
"000003762","Readings for 15.945 Part II Fall 2001","Gibbons, R.","   0","","","","000003762",26-SEP-01,02-FEB-09,1,03-FEB-09
"000020938","The economic growth of Brazil, a survey from colonial to modern times. Translated by Ricardo W. de A","Furtado, Celso.","1963","Berkeley. University of California Press, 1963.","HC187.F922","","000020938",06-FEB-04,02-FEB-09,1,03-FEB-09
"000012234","","","   0","","","","000012234",21-JAN-03,16-JAN-04,1,13-MAR-08
"000003763","Readings for 15.945 Part II Fall 2001","Gibbons, R.","   0","","","","000003763",26-SEP-01,02-FEB-09,1,03-FEB-09
"000012235","","","   0","","","","000012235",21-JAN-03,25-JAN-07,1,13-MAR-08
"000012236","","","   0","","","","000012236",21-JAN-03,28-JAN-04,1,13-MAR-08
"000003764","21M.284 Photocopy no.1 - Toll of the Sea (film score)","","   0","","","","000003764",26-SEP-01,02-FEB-09,1,03-FEB-09
"000012237","","","   0","","","","000012237",21-JAN-03,26-JAN-04,1,13-MAR-08
"000003765","","","   0","","","","000003765",26-SEP-01,20-DEC-02,1,13-MAR-08
"000020939","Authoritarianism and corporatism in Latin America / James M. Malloy, editor.","","1977","Pittsburgh : University of Pittsburgh Press, 1977.","JL958.A9 1977","0822933284.","000020939",06-FEB-04,02-FEB-09,1,10-DEC-09
"000012238","","","   0","","","","000012238",21-JAN-03,14-JAN-04,1,13-MAR-08
"000003766","","","   0","","","","000003766",26-SEP-01,20-DEC-02,1,13-MAR-08
"000012239","","","   0","","","","000012239",21-JAN-03,14-JAN-04,1,13-MAR-08
"000020940","","","   0","","","","000020940",06-FEB-04,01-FEB-05,1,13-MAR-08
"000003767","","","   0","","","","000003767",26-SEP-01,02-APR-04,1,13-MAR-08
"000012240","","","   0","","","","000012240",21-JAN-03,26-JAN-04,1,13-MAR-08
"000003768","","","   0","","","","000003768",26-SEP-01,20-DEC-02,1,13-MAR-08
"000012241","","","   0","","","","000012241",21-JAN-03,14-JAN-04,1,13-MAR-08
"000003769","","","   0","","","","000003769",26-SEP-01,20-DEC-02,1,13-MAR-08
"000012242","","","   0","","","","000012242",21-JAN-03,14-JAN-04,1,13-MAR-08
"000012243","","","   0","","","","000012243",21-JAN-03,14-JAN-04,1,13-MAR-08
"000003770","","","   0","","","","000003770",26-SEP-01,20-DEC-02,1,13-MAR-08
"000020941","God and Golem, inc. : a comment on certain points where cybernetics impinges on religion.","Wiener, Norbert, 1894-1964.","1966","Cambridge, Mass. : M.I.T. Press, [1966, c1964].","Q310.W6471 1966","","000020941",06-FEB-04,02-FEB-09,1,03-FEB-09
"000012244","","","   0","","","","000012244",21-JAN-03,14-JAN-04,1,13-MAR-08
"000003771","","","   0","","","","000003771",26-SEP-01,23-SEP-02,1,13-MAR-08
"000012245","","","   0","","","","000012245",21-JAN-03,14-JAN-04,1,13-MAR-08
"000003772","","","   0","","","","000003772",26-SEP-01,24-JUL-02,1,13-MAR-08
"000012246","","","   0","","","","000012246",21-JAN-03,14-JAN-04,1,13-MAR-08
"000003773","","","   0","","","","000003773",26-SEP-01,10-JAN-02,1,13-MAR-08
"000012247","","","   0","","","","000012247",21-JAN-03,14-JAN-04,1,13-MAR-08
"000003774","","","   0","","","","000003774",26-SEP-01,08-JUL-03,1,13-MAR-08
"000020942","The human use of human beings; cybernetics and society. Afterword by Walter A. Rosenblith.","Wiener, Norbert, 1894-1964.","1967","[New York] Avon Books [1967]","Q175.W647 1967","","000020942",06-FEB-04,02-FEB-09,1,03-FEB-09
"000012248","","","   0","","","","000012248",21-JAN-03,14-JAN-04,1,13-MAR-08
"000003775","","","   0","","","","000003775",26-SEP-01,09-SEP-02,1,13-MAR-08
"000012249","","","   0","","","","000012249",21-JAN-03,14-JAN-04,1,13-MAR-08
"000012250","","","   0","","","","000012250",21-JAN-03,14-JAN-04,1,13-MAR-08
"000020943","Mind children : the future of robot and human intelligence / Hans Moravec.","Moravec, Hans P.","1988","Cambridge, Mass. : Harvard University Press, 1988.","Q335.M65 1988","0674576160 (alk. paper)","000020943",06-FEB-04,02-FEB-09,1,03-FEB-09
"000012251","","","   0","","","","000012251",21-JAN-03,14-JAN-04,1,13-MAR-08
"000003776","All's fair : love, war, and running for president / Mary Matalin and James Carville, with Peter Knob","Matalin, Mary.","1995","New York : Random House, 1995.","E884.M38 1995","0684801337","000003776",26-SEP-01,02-FEB-09,1,03-FEB-09
"000012252","","","   0","","","","000012252",21-JAN-03,14-JAN-04,1,13-MAR-08
"000003777","","","   0","","","","000003777",26-SEP-01,09-SEP-02,1,13-MAR-08
"000012253","","","   0","","","","000012253",21-JAN-03,14-JAN-04,1,13-MAR-08
"000012254","","","   0","","","","000012254",21-JAN-03,14-JAN-04,1,13-MAR-08
"000003778","The structure of scientific revolutions / Thomas S. Kuhn.","Kuhn, Thomas S.","1996","Chicago, IL : University of Chicago Press, 1996.","Q175.K95 1996","0226458075 (cloth : alk. paper)","000003778",27-SEP-01,02-FEB-09,1,03-FEB-09
"000020944","The intentional stance / Daniel C. Dennett.","Dennett, Daniel Clement.","1987","Cambridge, Mass. : MIT Press, c1987.","B105.I56.D46 1987","026204093X","000020944",06-FEB-04,02-FEB-09,1,03-FEB-09
"000012255","Me talk pretty one day / David Sedaris.","Sedaris, David.","2000","Boston : Little, Brown & Co. c2000.","PS3569.E314.M4 2000","0316777722 (alk. paper)","000012255",21-JAN-03,02-FEB-09,1,03-FEB-09
"000003779","States and social revolutions : a comparative analysis of France, Russia, and China / Theda Skocpol.","Skocpol, Theda.","1979","Cambridge ; New York : Cambridge University Press, 1979.","HM283.S56","052122439X.","000003779",27-SEP-01,02-FEB-09,1,10-DEC-09
"000012256","This is biology : the science of the living world / Ernst Mayr.","Mayr, Ernst, 1904-2005.","1997","Cambridge, Mass. : Belknap Press of Harvard University Press, 1997.","QH307.2.M39 1997","067488468X","000012256",21-JAN-03,02-FEB-09,1,17-JUL-09
"000020945","Childhood and society.","Erikson, Erik H. (Erik Homburger), 1902-1994.","1964","New York, Norton [1964, c1963]","HQ781.E68 1963","","000020945",06-FEB-04,02-FEB-09,1,17-JUL-09
"000003780","","","   0","","","","000003780",27-SEP-01,16-JUL-02,1,13-MAR-08
"000012257","The life of the cosmos / Lee Smolin.","Smolin, Lee, 1955-","1997","New York : Oxford University Press, 1997.","QB981.S694 1997","019510837X (alk. paper)","000012257",21-JAN-03,02-FEB-09,1,03-FEB-09
"000020946","Young man Luther; a study in psychoanalysis and history.","Erikson, Erik H. (Erik Homburger), 1902-1994.","1958","New York, Norton [1958]","BR325.E68","","000020946",06-FEB-04,02-FEB-09,1,17-JUL-09
"000003781","The imperial Presidency [by] Arthur M. Schlesinger, Jr.","Schlesinger, Arthur M. (Arthur Meier), 1917-2007.","1973","Boston, Houghton Mifflin, 1973.","JK511.S342","0395177138","000003781",27-SEP-01,02-FEB-09,1,17-JUL-09
"000012258","Readings for 17.537/538, Spring 2003","Samuels, Richard","   0","","Professor Collection","","000012258",21-JAN-03,02-FEB-09,1,03-FEB-09
"000020947","","","   0","","","","000020947",06-FEB-04,26-MAR-05,1,13-MAR-08
"000012259","","","   0","","","","000012259",21-JAN-03,14-JAN-04,1,13-MAR-08
"000020948","","","   0","","","","000020948",06-FEB-04,26-MAR-05,1,13-MAR-08
"000003782","The Quark and the Jaguar","Gell-Mann, Murray","   0","","","","000003782",27-SEP-01,02-FEB-09,1,03-FEB-09
"000012260","","","   0","","","","000012260",21-JAN-03,14-JAN-04,1,13-MAR-08
"000003783","","","   0","","","","000003783",27-SEP-01,24-JUL-02,1,13-MAR-08
"000012261","","","   0","","","","000012261",21-JAN-03,14-JAN-04,1,13-MAR-08
"000012262","","","   0","","","","000012262",21-JAN-03,14-JAN-04,1,13-MAR-08
"000020949","Epistemic cultures : how the sciences make knowledge / Karin Knorr Cetina.","Knorr-Cetina, K. (Karin)","1999","Cambridge, Mass. : Harvard University Press, 1999.","Q175.32.K45.K57 1999","0674258932 (cloth : alk. paper)","000020949",06-FEB-04,02-FEB-09,1,03-FEB-09
"000003784","Fast food nation : the dark side of the all-American meal / Eric Schlosser.","Schlosser, Eric.","2001","Boston : Houghton Mifflin, 2001.","TX715.S2968 2001","0395977894","000003784",27-SEP-01,02-FEB-09,1,03-FEB-09
"000020950","","","   0","","","","000020950",06-FEB-04,14-FEB-05,1,13-MAR-08
"000003785","","","   0","","","","000003785",27-SEP-01,05-AUG-02,1,13-MAR-08
"000012263","Tortillas for the gods : a symbolic analysis of Zinacanteco rituals / Evon Z. Vogt.","Vogt, Evon Zartman, 1918-","1976","Cambridge : Harvard University Press, 1976.","F1221.T9.V59","0674895541","000012263",21-JAN-03,02-FEB-09,1,03-FEB-09
"000020951","","","   0","","","","000020951",06-FEB-04,14-JAN-05,1,13-MAR-08
"000012264","","","   0","","","","000012264",21-JAN-03,02-JUL-03,1,13-MAR-08
"000003786","Essentials of introductory classical mechanics : a study guide to MIT course 8.01 / Wit Busza, Susan","Busza, Wit.","2002","Boston : Pearson Custom Pub., c2002.","QC125.2.B87 2002","","000003786",27-SEP-01,02-FEB-09,1,03-FEB-09
"000020952","Applied longitudinal data analysis : modeling change and event occurrence / Judith B. Singer, John B","Singer, Judith D.","2003","Oxford ; New York : Oxford University Press, c2003.","H62.S47755 2003","0195152964 (acid-free)","000020952",06-FEB-04,02-FEB-09,1,03-FEB-09
"000020953","","","   0","","","","000020953",06-FEB-04,17-AUG-04,1,13-MAR-08
"000003787","","","   0","","","","000003787",27-SEP-01,11-JUN-03,1,13-MAR-08
"000012265","American colonies / Alan Taylor ; Eric Foner, editor.","Taylor, Alan, 1955-","2001","New York : Viking, 2001.","E188.T35 2001","0670872822 (alk. paper)","000012265",21-JAN-03,02-FEB-09,1,03-FEB-09
"000003788","","","   0","","","","000003788",27-SEP-01,20-DEC-02,1,13-MAR-08
"000057092","Every man a speculator : a history of Wall Street in American life / Steve Fraser.","Fraser, Steve, 1945-","2005","New York, NY : HarperCollins, c2005.","HG4572.F83 2005","0066620481 :","000057092",30-JAN-10,03-FEB-10,1,04-FEB-10
"000057057","Inigo Jones on Palladio: being the notes by Inigo Jones in the copy of I Quattro libri dell architet","Jones, Inigo, 1573-1652.","1970","Newcastle-upon-Tyne, Oriel Press, 1970.","NA2515.P164.J77","0853620970","000057057",30-JAN-10,30-JAN-10,1,31-JAN-10
"000057068","From resistance to revolution : colonial radicals and the development of American opposition to Brit","Maier, Pauline, 1938-","1991","New York : W.W. Norton, 1991.","E210.M217 1991","0393308251","000057068",30-JAN-10,30-JAN-10,1,31-JAN-10
"000057061","Three Negro classics : Up from slavery -- The Souls of black folk -- The Autobiography of an ex-colo","","1965","New York : Avon Books, 1965.","E185.97.W278 1965","0380015811","000057061",30-JAN-10,30-JAN-10,1,31-JAN-10
"000001165","","","   0","","","","000001165",14-AUG-01,07-JUN-04,1,13-MAR-08
"000001166","","","   0","","","","000001166",14-AUG-01,07-JUN-04,1,13-MAR-08
"000001167","","","   0","","","","000001167",14-AUG-01,22-JAN-04,1,13-MAR-08
"000001168","","","   0","","","","000001168",14-AUG-01,07-JUN-04,1,13-MAR-08
"000001169","","","   0","","","","000001169",14-AUG-01,22-JAN-04,1,13-MAR-08
"000001170","","","   0","","","","000001170",14-AUG-01,22-JAN-04,1,13-MAR-08
"000001171","","","   0","","","","000001171",14-AUG-01,07-JUN-04,1,13-MAR-08
"000001172","","","   0","","","","000001172",14-AUG-01,22-JAN-04,1,13-MAR-08
"000001173","","","   0","","","","000001173",14-AUG-01,22-JAN-04,1,13-MAR-08
"000001174","21M.226 tape no.4 - Chicago Jazz of the 1920s/Classic City Blues of the 1920s","","   0","","Cassette M026 no.4","","000001174",14-AUG-01,02-FEB-09,1,03-FEB-09
"000001175","21M.226 tape no.5 - Louis Armstrong + Bix Beiderbecke","","   0","","Cassette M026 no.5","","000001175",14-AUG-01,02-FEB-09,1,03-FEB-09
"000001176","21M.226 tape no.6 - NYC Jazz of the 1920s/Stride Piano: Henderson and Early Ellington","","   0","","Cassette M026 no.6","","000001176",14-AUG-01,02-FEB-09,1,03-FEB-09
"000001177","21M.226 tape no.7 - Benny Goodman + Count Basie","","   0","","Cassette M026 no.7","","000001177",14-AUG-01,02-FEB-09,1,03-FEB-09
"000001178","21M.226 tape no.8 - More Swing Bebop Transition + Small Bop Ensembles/Bebop Big Bands/Afro-Cuban Inf","","   0","","Cassette M026 no.8","","000001178",14-AUG-01,02-FEB-09,1,03-FEB-09
"000001179","","","   0","","","","000001179",15-AUG-01,17-AUG-04,1,13-MAR-08
"000001180","","","   0","","","","000001180",15-AUG-01,12-OCT-05,1,13-MAR-08
