"SIS_COURSE_DESCRIPTION_KEY","COURSE","COURSE_DESCRIPTION","COURSE_DESCRIPTION_LONG","DEPARTMENT","DEPARTMENT_NAME","DEPT_NAME_IN_COMMENCEMENT_BK","SCHOOL_NAME","SCHOOL_NAME_IN_COMMENCEMENT_BK","FROM_TERM","FROM_TERM_DESCRIPTION","THRU_TERM","THRU_TERM_DESCRIPTION","COURSE_OPTION","COURSE_LEVEL","CIP_PROGRAM_CODE","IS_DEGREE_GRANTING","DEFAULT_ULTIMATE_DEGREE","GRADAUTE_LEVEL","GRADUATE_LEVEL","LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE"
"CSB:M:G","CSB M","Comp & Sys Bio - SM","Computational and Systems Biology","CSB","Computational and Systems Bio","Program in Computational and Systems Biology","Engineering","School of Engineering","2005FA","Fall Term 2004-2005","999999","End of Time","M","G","261104","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"CSB:NIE:G","CSB NIE","Comp & Sys Bio - Exchange","Computational and Systems Biology","CSB","Computational and Systems Bio","Program in Computational and Systems Biology","Engineering","School of Engineering","2006FA","Fall Term 2005-2006","999999","End of Time","NIE","G","261104","N","NDG","","",14-OCT-10,28-OCT-24
"CSB:NIV:G","CSB NIV","Comp & Sys Bio - Visiting","Computational and Systems Biology","CSB","Computational and Systems Bio","Program in Computational and Systems Biology","Engineering","School of Engineering","2006SU","Summer Term 2006","999999","End of Time","NIV","G","261104","N","NDG","","",14-OCT-10,28-OCT-24
"CSE:D:G","CSE D","Comp Sci & Eng","Computational Science and Engineering","CSE","Computational Sci and Eng","Program in Computational Science and Engineering","Schwarzman Coll of Comp","Schwarzman College of Computing","2024FA","Fall Term 2023-2024","999999","End of Time","D","G","110101","Y","DOC","Doctoral","Doctoral",22-AUG-23,28-OCT-24
"CSE:M:G","CSE M","Comp Sci & Eng","Computational Science and Engineering","CSE","Computational Sci and Eng","Program in Computational Science and Engineering","Schwarzman Coll of Comp","Schwarzman College of Computing","2021FA","Fall Term 2020-2021","999999","End of Time","M","G","110101","Y","SM","Masters","Masters",30-JUL-20,28-OCT-24
"EM:ID:G","EM ID","Integrated Design and Mgmt.","Integrated Design and Management","EM","Engineering Management","Program in System Design and Management","Engineering","School of Engineering","2016FA","Fall Term 2015-2016","999999","End of Time","ID","G","142701","Y","SM","Masters","Masters",24-JUL-15,28-OCT-24
"EM:SC:G","EM SC","Sys Des & Mgmt - Cert Prog","System Desgin and Management","EM","Engineering Management","Program in System Design and Management","Engineering","School of Engineering","2016FA","Fall Term 2015-2016","999999","End of Time","SC","G","142701","N","NDG","","",24-JUL-15,28-OCT-24
"EM:SD:G","EM SD","System Design and Management","System Design and Management","EM","Engineering Management","Program in System Design and Management","Engineering","School of Engineering","2016FA","Fall Term 2015-2016","999999","End of Time","SD","G","142701","Y","SM","Masters","Masters",24-JUL-15,28-OCT-24
"EN::G","EN","Adv Engineering Study","Advanced Engineering Study","EN","Center for Adv Eng Studies","","Engineering","School of Engineering","000000","Beginning of Time","1996FA","Fall Term 1995-1996","","G","149999","N","NDG","","",10-NOV-95,28-OCT-24
"ESD::G","ESD","ESD","Engineering Systems Division","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","1999SU","Summer Term 1999","2015SU","Summer Term 2015","","G","142701","N","NDG","Doctoral","Doctoral",04-AUG-23,28-OCT-24
"ESD:CTD:G","ESD CTD","ESD - CTS Doctorate","Engineering Systems Division (Transportation Studies)","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","1999SU","Summer Term 1999","2004SU","Summer Term 2004","CTD","G","140804","Y","DOC","Doctoral","Doctoral",25-APR-05,28-OCT-24
"ESD:CTM:G","ESD CTM","ESD - SM CTS","Engineering Systems Division (Transportation Studies)","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","1999SU","Summer Term 1999","2004SU","Summer Term 2004","CTM","G","140804","Y","SM","Masters","Masters",25-APR-05,28-OCT-24
"ESD:ESD:G","ESD ESD","ESD - Engineering Systems-DOC","Engineering Systems","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","2003FA","Fall Term 2002-2003","2022FA","Fall Term 2021-2022","ESD","G","142701","Y","DOC","Doctoral","Doctoral",04-AUG-23,28-OCT-24
"ESD:ESM:G","ESD ESM","ESD - SM Engineering Systems","Engineering Systems","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","2003SU","Summer Term 2003","2022FA","Fall Term 2021-2022","ESM","G","142701","Y","SM","Masters","Masters",04-AUG-23,28-OCT-24
"ESD:LFM:G","ESD LFM","ESD-Leaders for Mfg","Engineering Systems Division (Leaders for Manufacturing)","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","1999SU","Summer Term 1999","2015SU","Summer Term 2015","LFM","G","142701","Y","SM","Masters","Masters",04-AUG-23,28-OCT-24
"ESD:LGO:G","ESD LGO","ESD - SM (LGO)","Engineering Systems Division (Leaders for Global Operations)","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","2009SU","Summer Term 2009","2015SU","Summer Term 2015","LGO","G","142701","Y","SM","Masters","Masters",04-AUG-23,28-OCT-24
"ESD:NIE:G","ESD NIE","ESD - Exchange Student","Engineering Systems Division","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","2004SP","Spring Term 2003-2004","2015SU","Summer Term 2015","NIE","G","142701","N","NDG","","",04-AUG-23,28-OCT-24
"ESD:NIV:G","ESD NIV","ESD - Visiting Student","Engineering Systems Division","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","2004SP","Spring Term 2003-2004","2015SU","Summer Term 2015","NIV","G","142701","N","NDG","","",04-AUG-23,28-OCT-24
"ESD:PL:G","ESD PL","ESD - M.Eng in Logistics","Engineering Systems Divsion (Logistics)","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","1999SU","Summer Term 1999","2018SP","Spring Term 2017-2018","PL","G","142701","Y","MNG","Masters","Masters",04-JUN-18,28-OCT-24
"ESD:S:G","ESD S","Sys Des & Mgt","Engineering Systems Division (System Design and Management)","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","2010FA","Fall Term 2009-2010","2018SP","Spring Term 2017-2018","S","G","142701","N","NDG","","",04-AUG-23,28-OCT-24
"ESD:SC:G","ESD SC","Sys Des & Mgt - Cert Prog","Engineering Systems Division (System Design and Management)","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","2010FA","Fall Term 2009-2010","2018SP","Spring Term 2017-2018","SC","G","142701","N","NDG","","",04-AUG-23,28-OCT-24
"ESD:SCR:G","ESD SCR","Sys Des & Mgt - RICC Cert Prog","Engineering Systems Division (System Design and Management).","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","2013FA","Fall Term 2012-2013","2018SP","Spring Term 2017-2018","SCR","G","142701","N","NDG","","",04-AUG-23,28-OCT-24
"ESD:SDL:G","ESD SDL","Syst Des & Mgt - Distance LRN","Engineering Systems Division (System Design and Management)","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","2010FA","Fall Term 2009-2010","2018SP","Spring Term 2017-2018","SDL","G","142701","Y","SM","Masters","Masters",04-AUG-23,28-OCT-24
"ESD:SDM:G","ESD SDM","ESD-Syst. Design & Mgt.","Engineering Systems Division - System Design and Management","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","2000SU","Summer Term 2000","2004SU","Summer Term 2004","SDM","G","142701","Y","SM","Masters","Masters",14-SEP-09,28-OCT-24
"ESD:SES:G","ESD SES","Syst Des & Mgt - On Campus","Engineering Systems Division (System Design and Management)","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","2010FA","Fall Term 2009-2010","2018SP","Spring Term 2017-2018","SES","G","142701","Y","SM","Masters","Masters",04-AUG-23,28-OCT-24
"ESD:SLC:G","ESD SLC","Syst Des & Mgt - Commuter","Engineering Systems Division (System Design and Management)","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","2010FA","Fall Term 2009-2010","2018SP","Spring Term 2017-2018","SLC","G","142701","Y","SM","Masters","Masters",04-AUG-23,28-OCT-24
"ESD:SOC:G","ESD SOC","Syst Des & Mgt - On Campus","Engineering Systems Division (System Design and Management)","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","2010FA","Fall Term 2009-2010","2018SP","Spring Term 2017-2018","SOC","G","142701","Y","SM","Masters","Masters",04-AUG-23,28-OCT-24
"ESD:TP:G","ESD TP","ESD-Special Student","Engineering Systems","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","1999SU","Summer Term 1999","2003SP","Spring Term 2002-2003","TP","G","142701","N","NDG","","",17-NOV-11,28-OCT-24
"ESD:TPD:G","ESD TPD","ESD-Tech & Policy Program-Doc","Engineering Systems Division (Technology and Policy)","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","1999SU","Summer Term 1999","2018SP","Spring Term 2017-2018","TPD","G","142701","Y","DOC","Doctoral","Doctoral",04-AUG-23,28-OCT-24
"ESD:TPM:G","ESD TPM","ESD-Tech & Policy Program-SM","Engineering Systems Division (Technology and Policy)","ESD","Engineering Systems Division","Engineering Systems Division","Engineering","School of Engineering","1999SU","Summer Term 1999","2018SP","Spring Term 2017-2018","TPM","G","142701","Y","SM","Masters","Masters",04-AUG-23,28-OCT-24
"HST::G","HST","HST - no degree","Health Sciences and Technology","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","2003FA","Fall Term 2002-2003","999999","End of Time","","G","140501","N","NDG","","",14-OCT-10,28-OCT-24
"HST:A:G","HST A","HST - MD only - No MIT Deg","Health Sciences and Technology","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","A","G","511201","Y","MD","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"HST:ADS:G","HST ADS","HST - DDM only - No MIT Deg","Health Sciences and Technology","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","2000FA","Fall Term 1999-2000","2009SP","Spring Term 2008-2009","ADS","G","519999","Y","DDM","Doctoral","Doctoral",22-APR-09,28-OCT-24
"HST:AED:G","HST AED","HST - MD & MIT MEMP - DOC","Health Sciences and Technology","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","000000","Beginning of Time","2009SP","Spring Term 2008-2009","AED","G","519999","Y","DOC","Doctoral","Doctoral",22-APR-09,28-OCT-24
"HST:AEH:G","HST AEH","HST - MD & HU MEMP - No MIT De","Health Sciences and Technology","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","000000","Beginning of Time","2009SP","Spring Term 2008-2009","AEH","G","519999","Y","MD","Doctoral","Doctoral",22-APR-09,28-OCT-24
"HST:AEM:G","HST AEM","HST - MD & MIT MEMP - Master","Health Sciences and Technology","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","AEM","G","140501","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"HST:AMI:G","HST AMI","HST - MD & MIT SM-Biomed.Info.","Health Sciences & Technology","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","2004SU","Summer Term 2004","999999","End of Time","AMI","G","140501","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"HST:APH:G","HST APH","HST - MD & PHD HU - No MIT Deg","Health Sciences and Technology","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","000000","Beginning of Time","2009SP","Spring Term 2008-2009","APH","G","519999","Y","MD","Doctoral","Doctoral",22-APR-09,28-OCT-24
"HST:ASD:G","HST ASD","HST - MD & Speach & Hear - Doc","Health Sciences and Technology (Speech and Hearing)","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","000000","Beginning of Time","2009SP","Spring Term 2008-2009","ASD","G","519999","Y","DOC","Doctoral","Doctoral",22-APR-09,28-OCT-24
"HST:BD:G","HST BD","HST - Biological Eng/Physics","Health Sciences and Technology","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","1996FA","Fall Term 1995-1996","2009SP","Spring Term 2008-2009","BD","G","519999","Y","DOC","Doctoral","Doctoral",22-APR-09,28-OCT-24
"HST:BM:G","HST BM","HST - Biomed. Enterprise - SM","Health Sciences and Technology (Biomedical Enterprise)","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","2003FA","Fall Term 2002-2003","2015SU","Summer Term 2015","BM","G","140501","Y","SM","Masters","Masters",04-AUG-23,28-OCT-24
"HST:BMH:G","HST BMH","HST - Biomed Enterprise - SM","Health Sciences and Technology (Biomedical Enterprise)","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","2003FA","Fall Term 2002-2003","2013FA","Fall Term 2012-2013","BMH","G","140501","Y","SM","Masters","Masters",24-JAN-13,28-OCT-24
"HST:ED:G","HST ED","HST - MIT MEMP - Doctoral","Health Sciences and Technology","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","ED","G","140501","Y","DOC","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"HST:EH:G","HST EH","HST - HU MEMP - No MIT Degree","Health Sciences and Technology","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","EH","G","140501","Y","HA","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"HST:NIE:G","HST NIE","HST - Exchange","Health Sciences and Technology","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","2004SP","Spring Term 2003-2004","999999","End of Time","NIE","G","140501","N","NDG","","",14-OCT-10,28-OCT-24
"HST:NIV:G","HST NIV","HST - Visiting","Health Sciences and Technology","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","2004SP","Spring Term 2003-2004","999999","End of Time","NIV","G","140501","N","NDG","","",14-OCT-10,28-OCT-24
"HST:NON:G","HST NON","HST - Harvard only","Health, Sciences and Technology","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","1995SU","Summer Term 1995","2010FA","Fall Term 2009-2010","NON","G","140501","N","NDG","","",04-AUG-23,28-OCT-24
"HST:P:G","HST P","HST - Biomedical Engineering","Health Sciences and Technology (Biomedical Engineering)","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","2004FA","Fall Term 2003-2004","2020FA","Fall Term 2019-2020","P","G","140501","Y","MNG","Masters","Masters",04-AUG-23,28-OCT-24
"HST:RD:G","HST RD","HST/NED Radiological Sci - Doc","Health Sciences and Technology/Nuclear Engineering (Radiological Science)","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","000000","Beginning of Time","2009SP","Spring Term 2008-2009","RD","G","519999","Y","DOC","Doctoral","Doctoral",15-APR-09,28-OCT-24
"HST:SD:G","HST SD","HST - Speech & Hearing - Doc","Health Sciences and Technology (Speech and Hearing)","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","000000","Beginning of Time","999999","End of Time","SD","G","140501","Y","DOC","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"HST:SH:G","HST SH","HST - Sp'ch/Hear,HU PHD-No Deg","Health Sciences and Technology (Speech and Hearing)","HST","Health Sciences & Technology","Program in Health Sciences and Technology","Engineering","School of Engineering","1995FA","Fall Term 1994-1995","2009SP","Spring Term 2008-2009","SH","G","519999","Y","HA","Doctoral","Doctoral",22-APR-09,28-OCT-24
"IDS:DSE:G","IDS DSE","Soc & Eng Systems - Doctoral","Social and Engineering Systems","IDS","Inst for Data, Syst, & Soc","Institute for Data, Systems, & Society","Schwarzman Coll of Comp","Schwarzman College of Computing","2016FA","Fall Term 2015-2016","999999","End of Time","DSE","G","142701","Y","DOC","Doctoral","Doctoral",12-FEB-16,28-OCT-24
"IDS:MSE:G","IDS MSE","Soc & Eng Systems - SM","Social and Engineering Systems","IDS","Inst for Data, Syst, & Soc","Institute for Data, Systems, & Society","Schwarzman Coll of Comp","Schwarzman College of Computing","2016FA","Fall Term 2015-2016","999999","End of Time","MSE","G","142701","Y","SM","Masters","Masters",12-FEB-16,28-OCT-24
"IDS:NIE:G","IDS NIE","Soc & Eng Systems - Exchange","Data, Systems, and Society","IDS","Inst for Data, Syst, & Soc","Institute for Data, Systems, & Society","Schwarzman Coll of Comp","Schwarzman College of Computing","2016SU","Summer Term 2016","999999","End of Time","NIE","G","142701","N","NDG","","",02-MAY-16,28-OCT-24
"IDS:NIV:G","IDS NIV","Soc & Eng Systems - Visiting","Data, Systems, and Society","IDS","Inst for Data, Syst, & Soc","Institute for Data, Systems, & Society","Schwarzman Coll of Comp","Schwarzman College of Computing","2016SU","Summer Term 2016","999999","End of Time","NIV","G","142701","N","NDG","","",02-MAY-16,28-OCT-24
"IDS:TPP:G","IDS TPP","Tech & Policy Prog - SM","Technology and Policy Program","IDS","Inst for Data, Syst, & Soc","Institute for Data, Systems, & Society","Schwarzman Coll of Comp","Schwarzman College of Computing","2016FA","Fall Term 2015-2016","999999","End of Time","TPP","G","142701","Y","SM","Masters","Masters",12-FEB-16,28-OCT-24
"MAP::G","MAP","Midcareer Acceleration Program","Midcareer Acceleration Program","MAP","Midcareer Acceleration Program","","Engineering","School of Engineering","2007FA","Fall Term 2006-2007","2015SU","Summer Term 2015","","G","149999","N","NDG","","",04-AUG-23,28-OCT-24
"MAS::G","MAS","Media Arts and Sci","Media Arts and Sciences","MAS","Prog in Media Arts Sciences","Program in Media Arts and Sciences","Architecture and Planning","School of Architecture and Planning","000000","Beginning of Time","999999","End of Time","","G","090702","N","NDG","","",23-JUL-15,28-OCT-24
"MAS:D:G","MAS D","Media Arts and Sci - Doctoral","Media Arts and Sciences","MAS","Prog in Media Arts Sciences","Program in Media Arts and Sciences","Architecture and Planning","School of Architecture and Planning","000000","Beginning of Time","999999","End of Time","D","G","090702","Y","DOC","Doctoral","Doctoral",23-JUL-15,28-OCT-24
"MAS:M:G","MAS M","Media Arts and Sci - SM","Media Arts and Sciences","MAS","Prog in Media Arts Sciences","Program in Media Arts and Sciences","Architecture and Planning","School of Architecture and Planning","000000","Beginning of Time","999999","End of Time","M","G","090702","Y","SM","Masters","Masters",23-JUL-15,28-OCT-24
"MAS:NIE:G","MAS NIE","Media Arts and Sci - Exchange","Media Arts and Sciences","MAS","Prog in Media Arts Sciences","Program in Media Arts and Sciences","Architecture and Planning","School of Architecture and Planning","2004SP","Spring Term 2003-2004","999999","End of Time","NIE","G","090702","N","NDG","","",21-JAN-09,28-OCT-24
"MAS:NIV:G","MAS NIV","Media Arts and Sci - Visiting","Media Arts and Sciences","MAS","Prog in Media Arts Sciences","Program in Media Arts and Sciences","Architecture and Planning","School of Architecture and Planning","2004SP","Spring Term 2003-2004","999999","End of Time","NIV","G","090702","N","NDG","","",21-JAN-09,28-OCT-24
"NIA::G","NIA","Non-Inst Art Schools - Grad","CROSS REGISTERED FROM MASSART OR SMFA","NIA","Non-Institute-MFA/MCA","","Non-MIT","","1999FA","Fall Term 1998-1999","999999","End of Time","","G","240101","N","NDG","","",20-FEB-07,28-OCT-24
"NIA::U","NIA","Non-Inst Art Schools-Undergrad","CROSS-REGISTERED FROM MASSART OR SMFA","NIA","Non-Institute-MFA/MCA","","Non-MIT","","1999FA","Fall Term 1998-1999","999999","End of Time","","U","240101","N","NDG","","",01-APR-05,28-OCT-24
"NIC::G","NIC","Grad Consortium Women's Study","Cross Registration Graduate Consortium in Women's Studies","NIC","Grad Consortium Women's Stud","","Non-MIT","","2006FA","Fall Term 2005-2006","2006FA","Fall Term 2005-2006","","G","123456","N","NDG","","",21-DEC-05,28-OCT-24
"NIE::G","NIE","Non-Inst Exchange - Grad","Non-Institute Exchange Student","NIE","Non-Institute Exchange Student","","Non-MIT","","1995SU","Summer Term 1995","2004FA","Fall Term 2003-2004","","G","123456","N","NDG","","",19-MAR-04,28-OCT-24
"NIE::U","NIE","Non-Inst Exchange - Undergrad","Non-Institute Exchange Student","NIE","Non-Institute Exchange Student","","Non-MIT","","1995SU","Summer Term 1995","2004FA","Fall Term 2003-2004","","U","123456","N","NDG","","",19-MAR-04,28-OCT-24
"NIG::G","NIG","Non-Inst Gordon Coll","Cross Registered from Gordon College","NIG","Gordon Coll Cross-Enroll Prog","","Non-MIT","","2013FA","Fall Term 2012-2013","999999","End of Time","","G","123456","N","NDG","","",13-MAR-13,28-OCT-24
"NIG::U","NIG","Non-Inst Gordon Coll","Cross Registered from Gordon College","NIG","Gordon Coll Cross-Enroll Prog","","Non-MIT","","2007FA","Fall Term 2006-2007","999999","End of Time","","U","123456","N","NDG","","",08-JUL-10,28-OCT-24
"NIH:A&S:G","NIH A&S","Non-Inst Harvard - Grad","CROSS-REGISTERED FROM HARVARD","NIH","Harvard Cross-Enrollment Prog","","Non-MIT","","000000","Beginning of Time","999999","End of Time","A&S","G","123456","N","NDG","","",21-OCT-94,28-OCT-24
"NIH:A&S:U","NIH A&S","Non-Inst Harvard - Undergrad","CROSS-REGISTERED FROM HARVARD","NIH","Harvard Cross-Enrollment Prog","","Non-MIT","","000000","Beginning of Time","999999","End of Time","A&S","U","123456","N","NDG","","",26-OCT-94,28-OCT-24
"NIH:BUS:G","NIH BUS","Non-Inst HU - Business - Grad","CROSS-REGISTERED FROM HARVARD","NIH","Harvard Cross-Enrollment Prog","","Non-MIT","","000000","Beginning of Time","999999","End of Time","BUS","G","123456","N","NDG","","",23-JUL-15,28-OCT-24
"NIH:DEN:G","NIH DEN","Non-Inst HU - Dental - Grad","CROSS-REGISTERED FROM HARVARD","NIH","Harvard Cross-Enrollment Prog","","Non-MIT","","000000","Beginning of Time","999999","End of Time","DEN","G","123456","N","NDG","","",23-JUL-15,28-OCT-24
"NIH:DES:G","NIH DES","Non-Inst HU - Design - Grad","CROSS-REGISTERED FROM HARVARD","NIH","Harvard Cross-Enrollment Prog","","Non-MIT","","000000","Beginning of Time","999999","End of Time","DES","G","123456","N","NDG","","",23-JUL-15,28-OCT-24
"NIH:DIV:G","NIH DIV","Non-Inst HU - Divinity - Grad","CROSS-REGISTERED FROM HARVARD","NIH","Harvard Cross-Enrollment Prog","","Non-MIT","","000000","Beginning of Time","999999","End of Time","DIV","G","123456","N","NDG","","",23-JUL-15,28-OCT-24
"NIH:ED:G","NIH ED","Non-Inst HU - Education - Grad","CROSS-REGISTERED FROM HARVARD","NIH","Harvard Cross-Enrollment Prog","","Non-MIT","","000000","Beginning of Time","999999","End of Time","ED","G","123456","N","NDG","","",23-JUL-15,28-OCT-24
"NIH:JFK:G","NIH JFK","Non-Inst HU-Ken Schl Gov -Grad","CROSS-REGISTERED FROM HARVARD","NIH","Harvard Cross-Enrollment Prog","","Non-MIT","","000000","Beginning of Time","999999","End of Time","JFK","G","123456","N","NDG","","",23-JUL-15,28-OCT-24
"NIH:LAW:G","NIH LAW","Non-Inst HU - Law - Grad","CROSS-REGISTERED FROM HARVARD","NIH","Harvard Cross-Enrollment Prog","","Non-MIT","","000000","Beginning of Time","999999","End of Time","LAW","G","123456","N","NDG","","",23-JUL-15,28-OCT-24
"NIH:MED:G","NIH MED","Non-Inst HU - Medical - Grad","CROSS-REGISTERED FROM HARVARD","NIH","Harvard Cross-Enrollment Prog","","Non-MIT","","000000","Beginning of Time","999999","End of Time","MED","G","123456","N","NDG","","",23-JUL-15,28-OCT-24
"NIH:PH:G","NIH PH","Non-Inst HU - Public Hlth Grad","CROSS-REGISTERED FROM HARVARD","NIH","Harvard Cross-Enrollment Prog","","Non-MIT","","000000","Beginning of Time","999999","End of Time","PH","G","123456","N","NDG","","",23-JUL-15,28-OCT-24
"NIL::U","NIL","Non-Inst Lesley Coll","Cross Registered from Lesley College","NIL","Lesley Coll Cross-Enroll Prog","","Non-MIT","","2009SP","Spring Term 2008-2009","999999","End of Time","","U","123456","N","NDG","","",12-MAR-09,28-OCT-24
"NIN::G","NIN","Non-Inst Endicott Coll","Cross Registered from Enidcott College","NIN","Endicott Coll Cross-Enroll Pro","","Non-MIT","","2013FA","Fall Term 2012-2013","999999","End of Time","","G","123456","N","NDG","","",13-MAR-13,28-OCT-24
"NIN::U","NIN","Non-Inst Endicott Coll","Cross Registered from Endicott College","NIN","Endicott Coll Cross-Enroll Pro","","Non-MIT","","2007FA","Fall Term 2006-2007","999999","End of Time","","U","123456","N","NDG","","",08-JUL-10,28-OCT-24
"NIR::G","NIR","Non-Inst Brandeis - Grad","CROSS-REGISTERED FROM BRANDEIS","NIR","Brandeis Cross-Enroll Prog","","Non-MIT","","000000","Beginning of Time","999999","End of Time","","G","123456","N","NDG","","",23-JUL-15,28-OCT-24
"NIS::U","NIS","Non-Inst Salem State","Cross Registered from Salem State","NIS","Salem State Cross-Enroll Prog","","Non-MIT","","2007FA","Fall Term 2006-2007","999999","End of Time","","U","123456","N","NDG","","",08-JUL-10,28-OCT-24
"NIT::G","NIT","Non-Inst Tufts - Grad","CROSS-REGISTERED FROM TUFTS","NIT","Tufts Cross-Enrollment Prog","","Non-MIT","","000000","Beginning of Time","999999","End of Time","","G","123456","N","NDG","","",21-OCT-94,28-OCT-24
"NIT::U","NIT","Non-Inst Tufts - Undergrad","CROSS-REGISTERED FROM TUFTS","NIT","Tufts Cross-Enrollment Prog","","Non-MIT","","000000","Beginning of Time","999999","End of Time","","U","123456","N","NDG","","",26-OCT-94,28-OCT-24
"NIU::G","NIU","Non-Inst Boston Univ - Grad","CROSS-REGISTERED FROM BOSTON U","NIU","BU Cross-Enrollment Prog","","Non-MIT","","000000","Beginning of Time","999999","End of Time","","G","123456","N","NDG","","",23-JUL-15,28-OCT-24
"NIV::G","NIV","Non-Inst Visitor - Grad","Research Visitor Cross-registration","NIV","Visiting Research Cross-Enroll","","Non-MIT","","1995SU","Summer Term 1995","2004SP","Spring Term 2003-2004","","G","123456","N","NDG","","",06-JUL-04,28-OCT-24
"NIV::U","NIV","Non-Inst Visitor - Undergrad","Research Visitor Cross-registration","NIV","Visiting Research Cross-Enroll","","Non-MIT","","1995SU","Summer Term 1995","2004FA","Fall Term 2003-2004","","U","123456","N","NDG","","",19-MAR-04,28-OCT-24
"NIW::G","NIW","Non-Inst Wellesley - Grad","CROSS-REGISTERED FROM WELLESLEY","NIW","Wellesley Cross-Enrollment Pro","","Non-MIT","","000000","Beginning of Time","999999","End of Time","","G","123456","N","NDG","","",21-OCT-94,28-OCT-24
"NIW::U","NIW","Non-Inst Wellesley - Undergrad","CROSS-REGISTERED FROM WELLESLEY","NIW","Wellesley Cross-Enrollment Pro","","Non-MIT","","000000","Beginning of Time","999999","End of Time","","U","123456","N","NDG","","",26-OCT-94,28-OCT-24
"NONE::U","NONE","First Year","First Year","NONE","Freshmen","","MIT, academic","","000000","Beginning of Time","999999","End of Time","","U","240102","N","SB","","",04-AUG-23,28-OCT-24
"NONE:PROJ:G","NONE PROJ","No Course Projected","","NONE","Freshmen","","MIT, academic","","000000","Beginning of Time","999999","End of Time","PROJ","G","123456","N","NDG","","",23-JUL-15,28-OCT-24
"NONE:PROJ:U","NONE PROJ","No Course Projected","","NONE","Freshmen","","MIT, academic","","000000","Beginning of Time","999999","End of Time","PROJ","U","123456","N","NDG","","",17-OCT-94,28-OCT-24
"OGE:MSRP:U","OGE MSRP","OGE MSRP Program","Office of Graduate Education","OGE","Office of Graduate Education","","MIT, academic","","2023SU","Summer Term 2023","999999","End of Time","MSRP","U","123456","N","NDG","","",05-APR-23,28-OCT-24
