"HIERARCHY_TYPE","LINK_TYPE_CODE","LINK_TYPE","DLC_KEY","DLC_CODE","LINKED_OBJECT_KEY","LINKED_OBJECT_CODE"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_OBFP","D_OBFP","P427025-001","P427025"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_OBFP","D_OBFP","P427020-001","P427020"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_OBFP","D_OBFP","P427050-001","P427050"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_OBFP","D_OBFP","P427015-001","P427015"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_OBFP","D_OBFP","P427065-001","P427065"
"Standard Hierarchy","ORG2","New Org. Unit","D_OBFP","D_OBFP","O10000705","10000705"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_OBFP","D_OBFP","P427030-001","P427030"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_OBFP","D_OBFP","P427060-001","P427060"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_OBFP","D_OBFP","P427010-001","P427010"
"Standard Hierarchy","ORGU","Old Org. Unit","D_OBFP","D_OBFP","427000","427000"
"Standard Hierarchy","BAG","NIMBUS B.A.G.","D_OBFP","D_OBFP","110","110"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_OBFP","D_OBFP","P427045-001","P427045"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_OBFP","D_OBFP","P427040-001","P427040"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_OBFP","D_OBFP","P427032-001","P427032"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_OBFP","D_OBFP","P427081-001","P427081"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_OBFP","D_OBFP","P427070-001","P427070"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_OBFP","D_OBFP","P427080-001","P427080"
"Standard Hierarchy","FC","Standard Funds Center","D_OBFP","D_OBFP","FC401992","FC401992"
"Standard Hierarchy","FC","Standard Funds Center","D_OBFP","D_OBFP","FC400526","FC400526"
"Standard Hierarchy","FC","Standard Funds Center","D_OBFP","D_OBFP","FC101116","FC101116"
"Standard Hierarchy","FC","Standard Funds Center","D_OBFP","D_OBFP","FC400280","FC400280"
"Standard Hierarchy","FC","Standard Funds Center","D_OBFP","D_OBFP","FC400279","FC400279"
"Standard Hierarchy","FC","Standard Funds Center","D_OBFP","D_OBFP","FC101115","FC101115"
"Standard Hierarchy","FC","Standard Funds Center","D_OBFP","D_OBFP","FC100219","FC100219"
"Standard Hierarchy","FORG","Facilities Org.","D_OBFP","D_OBFP","166","166"
"Standard Hierarchy","FC","Standard Funds Center","D_OBFP","D_OBFP","FC400113","FC400113"
"Standard Hierarchy","FC","Standard Funds Center","D_OBFP","D_OBFP","FC100195","FC100195"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_OBFP","D_OBFP","P427000-001","P427000"
"Standard Hierarchy","FC","Standard Funds Center","D_OBFP","D_OBFP","FC402167","FC402167"
"Standard Hierarchy","FC","Standard Funds Center","D_OBFP","D_OBFP","FC_OBFP02","FC_OBFP02"
"Standard Hierarchy","FC","Standard Funds Center","D_OBFP","D_OBFP","FC_OBFP01","FC_OBFP01"
"Standard Hierarchy","FC","Standard Funds Center","D_OBFP","D_OBFP","FC_OBFP","FC_OBFP"
"Standard Hierarchy","ORG2","New Org. Unit","D_LFO","D_LFO","O10003533","10003533"
"Standard Hierarchy","BAG","NIMBUS B.A.G.","D_LFO","D_LFO","114","114"
"Standard Hierarchy","BAG","NIMBUS B.A.G.","D_LFO","D_LFO","389","389"
"Standard Hierarchy","FC","Standard Funds Center","D_LFO","D_LFO","FC100217","FC100217"
"Standard Hierarchy","FC","Standard Funds Center","D_LFO","D_LFO","FC_LFO","FC_LFO"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101741","FC101741"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101742","FC101742"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101738","FC101738"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101739","FC101739"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101740","FC101740"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101729","FC101729"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101728","FC101728"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101727","FC101727"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242411-001","P242411"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","PCMIT-0334-001","PCMIT-0334"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242050-001","P242050"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242048-001","P242048"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101726","FC101726"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101737","FC101737"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101736","FC101736"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101735","FC101735"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101734","FC101734"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101733","FC101733"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421457-001","P421457"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421458-001","P421458"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242034-001","P242034"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242410-001","P242410"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101732","FC101732"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101731","FC101731"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","PCMIT-0328-001","PCMIT-0328"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101730","FC101730"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101757","FC101757"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC100712","FC100712"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC_IS&T14","FC_IS&T14"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC401202","FC401202"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242813-001","P242813"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242044-001","P242044"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242039-001","P242039"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242038-001","P242038"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242043-001","P242043"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242814-001","P242814"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421410-001","P421410"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421420-001","P421420"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421430-001","P421430"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101773","FC101773"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101776","FC101776"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242042-001","P242042"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P404407-001","P404407"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","PCMIT-0333-001","PCMIT-0333"
"Standard Hierarchy","BAG","NIMBUS B.A.G.","D_IS&T","D_IS&T","337","337"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101749","FC101749"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101748","FC101748"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101747","FC101747"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101746","FC101746"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101745","FC101745"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101744","FC101744"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101743","FC101743"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242030-001","P242030"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242031-001","P242031"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242032-001","P242032"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242815-001","P242815"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242033-001","P242033"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC400657","FC400657"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC400289","FC400289"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC400284","FC400284"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC400283","FC400283"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242037-001","P242037"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101755","FC101755"
"Standard Hierarchy","BAG","NIMBUS B.A.G.","D_IS&T","D_IS&T","458","458"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242040-001","P242040"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101751","FC101751"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242041-001","P242041"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242954-001","P242954"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242953-001","P242953"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101710","FC101710"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242951-001","P242951"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101709","FC101709"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242950-001","P242950"
"Standard Hierarchy","BAG","NIMBUS B.A.G.","D_IS&T","D_IS&T","425","425"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101708","FC101708"
"Standard Hierarchy","BAG","NIMBUS B.A.G.","D_IS&T","D_IS&T","054","054"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101707","FC101707"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101706","FC101706"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101705","FC101705"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242006-001","P242006"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421230-001","P421230"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421221-001","P421221"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421220-001","P421220"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421219-001","P421219"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421218-001","P421218"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101716","FC101716"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101715","FC101715"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101714","FC101714"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421217-001","P421217"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101713","FC101713"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101712","FC101712"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101711","FC101711"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421216-001","P421216"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P404405-001","P404405"
"Standard Hierarchy","ORGU","Old Org. Unit","D_IS&T","D_IS&T","421200","421200"
"Standard Hierarchy","ORGU","Old Org. Unit","D_IS&T","D_IS&T","404400","404400"
"Standard Hierarchy","ORGU","Old Org. Unit","D_IS&T","D_IS&T","242800","242800"
"Standard Hierarchy","ORGU","Old Org. Unit","D_IS&T","D_IS&T","000194","000194"
"Standard Hierarchy","ORG2","New Org. Unit","D_IS&T","D_IS&T","O10000682","10000682"
"Standard Hierarchy","ORG2","New Org. Unit","D_IS&T","D_IS&T","O10000621","10000621"
"Standard Hierarchy","ORG2","New Org. Unit","D_IS&T","D_IS&T","O10000565","10000565"
"Standard Hierarchy","ORG2","New Org. Unit","D_IS&T","D_IS&T","O10000194","10000194"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101704","FC101704"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242005-001","P242005"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421215-001","P421215"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","PCMIT-0155-001","PCMIT-0155"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","PCMIT-017-001","PCMIT-017"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","PCMIT-0171-001","PCMIT-0171"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","PCMIT-0173-001","PCMIT-0173"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","PCMIT-0175-001","PCMIT-0175"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","PCMIT-0177-001","PCMIT-0177"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","PCMIT-0178-001","PCMIT-0178"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242001-001","P242001"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242000-001","P242000"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101725","FC101725"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101724","FC101724"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242972-001","P242972"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242973-001","P242973"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242007-001","P242007"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242008-001","P242008"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242009-001","P242009"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242011-001","P242011"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242013-001","P242013"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242400-001","P242400"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242401-001","P242401"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242402-001","P242402"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242403-001","P242403"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242404-001","P242404"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242405-001","P242405"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","PCMIT-0309-001","PCMIT-0309"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421505-001","P421505"
"Standard Hierarchy","FORG","Facilities Org.","D_IS&T","D_IS&T","112","112"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421435-001","P421435"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421425-001","P421425"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421415-001","P421415"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101721","FC101721"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242021-001","P242021"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101720","FC101720"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101719","FC101719"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421405-001","P421405"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P242020-001","P242020"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101718","FC101718"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421233-001","P421233"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421232-001","P421232"
"Standard Hierarchy","FC","Standard Funds Center","D_IS&T","D_IS&T","FC101717","FC101717"
"Standard Hierarchy","PMIT","PCMIT-0 Profit Center","D_IS&T","D_IS&T","P421231-001","P421231"
