"TIP_MATERIAL_KEY","ISBN","TITLE","AUTHOR","EDITION","PUBLISHER","YEAR","NEW_SHELF_PRICE","USED_SHELF_PRICE","RENTAL_NEW_PRICE","RENTAL_USED_PRICE","MATERIAL_INFO_SOURCE"
"9781451669411HAMLET122018FA","9781451669411","The Tragedy of Hamlet: Prince of Denmark","Shakespeare, William; Mowat, Barbara A. (Editor); Werstine, Paul (Editor)","","Simon & Schuster","2012",9.95,7.45,0,0,"ISBN"
"9781468315714WOLVES182019SP","9781468315714","The Wolves: A Play ? off-Broadway Edition","DeLappe, Sarah","","Overlook Press, The","2018",17.95,13.45,0,0,"ISBN"
"9781481440882LAGOON162019FA","9781481440882","Lagoon","Okorafor, Nnedi","","Simon & Schuster Books For Young Readers","2016",17,12.75,0,0,"ISBN"
"9781500326814OCTOROON2017SP","9781500326814","The Octoroon or, Life in Louisiana: a Play in Five Acts","Boucicault, Dion","","CreateSpace Independent Publishing Platform","2014",8,6,0,0,"ISBN"
"9781559362108TEMPEST(REV)92","9781559362108","A Tempest","Césaire, Aimé; Miller, Richard (Translator)","","Theatre Communications Group, Incorporated","2002",13.95,10.45,0,0,"ISBN"
"9781559362252NUMBER022012SP","9781559362252","A Number","Churchill, Caryl","","Theatre Communications Group, Incorporated","2003",11.95,8.95,0,0,"ISBN"
"9781559362252NUMBER022014SP","9781559362252","A Number","Churchill, Caryl","","Theatre Communications Group, Incorporated","2003",11.95,8.95,0,0,"ISBN"
"9781580055048EXCLUDED2014FA","9781580055048","Excluded: Making Feminist and Queer Movements More Inclusive","Serano, Julia","","Seal Press","2013",17,12.75,0,0,"ISBN"
"9781613773994PARKER122021JA","9781613773994","The Hunter","Cooke, Darwyn (Author, Illustrator); Stark, Richard","","Idea & Design Works, LLC","2012",18,13.5,0,0,"ISBN"
"9781619322189EBK OBIT2022FA","9781619322189","Ebk Obit","Chang","","Vst","",13,0,0,0,"COOP"
"9781619322189EBK OBIT2022SP","9781619322189","Ebk Obit","Chang","","Vst","",12.99,0,0,0,"COOP"
"9781846880995THE MAID2012FA","9781846880995","The Maid","Tsutsui, Yasutaka","       ","Alma Books","2010",16.95,12.7,0,0,"ISBN"
"9781852334406NETLAB022020SP","9781852334406","NetLab: Algorithms for Pattern Recognition","Nabney, Ian T.","","Springer","2004",85,63.75,75.25,35.7,"ISBN"
"9781852334406NETLAB022022SP","9781852334406","NetLab: Algorithms for Pattern Recognition","Nabney, Ian T.","","Springer London, Limited","2004",89.99,67.49,79.65,39.7,"ISBN"
"9781852334406NETLAB042011SP","9781852334406","NetLab: Algorithms for Pattern Recognition","Nabney, Ian T.","","Springer","2004",99,74.25,0,0,"ISBN"
"9781852334406NETLAB042012SP","9781852334406","NetLab: Algorithms for Pattern Recognition","Nabney, Ian T.","","Springer","2004",99,74.25,0,0,"ISBN"
"9781852334406NETLAB042013SP","9781852334406","NetLab: Algorithms for Pattern Recognition","Nabney, Ian T.","","Springer","2004",99,74.25,0,0,"ISBN"
"9781852334406NETLAB042014SP","9781852334406","NetLab: Algorithms for Pattern Recognition","Nabney, Ian T.","","Springer","2004",99,74.25,0,0,"ISBN"
"9781852334406NETLAB042015SP","9781852334406","NetLab: Algorithms for Pattern Recognition","Nabney, Ian T.","","Springer","2004",110,82.5,0,0,"ISBN"
"9781852334406NETLAB042016SP","9781852334406","NetLab: Algorithms for Pattern Recognition","Nabney, Ian T.","","Springer","2004",110,82.5,0,0,"ISBN"
"9781852334406NETLAB042017SP","9781852334406","NetLab: Algorithms for Pattern Recognition","Nabney, Ian T.","","Springer","2004",99,74.25,0,0,"ISBN"
"9781852334406NETLAB042018SP","9781852334406","NetLab: Algorithms for Pattern Recognition","Nabney, Ian T.","","Springer","2004",99,74.25,0,0,"ISBN"
"9781852334406NETLAB042019SP","9781852334406","NetLab: Algorithms for Pattern Recognition","Nabney, Ian T.","","Springer","2004",85,63.75,0,0,"ISBN"
"9781884511509PATCHWORK GIRL","9781884511509","Patchwork Girl                         ","Jackson       ","","Eastgate S","",26,19.5,0,0,"COOP"
"9781933517407BLUETS092012SP","9781933517407","Bluets","Nelson, Maggie","","Wave Books","2009",14,10.5,0,0,"ISBN"
"9781933517407BLUETS092024FA","9781933517407","Bluets","Nelson, Maggie","","Wave Books","2009",16,12,11.7,8,"ISBN"
"9781933517407BLUETS092024SP","9781933517407","Bluets","Nelson, Maggie","","Wave Books","2009",16,12,0,0,"ISBN"
"9781933517407BLUETS092025FA","9781933517407","Bluets","Nelson, Maggie","","Wave Books","2009",16,12,11.2,8,"ISBN"
"9781935536505DIGEST142021FA","9781935536505","Digest","Pardlo, Gregory","","Four Way Books","2014",17.7,13.3,15.65,7.45,"ISBN"
"9781935536505DIGEST142022SP","9781935536505","Digest","Pardlo, Gregory","","Four Way Books","2014",15.95,11.96,14.1,7.05,"ISBN"
"9781941920091SPHINX152016FA","9781941920091","Sphinx","Garreta, Anne; Ramadan, Emma (Translator); Becker, Daniel Levin (Introduction by)","","Deep Vellum Publishing","2015",14.95,11.2,0,0,"ISBN"
"9781941920091SPHINX152024FA","9781941920091","Sphinx","Garreta, Anne; Ramadan, Emma (Translator); Becker, Daniel Levin (Introduction by)","","Deep Vellum Publishing","2015",14.95,11.21,12.7,3,"ISBN"
"9782246634416ORIGINES2016FA","9782246634416","Origines                               ","Maalouf       ","","For Pub   ","",54.95,41.2,0,0,"COOP"
"9783257229530DER VORLESER95","9783257229530","Der Vorleser","Schlink, Bernhard","","Diogenes Verlag AG","1999",21.95,16.45,0,0,"ISBN"
"9783257229530DER VORLESER95","9783257229530","Der Vorleser","Schlink, Bernhard","","Diogenes Verlag AG","1999",24.95,18.7,0,0,"ISBN"
"9783257230475DIE PHYSIKER98","9783257230475","Die Physiker: Eine Komödie in zwei Akten. Neufassung 1980","Durrenmatt","","Diogenes Verlag AG","1997",17.95,13.45,0,0,"ISBN"
"9784874244470TOBIRA092013FA","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",68.55,51.4,0,0,"ISBN"
"9784874244470TOBIRA092013SP","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",68.55,51.4,0,0,"ISBN"
"9784874244470TOBIRA092014FA","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",66.8,50.1,0,0,"ISBN"
"9784874244470TOBIRA092014SP","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",58.95,44.2,0,0,"ISBN"
"9784874244470TOBIRA092015FA","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",53.55,40.15,0,0,"ISBN"
"9784874244470TOBIRA092015SP","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",57.15,42.85,0,0,"ISBN"
"9784874244470TOBIRA092016FA","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",57.15,42.85,0,0,"ISBN"
"9784874244470TOBIRA092016SP","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",62.85,47.15,0,0,"ISBN"
"9784874244470TOBIRA092017FA","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",62.85,47.15,0,0,"ISBN"
"9784874244470TOBIRA092017SP","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",62.85,47.15,0,0,"ISBN"
"9784874244470TOBIRA092018FA","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",58.95,44.2,0,0,"ISBN"
"9784874244470TOBIRA092018SP","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",50,37.5,0,0,"ISBN"
"9784874244470TOBIRA092019FA","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",50,37.5,0,0,"ISBN"
"9784874244470TOBIRA092019SP","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",50,37.5,0,0,"ISBN"
"9784874244470TOBIRA092020FA","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",50,37.5,0,0,"ISBN"
"9784874244470TOBIRA092020SP","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",50,37.5,34,23.5,"ISBN"
"9784874244470TOBIRA092021FA","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",50,37.5,34,23.5,"ISBN"
"9784874244470TOBIRA092021SP","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",50,37.5,34,23.5,"ISBN"
"9784874244470TOBIRA092022FA","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",53.55,40.15,36.4,26.45,"ISBN"
"9784874244470TOBIRA092022SP","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",80.34,60.26,54.65,39.7,"ISBN"
"9784874244470TOBIRA092023FA","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",80.34,60.26,0,0,"ISBN"
"9784874244470TOBIRA092023SP","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",80.34,60.26,0,0,"ISBN"
"9784874244470TOBIRA092024FA","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",80.34,60.26,58.65,40.15,"ISBN"
"9784874244470TOBIRA092024SP","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",80.34,60.26,0,0,"ISBN"
"9784874244470TOBIRA092025FA","9784874244470","Tobira: Gateway to Advanced Japanese","Oka","","Kuroshio Shuppan","2009",80.34,60.26,58.65,40.15,"ISBN"
"9789881998248RED ROCK2014SP","9789881998248","Red Rock: The Long, Strange March of Chinese Rock and Roll","Campbell, Jonathan","","Earnshaw Books","2011",20,15,0,0,"ISBN"
"0PhonCD M351 No. 1   02010SP","0","PhonCD M351 No. 1","","","","   0",,,0,0,"OTI"
"0Schuller, G. / 2620002010FA","0","Schuller, G. / 26","","","","2000",,,0,0,"OTI"
"0Third Stream / 2720002010FA","0","Third Stream / 27","","","","2000",,,0,0,"OTI"
"8220032479274EBK IMPRO2016FA","8220032479274","Ebk Impro                              ","Johnstone     ","","Dgtl Bncom","",18.45,0,0,0,"COOP"
"8220117949913EBK SPEAK2023FA","8220117949913","Ebk Speak","Hall","","Vst","",8.9,0,0,0,"COOP"
"9780060840914HIT+RUN092011FA","9780060840914","Hit and Run","Block, Lawrence","09     ","HarperCollins Publishers","2009",8,6,0,0,"ISBN"
"9780061876721EBK FLOW02018SP","9780061876721","Ebk Flow                               ","Csikszentmihal","","Yuzu      ","",12.01,0,0,0,"COOP"
"9780061957888EBK DON QUIXOTE","9780061957888","Ebk Don Quixote                        ","Cervantes     ","","Dgtl Bncom","",11.99,0,0,0,"COOP"
"9780062223067ART OF MEMOIR15","9780062223067","The Art of Memoir","Karr, Mary","","HarperCollins Publishers","2015",25,18.75,0,0,"ISBN"
"9780064407311MONSTER992015SP","9780064407311","Monster","Myers, Walter Dean; Myers, Christopher (Illustrator)","","HarperCollins Publishers","2004",10,7.5,0,0,"ISBN"
"9780131944121MIRADAS072011FA","9780131944121","Miradas: Contextos para Conversar y Escribir","Davis, Conchita Lagunas; Mejia T, Claudia M.","07     ","Prentice Hall PTR","2007",82.7,62.05,0,0,"ISBN"
"9780133053036EBK C++ PRIMER5","9780133053036","C++ Primer","Lippman; Lajoie","","Addison Wesley Professional","2012",48,0,0,0,"ISBN"
"9780133053036EBK C++ PRIMER5","9780133053036","C++ Primer","Lippman; Lajoie","","Addison Wesley Professional","2012",54.4,0,0,0,"ISBN"
"9780140268867ODYSSEY962011FA","9780140268867","The Odyssey","Knox, Bernard (Introduction by, Notes by); Fagles, Robert (Translator); Homer","","Penguin Publishing Group","1997",17,12.75,0,0,"ISBN"
"9780140268867ODYSSEY962012FA","9780140268867","The Odyssey","Knox, Bernard (Introduction by, Notes by); Fagles, Robert (Translator); Homer","","Penguin Publishing Group","1997",17,12.75,0,0,"ISBN"
"9780140268867ODYSSEY962013FA","9780140268867","The Odyssey","Knox, Bernard (Introduction by, Notes by); Fagles, Robert (Translator); Homer","","Penguin Publishing Group","1997",18,13.5,0,0,"ISBN"
"9780140268867ODYSSEY962014FA","9780140268867","The Odyssey","Knox, Bernard (Introduction by, Notes by); Fagles, Robert (Translator); Homer","","Penguin Publishing Group","1997",18,13.5,0,0,"ISBN"
"9780140268867ODYSSEY962016FA","9780140268867","The Odyssey","Knox, Bernard (Introduction by, Notes by); Fagles, Robert (Translator); Homer","","Penguin Publishing Group","1997",18,13.5,0,0,"ISBN"
"9780140268867ODYSSEY962017SP","9780140268867","The Odyssey","Knox, Bernard (Introduction by, Notes by); Fagles, Robert (Translator); Homer","","Penguin Publishing Group","1997",0,0,0,0,"ISBN"
"9780140430578EREWHON702011FA","9780140430578","Erewhon","Butler, Samuel; Mudford, Peter (Contribution by); Butler, Samuel","70     ","Penguin Group (USA) Incorporated","1970",14,10.5,0,0,"ISBN"
"9780140430578EREWHON702012FA","9780140430578","Erewhon","Butler, Samuel; Mudford, Peter (Contribution by); Butler, Samuel","70     ","Penguin Group (USA) Incorporated","1970",14,10.5,0,0,"ISBN"
"9780140434545FOUR COMEDIES94","9780140434545","Four Comedies: The Taming of the Shrew; a Midsummer Night''s Dream; As You Like It; Twelfth Night","Shakespeare, William; Hibbard, G. R. (Editor, Introduction by, Notes by); Wells, Stanley (Editor, Introduction by, Notes by); Oliver, H. J. (Editor, Introduction by, Notes by); Mahood, M. M. (Editor, Introduction by, Notes by)","","Penguin Publishing Group","1995",15,11.25,0,0,"ISBN"
"9780140440577TRAVELS582011SP","9780140440577","The Travels","Polo, Marco; Latham, Ronald E. (Introduction by, Translator)","58     ","Penguin Group (USA) Incorporated","1958",13.95,10.45,0,0,"ISBN"
"9780140440577TRAVELS582012SP","9780140440577","The Travels","Polo, Marco; Latham, Ronald E. (Introduction by, Translator)","58     ","Penguin Group (USA) Incorporated","1958",15,11.25,0,0,"ISBN"
"9780140445299ODYSSEY972014FA","9780140445299","The Odyssey","Homer; Fagles, Robert (Translator)","","Penguin Group (USA) Incorporated","1999",18,13.5,0,0,"ISBN"
"9780140714586HENRY V992013SP","9780140714586","Henry V","McEachern, Claire (Editor, Introduction by); Shakespeare, William; Dolan, Frances E. (Editor); Braunmuller, A. R. (Editor); Orgel, Stephen (Editor)","99     ","Penguin Group (USA) Incorporated","1999",7,5.25,0,0,"ISBN"
"9780141182803ULYSSES002022SP","9780141182803","Modern Classics Ulysses","Joyce, James; Kiberd, Declan (Foreword by)","","Penguin Books, Limited","2000",17.16,12.87,15.45,7.55,"ISBN"
"9780142437278PASSING032018FA","9780142437278","Passing","Larsen, Nella; Davis, Thadious M. (Introduction by, Notes by); Bernard, Emily (Introduction by)","","Penguin Publishing Group","2003",14,10.5,0,0,"ISBN"
"9780142437278PASSING032019SP","9780142437278","Passing","Larsen, Nella; Davis, Thadious M. (Introduction by, Notes by); Bernard, Emily (Introduction by)","","Penguin Publishing Group","2003",14,10.5,0,0,"ISBN"
"9780142437278PASSING032021SP","9780142437278","Passing","Larsen, Nella; Bernard, Emily (Introduction by); Davis, Thadious M. (Notes by)","","Penguin Publishing Group","2003",14,10.5,9.5,6.6,"ISBN"
"9780142437278PASSING032022SP","9780142437278","Passing","Larsen, Nella; Bernard, Emily (Introduction by); Davis, Thadious M. (Notes by)","","Penguin Publishing Group","2003",14,10.5,9.5,6.9,"ISBN"
"9780143039952ODYSSEY962013FA","9780143039952","The Odyssey","Homer; Fagles, Robert (Translator); Knox, Bernard (Introduction by, Notes by)","96     ","Penguin Group (USA) Incorporated","2006",16,12,0,0,"ISBN"
"9780143110354CRASHED182023FA","9780143110354","Crashed: How a Decade of Financial Crises Changed the World","Tooze, Adam","","Penguin Publishing Group","2019",21,15.75,0,0,"ISBN"
"9780143131717SONNETS172019SP","9780143131717","The Sonnets","Hollander, John (Introduction by); Braunmuller, A. R. (Series edited by); Shakespeare, William; Orgel, Stephen (Editor, Series edited by)","","Penguin Publishing Group","2017",10,7.5,0,0,"ISBN"
"9780143131717SONNETS172020FA","9780143131717","The Sonnets","Hollander, John (Introduction by); Braunmuller, A. R. (Series edited by); Shakespeare, William; Orgel, Stephen (Editor, Series edited by)","","Penguin Publishing Group","2017",10,7.5,0,0,"ISBN"
"9780143131717SONNETS172021FA","9780143131717","The Sonnets","Hollander, John (Introduction by); Braunmuller, A. R. (Series edited by); Shakespeare, William; Orgel, Stephen (Editor, Series edited by)","","Penguin Publishing Group","2017",10,7.5,6.8,4.7,"ISBN"
"9780143131717SONNETS172021JA","9780143131717","The Sonnets","Hollander, John (Introduction by); Braunmuller, A. R. (Series edited by); Shakespeare, William; Orgel, Stephen (Editor, Series edited by)","","Penguin Publishing Group","2017",10,7.5,0,0,"ISBN"
"9780143131717SONNETS172021SP","9780143131717","The Sonnets","Hollander, John (Introduction by); Braunmuller, A. R. (Series edited by); Shakespeare, William; Orgel, Stephen (Editor, Series edited by)","","Penguin Publishing Group","2017",10,7.5,6.8,4.7,"ISBN"
"9780143131717SONNETS172022FA","9780143131717","The Sonnets","Hollander, John (Introduction by); Braunmuller, A. R. (Series edited by); Shakespeare, William; Orgel, Stephen (Editor, Series edited by)","","Penguin Publishing Group","2017",10,7.5,6.8,4.95,"ISBN"
"9780143131717SONNETS172023SP","9780143131717","The Sonnets","Hollander, John (Introduction by); Braunmuller, A. R. (Series edited by); Shakespeare, William; Orgel, Stephen (Editor, Series edited by)","","Penguin Publishing Group","2017",10,7.5,0,0,"ISBN"
"9780143131717SONNETS172024SP","9780143131717","The Sonnets","Hollander, John (Introduction by); Braunmuller, A. R. (Series edited by); Shakespeare, William; Orgel, Stephen (Editor, Series edited by)","","Penguin Publishing Group","2017",10,7.5,0,0,"ISBN"
"9780156027601SOLARIS702011FA","9780156027601","Solaris","Lem, Stanislaw; Kilmartin, Joanna (Translator); Cox, Steve (Translator)","","Houghton Mifflin Harcourt Publishing Company","2002",13,9.75,0,0,"ISBN"
"9780156027601SOLARIS702012FA","9780156027601","Solaris","Lem, Stanislaw; Kilmartin, Joanna (Translator); Cox, Steve (Translator)","","Houghton Mifflin Harcourt Publishing Company","2002",13,9.75,0,0,"ISBN"
"9780156027601SOLARIS702013FA","9780156027601","Solaris","Lem, Stanislaw; Kilmartin, Joanna (Translator); Cox, Steve (Translator)","","Houghton Mifflin Harcourt Publishing Company","2002",13,9.75,0,0,"ISBN"
"9780156027601SOLARIS702015SP","9780156027601","Solaris","Lem, Stanislaw; Kilmartin, Joanna (Translator); Cox, Steve (Translator)","","Houghton Mifflin Harcourt Publishing Company","2002",13,9.75,0,0,"ISBN"
"9780156033688LAVINIA092024SP","9780156033688","Lavinia","Le Guin, Ursula K.","","HarperCollins Publishers","2009",16.99,12.74,0,0,"ISBN"
"9780192807069SIX TRAGEDIES10","9780192807069","Six Tragedies","Seneca Corporation Staff; Wilson, Emily (Translator)","","Oxford University Press, Incorporated","2010",13.95,10.45,0,0,"ISBN"
"9780194209304OTHELLO182023JA","9780194209304","Othello","Shakespeare, William; Trewin, Anna","3","Oxford University Press","2018",15.66,11.75,13.85,6.6,"ISBN"
"9780199673452CAUSATION2014SP","9780199673452","Causation: A User's Guide","Paul, L. A.; Hall, Ned","","Oxford University Press, Incorporated","2013",38.9,29.2,0,0,"ISBN"
"9780231041676WOMEN AT WORK79","9780231041676","Women at Work: The Transformation of Work and Community in Lowell, Massachusetts, 1826-1860","Dublin, Thomas","2","Columbia University Press","1981",40,30,0,0,"ISBN"
"9780262544894TRAP DOOR2023SP","9780262544894","Trap Door: Trans Cultural Production and the Politics of Visibility","Gossett, Reina (Editor); Stanley, Eric A. (Editor); Burton, Johanna (Editor)","","MIT Press","2022",50,37.5,0,0,"ISBN"
"9780262633383ARCHIVE062016SP","9780262633383","The Archive","Merewether, Charles (Editor)","","MIT Press","2006",26.95,20.2,0,0,"ISBN"
"9780300209389STATUS UPDATE13","9780300209389","Status Update: Celebrity, Publicity, and Branding in the Social Media Age","Marwick, Alice E.","","Yale University Press","2015",20,15,0,0,"ISBN"
"9780307265746LOWLAND132014SP","9780307265746","The Lowland","Lahiri, Jhumpa","","Knopf Doubleday Publishing Group","2013",27.95,20.95,0,0,"ISBN"
"9780307270443EBK MERCY2011FA","9780307270443","Ebk Mercy                              ","Morrison      ","       ","Dgtl Bncom","",10,7.5,0,0,"COOP"
"9780307270443EBK MERCY2011SP","9780307270443","Ebk Mercy                              ","Morrison      ","       ","Dgtl Bncom","",11.99,9,0,0,"COOP"
"9780307277190TRAFFIC082020FA","9780307277190","Traffic: Why We Drive the Way We Do (And What It Says about Us)","Vanderbilt, Tom","","Knopf Doubleday Publishing Group","2009",16.95,12.7,0,0,"ISBN"
"9780307387943ZEITOUN102013SP","9780307387943","Zeitoun","Eggers, Dave","10     ","Knopf Doubleday Publishing Group","2010",15.95,11.95,0,0,"ISBN"
"9780307389183PAPRIKA132022SP","9780307389183","Paprika","Tsutsui, Yasutaka","","Knopf Doubleday Publishing Group","2013",15,11.25,0,0,"ISBN"
"9780312398989OTHELLO072019FA","9780312398989","Othello: Texts and Contexts","Shakespeare, William","","Bedford/Saint Martin's","2006",21.95,16.45,0,0,"ISBN"
"9780312398989OTHELLO072020FA","9780312398989","Othello: Texts and Contexts","Shakespeare, William","","Bedford/Saint Martin's","2006",21.95,16.45,0,0,"ISBN"
"9780312398989OTHELLO072021FA","9780312398989","Othello: Texts and Contexts","Shakespeare, William","","Bedford/Saint Martin's","2006",24.25,18.2,15.85,10.95,"ISBN"
"9780312398989OTHELLO072022FA","9780312398989","Othello: Texts and Contexts","Shakespeare, William","","Bedford/Saint Martin's","2006",23.75,17.8,16.15,11.75,"ISBN"
"9780312398989OTHELLO072023FA","9780312398989","Othello: Texts and Contexts","Shakespeare, William","","Bedford/Saint Martin's","2006",26.61,19.96,0,0,"ISBN"
"9780312398989OTHELLO072024FA","9780312398989","Othello: Texts and Contexts","Shakespeare, William","","Bedford/Saint Martin's","2006",28.74,21.56,19.55,14.2,"ISBN"
"9780312398989OTHELLO072025FA","9780312398989","Othello: Texts and Contexts","Shakespeare, William","","Bedford/Saint Martin's","2006",30.18,22.64,22.05,15.1,"ISBN"
"9780312452421BENITO CERENO08","9780312452421","Benito Cereno","Melville, Herman; Kelley, Wyn (Editor)","","Bedford/Saint Martin's","2006",10,7.5,0,0,"ISBN"
"9780345806901WEATHER202025FA","9780345806901","Weather","Offill, Jenny","","Knopf Doubleday Publishing Group","2021",16,12,11.2,8,"ISBN"
"9780374525743ODYSSEY982011FA","9780374525743","Odyssey","Homer; Fitzgerald, Robert (Translator); Carne-Ross, D. S. (Introduction by)","","Farrar, Straus & Giroux","1998",13,9.75,0,0,"ISBN"
"9780374525743ODYSSEY982012FA","9780374525743","Odyssey","Homer; Fitzgerald, Robert (Translator); Carne-Ross, D. S. (Introduction by)","","Farrar, Straus & Giroux","1998",13,9.75,0,0,"ISBN"
"9780374525743ODYSSEY982014FA","9780374525743","Odyssey","Homer; Fitzgerald, Robert (Translator); Carne-Ross, D. S. (Introduction by)","","Farrar, Straus & Giroux","1998",14,10.5,0,0,"ISBN"
"9780374525743ODYSSEY982014SP","9780374525743","Odyssey","Homer; Fitzgerald, Robert (Translator); Carne-Ross, D. S. (Introduction by)","","Farrar, Straus & Giroux","1998",14,10.5,0,0,"ISBN"
"9780374533038BOMBER COUNTY12","9780374533038","Bomber County: The Poetry of a Lost Pilot's War","Swift, Daniel","","Farrar, Straus & Giroux","2011",16,12,0,0,"ISBN"
"9780375714849BAT-MANGA2013SP","9780375714849","Bat-Manga!: The Secret History of Batman in Japan","Kidd, Chip; Ishii, Anne (Translator)","       ","Knopf Doubleday Publishing Group","2008",29.95,22.45,0,0,"ISBN"
"9780375759253BABBITT022014SP","9780375759253","Babbitt","Lewis, Sinclair; Lingeman, Richard (Introduction by)","","Random House Publishing Group","2002",9.95,7.45,0,0,"ISBN"
"9780380730407REBECCA062022SP","9780380730407","Rebecca","Du Maurier, Daphne","","HarperCollins Publishers","2006",16.99,12.74,11.55,8.4,"ISBN"
"9780385264785MIRAMAR782012FA","9780385264785","Miramar","Mahfouz, Naguib; El Kommos, Maged (Revised by); Rodenbeck, John (Editor); Mahmoud, Fatma M. (Translator)","78     ","Knopf Doubleday Publishing Group","1992",15,11.25,0,0,"ISBN"
"9780393089059ODYSSEY182018SP","9780393089059","The Odyssey","Homer; Wilson, Emily (Translator)","","W. W. Norton & Company, Incorporated","2017",39.95,29.95,0,0,"ISBN"
"9780393326420METAMORPHOSES04","9780393326420","Metamorphoses","Martin, Charles A.; Knox, Bernard M. W.; Ovid","","W. W. Norton & Company, Incorporated","2005",17.95,13.45,0,0,"ISBN"
"9780393330397POSTMAN082012SP","9780393330397","The Postman","Skármeta, Antonio; Silver, Katherine","","W. W. Norton & Company, Incorporated","2008",13.95,10.45,0,0,"ISBN"
"9780393330397POSTMAN082013SP","9780393330397","The Postman","Skármeta, Antonio; Silver, Katherine","","W. W. Norton & Company, Incorporated","2008",15.5,11.65,0,0,"ISBN"
"9780393330397POSTMAN082018SP","9780393330397","The Postman","Skármeta, Antonio; Silver, Katherine","","W. W. Norton & Company, Incorporated","2008",13.95,10.45,0,0,"ISBN"
"9780393330397POSTMAN082020FA","9780393330397","The Postman","Skármeta, Antonio; Silver, Katherine","","W. W. Norton & Company, Incorporated","2008",13.95,10.45,0,0,"ISBN"
"9780393338744BEATLES092018FA","9780393338744","The Beatles","Davies, Hunter","","W. W. Norton & Company, Incorporated","2010",19.95,14.95,0,0,"ISBN"
"9780393338744BEATLES092020FA","9780393338744","The Beatles","Davies, Hunter","","W. W. Norton & Company, Incorporated","2010",19.95,14.95,0,0,"ISBN"
"9780393338744BEATLES092021FA","9780393338744","The Beatles","Davies, Hunter","","W. W. Norton & Company, Incorporated","2010",19.95,14.95,17.65,8.4,"ISBN"
"9780393338744BEATLES092022FA","9780393338744","The Beatles","Davies, Hunter","","W. W. Norton & Company, Incorporated","2010",19.95,14.95,17.65,8.8,"ISBN"
"9780393338744BEATLES092023FA","9780393338744","The Beatles","Davies, Hunter","","W. W. Norton & Company, Incorporated","2010",22.72,17.04,0,0,"ISBN"
"9780393338744BEATLES092024FA","9780393338744","The Beatles","Davies, Hunter","","W. W. Norton & Company, Incorporated","2010",22.72,17.04,16.6,11.35,"ISBN"
"9780393349320EXAMINED LIFE14","9780393349320","The Examined Life: How We Lose and Find Ourselves","Grosz, Stephen","","W. W. Norton & Company, Incorporated","2014",15.95,11.95,0,0,"ISBN"
"9780393349320EXAMINED LIFE14","9780393349320","The Examined Life: How We Lose and Find Ourselves","Grosz, Stephen","","W. W. Norton & Company, Incorporated","2014",17.7,13.3,0,0,"ISBN"
"9780393356250ODYSSEY182019SP","9780393356250","The Odyssey","Homer; Wilson, Emily (Translator)","","W. W. Norton & Company, Incorporated","2018",18.95,14.2,0,0,"ISBN"
"9780393356250ODYSSEY182021SP","9780393356250","The Odyssey","Homer; Wilson, Emily (Translator)","","W. W. Norton & Company, Incorporated","2018",18.95,14.2,12.9,8.9,"ISBN"
"9780393356250ODYSSEY182022SP","9780393356250","The Odyssey","Homer; Wilson, Emily (Translator)","","W. W. Norton & Company, Incorporated","2018",18.95,14.21,12.9,9.35,"ISBN"
