"FCLT_ROOM_HIST_KEY","FISCAL_PERIOD","FCLT_ROOM_KEY","BUILDING_ROOM","FCLT_BUILDING_KEY","FLOOR","FCLT_FLOOR_KEY","ROOM","SPACE_ID","FCLT_MAJOR_USE_KEY","MAJOR_USE_DESC","FCLT_USE_KEY","USE_DESC","FCLT_MINOR_USE_KEY","MINOR_USE_DESC","FCLT_ORGANIZATION_KEY","ORGANIZATION_NAME","FCLT_MINOR_ORGANIZATION_KEY","MINOR_ORGANIZATION","AREA","ROOM_FULL_NAME","DEPT_CODE","ACCESS_LEVEL","LATITUDE_WGS","LONGITUDE_WGS","NORTHING_SPCS","EASTING_SPCS","WAREHOUSE_LOAD_DATE"
"3-058-201505","201505","3-058","3-058","3","0","3-0","058","3-0-058","106","LABS","145","LAB SV","","","199","MECH","","",143.75,"","","2",,,,,01-DEC-14
"3-060-201505","201505","3-060","3-060","3","0","3-0","060","3-0-060","106","LABS","145","LAB SV","","","199","MECH","","",524.07,"","","2",,,,,01-DEC-14
"3-060A-201505","201505","3-060A","3-060A","3","0","3-0","060A","3-0-060A","106","LABS","145","LAB SV","","","199","MECH","","",24.17,"","","2",,,,,01-DEC-14
"3-060B-201505","201505","3-060B","3-060B","3","0","3-0","060B","3-0-060B","106","LABS","145","LAB SV","","","199","MECH","","",30.92,"","","2",,,,,01-DEC-14
"3-060C-201505","201505","3-060C","3-060C","3","0","3-0","060C","3-0-060C","106","LABS","145","LAB SV","","","199","MECH","","",30.33,"","","2",,,,,01-DEC-14
"3-060D-201505","201505","3-060D","3-060D","3","0","3-0","060D","3-0-060D","107","MECHANIC","156","U/M","","","149","DOF","","",17.69,"","","0",,,,,01-DEC-14
"3-061-201505","201505","3-061","3-061","3","0","3-0","061","3-0-061","108","OFFICES","157","CONF","","","199","MECH","","",544.75,"","","2",,,,,01-DEC-14
"3-062-201505","201505","3-062","3-062","3","0","3-0","062","3-0-062","106","LABS","151","TC LAB","","","199","MECH","","",1671.92,"","","2",,,,,01-DEC-14
"3-065-201505","201505","3-065","3-065","3","0","3-0","065","3-0-065","106","LABS","145","LAB SV","","","199","MECH","","",259.07,"","","2",,,,,01-DEC-14
"3-068-201505","201505","3-068","3-068","3","0","3-0","068","3-0-068","106","LABS","145","LAB SV","","","199","MECH","","",613.27,"","","2",,,,,01-DEC-14
"3-069-201505","201505","3-069","3-069","3","0","3-0","069","3-0-069","101","BLDG SRV","104","JAN LK","","","149","DOF","","",35.75,"","","1",,,,,01-DEC-14
"3-070-201505","201505","3-070","3-070","3","0","3-0","070","3-0-070","106","LABS","148","RS LAB","","","199","MECH","","",959.63,"","","2",,,,,01-DEC-14
"3-070A-201505","201505","3-070A","3-070A","3","0","3-0","070A","3-0-070A","106","LABS","145","LAB SV","","","199","MECH","","",16.43,"","","2",,,,,01-DEC-14
"3-070B-201505","201505","3-070B","3-070B","3","0","3-0","070B","3-0-070B","106","LABS","145","LAB SV","","","199","MECH","","",13.18,"","","2",,,,,01-DEC-14
"3-070C-201505","201505","3-070C","3-070C","3","0","3-0","070C","3-0-070C","107","MECHANIC","156","U/M","","","149","DOF","","",425.26,"","","0",,,,,01-DEC-14
"3-072-201505","201505","3-072","3-072","3","0","3-0","072","3-0-072","106","LABS","147","RES LO","","","199","MECH","","",395.17,"","","2",,,,,01-DEC-14
"3-072A-201505","201505","3-072A","3-072A","3","0","3-0","072A","3-0-072A","106","LABS","145","LAB SV","","","199","MECH","","",12.64,"","","2",,,,,01-DEC-14
"3-082-201505","201505","3-082","3-082","3","0","3-0","082","3-0-082","107","MECHANIC","156","U/M","","","149","DOF","","",415.17,"","","0",,,,,01-DEC-14
"3-085-201505","201505","3-085","3-085","3","0","3-0","085","3-0-085","106","LABS","145","LAB SV","","","199","MECH","","",131.94,"","","2",,,,,01-DEC-14
"3-085T-201505","201505","3-085T","3-085T","3","0","3-0","085T","3-0-085T","107","MECHANIC","155","TELE","","","149","DOF","","",96.45,"","","0",,,,,01-DEC-14
"3-089-201505","201505","3-089","3-089","3","0","3-0","089","3-0-089","107","MECHANIC","156","U/M","","","149","DOF","","",85.75,"","","0",,,,,01-DEC-14
"3-100CA-201505","201505","3-100CA","3-100CA","3","1","3-1","100CA","3-1-100CA","102","CIRCULAT","109","CORR","","","149","DOF","","",2087.72,"","","3",,,,,01-DEC-14
"3-100CB-201505","201505","3-100CB","3-100CB","3","1","3-1","100CB","3-1-100CB","102","CIRCULAT","109","CORR","","","149","DOF","","",2777.71,"","","3",,,,,01-DEC-14
"3-100CC-201505","201505","3-100CC","3-100CC","3","1","3-1","100CC","3-1-100CC","102","CIRCULAT","109","CORR","","","149","DOF","","",1053.08,"","","3",,,,,01-DEC-14
"3-100E1-201505","201505","3-100E1","3-100E1","3","1","3-1","100E1","3-1-100E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",135.08,"","","3",,,,,01-DEC-14
"3-100E2-201505","201505","3-100E2","3-100E2","3","1","3-1","100E2","3-1-100E2","102","CIRCULAT","110","ELEV","","","149","DOF","","",53.23,"","","3",,,,,01-DEC-14
"3-100LB-201505","201505","3-100LB","3-100LB","3","1","3-1","100LB","3-1-100LB","102","CIRCULAT","111","LOBBY","","","149","DOF","","",151,"","","3",,,,,01-DEC-14
"3-100SA-201505","201505","3-100SA","3-100SA","3","1","3-1","100SA","3-1-100SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",303.85,"","","3",,,,,01-DEC-14
"3-100SC-201505","201505","3-100SC","3-100SC","3","1","3-1","100SC","3-1-100SC","102","CIRCULAT","112","STAIR","","","149","DOF","","",56.81,"","","3",,,,,01-DEC-14
"3-100SD-201505","201505","3-100SD","3-100SD","3","1","3-1","100SD","3-1-100SD","102","CIRCULAT","112","STAIR","","","149","DOF","","",336.03,"","","3",,,,,01-DEC-14
"3-100Z-201505","201505","3-100Z","3-100Z","3","1","3-1","100Z","3-1-100Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",581.21,"","","0",,,,,01-DEC-14
"3-101-201505","201505","3-101","3-101","3","1","3-1","101","3-1-101","101","BLDG SRV","102","F LAV","","","149","DOF","","",259.66,"","","3",,,,,01-DEC-14
"3-102-201505","201505","3-102","3-102","3","1","3-1","102","3-1-102","108","OFFICES","158","OFF","","","103","ADMISS","","",357.24,"","","2",,,,,01-DEC-14
"3-102A-201505","201505","3-102A","3-102A","3","1","3-1","102A","3-1-102A","108","OFFICES","159","OFF SV","","","103","ADMISS","","",12.18,"","","2",,,,,01-DEC-14
"3-102B-201505","201505","3-102B","3-102B","3","1","3-1","102B","3-1-102B","108","OFFICES","160","P CIRC","","","103","ADMISS","","",39.32,"","","2",,,,,01-DEC-14
"3-103-201505","201505","3-103","3-103","3","1","3-1","103","3-1-103","108","OFFICES","159","OFF SV","","","103","ADMISS","","",280.35,"","","2",,,,,01-DEC-14
"3-103A-201505","201505","3-103A","3-103A","3","1","3-1","103A","3-1-103A","108","OFFICES","159","OFF SV","","","103","ADMISS","","",56.47,"","","2",,,,,01-DEC-14
"3-103B-201505","201505","3-103B","3-103B","3","1","3-1","103B","3-1-103B","108","OFFICES","159","OFF SV","","","103","ADMISS","","",20.7,"","","2",,,,,01-DEC-14
"3-103C-201505","201505","3-103C","3-103C","3","1","3-1","103C","3-1-103C","108","OFFICES","158","OFF","","","103","ADMISS","","",58.83,"","","2",,,,,01-DEC-14
"3-103D-201505","201505","3-103D","3-103D","3","1","3-1","103D","3-1-103D","108","OFFICES","158","OFF","","","103","ADMISS","","",26.67,"","","2",,,,,01-DEC-14
"3-103F-201505","201505","3-103F","3-103F","3","1","3-1","103F","3-1-103F","108","OFFICES","158","OFF","","","103","ADMISS","","",26.67,"","","2",,,,,01-DEC-14
"3-103G-201505","201505","3-103G","3-103G","3","1","3-1","103G","3-1-103G","108","OFFICES","158","OFF","","","103","ADMISS","","",36,"","","2",,,,,01-DEC-14
"3-103H-201505","201505","3-103H","3-103H","3","1","3-1","103H","3-1-103H","108","OFFICES","158","OFF","","","103","ADMISS","","",55.38,"","","2",,,,,01-DEC-14
"3-103K-201505","201505","3-103K","3-103K","3","1","3-1","103K","3-1-103K","108","OFFICES","158","OFF","","","103","ADMISS","","",57.22,"","","2",,,,,01-DEC-14
"3-103L-201505","201505","3-103L","3-103L","3","1","3-1","103L","3-1-103L","108","OFFICES","158","OFF","","","103","ADMISS","","",58.49,"","","2",,,,,01-DEC-14
"3-103N-201505","201505","3-103N","3-103N","3","1","3-1","103N","3-1-103N","108","OFFICES","158","OFF","","","103","ADMISS","","",58.36,"","","2",,,,,01-DEC-14
"3-104-201505","201505","3-104","3-104","3","1","3-1","104","3-1-104","108","OFFICES","158","OFF","","","103","ADMISS","","",226.86,"","","2",,,,,01-DEC-14
"3-107-201505","201505","3-107","3-107","3","1","3-1","107","3-1-107","108","OFFICES","159","OFF SV","","","103","ADMISS","","",101.39,"","","2",,,,,01-DEC-14
"3-107A-201505","201505","3-107A","3-107A","3","1","3-1","107A","3-1-107A","108","OFFICES","158","OFF","","","103","ADMISS","","",181.92,"","","2",,,,,01-DEC-14
"3-107B-201505","201505","3-107B","3-107B","3","1","3-1","107B","3-1-107B","108","OFFICES","158","OFF","","","103","ADMISS","","",174.75,"","","2",,,,,01-DEC-14
"3-107C-201505","201505","3-107C","3-107C","3","1","3-1","107C","3-1-107C","108","OFFICES","158","OFF","","","103","ADMISS","","",33,"","","2",,,,,01-DEC-14
"3-107F-201505","201505","3-107F","3-107F","3","1","3-1","107F","3-1-107F","108","OFFICES","158","OFF","","","103","ADMISS","","",121.94,"","","2",,,,,01-DEC-14
"3-107G-201505","201505","3-107G","3-107G","3","1","3-1","107G","3-1-107G","108","OFFICES","158","OFF","","","103","ADMISS","","",47.76,"","","2",,,,,01-DEC-14
"3-108-201505","201505","3-108","3-108","3","1","3-1","108","3-1-108","108","OFFICES","162","SECY/R","","","103","ADMISS","","",423.26,"","","2",,,,,01-DEC-14
"3-108A-201505","201505","3-108A","3-108A","3","1","3-1","108A","3-1-108A","108","OFFICES","158","OFF","","","103","ADMISS","","",134.56,"","","2",,,,,01-DEC-14
"3-108AA-201505","201505","3-108AA","3-108AA","3","1","3-1","108AA","3-1-108AA","108","OFFICES","158","OFF","","","103","ADMISS","","",134.56,"","","2",,,,,01-DEC-14
"3-108B-201505","201505","3-108B","3-108B","3","1","3-1","108B","3-1-108B","108","OFFICES","159","OFF SV","","","103","ADMISS","","",115.99,"","","2",,,,,01-DEC-14
"3-108C-201505","201505","3-108C","3-108C","3","1","3-1","108C","3-1-108C","108","OFFICES","159","OFF SV","","","103","ADMISS","","",90.12,"","","2",,,,,01-DEC-14
"3-108D-201505","201505","3-108D","3-108D","3","1","3-1","108D","3-1-108D","108","OFFICES","159","OFF SV","","","103","ADMISS","","",10.21,"","","2",,,,,01-DEC-14
"3-110-201505","201505","3-110","3-110","3","1","3-1","110","3-1-110","108","OFFICES","158","OFF","","","103","ADMISS","","",249.67,"","","2",,,,,01-DEC-14
"3-111-201505","201505","3-111","3-111","3","1","3-1","111","3-1-111","108","OFFICES","159","OFF SV","","","103","ADMISS","","",80.95,"","","2",,,,,01-DEC-14
"3-111A-201505","201505","3-111A","3-111A","3","1","3-1","111A","3-1-111A","108","OFFICES","158","OFF","","","103","ADMISS","","",30.25,"","","2",,,,,01-DEC-14
"3-111B-201505","201505","3-111B","3-111B","3","1","3-1","111B","3-1-111B","108","OFFICES","158","OFF","","","103","ADMISS","","",177.31,"","","2",,,,,01-DEC-14
"3-111C-201505","201505","3-111C","3-111C","3","1","3-1","111C","3-1-111C","108","OFFICES","158","OFF","","","103","ADMISS","","",38,"","","2",,,,,01-DEC-14
"3-112-201505","201505","3-112","3-112","3","1","3-1","112","3-1-112","108","OFFICES","158","OFF","","","103","ADMISS","","",90.56,"","","2",,,,,01-DEC-14
"3-112A-201505","201505","3-112A","3-112A","3","1","3-1","112A","3-1-112A","108","OFFICES","158","OFF","","","103","ADMISS","","",275.84,"","","2",,,,,01-DEC-14
"3-112B-201505","201505","3-112B","3-112B","3","1","3-1","112B","3-1-112B","108","OFFICES","159","OFF SV","","","103","ADMISS","","",3.02,"","","2",,,,,01-DEC-14
"3-112C-201505","201505","3-112C","3-112C","3","1","3-1","112C","3-1-112C","108","OFFICES","160","P CIRC","","","103","ADMISS","","",28.55,"","","2",,,,,01-DEC-14
"3-127-201505","201505","3-127","3-127","3","1","3-1","127","3-1-127","108","OFFICES","159","OFF SV","","","266","VP-RES","","",133.88,"","","2",,,,,01-DEC-14
"3-129-201505","201505","3-129","3-129","3","1","3-1","129","3-1-129","108","OFFICES","159","OFF SV","","","103","ADMISS","","",191.92,"","","2",,,,,01-DEC-14
"3-129A-201505","201505","3-129A","3-129A","3","1","3-1","129A","3-1-129A","108","OFFICES","159","OFF SV","","","103","ADMISS","","",123.45,"","","2",,,,,01-DEC-14
"3-129J-201505","201505","3-129J","3-129J","3","1","3-1","129J","3-1-129J","101","BLDG SRV","103","JAN CL","","","149","DOF","","",35.11,"","","1",,,,,01-DEC-14
"3-130J-201505","201505","3-130J","3-130J","3","1","3-1","130J","3-1-130J","101","BLDG SRV","103","JAN CL","","","149","DOF","","",34.94,"","","1",,,,,01-DEC-14
"3-131-201505","201505","3-131","3-131","3","1","3-1","131","3-1-131","101","BLDG SRV","106","M LAV","","","149","DOF","","",220.67,"","","3",,,,,01-DEC-14
"3-131J-201505","201505","3-131J","3-131J","3","1","3-1","131J","3-1-131J","101","BLDG SRV","103","JAN CL","","","149","DOF","","",12.46,"","","1",,,,,01-DEC-14
"3-132-201505","201505","3-132","3-132","3","1","3-1","132","3-1-132","108","OFFICES","158","OFF","","","266","VP-RES","","",341.52,"","","2",,,,,01-DEC-14
"3-132A-201505","201505","3-132A","3-132A","3","1","3-1","132A","3-1-132A","107","MECHANIC","156","U/M","","","149","DOF","","",25.5,"","","0",,,,,01-DEC-14
"3-132E-201505","201505","3-132E","3-132E","3","1","3-1","132E","3-1-132E","107","MECHANIC","153","ELEC","","","149","DOF","","",8.5,"","","0",,,,,01-DEC-14
"3-133-201505","201505","3-133","3-133","3","1","3-1","133","3-1-133","103","CLASSRMS","115","LECT H","","","233","REGIST","","",952.1,"","","2",,,,,01-DEC-14
"3-133A-201505","201505","3-133A","3-133A","3","1","3-1","133A","3-1-133A","103","CLASSRMS","113","CLA SV","","","233","REGIST","","",82.48,"","","2",,,,,01-DEC-14
"3-134-201505","201505","3-134","3-134","3","1","3-1","134","3-1-134","108","OFFICES","162","SECY/R","","","266","VP-RES","","",123.31,"","","2",,,,,01-DEC-14
"3-134A-201505","201505","3-134A","3-134A","3","1","3-1","134A","3-1-134A","108","OFFICES","158","OFF","","","266","VP-RES","","",152.69,"","","2",,,,,01-DEC-14
"3-136-201505","201505","3-136","3-136","3","1","3-1","136","3-1-136","108","OFFICES","159","OFF SV","","","266","VP-RES","","",70.16,"","","2",,,,,01-DEC-14
"3-136A-201505","201505","3-136A","3-136A","3","1","3-1","136A","3-1-136A","108","OFFICES","158","OFF","","","266","VP-RES","","",180.34,"","","2",,,,,01-DEC-14
"3-137-201505","201505","3-137","3-137","3","1","3-1","137","3-1-137","108","OFFICES","159","OFF SV","","","199","MECH","","",322.56,"","","2",,,,,01-DEC-14
"3-137A-201505","201505","3-137A","3-137A","3","1","3-1","137A","3-1-137A","108","OFFICES","158","OFF","","","199","MECH","","",172.57,"","","2",,,,,01-DEC-14
"3-137B-201505","201505","3-137B","3-137B","3","1","3-1","137B","3-1-137B","108","OFFICES","159","OFF SV","","","199","MECH","","",176.46,"","","2",,,,,01-DEC-14
"3-137C-201505","201505","3-137C","3-137C","3","1","3-1","137C","3-1-137C","108","OFFICES","158","OFF","","","199","MECH","","",199.06,"","","2",,,,,01-DEC-14
"3-137D-201505","201505","3-137D","3-137D","3","1","3-1","137D","3-1-137D","108","OFFICES","158","OFF","","","199","MECH","","",207.97,"","","2",,,,,01-DEC-14
"3-137F-201505","201505","3-137F","3-137F","3","1","3-1","137F","3-1-137F","108","OFFICES","158","OFF","","","199","MECH","","",191.32,"","","2",,,,,01-DEC-14
"3-137M-201505","201505","3-137M","3-137M","3","1","3-1","137M","3-1-137M","108","OFFICES","158","OFF","","","199","MECH","","",346.61,"","","2",,,,,01-DEC-14
"3-138-201505","201505","3-138","3-138","3","1","3-1","138","3-1-138","108","OFFICES","162","SECY/R","","","266","VP-RES","","",319.22,"","","2",,,,,01-DEC-14
"3-140-201505","201505","3-140","3-140","3","1","3-1","140","3-1-140","108","OFFICES","158","OFF","","","266","VP-RES","","",263.97,"","","2",,,,,01-DEC-14
"3-141E-201505","201505","3-141E","3-141E","3","1","3-1","141E","3-1-141E","107","MECHANIC","153","ELEC","","","149","DOF","","",8.44,"","","0",,,,,01-DEC-14
"3-142-201505","201505","3-142","3-142","3","1","3-1","142","3-1-142","108","OFFICES","158","OFF","","","199","MECH","","",276.25,"","","2",,,,,01-DEC-14
"3-143-201505","201505","3-143","3-143","3","1","3-1","143","3-1-143","106","LABS","144","LAB SP","","","199","MECH","","",455,"","","2",,,,,01-DEC-14
"3-144-201505","201505","3-144","3-144","3","1","3-1","144","3-1-144","108","OFFICES","162","SECY/R","","","199","MECH","","",276.25,"","","2",,,,,01-DEC-14
"3-145-201505","201505","3-145","3-145","3","1","3-1","145","3-1-145","106","LABS","148","RS LAB","","","199","MECH","","",449.94,"","","2",,,,,01-DEC-14
"3-146-201505","201505","3-146","3-146","3","1","3-1","146","3-1-146","108","OFFICES","158","OFF","","","199","MECH","","",321.52,"","","2",,,,,01-DEC-14
"3-147-201505","201505","3-147","3-147","3","1","3-1","147","3-1-147","106","LABS","148","RS LAB","","","199","MECH","","",1449.43,"","","2",,,,,01-DEC-14
"3-147A-201505","201505","3-147A","3-147A","3","1","3-1","147A","3-1-147A","106","LABS","145","LAB SV","","","199","MECH","","",30.72,"","","2",,,,,01-DEC-14
"3-147AM-201505","201505","3-147AM","3-147AM","3","1","3-1","147AM","3-1-147AM","106","LABS","147","RES LO","","","199","MECH","","",437.08,"","","2",,,,,01-DEC-14
"3-147B-201505","201505","3-147B","3-147B","3","1","3-1","147B","3-1-147B","106","LABS","145","LAB SV","","","199","MECH","","",10.83,"","","2",,,,,01-DEC-14
"3-147C-201505","201505","3-147C","3-147C","3","1","3-1","147C","3-1-147C","106","LABS","148","RS LAB","","","199","MECH","","",253.5,"","","2",,,,,01-DEC-14
"3-147M-201505","201505","3-147M","3-147M","3","1","3-1","147M","3-1-147M","106","LABS","147","RES LO","","","199","MECH","","",900.59,"","","2",,,,,01-DEC-14
"3-148-201505","201505","3-148","3-148","3","1","3-1","148","3-1-148","108","OFFICES","159","OFF SV","","","199","MECH","","",215.32,"","","2",,,,,01-DEC-14
"3-152-201505","201505","3-152","3-152","3","1","3-1","152","3-1-152","108","OFFICES","159","OFF SV","","","199","MECH","","",232.98,"","","2",,,,,01-DEC-14
"3-154-201505","201505","3-154","3-154","3","1","3-1","154","3-1-154","108","OFFICES","158","OFF","","","199","MECH","","",339.94,"","","2",,,,,01-DEC-14
"3-154A-201505","201505","3-154A","3-154A","3","1","3-1","154A","3-1-154A","108","OFFICES","159","OFF SV","","","199","MECH","","",138.33,"","","2",,,,,01-DEC-14
"3-155-201505","201505","3-155","3-155","3","1","3-1","155","3-1-155","106","LABS","148","RS LAB","","","199","MECH","","",917.7,"","","2",,,,,01-DEC-14
"3-156-201505","201505","3-156","3-156","3","1","3-1","156","3-1-156","108","OFFICES","158","OFF","","","199","MECH","","",111.82,"","","2",,,,,01-DEC-14
"3-158-201505","201505","3-158","3-158","3","1","3-1","158","3-1-158","108","OFFICES","158","OFF","","","199","MECH","","",207.78,"","","2",,,,,01-DEC-14
"3-159-201505","201505","3-159","3-159","3","1","3-1","159","3-1-159","106","LABS","148","RS LAB","","","199","MECH","","",438.97,"","","2",,,,,01-DEC-14
"3-160-201505","201505","3-160","3-160","3","1","3-1","160","3-1-160","108","OFFICES","158","OFF","","","199","MECH","","",210.14,"","","2",,,,,01-DEC-14
"3-162-201505","201505","3-162","3-162","3","1","3-1","162","3-1-162","108","OFFICES","158","OFF","","","199","MECH","","",214.86,"","","2",,,,,01-DEC-14
"3-163-201505","201505","3-163","3-163","3","1","3-1","163","3-1-163","106","LABS","144","LAB SP","","","199","MECH","","",310.01,"","","2",,,,,01-DEC-14
"3-164-201505","201505","3-164","3-164","3","1","3-1","164","3-1-164","108","OFFICES","162","SECY/R","","","199","MECH","","",274.72,"","","2",,,,,01-DEC-14
"3-165-201505","201505","3-165","3-165","3","1","3-1","165","3-1-165","106","LABS","144","LAB SP","","","199","MECH","","",868.77,"","","2",,,,,01-DEC-14
"3-165AM-201505","201505","3-165AM","3-165AM","3","1","3-1","165AM","3-1-165AM","106","LABS","145","LAB SV","","","199","MECH","","",10.31,"","","2",,,,,01-DEC-14
"3-165M-201505","201505","3-165M","3-165M","3","1","3-1","165M","3-1-165M","106","LABS","148","RS LAB","","","199","MECH","","",533.91,"","","2",,,,,01-DEC-14
"3-166-201505","201505","3-166","3-166","3","1","3-1","166","3-1-166","108","OFFICES","158","OFF","","","199","MECH","","",281.62,"","","2",,,,,01-DEC-14
"3-166A-201505","201505","3-166A","3-166A","3","1","3-1","166A","3-1-166A","108","OFFICES","159","OFF SV","","","199","MECH","","",42.81,"","","2",,,,,01-DEC-14
"3-167E-201505","201505","3-167E","3-167E","3","1","3-1","167E","3-1-167E","107","MECHANIC","153","ELEC","","","149","DOF","","",7.52,"","","0",,,,,01-DEC-14
"3-169-201505","201505","3-169","3-169","3","1","3-1","169","3-1-169","107","MECHANIC","156","U/M","","","149","DOF","","",568.18,"","","0",,,,,01-DEC-14
"3-171-201505","201505","3-171","3-171","3","1","3-1","171","3-1-171","108","OFFICES","159","OFF SV","","","199","MECH","","",71.31,"","","2",,,,,01-DEC-14
"3-173-201505","201505","3-173","3-173","3","1","3-1","173","3-1-173","108","OFFICES","162","SECY/R","","","199","MECH","","",236.64,"","","2",,,,,01-DEC-14
"3-173A-201505","201505","3-173A","3-173A","3","1","3-1","173A","3-1-173A","108","OFFICES","159","OFF SV","","","199","MECH","","",25.08,"","","2",,,,,01-DEC-14
"3-173B-201505","201505","3-173B","3-173B","3","1","3-1","173B","3-1-173B","108","OFFICES","159","OFF SV","","","199","MECH","","",5.35,"","","2",,,,,01-DEC-14
"3-173C-201505","201505","3-173C","3-173C","3","1","3-1","173C","3-1-173C","108","OFFICES","159","OFF SV","","","199","MECH","","",3.21,"","","2",,,,,01-DEC-14
"3-174-201505","201505","3-174","3-174","3","1","3-1","174","3-1-174","108","OFFICES","162","SECY/R","","","199","MECH","","",392.11,"","","2",,,,,01-DEC-14
"3-174A-201505","201505","3-174A","3-174A","3","1","3-1","174A","3-1-174A","108","OFFICES","159","OFF SV","","","199","MECH","","",9.17,"","","2",,,,,01-DEC-14
"3-174B-201505","201505","3-174B","3-174B","3","1","3-1","174B","3-1-174B","108","OFFICES","159","OFF SV","","","199","MECH","","",7.78,"","","2",,,,,01-DEC-14
"3-174C-201505","201505","3-174C","3-174C","3","1","3-1","174C","3-1-174C","108","OFFICES","158","OFF","","","199","MECH","","",183.73,"","","2",,,,,01-DEC-14
"3-182-201505","201505","3-182","3-182","3","1","3-1","182","3-1-182","108","OFFICES","158","OFF","","","199","MECH","","",354.76,"","","2",,,,,01-DEC-14
"3-200CA-201505","201505","3-200CA","3-200CA","3","2","3-2","200CA","3-2-200CA","102","CIRCULAT","109","CORR","","","149","DOF","","",2234.93,"","","3",,,,,01-DEC-14
"3-200CB-201505","201505","3-200CB","3-200CB","3","2","3-2","200CB","3-2-200CB","102","CIRCULAT","109","CORR","","","149","DOF","","",2211.32,"","","3",,,,,01-DEC-14
"3-200CC-201505","201505","3-200CC","3-200CC","3","2","3-2","200CC","3-2-200CC","102","CIRCULAT","109","CORR","","","149","DOF","","",564.22,"","","3",,,,,01-DEC-14
"3-200E1-201505","201505","3-200E1","3-200E1","3","2","3-2","200E1","3-2-200E1","102","CIRCULAT","110","ELEV","","","149","DOF","","",143.99,"","","3",,,,,01-DEC-14
"3-200E2-201505","201505","3-200E2","3-200E2","3","2","3-2","200E2","3-2-200E2","102","CIRCULAT","110","ELEV","","","149","DOF","","",56.25,"","","3",,,,,01-DEC-14
"3-200SA-201505","201505","3-200SA","3-200SA","3","2","3-2","200SA","3-2-200SA","102","CIRCULAT","112","STAIR","","","149","DOF","","",389.9,"","","3",,,,,01-DEC-14
"3-200SB-201505","201505","3-200SB","3-200SB","3","2","3-2","200SB","3-2-200SB","102","CIRCULAT","112","STAIR","","","149","DOF","","",283.83,"","","3",,,,,01-DEC-14
"3-200SC-201505","201505","3-200SC","3-200SC","3","2","3-2","200SC","3-2-200SC","102","CIRCULAT","112","STAIR","","","149","DOF","","",261.08,"","","3",,,,,01-DEC-14
"3-200Z-201505","201505","3-200Z","3-200Z","3","2","3-2","200Z","3-2-200Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",680.78,"","","0",,,,,01-DEC-14
"3-201-201505","201505","3-201","3-201","3","2","3-2","201","3-2-201","101","BLDG SRV","106","M LAV","","","149","DOF","","",292.39,"","","3",,,,,01-DEC-14
"3-201J-201505","201505","3-201J","3-201J","3","2","3-2","201J","3-2-201J","101","BLDG SRV","103","JAN CL","","","149","DOF","","",36.5,"","","1",,,,,01-DEC-14
"3-202-201505","201505","3-202","3-202","3","2","3-2","202","3-2-202","108","OFFICES","158","OFF","","","210","OFPRES","","",716.9,"","","2",,,,,01-DEC-14
"3-203-201505","201505","3-203","3-203","3","2","3-2","203","3-2-203","108","OFFICES","158","OFF","","","210","OFPRES","","",336.23,"","","2",,,,,01-DEC-14
"3-207-201505","201505","3-207","3-207","3","2","3-2","207","3-2-207","108","OFFICES","160","P CIRC","","","210","OFPRES","","",94.06,"","","2",,,,,01-DEC-14
"3-207A-201505","201505","3-207A","3-207A","3","2","3-2","207A","3-2-207A","108","OFFICES","162","SECY/R","","","210","OFPRES","","",293.48,"","","2",,,,,01-DEC-14
"3-207B-201505","201505","3-207B","3-207B","3","2","3-2","207B","3-2-207B","108","OFFICES","158","OFF","","","210","OFPRES","","",197.83,"","","2",,,,,01-DEC-14
"3-207C-201505","201505","3-207C","3-207C","3","2","3-2","207C","3-2-207C","108","OFFICES","162","SECY/R","","","210","OFPRES","","",314.45,"","","2",,,,,01-DEC-14
"3-207D-201505","201505","3-207D","3-207D","3","2","3-2","207D","3-2-207D","108","OFFICES","159","OFF SV","","","210","OFPRES","","",7.81,"","","2",,,,,01-DEC-14
"3-207F-201505","201505","3-207F","3-207F","3","2","3-2","207F","3-2-207F","108","OFFICES","159","OFF SV","","","210","OFPRES","","",7.81,"","","2",,,,,01-DEC-14
"3-207Z-201505","201505","3-207Z","3-207Z","3","2","3-2","207Z","3-2-207Z","107","MECHANIC","154","SHAFT","","","149","DOF","","",8.53,"","","0",,,,,01-DEC-14
"3-208-201505","201505","3-208","3-208","3","2","3-2","208","3-2-208","108","OFFICES","162","SECY/R","","","210","OFPRES","","",649.73,"","","2",,,,,01-DEC-14
"3-208A-201505","201505","3-208A","3-208A","3","2","3-2","208A","3-2-208A","108","OFFICES","158","OFF","","","210","OFPRES","","",160.44,"","","2",,,,,01-DEC-14
"3-208AA-201505","201505","3-208AA","3-208AA","3","2","3-2","208AA","3-2-208AA","108","OFFICES","159","OFF SV","","","210","OFPRES","","",6.79,"","","2",,,,,01-DEC-14
"3-208B-201505","201505","3-208B","3-208B","3","2","3-2","208B","3-2-208B","108","OFFICES","159","OFF SV","","","210","OFPRES","","",4,"","","2",,,,,01-DEC-14
"3-208C-201505","201505","3-208C","3-208C","3","2","3-2","208C","3-2-208C","108","OFFICES","159","OFF SV","","","210","OFPRES","","",4.44,"","","2",,,,,01-DEC-14
