"HR_ORG_UNIT_KEY","HR_ORG_UNIT_ID","HR_ORG_UNIT_TITLE","HR_ORG_UNIT_LEVEL","HR_DEPARTMENT_CODE","HR_DEPARTMENT_ABBR","HR_DEPARTMENT_CODE_OLD","HR_DEPARTMENT_NAME","HR_DEPARTMENT_NAME_LONG","HR_DEPARTMENT_NAME_ALPHA","ORG_HIER_SCHOOL_AREA_NAME","ORG_HIER_TOP_LEVEL_NAME","ORG_HIER_ROOT_NAME","HR_ORG_LEVEL1_ID","HR_ORG_LEVEL1_SORT","HR_ORG_LEVEL1_NAME","HR_ORG_LEVEL2_ID","HR_ORG_LEVEL2_SORT","HR_ORG_LEVEL2_NAME","HR_ORG_LEVEL3_ID","HR_ORG_LEVEL3_SORT","HR_ORG_LEVEL3_NAME","HR_ORG_LEVEL4_ID","HR_ORG_LEVEL4_SORT","HR_ORG_LEVEL4_NAME","HR_ORG_LEVEL5_ID","HR_ORG_LEVEL5_SORT","HR_ORG_LEVEL5_NAME","DLC_KEY","WAREHOUSE_LOAD_DATE"
"O10004858","10004858","Dof Facilities Operations","ORGANIZATION LEVEL","","","","","","","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10004858","410","Dof Facilities Operations","","","","",03-OCT-24
"O10004859","10004859","Dof Central Utilities Plant","DEPARTMENTS","10004859","HR-591030-B","591030","Dof Central Utilities Plant","Dof Central Utilities Plant","Central Utilities Plant","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10004858","410","Dof Facilities Operations","10005408","466","Dof Utilities Area","D_FACILITIES",03-OCT-24
"O10004908","10004908","Maintenance and Utilities","DEPARTMENTS","10004908","HR-591300","591300","Maintenance and Utilities","Maintenance and Utilities","Maintenance and Utilities","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10004858","410","Dof Facilities Operations","10004908","413","Maintenance and Utilities","D_FACILITIES",03-OCT-24
"O10004909","10004909","MIT Environmental Solutions Initiative","DEPARTMENTS","10004909","HR-402400","402400","MIT Environmental Solutions Initiative","MIT Environmental Solutions Initiative","MIT Environmental Solutions Initiative","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10004909","414","MIT Environmental Solutions Initiative","","","","D_MITESI",03-OCT-24
"O10004934","10004934","MIT Department of Facilities area","ORGANIZATION LEVEL","","","","","","","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","","","","","","","",03-OCT-24
"O10004935","10004935","Dof Campus Construction Area","ORGANIZATION LEVEL","","","","","","","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10004935","417","Dof Campus Construction Area","","","","",03-OCT-24
"O10004958","10004958","MIT Intro to Tech, Eng, and Science","DEPARTMENTS","10004958","HR-060001","060001","MIT Intro to Tech, Eng, and Science","MIT Intro to Tech, Eng, and Science","MIT Intro to Tech, Eng, and Science","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10004958","418","MIT Intro to Tech, Eng, and Science","","","","D_OEOP",03-OCT-24
"O10005008","10005008","Innovation Initiative","DEPARTMENTS","10005008","HR-401822","401822","Innovation Initiative","Innovation Initiative","Innovation Initiative","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10000218","29","Provost Office","10005008","420","Innovation Initiative","D_PROVOST",03-OCT-24
"O10005034","10005034","Open Learning, ODL, Special Projects","DEPARTMENTS","10005034","HR-406110","406110","Open Learning, ODL, Special Projects","Open Learning, ODL, Special Projects","Open Learning, ODL, Special Projects","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10005035","10005035","Open Learning,ODL, Residential Education","DEPARTMENTS","10005035","HR-406109","406109","Open Learning,ODL, Residential Education","Open Learning, ODL, Residential Education","Open Learning, ODL, Residential Education","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10005036","10005036","Open Learning, Support Unit, Engineering","DEPARTMENTS","10005036","HR-406102","406102","Open Learning, Support Unit, Engineering","Open Learning, Supporting Unit, Engineering","Open Learning, Supporting Unit, Engineering","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10005058","10005058","Office of the Treasurer Area","ORGANIZATION LEVEL","","","","","","","VP for Finance Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10003333","326","VP for Finance Area","10005058","425","Office of the Treasurer Area","","","","",03-OCT-24
"O10005084","10005084","Open Learning, Corp & Prof, Bootcamp","DEPARTMENTS","10005084","HR-406104","406104","Open Learning, Corp & Prof, Bootcamp","Open Learning, Corp & Prof, Bootcamp","Open Learning, Corp & Prof, Bootcamp","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",23-OCT-24
"O10005108","10005108","Supply Chain Management Program","DEPARTMENTS","10005108","HR-069501","069501","Supply Chain Management Program","Supply Chain Management Program","Supply Chain Management Program","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10005108","429","Supply Chain Management Program","","","","D_SCM",03-OCT-24
"O10005111","10005111","Office of Innovation","DEPARTMENTS","10005111","HR-401823","401823","Office of Innovation","Office of Innovation","Office of Innovation","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10005111","432","Office of Innovation","","","","D_MITOI",03-OCT-24
"O10005158","10005158","Inst for Data Systems and Society Profs","DEPARTMENTS","10005158","HR-060002","060002","Inst for Data Systems and Society Profs","Institute for Data, Systems, and Society Profs","Institute for Data, Systems, and Society Profs","Schwarzman College of Computing Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10005758","513","Schwarzman College of Computing Area","10005158","436","Inst for Data Systems and Society Profs","","","","D_DOE",03-OCT-24
"O10005208","10005208","Open Learning, Res & Eng, MITili","DEPARTMENTS","10005208","HR-405026","405026","Open Learning, Res & Eng, MITili","Open Learning, Res & Eng, MITili","Open Learning, Res & Eng, MITili","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10005258","10005258","Student Support Services","DEPARTMENTS","10005258","HR-501211","501211","Student Support Services","Student Support Services","Student Support Services","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10002885","303","Student Support and Wellbeing Area","10005258","442","Student Support Services","D_SSS",03-OCT-24
"O10005261","10005261","Dof Finance & Administration Area","ORGANIZATION LEVEL","","","","","","","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10005261","445","Dof Finance & Administration Area","","","","",03-OCT-24
"O10005264","10005264","Dof Communications & Customer Engagement","DEPARTMENTS","10005264","HR-591040-D","591040","Dof Communications & Customer Engagement","Dof Communications & Customer Engagement","Dof Communications & Customer Engagement","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10005261","445","Dof Finance & Administration Area","10005264","448","Dof Communications & Customer Engagement","D_FACILITIES",03-OCT-24
"O10005265","10005265","Dof Finance & Accounting","DEPARTMENTS","10005265","HR-591040-E","591040","Dof Finance & Accounting","Dof Finance & Accounting","Dof Finance & Accounting","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10005261","445","Dof Finance & Administration Area","10005265","449","Dof Finance & Accounting","D_FACILITIES",03-OCT-24
"O10005266","10005266","Dof Procurement, Contracts & Vendor Mgt","DEPARTMENTS","10005266","HR-591040-F","591040","Dof Procurement, Contracts & Vendor Mgt","Dof Procurement, Contracts & Vendor Mgt","Dof Procurement, Contracts & Vendor Mgt","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10005261","445","Dof Finance & Administration Area","10005266","450","Dof Procurement, Contracts & Vendor Mgt","D_FACILITIES",03-OCT-24
"O10005268","10005268","Dof Customer Service Center","DEPARTMENTS","10005268","HR-591024-A","591024","Dof Customer Service Center","Dof Customer Service Center","Dof Customer Service Center","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10004858","410","Dof Facilities Operations","10005410","468","Dof Campus Services & Maintenance Area","D_FACILITIES",03-OCT-24
"O10005271","10005271","Dof Off-Site Facilities","DEPARTMENTS","10005271","HR-591025-A","591025","Dof Off-Site Facilities","Dof Off-Site Facilities","Dof Off-Site Facilities","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10004858","410","Dof Facilities Operations","10005410","468","Dof Campus Services & Maintenance Area","D_FACILITIES",03-OCT-24
"O10005284","10005284","MIT AFFOA","DEPARTMENTS","10005284","HR-401868","401868","MIT AFFOA","MIT AFFOA","MIT AFFOA","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10005284","459","MIT AFFOA","","","","D_VPRESOFF",03-OCT-24
"O10005285","10005285","Atlas Service Center","DEPARTMENTS","10005285","HR-404521","404521","Atlas Service Center","Atlas Service Center","Atlas Service Center","Office of EVPT area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10000024","14","Office of EVPT area","10005285","460","Atlas Service Center","","","","D_ATLAS",03-OCT-24
"O10005308","10005308","Mechanical Engineering- Admin","DEPARTMENTS","10005308","HR-065011","065011","Mechanical Engineering- Admin","Mechanical Engineering- Admin","Mechanical Engineering- Admin","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10004983","419","Mechanical Eng Area","10005308","461","Mechanical Engineering- Admin","D_MECHE",03-OCT-24
"O10005358","10005358","Strategic Sourcing and Contracts Area","ORGANIZATION LEVEL","","","","","","","VP for Finance Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10003333","326","VP for Finance Area","10005358","463","Strategic Sourcing and Contracts Area","","","","",03-OCT-24
"O10005384","10005384","NIIMBL","DEPARTMENTS","10005384","HR-069401","069401","NIIMBL","NIIMBL","NIIMBL","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10005384","465","NIIMBL","","","","D_SSRC",03-OCT-24
"O10005408","10005408","Dof Utilities Area","ORGANIZATION LEVEL","","","","","","","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10004858","410","Dof Facilities Operations","10005408","466","Dof Utilities Area","",03-OCT-24
"O10005411","10005411","Dof Operations","DEPARTMENTS","10005411","HR-591022-A","591022","Dof Operations","Dof Operations","Dof Operations","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10004858","410","Dof Facilities Operations","10005410","468","Dof Campus Services & Maintenance Area","D_FACILITIES",03-OCT-24
"O10005458","10005458","MIT.nano","DEPARTMENTS","10005458","HR-417200","417200","MIT.nano","MIT.nano","MIT.nano","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10005458","473","MIT.nano","","","","D_MIT.NANO",03-OCT-24
"O10005508","10005508","Office of Intercultural Engagement","DEPARTMENTS","10005508","HR-441310-A","441310","Office of Intercultural Engagement","Office of Intercultural Engagement","Office of Intercultural Engagement","Dean for Student Life Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000012","7","Dean for Student Life Area","10002858","298","Diversity and Community Involvement Area","10005508","476","Office of Intercultural Engagement","D_D&CI",03-OCT-24
"O19999999","19999999","HR-Affiliates","NON HIERARCHY ORG UNITS","","","","","","","","","MIT-All","","","MIT-All","","","","","","","","","","","","","",03-OCT-24
"O10005922","10005922","MIT Sloan Behavioral & Policy Sciences","DEPARTMENTS","10005922","HR-122190","122190","MIT Sloan Behavioral & Policy Sciences","MIT Sloan Behavioral & Policy Sciences","MIT Sloan Behavioral & Policy Sciences","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005921","545","MIT Sloan Faculty and OAS Area","10005922","546","MIT Sloan Behavioral & Policy Sciences","D_SLOAN",03-OCT-24
"O10005923","10005923","MIT Sloan Econ, Finance, & Accounting","DEPARTMENTS","10005923","HR-121002","121002","MIT Sloan Econ, Finance, & Accounting","MIT Sloan Economics, Finance, & Accounting","MIT Sloan Economics, Finance, & Accounting","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005921","545","MIT Sloan Faculty and OAS Area","10005923","547","MIT Sloan Econ, Finance, & Accounting","D_SLOAN",03-OCT-24
"O10005927","10005927","MIT Sloan Office of Global Programs Area","ORGANIZATION LEVEL","","","","","","","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005927","551","MIT Sloan Office of Global Programs Area","","","","",03-OCT-24
"O10005929","10005929","Sloan Research Centers & Initiative Area","ORGANIZATION LEVEL","","","","","","","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005929","553","Sloan Research Centers & Initiative Area","","","","",03-OCT-24
"O10005930","10005930","Cybersecurity at MIT Sloan","DEPARTMENTS","10005930","HR-122081","122081","Cybersecurity at MIT Sloan","Cybersecurity at MIT Sloan","Cybersecurity at MIT Sloan","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005929","553","Sloan Research Centers & Initiative Area","10005930","554","Cybersecurity at MIT Sloan","D_SLOAN",03-OCT-24
"O10005932","10005932","MIT Sloan Inst for Work & Empl Research","DEPARTMENTS","10005932","HR-122085","122085","MIT Sloan Inst for Work & Empl Research","MIT Sloan Institute for Work & Employment Research","MIT Sloan Institute for Work & Employment Research","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005929","553","Sloan Research Centers & Initiative Area","10005932","556","MIT Sloan Inst for Work & Empl Research","D_SLOAN",03-OCT-24
"O10005933","10005933","MIT Sloan HSI","DEPARTMENTS","10005933","HR-121170","121170","MIT Sloan HSI","MIT Sloan Initiative for Health Systems Innovation","MIT Sloan Initiative for Health Systems Innovation","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005929","553","Sloan Research Centers & Initiative Area","10005933","557","MIT Sloan HSI","D_SLOAN",03-OCT-24
"O10005937","10005937","MIT Sloan PhD Program Office","DEPARTMENTS","10005937","HR-121040","121040","MIT Sloan PhD Program Office","MIT Sloan PhD Program Office","MIT Sloan PhD Program Office","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005929","553","Sloan Research Centers & Initiative Area","10005937","561","MIT Sloan PhD Program Office","D_SLOAN",03-OCT-24
"O10005939","10005939","Sloan Administrative Services Area","ORGANIZATION LEVEL","","","","","","","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005939","563","Sloan Administrative Services Area","","","","",03-OCT-24
"O10005940","10005940","MIT Sloan Facilities & Space Planning","DEPARTMENTS","10005940","HR-121015","121015","MIT Sloan Facilities & Space Planning","MIT Sloan Facilities & Space Planning","MIT Sloan Facilities & Space Planning","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005939","563","Sloan Administrative Services Area","10005940","564","MIT Sloan Facilities & Space Planning","D_SLOAN",03-OCT-24
"O10005942","10005942","MIT Sloan Human Resources","DEPARTMENTS","10005942","HR-121077","121077","MIT Sloan Human Resources","MIT Sloan Human Resources","MIT Sloan Human Resources","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005939","563","Sloan Administrative Services Area","10005942","566","MIT Sloan Human Resources","D_SLOAN",03-OCT-24
"O10005943","10005943","Sloan Degree Programs Area","ORGANIZATION LEVEL","","","","","","","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005943","567","Sloan Degree Programs Area","","","","",03-OCT-24
"O10005947","10005947","MIT Sloan Masters in Finance Program Ofc","DEPARTMENTS","10005947","HR-121083","121083","MIT Sloan Masters in Finance Program Ofc","MIT Sloan Masters in Finance Program Office","MIT Sloan Masters in Finance Program Office","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005943","567","Sloan Degree Programs Area","10005947","571","MIT Sloan Masters in Finance Program Ofc","D_SLOAN",03-OCT-24
"O10005949","10005949","MIT Sloan MBAn Program Office","DEPARTMENTS","10005949","HR-130000","130000","MIT Sloan MBAn Program Office","MIT Sloan Masters in Business Analytics Program","MIT Sloan Masters in Business Analytics Program","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005943","567","Sloan Degree Programs Area","10005949","573","MIT Sloan MBAn Program Office","D_SLOAN",03-OCT-24
"O10005950","10005950","MIT Sloan Undergraduate Programs","DEPARTMENTS","10005950","HR-121025","121025","MIT Sloan Undergraduate Programs","MIT Sloan Undergraduate Programs","MIT Sloan Undergraduate Programs","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005943","567","Sloan Degree Programs Area","10005950","574","MIT Sloan Undergraduate Programs","D_SLOAN",03-OCT-24
"O10005952","10005952","MIT Sloan Management Review","DEPARTMENTS","10005952","HR-121120","121120","MIT Sloan Management Review","MIT Sloan Management Review","MIT Sloan Management Review","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005951","575","MIT Sloan Management Review Area","10005952","576","MIT Sloan Management Review","D_SLOAN",03-OCT-24
"O10005953","10005953","Sloan Student Services Area","ORGANIZATION LEVEL","","","","","","","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005953","577","Sloan Student Services Area","","","","",03-OCT-24
"O10005957","10005957","Sloan Technology Services Area","ORGANIZATION LEVEL","","","","","","","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005957","581","Sloan Technology Services Area","","","","",03-OCT-24
"O10005983","10005983","Open Learning, Corp & Prof, Horizon","DEPARTMENTS","10005983","HR-405054","405054","Open Learning, Corp & Prof, Horizon","Open Learning, Corp & Prof, Horizon","Open Learning, Corp & Prof, Horizon","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10006008","10006008","Social & Ethical Resp. in Comp.","DEPARTMENTS","10006008","HR-060053","060053","Social & Ethical Resp. in Comp.","Social & Ethical Responsibilities in Computing","Social & Ethical Responsibilities in Computing","Schwarzman College of Computing Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10005758","513","Schwarzman College of Computing Area","10006008","585","Social & Ethical Resp. in Comp.","","","","D_SERC",03-OCT-24
"O10006058","10006058","J-PAL North America","DEPARTMENTS","10006058","HR-091021","091021","J-PAL North America","J-PAL North America","J-PAL North America","Humanities, Arts, & Social Sciences Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000020","12","Humanities, Arts, & Social Sciences Area","10004108","363","Economics Area","10006058","587","J-PAL North America","D_ECO",03-OCT-24
"O10006108","10006108","MIT Climate & Sustainability Consortium","DEPARTMENTS","10006108","HR-060901","060901","MIT Climate & Sustainability Consortium","MIT Climate & Sustainability Consortium","MIT Climate & Sustainability Consortium","Engineering Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000018","11","Engineering Area","10006108","589","MIT Climate & Sustainability Consortium","","","","D_MCSC",03-OCT-24
"O10006158","10006158","MIT-Amazon Science Hub","DEPARTMENTS","10006158","HR-065014","065014","MIT-Amazon Science Hub","MIT-Amazon Science Hub","MIT-Amazon Science Hub","Schwarzman College of Computing Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10005758","513","Schwarzman College of Computing Area","10006158","591","MIT-Amazon Science Hub","","","","D_MITAMAZON",03-OCT-24
"O10006208","10006208","Campus Services & Stewardship","DEPARTMENTS","10006208","HR-404523","404523","Campus Services & Stewardship","Campus Services & Stewardship","Campus Services & Stewardship","Executive Vice President Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10006208","593","Campus Services & Stewardship","","","","","","","D_CSS",03-OCT-24
"O10006258","10006258","MIT Sloan Diversity, Equity, & Inclusion","DEPARTMENTS","10006258","HR-121112","121112","MIT Sloan Diversity, Equity, & Inclusion","MIT Sloan Diversity, Equity, & Inclusion","MIT Sloan Diversity, Equity, & Inclusion","Sloan School of Management Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000031","17","Sloan School of Management Area","10005910","534","MIT Sloan Office of the Dean Area","10006258","595","MIT Sloan Diversity, Equity, & Inclusion","D_SLOAN",03-OCT-24
"O10006308","10006308","Dof Capital Budgeting & Analysis","DEPARTMENTS","10006308","HR-591040-H","591040","Dof Capital Budgeting & Analysis","Dof Capital Budgeting & Analysis","Dof Capital Budgeting & Analysis","MIT Department of Facilities area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10004934","416","MIT Department of Facilities area","10005261","445","Dof Finance & Administration Area","10006308","597","Dof Capital Budgeting & Analysis","D_FACILITIES",03-OCT-24
"O10006335","10006335","Open Learning, Archive Area","ORGANIZATION LEVEL","","","","","","","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","",03-OCT-24
"O10006336","10006336","Open Learning, Support Unit,Resource Dev","DEPARTMENTS","10006336","HR-405075","405075","Open Learning, Support Unit,Resource Dev","Open Learning,Supporting Unit,Resource Development","Open Learning,Supporting Unit,Resource Development","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10006358","10006358","Open Learning, Corp & Prof, Exp Learn","DEPARTMENTS","10006358","HR-405088","405088","Open Learning, Corp & Prof, Exp Learn","Open Learning, Corp & Prof, Exp Learn","Open Learning, Corp & Prof, Exp Learn","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10006408","10006408","Office of Research Computing and Data","DEPARTMENTS","10006408","HR-401875","401875","Office of Research Computing and Data","Office of Research Computing and Data","Office of Research Computing and Data","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10006408","607","Office of Research Computing and Data","","","","D_VPRESOFF",03-OCT-24
"O10006458","10006458","Open Learning, ODL, DCC","DEPARTMENTS","10006458","HR-405070","405070","Open Learning, ODL, DCC","Open Learning, ODL, DCC","Open Learning, ODL, DCC","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10006508","10006508","Business & Digital Transformation Office","DEPARTMENTS","10006508","HR-404524","404524","Business & Digital Transformation Office","Business & Digital Transformation Office","Business & Digital Transformation Office","Executive Vice President Area","Executive Vice President Area","MIT-All","10000000","1","MIT-All","10000002","3","Executive Vice President Area","10006508","612","Business & Digital Transformation Office","","","","","","","D_OBDT",03-OCT-24
"O10006558","10006558","Urban Studies Planning Area","ORGANIZATION LEVEL","","","","","","","Architecture & Planning Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000005","5","Architecture & Planning Area","10006558","615","Urban Studies Planning Area","","","","",03-OCT-24
"O10006608","10006608","Morningside Academy Area","ORGANIZATION LEVEL","","","","","","","Architecture & Planning Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000005","5","Architecture & Planning Area","10006608","618","Morningside Academy Area","","","","",03-OCT-24
"O10006658","10006658","VP for Climate Area","ORGANIZATION LEVEL","","","","","","","VP Research","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000032","18","VP Research","10006658","620","VP for Climate Area","","","","",03-OCT-24
"O10005564","10005564","Open Learning, J-WEL, Higher Ed","DEPARTMENTS","10005564","HR-405048","405048","Open Learning, J-WEL, Higher Ed","Open Learning, J-WEL, Higher Ed","Open Learning, J-WEL, Higher Ed","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
"O10005565","10005565","Open Learning, J-WEL, Workplace Learning","DEPARTMENTS","10005565","HR-405049","405049","Open Learning, J-WEL, Workplace Learning","Open Learning, J-WEL, Workplace Learning","Open Learning, J-WEL, Workplace Learning","Office of Provost Area","Provost Area","MIT-All","10000000","1","MIT-All","10000001","2","Provost Area","10000025","15","Office of Provost Area","10004583","397","Open Learning Area","10005083","427","MIT Open Learning area","D_DL",03-OCT-24
