"PROGRAM_CODE","PROGRAM_TITLE","CATEGORY_CODE","CATEGORY_TITLE","FOUR_DIGIT_CODE","FOUR_DIGIT_TITLE","NOTE","WAREHOUSE_LOAD_DATE","VERSION"
"151501","Engineering/Industrial Management","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1515","Engineering-Related Fields","(2020) No substantive changes ",17-MAY-23,"2020"
"151502","Engineering Design","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1515","Engineering-Related Fields","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"151503","Packaging Science","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1515","Engineering-Related Fields","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"151599","Engineering-Related Fields, Other","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1515","Engineering-Related Fields","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"151601","Nanotechnology","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1516","Nanotechnology","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"151701","Energy Systems Technology/Technician","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1517","Energy Systems Technologies/Technicians","(2020) Moved to / CIP text change (Moved from 150503 to 151701)",17-MAY-23,"2020"
"151702","Power Plant Technology/Technician","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1517","Energy Systems Technologies/Technicians","New in 2020",17-MAY-23,"2020"
"151703","Solar Energy Technology/Technician","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1517","Energy Systems Technologies/Technicians","(2020) Moved to (Moved from 150505 to 151703)",17-MAY-23,"2020"
"151704","Wind Energy Technology/Technician","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1517","Energy Systems Technologies/Technicians","New in 2020",17-MAY-23,"2020"
"151705","Hydroelectric Energy Technology/Technician","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1517","Energy Systems Technologies/Technicians","New in 2020",17-MAY-23,"2020"
"151706","Geothermal Energy Technology/Technician","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1517","Energy Systems Technologies/Technicians","New in 2020",17-MAY-23,"2020"
"151799","Energy Systems Technologies/Technicians, Other","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1517","Energy Systems Technologies/Technicians","New in 2020",17-MAY-23,"2020"
"159900","Engineering-Related Technologies, Other","15","ENGINEERING RELATED TECHNOLOGIES","1599","Engineering-Related Technologies, Other","",11-JUN-14,"1990"
"159999","Engineering/Engineering-Related Technologies/Technicians, Other","15","ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS","1599","Engineering/Engineering-Related Technologies/Technicians, Other","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"160000","FOREIGN LANGUAGES AND LITERATURES","16","FOREIGN LANGUAGES AND LITERATURES","1600","FOREIGN LANGUAGES AND LITERATURES","",11-JUN-14,"1990"
"160100","Foreign Languages and Literatures","16","FOREIGN LANGUAGES AND LITERATURES","1601","Foreign Languages and Literatures","",11-JUN-14,"1990"
"160101","Foreign Languages and Literatures, General","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1601","Linguistic, Comparative, and Related Language Studies and Services","(2020) No substantive changes ",17-MAY-23,"2020"
"160102","Linguistics","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1601","Linguistic, Comparative, and Related Language Studies and Services","(2020) No substantive changes ",17-MAY-23,"2020"
"160103","Language Interpretation and Translation","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1601","Linguistic, Comparative, and Related Language Studies and Services","(2020) No substantive changes ",17-MAY-23,"2020"
"160104","Comparative Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1601","Linguistic, Comparative, and Related Language Studies and Services","(2020) No substantive changes ",17-MAY-23,"2020"
"160105","Applied Linguistics","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1601","Linguistic, Comparative, and Related Language Studies and Services","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"160199","Linguistic, Comparative, and Related Language Studies and Services, Other","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1601","Linguistic, Comparative, and Related Language Studies and Services","(2020) No substantive changes ",17-MAY-23,"2020"
"160201","African Languages, Literatures, and Linguistics","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1602","African Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160300","East Asian Languages, Literatures, and Linguistics, General","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1603","East Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160301","Chinese Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1603","East Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160302","Japanese Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1603","East Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160303","Korean Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1603","East Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160304","Tibetan Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1603","East Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160399","East Asian Languages, Literatures, and Linguistics, Other","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1603","East Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160400","Slavic Languages, Literatures, and Linguistics, General","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1604","Slavic, Baltic and Albanian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160401","Baltic Languages, Literatures, and Linguistics","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1604","Slavic, Baltic and Albanian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160402","Russian Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1604","Slavic, Baltic and Albanian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160403","Slavic Languages and Literatures (Other Than Russian)","16","FOREIGN LANGUAGES AND LITERATURES","1604","East European Languages and Literatures","",11-JUN-14,"1990"
"160404","Albanian Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1604","Slavic, Baltic and Albanian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160405","Bulgarian Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1604","Slavic, Baltic and Albanian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160406","Czech Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1604","Slavic, Baltic and Albanian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160407","Polish Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1604","Slavic, Baltic and Albanian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160408","Bosnian, Serbian, and Croatian Languages and Literatures","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1604","Slavic, Baltic and Albanian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160409","Slovak Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1604","Slavic, Baltic and Albanian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160410","Ukrainian Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1604","Slavic, Baltic and Albanian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160499","Slavic, Baltic, and Albanian Languages, Literatures, and Linguistics, Other","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1604","Slavic, Baltic and Albanian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160500","Germanic Languages, Literatures, and Linguistics, General","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1605","Germanic Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160501","German Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1605","Germanic Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160502","Scandinavian Languages, Literatures, and Linguistics","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1605","Germanic Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160503","Danish Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1605","Germanic Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160504","Dutch/Flemish Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1605","Germanic Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160505","Norwegian Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1605","Germanic Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160506","Swedish Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1605","Germanic Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160599","Germanic Languages, Literatures, and Linguistics, Other","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1605","Germanic Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160600","Greek Languages and Literatures (Modern)","16","FOREIGN LANGUAGES AND LITERATURES","1606","Greek Languages and Literatures (Modern)","",11-JUN-14,"1990"
"160601","Modern Greek Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1606","Modern Greek Language and Literature","(2020) No substantive changes ",17-MAY-23,"2020"
"160602","Greek Language and Literature (Modern)","16","FOREIGN LANGUAGES AND LITERATURES","1606","Greek Languages and Literatures (Modern)","",11-JUN-14,"1990"
"1607 S","","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1607","South Asian Languages, Literatures, and Linguistics","",11-JUN-14,"2000"
"160700","South Asian Languages, Literatures, and Linguistics, General","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1607","South Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160701","Hindi Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1607","South Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160702","Sanskrit and Classical Indian Languages, Literatures, and Linguistics","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1607","South Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160703","South Asian Languages and Literatures","16","FOREIGN LANGUAGES AND LITERATURES","1607","South Asian Languages and Literatures","",11-JUN-14,"1990"
"160704","Bengali Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1607","South Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160705","Punjabi Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1607","South Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160706","Tamil Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1607","South Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160707","Urdu Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1607","South Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160799","South Asian Languages, Literatures, and Linguistics, Other","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1607","South Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160801","Iranian Languages, Literatures, and Linguistics","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1608","Iranian/Persian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160900","Romance Languages, Literatures, and Linguistics, General","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1609","Romance Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160901","French Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1609","Romance Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160902","Italian Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1609","Romance Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160904","Portuguese Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1609","Romance Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160905","Spanish Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1609","Romance Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160906","Romanian Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1609","Romance Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160907","Catalan Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1609","Romance Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"160908","Hispanic and Latin American Languages, Literatures, and Linguistics, General","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1609","Romance Languages, Literatures, and Linguistics","(2020) No substantive changes | New in 2010",17-MAY-23,"2020"
"160999","Romance Languages, Literatures, and Linguistics, Other","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1609","Romance Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161001","American Indian/Native American Languages, Literatures, and Linguistics","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1610","American Indian/Native American Languages, Literatures, and Linguistics","(2020) No substantive changes- CIP text change ",17-MAY-23,"2020"
"161100","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1611","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161101","Arabic Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1611","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161102","Hebrew Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1611","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161103","Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1611","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161199","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1611","Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161200","Classics and Classical Languages, Literatures, and Linguistics, General","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1612","Classics and Classical Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161201","Classics and Classical Languages and Literatures","16","FOREIGN LANGUAGES AND LITERATURES","1612","Classical and Ancient Near Eastern Languages and Literatures","",11-JUN-14,"1990"
"161202","Ancient/Classical Greek Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1612","Classics and Classical Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161203","Latin Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1612","Classics and Classical Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161299","Classics and Classical Languages, Literatures, and Linguistics, Other","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1612","Classics and Classical Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161301","Celtic Languages, Literatures, and Linguistics","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1613","Celtic Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161400","Southeast Asian Languages, Literatures, and Linguistics, General","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161401","Australian/Oceanic/Pacific Languages, Literatures, and Linguistics","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161402","Indonesian/Malay Languages and Literatures","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161403","Burmese Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161404","Filipino/Tagalog Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161405","Khmer/Cambodian Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161406","Lao Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161407","Thai Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161408","Vietnamese Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161409","Hawaiian Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics","New in 2020",17-MAY-23,"2020"
"161499","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics, Other","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1614","Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161501","Turkish Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1615","Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161502","Uralic Languages, Literatures, and Linguistics","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1615","Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161503","Hungarian/Magyar Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1615","Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161504","Mongolian Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1615","Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161599","Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics, Other","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1615","Turkic, Uralic-Altaic, Caucasian, and Central Asian Languages, Literatures, and Linguistics","(2020) No substantive changes ",17-MAY-23,"2020"
"161601","American Sign Language (ASL)","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1616","American Sign Language","(2020) No substantive changes ",17-MAY-23,"2020"
"161602","Linguistics of ASL and Other Sign Languages","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1616","American Sign Language","(2020) No substantive changes ",17-MAY-23,"2020"
"161603","Sign Language Interpretation and Translation","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1616","American Sign Language","(2020) No substantive changes ",17-MAY-23,"2020"
"161699","American Sign Language, Other","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1616","American Sign Language","(2020) No substantive changes ",17-MAY-23,"2020"
"161701","English as a Second Language","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1617","Second Language Learning","New in 2020",17-MAY-23,"2020"
"161801","Armenian Language and Literature","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1618","Armenian Languages, Literatures, and Linguistics","New in 2020",17-MAY-23,"2020"
"169900","Foreign Languages and Literatures, Other","16","FOREIGN LANGUAGES AND LITERATURES","1699","Foreign Languages and Literatures, Other","",11-JUN-14,"1990"
"169999","Foreign Languages, Literatures, and Linguistics, Other","16","FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","1699","Foreign Languages, Literatures, and Linguistics, Other","(2020) No substantive changes ",17-MAY-23,"2020"
"190000","Work and Family Studies","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1900","Work and Family Studies","",11-JUN-14,"2010"
"190100","Home Economics, General","19","HOME ECONOMICS","1901","Home Economics, General","",11-JUN-14,"1990"
"190101","Family and Consumer Sciences/Human Sciences, General","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1901","Family and Consumer Sciences/Human Sciences, General","(2020) No substantive changes ",17-MAY-23,"2020"
"190200","Home Economics Business Services","19","HOME ECONOMICS","1902","Home Economics Business Services","",11-JUN-14,"1990"
"190201","Business Family and Consumer Sciences/Human Sciences","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1902","Family and Consumer Sciences/Human Sciences Business Services","(2020) No substantive changes ",17-MAY-23,"2020"
"190202","Family and Consumer Sciences/Human Sciences Communication","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1902","Family and Consumer Sciences/Human Sciences Business Services","(2020) No substantive changes ",17-MAY-23,"2020"
"190203","Consumer Merchandising/Retailing Management","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1902","Family and Consumer Sciences/Human Sciences Business Services","(2020) No substantive changes ",17-MAY-23,"2020"
"190299","Family and Consumer Sciences/Human Sciences Business Services, Other","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1902","Family and Consumer Sciences/Human Sciences Business Services","(2020) No substantive changes ",17-MAY-23,"2020"
"190300","Family and Community Studies","19","HOME ECONOMICS","1903","Family and Community Studies","",11-JUN-14,"1990"
"190301","Family and Community Studies","19","HOME ECONOMICS","1903","Family and Community Studies","",11-JUN-14,"1990"
"190400","Family/Consumer Resource Management","19","HOME ECONOMICS","1904","Family/Consumer Resource Management","",11-JUN-14,"1990"
"190401","Family Resource Management Studies, General","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1904","Family and Consumer Economics and Related Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"190402","Consumer Economics","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1904","Family and Consumer Economics and Related Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"190403","Consumer Services and Advocacy","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1904","Family and Consumer Economics and Related Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"190499","Family and Consumer Economics and Related Services, Other","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1904","Family and Consumer Economics and Related Studies","(2020) No substantive changes ",17-MAY-23,"2020"
"190500","Foods and Nutrition Studies","19","HOME ECONOMICS","1905","Foods and Nutrition Studies","",11-JUN-14,"1990"
"190501","Foods, Nutrition, and Wellness Studies, General","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1905","Foods, Nutrition, and Related Services","(2020) No substantive changes ",17-MAY-23,"2020"
"190502","Foods and Nutrition Science","19","HOME ECONOMICS","1905","Foods and Nutrition Studies","",11-JUN-14,"1990"
"190503","Dietetics/Human Nutritional Services","19","HOME ECONOMICS","1905","Foods and Nutrition Studies","",11-JUN-14,"1990"
"190504","Human Nutrition","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1905","Foods, Nutrition, and Related Services","(2020) No substantive changes ",17-MAY-23,"2020"
"190505","Foodservice Systems Administration/Management","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1905","Foods, Nutrition, and Related Services","(2020) No substantive changes ",17-MAY-23,"2020"
"190599","Foods, Nutrition, and Related Services, Other","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1905","Foods, Nutrition, and Related Services","(2020) No substantive changes ",17-MAY-23,"2020"
"190600","Housing Studies","19","HOME ECONOMICS","1906","Housing Studies","",11-JUN-14,"1990"
"190601","Housing and Human Environments, General","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1906","Housing and Human Environments","(2020) No substantive changes ",17-MAY-23,"2020"
"190603","Interior Environments","19","HOME ECONOMICS","1906","Housing Studies","",11-JUN-14,"1990"
"190604","Facilities Planning and Management","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1906","Housing and Human Environments","(2020) No substantive changes ",17-MAY-23,"2020"
"190605","Home Furnishings and Equipment Installers","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1906","Housing and Human Environments","(2020) No substantive changes ",17-MAY-23,"2020"
"190699","Housing and Human Environments, Other","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1906","Housing and Human Environments","(2020) No substantive changes ",17-MAY-23,"2020"
"190700","Individual and Family Development Studies","19","HOME ECONOMICS","1907","Individual and Family Development Studies","",11-JUN-14,"1990"
"190701","Human Development and Family Studies, General","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1907","Human Development, Family Studies, and Related Services","(2020) No substantive changes ",17-MAY-23,"2020"
"190702","Adult Development and Aging","19","FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES","1907","Human Development, Family Studies, and Related Services","(2020) No substantive changes ",17-MAY-23,"2020"
"190703","Family and Marriage Counseling","19","HOME ECONOMICS","1907","Individual and Family Development Studies","",11-JUN-14,"1990"
