"ACADEMIC_YEAR","SUBJECT_ID","SUBJECT_CODE","SUBJECT_NUMBER","SOURCE_SUBJECT_ID","PRINT_SUBJECT_ID","IS_PRINTED_IN_BULLETIN","DEPARTMENT_CODE","DEPARTMENT_NAME","EFFECTIVE_TERM_CODE","SUBJECT_SHORT_TITLE","SUBJECT_TITLE","IS_VARIABLE_UNITS","LECTURE_UNITS","LAB_UNITS","PREPARATION_UNITS","TOTAL_UNITS","DESIGN_UNITS","GRADE_TYPE","GRADE_TYPE_DESC","GRADE_RULE","GRADE_RULE_DESC","HGN_CODE","HGN_DESC","HGN_EXCEPT","GIR_ATTRIBUTE","GIR_ATTRIBUTE_DESC","COMM_REQ_ATTRIBUTE","COMM_REQ_ATTRIBUTE_DESC","TUITION_ATTRIBUTE","TUITION_ATTRIBUTE_DESC","WRITE_REQ_ATTRIBUTE","WRITE_REQ_ATTRIBUTE_DESC","SUPERVISOR_ATTRIBUTE","SUPERVISOR_ATTRIBUTE_DESC","PREREQUISITES","SUBJECT_DESCRIPTION","JOINT_SUBJECTS","SCHOOL_WIDE_ELECTIVES","MEETS_WITH_SUBJECTS","EQUIVALENT_SUBJECTS","IS_OFFERED_THIS_YEAR","IS_OFFERED_FALL_TERM","IS_OFFERED_IAP","IS_OFFERED_SPRING_TERM","IS_OFFERED_SUMMER_TERM","FALL_INSTRUCTORS","SPRING_INSTRUCTORS","STATUS_CHANGE","LAST_ACTIVITY_DATE","WAREHOUSE_LOAD_DATE","MASTER_SUBJECT_ID","HASS_ATTRIBUTE","HASS_ATTRIBUTE_DESC","TERM_DURATION","GLOBAL_REGIONS","GLOBAL_COUNTRIES","ON_LINE_PAGE_NUMBER","SO_SUBJECT_ID","SO_TERM_CODE","SO_TERM_DESCRIPTION","SO_CLUSTER_TYPE","SECTION_ID","IS_MASTER_SECTION","IS_LECTURE_SECTION","IS_LAB_SECTION","IS_RECITATION_SECTION","IS_DESIGN_SECTION","RESPONSIBLE_FACULTY_NAME","RESPONSIBLE_FACULTY_MIT_ID","MEET_TIME","MEET_PLACE"
"2008","1.00","1","00","1.00","1.00","Y","1","Civil and Environmental Eng","2007FA","Computers & Engin Prob Solving","Introduction to Computers and Engineering Problem Solving","N",5,1,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","REST","Rest Elec in Sci & Tech","","","","","","","","","18.01","Fundamental software development and computational methods for engineering, scientific and managerial applications. Emphasis on object-oriented software design and development. Active learning using laptop computers (available on loan). Assignments cover programming concepts, graphical user interfaces, numerical methods, data structures, sorting and searching, computer graphics and selected advanced topics. The Java programming language is used.","","","1.001","","Y","Y","N","Y","N","S. R. Lerman, V. J. Harward","G. Kocur","",19-OCT-06,28-OCT-24,"","","","","","","","1.00","2008FA","Fall Term 2007-2008","M","000,R02,R05,R10,R04,R08,R06,R11,R07,R01,R09,R03,L01","N,N,N,N,N,N,N,N,N,N,N,N,Y","N,N,N,N,N,N,N,N,N,N,N,Y,N","N,N,N,N,N,N,N,N,N,N,N,N,N","N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N","N,N,N,N,N,N,N,N,N,N,N,N,N","Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson","900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299","M12,MW2.30-4,F3,M1,T1,T11,T3,T12,M11,T2,T2,T10,M1","1-242,10-250,1-242,5-234,1-134,3-343,1-150,1-375,1-273,1-136,3-343,1-132"
"2008","1.00","1","00","1.00","1.00","Y","1","Civil and Environmental Eng","2007FA","Computers & Engin Prob Solving","Introduction to Computers and Engineering Problem Solving","N",5,1,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","REST","Rest Elec in Sci & Tech","","","","","","","","","18.01","Fundamental software development and computational methods for engineering, scientific and managerial applications. Emphasis on object-oriented software design and development. Active learning using laptop computers (available on loan). Assignments cover programming concepts, graphical user interfaces, numerical methods, data structures, sorting and searching, computer graphics and selected advanced topics. The Java programming language is used.","","","1.001","","Y","Y","N","Y","N","S. R. Lerman, V. J. Harward","G. Kocur","",19-OCT-06,28-OCT-24,"","","","","","","","1.00","2008SP","Spring Term 2007-2008","M","000,R06,R10,R07,R14,R05,R01,R16,R13,R08,R09,R18,R17,R03,R11,R04,R12,R02,L01,R15","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N","N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N","Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George","900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831","M2,M1,T2,T10,T11,T12,M10,M12,T1,M10,M12,T4,T2,T3,M11,M2,MWF3-4.30,T3,T12","1-379,5-234,1-379,1-132,1-242,1-132,5-217,1-273,1-371,1-375,1-242,5-234,1-371,1-371,1-242,26-100,5-217,3-442,5-134"
"2009","1.00","1","00","1.00","1.00","Y","1","Civil and Environmental Eng","2009FA","Intro Comp & Engr Prob Solving","Introduction to Computers and Engineering Problem Solving","N",5,1,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","REST","Rest Elec in Sci & Tech","","","","","","","","","GIR:CAL1","Fundamental software development and computational methods for engineering, scientific and managerial applications. Emphasis on object-oriented software design and development. Active learning using laptop computers (available on loan). Assignments cover programming concepts, graphical user interfaces, numerical methods, data structures, sorting and searching, computer graphics and selected advanced topics. The Java programming language is used.","","","1.001","","Y","Y","N","Y","N","V. J. Harward, G. Kocur, S. R. Lerman","C. Cassa, V.J. Harward","",22-JAN-09,28-OCT-24,"","","","","","","","1.00","2009FA","Fall Term 2008-2009","M","000,L01,R01","N,N,Y","N,Y,N","N,N,N","N,N,Y","N,N,N","Harward, Judson,Harward, Judson,Harward, Judson","900008299,900008299,900008299","MWF3-4.30,*TO BE ARRANGED","10-250"
"2009","1.00","1","00","1.00","1.00","Y","1","Civil and Environmental Eng","2009FA","Intro Comp & Engr Prob Solving","Introduction to Computers and Engineering Problem Solving","N",5,1,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","REST","Rest Elec in Sci & Tech","","","","","","","","","GIR:CAL1","Fundamental software development and computational methods for engineering, scientific and managerial applications. Emphasis on object-oriented software design and development. Active learning using laptop computers (available on loan). Assignments cover programming concepts, graphical user interfaces, numerical methods, data structures, sorting and searching, computer graphics and selected advanced topics. The Java programming language is used.","","","1.001","","Y","Y","N","Y","N","V. J. Harward, G. Kocur, S. R. Lerman","C. Cassa, V.J. Harward","",22-JAN-09,28-OCT-24,"","","","","","","","1.00","2009SP","Spring Term 2008-2009","M","000,R17,R01,R12,L01,R15,R14,R09,R04,R11,R07,R16,R10,R02,R13,R08,R05,R06,R18,R19,R03,P01","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N","N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N","Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson","900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299","T2,M12,M11,M2,M1,T2,M2,M10,T10,M1,M12,M1,T11,T12,MWF3-4.30,M9,M2,T3,T4,*1ST MTG 3 PM FEB 4,M11","1-371,1-375,32-123,1-246,1-134,5-233,1-277,5-232,1-242,1-134,1-134,1-242,1-277,1-246,5-233,1-379,1-246,10-250,1-246,1-134,5-233"
"2010","1.00","1","00","1.00","1.00","Y","1","Civil and Environmental Eng","2010FA","Intro Comp & Engr Prob Solving","Introduction to Computers and Engineering Problem Solving","N",5,1,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","REST","Rest Elec in Sci & Tech","","","","","","","","","GIR:CAL1","Fundamental software development and computational methods for engineering, scientific and managerial applications. Emphasis on object-oriented software design and development. Active learning using laptop computers (available on loan). Assignments cover programming concepts, graphical user interfaces, numerical methods, data structures, sorting and searching, computer graphics and selected advanced topics. The Java programming language is used.","","","1.001","","Y","Y","N","Y","N","V. J. Harward, G. Kocur","G. Kocur, C. Cassa","",13-MAY-09,28-OCT-24,"1.00","","","Full Term Subject","","","http://student.mit.edu/catalog/m1a.html","1.00","2010FA","Fall Term 2009-2010","M","000,R01,L01,R15,R04,R10,R05,R02,R14,R08,R09,R13,R06,R11,R07,R12,R03","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N","N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N","Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson","900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299","T10-11,M2-3,MWF3-4.30,T12-1,M11-12,T1,T11-12,M10-11,T3-4,T4-5,M2-3,T1-2,M12-1,T2-3,M1-2,T12-1","5-233,5-232,10-250,1-375,1-132,1-246,1-246,1-273,5-231,1-150,5-134,1-375,1-134,5-234,1-132,1-375"
"2010","1.00","1","00","1.00","1.00","Y","1","Civil and Environmental Eng","2010FA","Intro Comp & Engr Prob Solving","Introduction to Computers and Engineering Problem Solving","N",5,1,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","REST","Rest Elec in Sci & Tech","","","","","","","","","GIR:CAL1","Fundamental software development and computational methods for engineering, scientific and managerial applications. Emphasis on object-oriented software design and development. Active learning using laptop computers (available on loan). Assignments cover programming concepts, graphical user interfaces, numerical methods, data structures, sorting and searching, computer graphics and selected advanced topics. The Java programming language is used.","","","1.001","","Y","Y","N","Y","N","V. J. Harward, G. Kocur","G. Kocur, C. Cassa","",13-MAY-09,28-OCT-24,"1.00","","","Full Term Subject","","","http://student.mit.edu/catalog/m1a.html","1.00","2010SP","Spring Term 2009-2010","M","000,R01,R11,R12,R03,R05,R08,R04,R14,R06,R07,R02,R15,R09,R13,R10,P01,L01","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y","N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N","N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N","Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George","900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831","M1,T4,*1ST MTG 3 PM FEB 3,M3,M4,T2,M1,T1,T3,T1,MWF3-4.30,T2,M2,M3,M4,M2,T3","10-250,10-250"
"2011","1.00","1","00","1.00","1.00","Y","1","Civil and Environmental Eng","2010FA","Intro Comp & Engr Prob Solving","Introduction to Computers and Engineering Problem Solving","N",5,1,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","REST","Rest Elec in Sci & Tech","","","","","","","","","GIR:CAL1","Fundamental software development and computational methods for engineering, scientific and managerial applications. Emphasis on object-oriented software design and development. Active learning using laptop computers (available on loan). Assignments cover programming concepts, graphical user interfaces, numerical methods, data structures, sorting and searching, computer graphics and selected advanced topics. The Java programming language is used.","","","1.001","","Y","Y","N","Y","N","V. J. Harward, G. Kocur","G. Kocur, C. Cassa","",01-DEC-09,28-OCT-24,"1.00","","","Full Term Subject","","","http://student.mit.edu/catalog/m1a.html","1.00","2011FA","Fall Term 2010-2011","M","000,R12,L01,R01,R05,R10,R07,R06,R09,R15,R04,R03,R13,R14,R02,R11,R08","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N","N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N","Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson,Harward, Judson","900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299,900008299","T2,T1,T12,T4,M1,M12,T2,T3,M11,T11,M2,T10,M2,T1,M10,MWF3-4.30","1-273,1-132,1-246,1-375,1-246,3-442,5-232,1-134,1-150,3-442,1-132,5-231,1-134,5-233,1-375,10-250"
"2011","1.00","1","00","1.00","1.00","Y","1","Civil and Environmental Eng","2010FA","Intro Comp & Engr Prob Solving","Introduction to Computers and Engineering Problem Solving","N",5,1,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","REST","Rest Elec in Sci & Tech","","","","","","","","","GIR:CAL1","Fundamental software development and computational methods for engineering, scientific and managerial applications. Emphasis on object-oriented software design and development. Active learning using laptop computers (available on loan). Assignments cover programming concepts, graphical user interfaces, numerical methods, data structures, sorting and searching, computer graphics and selected advanced topics. The Java programming language is used.","","","1.001","","Y","Y","N","Y","N","V. J. Harward, G. Kocur","G. Kocur, C. Cassa","",01-DEC-09,28-OCT-24,"1.00","","","Full Term Subject","","","http://student.mit.edu/catalog/m1a.html","1.00","2011SP","Spring Term 2010-2011","M","000,R01,L01","N,N,Y","N,N,Y","N,N,N","N,Y,N","N,N,N","Kocur, George,Kocur, George,Kocur, George","900024831,900024831,900024831","TBD,MWF3-4.30","TBD,10-250"
"2012","1.00","1","00","1.00","1.00","Y","1","Civil and Environmental Eng","2012FA","Intro Comp & Engr Prob Solving","Introduction to Computers and Engineering Problem Solving","N",5,1,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","REST","Rest Elec in Sci & Tech","","","","","","","","","GIR:CAL1","","","","1.001, 1.002","","Y","Y","N","Y","N","V. J. Harward, G. Kocur","G. Kocur, C. Cassa","",27-JUN-11,28-OCT-24,"1.00","","","Full Term Subject","","","http://student.mit.edu/catalog/m1a.html","1.00","2012FA","Fall Term 2011-2012","M","000,R12,R06,R13,R03,L01,R09,R10,R14,R07,R01,R08,R05,R15,R04,R02,R11","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y","N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N","N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N","Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George","900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831","T1,M2,T2,M12,MWF3-4.30,T12,T12,T 4,T10,M10,M1,T 3,M2,M11,T1,T11","1-379,1-379,10-250,1-371,1-375,4-146,1-273,1-134,1-273,1-150,4-146,1-132,1-273,1-371,1-375,1-273"
"2012","1.00","1","00","1.00","1.00","Y","1","Civil and Environmental Eng","2012FA","Intro Comp & Engr Prob Solving","Introduction to Computers and Engineering Problem Solving","N",5,1,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","REST","Rest Elec in Sci & Tech","","","","","","","","","GIR:CAL1","","","","1.001, 1.002","","Y","Y","N","Y","N","V. J. Harward, G. Kocur","G. Kocur, C. Cassa","",27-JUN-11,28-OCT-24,"1.00","","","Full Term Subject","","","http://student.mit.edu/catalog/m1a.html","1.00","2012SP","Spring Term 2011-2012","M","000,R03,R04,L01,R01,R09,R02,R10,R05,R08,R12,R07,R11,R13,R06","N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y","N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N","N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y","N,N,N,N,N,N,N,N,N,N,N,N,N,N,N","Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George","900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831","M2,T1,M 12,MWF3-4.30,M1,T2,T10,T11,T12,T2,T3,M12,T12,T1","5-233,5-234,5-234,1-277,1-371,5-233,1-379,1-246,1-371,1-246,1-246,1-273,1-375,10-250"
"2013","1.00","1","00","1.00","1.00","Y","1","Civil and Environmental Eng","2013FA","Intro Comp & Engr Prob Solving","Introduction to Computers and Engineering Problem Solving","N",5,1,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","REST","Rest Elec in Sci & Tech","","","","","","","","","GIR:CAL1","Presents the fundamentals of object-oriented software design and development, computational methods and sensing for engineering, and scientific and managerial applications. Covers design of classes, inheritance, graphical user interfaces, numerical methods, streams, threads, sensors, and data structures. Students use Java programming language to complete weekly software assignments. Laptop computers available on loan. Students taking graduate version 1.002 complete additional assignments.","","","1.001, 1.002","","Y","Y","N","Y","N","G. Kocur","G. Kocur, C. Cassa","",23-AUG-12,28-OCT-24,"1.00","","","Full Term Subject","","","http://student.mit.edu/catalog/m1a.html","1.00","2013FA","Fall Term 2012-2013","M","000,R01,L01","N,N,Y","N,N,Y","N,N,N","N,Y,N","N,N,N","Kocur, George,Kocur, George,Kocur, George","900024831,900024831,900024831","*TBA,MWF3-4.30","TBA,10-250"
"2013","1.00","1","00","1.00","1.00","Y","1","Civil and Environmental Eng","2013FA","Intro Comp & Engr Prob Solving","Introduction to Computers and Engineering Problem Solving","N",5,1,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","REST","Rest Elec in Sci & Tech","","","","","","","","","GIR:CAL1","Presents the fundamentals of object-oriented software design and development, computational methods and sensing for engineering, and scientific and managerial applications. Covers design of classes, inheritance, graphical user interfaces, numerical methods, streams, threads, sensors, and data structures. Students use Java programming language to complete weekly software assignments. Laptop computers available on loan. Students taking graduate version 1.002 complete additional assignments.","","","1.001, 1.002","","Y","Y","N","Y","N","G. Kocur","G. Kocur, C. Cassa","",23-AUG-12,28-OCT-24,"1.00","","","Full Term Subject","","","http://student.mit.edu/catalog/m1a.html","1.00","2013SP","Spring Term 2012-2013","M","000,R02,R07,R03,R15,R06,R04,R11,L01,R01,R10,R13,R09,R05","N,N,N,N,N,N,N,N,N,N,N,N,N,Y","N,N,N,N,Y,N,N,N,N,N,N,N,N,N","N,N,N,N,N,N,N,N,N,N,N,N,N,N","N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y","N,N,N,N,N,N,N,N,N,N,N,N,N,N","Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George,Kocur, George","900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831,900024831","M12,T12,T2,MWF3-4.30,T11,M11,T2,T10,T3,M1,T2,T12,T1","1-242,1-379,10-250,5-231,1-242,5-234,1-273,5-231,5-231,1-135,1-132,1-375,1-242"
"2014","1.00","1","00","1.00","1.00","Y","1","Civil and Environmental Eng","2014FA","Intro Comp & Engr Prob Solving","Introduction to Computers and Engineering Problem Solving","N",5,1,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","REST","Rest Elec in Sci & Tech","","","","","","","","","GIR:CAL1","Presents the fundamentals of object-oriented software design and development, computational methods and sensing for engineering, and scientific and managerial applications. Covers design of classes, inheritance, graphical user interfaces, numerical methods, streams, threads, sensors, and data structures. Students use Java programming language to complete weekly software assignments. Laptop computers available on loan. Students taking graduate version 1.002 complete additional assignments.","","","1.001, 1.002","","Y","Y","N","Y","N","G. Kocur","J. Williams","",09-OCT-13,28-OCT-24,"1.00","","","Full Term Subject","","","http://student.mit.edu/catalog/m1a.html","1.00","2014FA","Fall Term 2013-2014","M","000,R01,L01","N,N,Y","N,N,Y","N,N,N","N,Y,N","N,N,N","Kocur, George,Kocur, George,Kocur, George","900024831,900024831,900024831","M12-1,MWF3-4.30","1-379,10-250"
"2014","1.00","1","00","1.00","1.00","Y","1","Civil and Environmental Eng","2014FA","Intro Comp & Engr Prob Solving","Introduction to Computers and Engineering Problem Solving","N",5,1,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","REST","Rest Elec in Sci & Tech","","","","","","","","","GIR:CAL1","Presents the fundamentals of object-oriented software design and development, computational methods and sensing for engineering, and scientific and managerial applications. Covers design of classes, inheritance, graphical user interfaces, numerical methods, streams, threads, sensors, and data structures. Students use Java programming language to complete weekly software assignments. Laptop computers available on loan. Students taking graduate version 1.002 complete additional assignments.","","","1.001, 1.002","","Y","Y","N","Y","N","G. Kocur","J. Williams","",09-OCT-13,28-OCT-24,"1.00","","","Full Term Subject","","","http://student.mit.edu/catalog/m1a.html","1.00","2014SP","Spring Term 2013-2014","M","000,R02,R05,R03,R01,R04,L01","N,N,N,N,N,N,Y","N,N,N,N,N,N,Y","N,N,N,N,N,N,N","N,Y,N,Y,Y,Y,Y","N,N,N,N,N,N,N","Williams, John,Williams, John,Williams, John,Williams, John,Williams, John,Williams, John,Williams, John","900022457,900022457,900022457,900022457,900022457,900022457,900022457","T 1-2,W2-3,T 2-3,T,MWF3-4.30,W12-1","1-115,1-246,1-115,1-134,10-250,1-115"
"2015","1.00","1","00","1.00","1.00","Y","1","Civil and Environmental Eng","2015FA","Intro Comp & Engr Prob Solving","Introduction to Computers and Engineering Problem Solving","N",5,1,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","REST","Rest Elec in Sci & Tech","","","","","","","","","GIR:CAL1","Presents the fundamentals of computing and computer programming (procedural and object-oriented programming) in an engineering context. Introduces logical operations, floating-point arithmetic, data structures, induction, iteration, and recursion. Computational methods for interpolation, regression, root finding, sorting, searching, and the solution of linear systems of equations and ordinary differential equations. Control of sensors and visualization of scientific data. Draws examples from engineering and scientific applications. Students use the MATLAB programming environment to complete weekly assignments.","","","1.001, 1.002","","Y","N","N","Y","N","J. Williams","J. Williams","",25-FEB-14,28-OCT-24,"1.00","","","Full Term Subject","","","http://student.mit.edu/catalog/m1a.html","1.00","2015SP","Spring Term 2014-2015","M","000,R01,R03,L01,R04,R02,R05","N,N,N,N,N,N,Y","N,N,N,N,N,Y,N","N,N,N,N,N,N,N","N,Y,Y,Y,Y,N,Y","N,N,N,N,N,N,N","Williams, John,Williams, John,Williams, John,Williams, John,Williams, John,Williams, John,Williams, John","900022457,900022457,900022457,900022457,900022457,900022457,900022457","T12,W12,MWF3-4.30,T1,W2,T2","1-150,1-132,1-132,1-132,1-132,10-250"
"2016","1.00","1","00","1.00","1.00","Y","1","Civil and Environmental Eng","2016FA","Eng Computation & Data Science","Engineering Computation and Data Science","N",5,1,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","REST","Rest Elec in Sci & Tech","","","","","","","","","GIR:CAL1","Presents the fundamentals of computing and computer programming (procedural and object-oriented programming) in an engineering context. Introduces logical operations, floating-point arithmetic, data structures, induction, iteration, and recursion. Computational methods for interpolation, regression, root finding, sorting, searching, and the solution of linear systems of equations and ordinary differential equations. Control of sensors and visualization of scientific data. Draws examples from engineering and scientific applications. Students use the MATLAB programming environment to complete weekly assignments.","","","1.001","","Y","N","N","Y","N","J. Williams","J. Williams","",22-SEP-15,28-OCT-24,"1.00","","","Full Term Subject","","","http://student.mit.edu/catalog/m1a.html","1.00","2016SP","Spring Term 2015-2016","M","000,R02,R03,R01,L01","N,N,N,N,Y","N,N,N,N,Y","N,N,N,N,N","N,Y,Y,N,Y","N,N,N,N,N","Williams, John,Williams, John,Williams, John,Williams, John,Williams, John","900022457,900022457,900022457,900022457,900022457","T1,T12,TR9.30-11,F3-4.30,W12","1-277,1-277,1-390,1-132"
"2017","1.00","1","00","1.00","1.00","Y","1","Civil and Environmental Eng","2016FA","Eng Computation & Data Science","Engineering Computation and Data Science","N",5,1,6,12,0,"L","Letter graded","N","Not repeatable for credit","U","Undergraduate","","REST","Rest Elec in Sci & Tech","","","","","","","","","GIR:CAL1","Presents fundamentals of computing and programming in an engineering context with an emphasis on data science. Introduces basics of web computing, data structures, and techniques for data analysis. Includes filtering, linear regression, simple machine learning (clustering and classifiers), and visualization. Surveys techniques for ingesting, processing, analyzing, and visualizing engineering data from a range of fields, including geo-spatial, environment, infrastructure, city dynamics, and numerical experiments. Students use JavaScript and HTML5 programming language to complete weekly assignments. Students taking graduate version complete additional assignments.","","","1.001","","Y","N","N","Y","N","J. Williams","J. Williams","",07-FEB-17,28-OCT-24,"1.00","","","Full Term Subject","","","http://student.mit.edu/catalog/m1a.html","1.00","2017SP","Spring Term 2016-2017","M","000,R01,L01","N,N,Y","N,N,Y","N,N,N","N,Y,N","N,N,N","Williams, John,Williams, John,Williams, John","900022457,900022457,900022457","F10,MW9.30-11,F9","1-390,1-390"
