"FCLT_BUILDING_HIST_KEY","FISCAL_PERIOD","FCLT_BUILDING_KEY","BUILDING_NUMBER","PARENT_BUILDING_NUMBER","PARENT_BUILDING_NAME","PARENT_BUILDING_NAME_LONG","BUILDING_NAME_LONG","EXT_GROSS_AREA","ASSIGNABLE_AREA","NON_ASSIGNABLE_AREA","SITE","CAMPUS_SECTOR","ACCESS_LEVEL_CODE","ACCESS_LEVEL_NAME","BUILDING_TYPE","OWNERSHIP_TYPE","BUILDING_USE","OCCUPANCY_CLASS","BUILDING_HEIGHT","COST_CENTER_CODE","COST_COLLECTOR_KEY","LATITUDE_WGS","LONGITUDE_WGS","EASTING_X_SPCS","NORTHING_Y_SPCS","BUILDING_SORT","BUILDING_NAMED_FOR","BUILDING_NAME","DATE_BUILT","DATE_ACQUIRED","DATE_OCCUPIED","WAREHOUSE_LOAD_DATE","NUM_OF_ROOMS"
"E53-201508","201508","E53","E53","","","","Grover M Hermann Building",95445.1,63414.1,25153.08,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGA3","72.20","1825300","1825300",42.361188175899898,-71.083592274799898,768708.09014900005,2956920.8726300001,"E53","GROVER MARTIN HERMANN","HERMANN BUILDING",01-JAN-64,,01-OCT-65,01-MAR-15,289
"E55-201508","201508","E55","E55","","","","Eastgate Married Student Housing",172358.83,120283.18,29645.23,"MIT","EAST",2,"2","RESIDENT","OWNED","DHOA","UGR2","272.80","1348200","1348200",42.361736081399897,-71.083908763500006,768621.58020900004,2957120.12301999,"E55","","EASTGATE",01-NOV-65,,01-AUG-67,01-MAR-15,438
"E60-201508","201508","E60","E60","","","","Arthur D Little Building",30130.11,12536.82,13088.45,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGB","","","",42.3611773055,-71.082175677199899,769090.96655200003,2956918.78354999,"E60","ARTHUR D. LITTLE","ARTHUR D LITTLE BUILDING",31-DEC-17,01-JUL-97,01-MAR-94,01-MAR-15,133
"E62-201508","201508","E62","E62","","","","Building E62",405033.97,274524.21,95303.04,"MIT","EAST",2,"2","ACADEMIC","OWNED","AER","UGBA3","","1823000","1823000",42.361347473400002,-71.082654949000002,768961.13217600004,2956980.1616799901,"E62","","BUILDING E62",,,,01-MAR-15,649
"E70-201508","201508","E70","E70","","","","Badger Building",34914.58,24548.34,0,"MIT","EAST",2,"2","SERVICE","LEASED","OTH","UGB","226.70","1827000","1827000",42.362749232100001,-71.083463188600007,768740.19956099906,2957489.9233900001,"E70","","BADGER BUILDING",,,01-OCT-95,01-MAR-15,132
"E90-201508","201508","E90","E90","","","","Building E90",14245.56,12565.39,152.18,"MIT","EAST",3,"3","ACADEMIC","LEASED","AER","UGB","0.00","","",,,,,"E90","","BUILDING E90",21-MAR-14,,,01-MAR-15,79
"N10-201508","201508","N10","N10","","","","High Voltage Research Laboratory",10041.46,8107.66,632.03,"MIT","NORTH",1,"1","ACADEMIC","OWNED","AER","UGB","33.00","1851000","1851000",42.360863297599899,-71.095450958100002,765503.660821,2956787.0565499901,"N10","","HIGH VOLTAGE RESEARCH LAB",01-JUL-64,,01-FEB-65,01-MAR-15,52
"N16-201508","201508","N16","N16","","","","Cooling Tower & Oil Reserve",31334.45,0,25029.45,"MIT","NORTH",0,"0","SERVICE","OWNED","OTH","UGU","59.00","","",42.361266616599899,-71.094065925199899,765877.28985399904,2956935.8126300001,"N16","","COOLING TOWER & OIL RESERVE",20-SEP-71,,31-DEC-72,01-MAR-15,26
"N51-201508","201508","N51","N51","","","","Building N51",44980.93,32641.41,8419.29,"MIT","NORTH",2,"2","ACADEMIC","OWNED","AER","UGBA3","50.90","1855100","1855100",42.362284424099897,-71.097627705700006,764912.91509100003,2957302.1611899901,"N51","","BUILDING N51",31-DEC-24,16-APR-82,01-JAN-64,01-MAR-15,127
"N52-201508","201508","N52","N52","","","","MIT Museum",103874.44,71387.57,21271.39,"MIT","NORTH",2,"2","ACADEMIC","OWNED","AER","UGA3B","56.80","1855200","1855200",42.362272730100003,-71.097188232700006,765031.70745500003,2957298.4603300001,"N52","","MIT MUSEUM",31-DEC-24,16-APR-82,01-JAN-64,01-MAR-15,324
"N57-201508","201508","N57","N57","","","","Building N57",46633.25,41521.21,2815.06,"MIT","NORTH",2,"2","SERVICE","OWNED","AER","UGBS1","78.20","1855700","1855700",42.363011404399899,-71.098829638400005,764586.83377400006,2957565.5576800001,"N57","","BUILDING N57",31-DEC-22,01-SEP-80,,01-MAR-15,52
"OC1-201508","201508","OC1","OC1","","","","Endicott House",29214.19,17229.44,6961.62,"END","OFFCAMPUS",2,"2","ACADEMIC","OWNED","OTH","UGR1A3","","","",42.253948894600001,-71.193654414700006,739102.39364899904,2917714.92627999,"OC01","THE ENDICOTT FAMILY","ENDICOTT HOUSE",,24-DEC-54,01-JUL-55,01-MAR-15,185
"OC6-201508","201508","OC6","OC6","","","","645 Summer Street",2200.92,1282.67,0,"BOS","OFFCAMPUS",1,"1","SERVICE","LEASED","OTH","(NULL)","","","",,,,,"OC06","","645 SUMMER STREET",,,29-APR-08,01-MAR-15,1
"W11-201508","201508","W11","W11","","","","Religious Activities Center",13590.41,7922.29,4152.3,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGB","16.40","1831100","1831100",42.358261085899898,-71.093535776300001,766025.78984600003,2955841.2188300001,"W11","","RELIGIOUS ACTIVITIES CENTER",31-DEC-36,01-FEB-66,01-JAN-67,01-MAR-15,63
"W13-201508","201508","W13","W13","","","","Bexley Hall",52878.95,39026.29,6156.84,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","45.80","1345600","1345600",42.358533902600001,-71.093697180500001,765981.69230300002,2955940.4308799901,"W13","","BEXLEY HALL",31-DEC-12,31-DEC-39,01-SEP-39,01-MAR-15,150
"W15-201508","201508","W15","W15","","","","MIT Chapel",5339.35,2834.87,1946.54,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGA4","33.20","1831500","1831500",42.3583268776,-71.094124939599894,765866.43793400005,2955864.4363799901,"W15","","MIT CHAPEL",01-MAY-54,,01-MAY-55,01-MAR-15,25
"W16-201508","201508","W16","W16","","","","Kresge Auditorium",42145.98,20454.71,17716.79,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGA1A3","50.20","1831600","1831600",42.358133831799897,-71.095057906799894,765614.61178499903,2955792.8880799902,"W16","SEBASTIAN S. KRESGE","KRESGE AUDITORIUM",01-MAY-53,,31-DEC-56,01-MAR-15,93
"W20-201508","201508","W20","W20","","","","Julius Adams Stratton Student Center",183162,116165.53,55856.44,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGA3M","75.00","1832000","1832000",42.3590424012,-71.094774640200001,765689.59944699903,2956124.3528800001,"W20","JULIUS ADAMS STRATTON","STRATTON STUDENT CENTER",01-SEP-63,,01-OCT-65,01-MAR-15,428
"W31-201508","201508","W31","W31","","","","David Flett du Pont Athletic Gymnasium",71443.5,53401.65,9744.51,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGA3B","52.60","1833100","1833100",42.359637756200001,-71.095168238499895,765582.19012499903,2956340.8070499902,"W31","DAVID FLETT DUPONT","DU PONT ATHLETIC GYMNASIUM",31-DEC-02,01-SEP-57,01-SEP-57,01-MAR-15,146
"W32-201508","201508","W32","W32","","","","David Flett du Pont Athletic Center",46574.18,26203.69,15253.71,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGBA3","36.10","1833200","1833200",42.359368407700003,-71.095133690500006,765591.99335400003,2956242.6953400001,"W32","DAVID FLETT DUPONT","DU PONT ATHLETIC CENTER",01-FEB-58,,01-OCT-59,01-MAR-15,89
"W33-201508","201508","W33","W33","","","","Rockwell Athletic Cage",34427.72,32379.24,594.57,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGA3","22.80","1833300","1833300",42.359201752600001,-71.0959719345,765365.72623899905,2956180.88854999,"W33","JOHN ARNOLD ROCKWELL M.D.","ROCKWELL CAGE",01-JUL-47,,01-JUN-48,01-MAR-15,7
"W34-201508","201508","W34","W34","","","","Johnson Athletics Center",109397.67,82318.33,20654.76,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGA3","37.90","1833400","1833400",42.358595720499899,-71.096529928699894,765215.96003399906,2955959.3241400002,"W34","HOWARD WESLEY JOHNSON","JOHNSON ATHLETICS CENTER",01-JUL-79,,01-OCT-80,01-MAR-15,73
"W35-201508","201508","W35","W35","","","","Zesiger Sports & Fitness Center",122080.04,76299.23,36416.07,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGA1A3BH","65.70","1833500","1833500",42.358715628699898,-71.095750510499897,765426.41104399902,2956004.01868999,"W35","ALBERT & BARRIE ZESIGER","SPORTS & FITNESS CENTER",01-OCT-00,,01-SEP-02,01-MAR-15,219
"W45-201508","201508","W45","W45","","","","West Parking Garage",186998.09,180438.3,3238.58,"MIT","WEST",2,"2","SERVICE","OWNED","GAR","UGS2","42.10","1834500","1834500",42.359069403500001,-71.097601016499894,764925.65476599894,2956130.57693,"W45","","WEST GARAGE",31-DEC-63,,01-JUN-64,01-MAR-15,27
"W51-201508","201508","W51","W51","","","","Burton-Conner House",167922.77,105084.27,37556.34,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","72.00","1345900","1345900",42.3559694092,-71.098124338900007,764789.537197,2955000.20927,"W51","BURTON, ARTHUR J. CONNER","BURTON-CONNER HOUSE",31-DEC-27,31-DEC-47,31-DEC-48,01-MAR-15,683
"W53-201508","201508","W53","W53","","","","J B Carr Indoor Tennis Facility",25692.9,24982.22,0,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGB","39.00","","",42.3569232231999,-71.097804046099895,764874.46957900003,2955348.2062400002,"W53","JASPER B. CARR","CARR INDOOR TENNIS FACILITY",01-APR-71,,31-DEC-71,01-MAR-15,1
"W56-201508","201508","W56","W56","","","","Building W56",2835,2463.75,92.98,"MIT","WEST",2,"2","SERVICE","OWNED","OTH","(NULL)","0.00","","",,,,,"W56","","BUILDING W56",18-JUN-12,,,01-MAR-15,16
"W57-201508","201508","W57","W57","","","","Building W57",2030.11,1849.2,30.67,"MIT","WEST",2,"2","SERVICE","OWNED","OTH","(NULL)","0.00","","",,,,,"W57","","BUILDING W57",18-JUN-12,,,01-MAR-15,3
"W59-201508","201508","W59","W59","","","","Heinz Building",36051.39,24909.41,6977.47,"MIT","WEST",2,"2","SERVICE","OWNED","AER","UGB","33.50","1835900","1835900",42.3581054753,-71.099550893,764400.30264799902,2955776.82131,"W59","","HEINZ BUILDING",31-DEC-15,30-APR-68,31-DEC-79,01-MAR-15,153
"W61-201508","201508","W61","W61","","","","Frank S MacGregor House",171140.48,99335.26,42726.77,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","167.50","1347000","1347000",42.355461820800002,-71.099546628200002,764405.97842399904,2954813.4257999901,"W61","FRANK S. MACGREGOR","MACGREGOR HOUSE",01-JUL-68,,01-SEP-70,01-MAR-15,136
"W64-201508","201508","W64","W64","","","","Building W64",13367.83,9321.57,2817.74,"MIT","WEST",2,"2","SERVICE","OWNED","OTH","(NULL)","0.00","","",,,,,"W64","David. H. Koch","BUILDING W64",02-SEP-13,,01-OCT-13,01-MAR-15,62
"W70-201508","201508","W70","W70","","","","New West Campus Houses",114930.31,68693.54,32792.85,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","46.90","1347500","1347500",42.355161090000003,-71.100532316900001,764140.069823,2954702.5842900001,"W70","","NEW HOUSE",01-JUN-74,,31-DEC-76,01-MAR-15,13
"W71-201508","201508","W71","W71","","","","Next House",132006.46,82568.84,34134.47,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","57.50","1347700","1347700",42.354704753,-71.101921184199895,763765.44724000001,2954534.5308699901,"W71","","NEXT HOUSE",01-OCT-79,,24-AUG-81,01-MAR-15,507
"W79-201508","201508","W79","W79","","","","Simmons Hall",191189.7,94212.61,67667.38,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","100.60","1347600","1347600",42.3571086237,-71.1015208046,763869.57442700001,2955411.0550799901,"W79","RICHARD P. SIMMONS '53","SIMMONS HALL",01-DEC-00,,20-AUG-02,01-MAR-15,909
"W84-201508","201508","W84","W84","","","","Tang Residence Hall",152314.7,108737.65,26785.79,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","240.40","1348500","1348500",42.354351753400003,-71.103479493899897,763344.84496699902,2954403.9287700001,"W84","PING YUAN TANG","TANG HALL",16-NOV-70,,31-DEC-73,01-MAR-15,306
"W85-201508","201508","W85","W85","","","","Westgate  Married Student Housing",115603.99,84270.83,25211.66,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","167.30","1348000","1348000",42.354997759200003,-71.103257782,763403.67751399905,2954639.6248699902,"W85","","WESTGATE",01-JAN-62,,01-AUG-63,01-MAR-15,327
"W89-201508","201508","W89","W89","","","","MIT Police",14909.35,7669.85,4956.87,"MIT","WEST",0,"0","SERVICE","OWNED","AER","UGB","27.90","1838900","1838900",42.355538582599898,-71.104673289900006,763020.16355699894,2954834.9353700001,"W89","","MIT POLICE",31-DEC-48,19-JAN-01,08-MAR-06,01-MAR-15,83
"W91-201508","201508","W91","W91","","","","Information Systems Operations",35748.48,20110.58,11871.58,"MIT","WEST",1,"1","SERVICE","OWNED","AER","UGB","40.70","1839100","1839100",42.354323555400001,-71.104426111099897,763089.02705499902,2954392.4647400002,"W91","","INFORMATION SYSTEMS OPERATIONS",31-DEC-47,,31-DEC-49,01-MAR-15,170
"W92-201508","201508","W92","W92","","","","Building W92",86521.66,72020.11,7904.77,"MIT","WEST",2,"2","ACADEMIC","OWNED","AER","UGB","32.10","1839200","1839200",42.354920429499899,-71.1046169034,763036.448508,2954609.73853999,"W92","","BUILDING W92",,,01-JUL-99,01-MAR-15,360
"W98-201508","201508","W98","W98","","","","600 Memorial Drive",82480.74,47668.89,25043.7,"MIT","WEST",2,"2","ACADEMIC","OWNED","AER","(NULL)","91.00","1839800","1839800",42.3539554133,-71.1066451465,762489.85176200001,2954255.5327300001,"W98","","BUILDING W98",,30-JUN-08,,01-MAR-15,511
"EE19-201508","201508","EE19","EE19","","","","Building EE19",20514.89,18402.12,117.63,"MIT","",1,"1","ACADEMIC","LEASED","(NULL)","(NULL)","0.00","","",,,,,"EE19","","BUILDING EE19",21-MAR-14,,,01-MAR-15,145
"EE20-201508","201508","EE20","EE20","","","","Building EE20",31093.51,28090.6,424.97,"MIT","EASTEAST",3,"3","ACADEMIC","LEASED","AER","UGB","0.00","","",,,,,"EE20","","BUILDING EE20",21-MAR-14,,,01-MAR-15,143
"N16A-201508","201508","N16A","N16A","","","","Building N16A",9766.11,0,8652.37,"MIT","NORTH",0,"0","SERVICE","OWNED","OTH","UGU","57.70","","",42.3612415983999,-71.0943815255999,765792.037381,2956926.28971999,"N16A","","BUILDING N16A",,,,01-MAR-15,11
"N16B-201508","201508","N16B","N16B","","","","Fire Pump House",1249.72,0,1160.58,"MIT","NORTH",0,"0","SERVICE","OWNED","OTH","UGU","","","",42.361240843600001,-71.094226825899895,765833.84857100004,2956926.2135200002,"N16B","","FIRE PUMP ROOM",,,,01-MAR-15,5
"N16C-201508","201508","N16C","N16C","","","","Building N16C",2925.3,155.39,2705.41,"MIT","NORTH",0,"0","SERVICE","OWNED","OTH","UGU","","","",42.361098659500001,-71.094495758400001,765761.41181399894,2956874.05308,"N16C","","BUILDING N16C",,,,01-MAR-15,3
"NE18-201508","201508","NE18","NE18","","","","255 Main Street",33044.91,28995.07,260.02,"MIT","NORTHEAST",2,"2","ACADEMIC","LEASED","AER","UGB","194.70","1861800","1861800",42.3626472601999,-71.085173263499897,768278.217925,2957450.51042999,"NE18","","255 MAIN STREET",,,01-APR-01,01-MAR-15,196
"NE25-201508","201508","NE25","NE25","","","","355 Main Street",15375.72,14460.12,37.84,"MIT","NORTHEAST",2,"2","SERVICE","LEASED","AER","UGB","177.20","1862500","1862500",42.3628074388999,-71.087506279799896,767647.41687700001,2957505.82516,"NE25","","355 MAIN STREET",,,01-JUL-96,01-MAR-15,108
"NE35-201508","201508","NE35","NE35","","","","145 Broadway",9525.85,8264.35,0,"MIT","NORTHEAST",2,"2","ACADEMIC","LEASED","AER","(NULL)","0.00","","",42.364912106200002,-71.0887788844,922.3372036854776,922.3372036854776,"NE35","","145 BROADWAY",21-MAR-14,,,01-MAR-15,43
"NE45-201508","201508","NE45","NE45","","","","300 Technology Square",8049.06,4586.56,0,"MIT","",2,"2","ACADEMIC","LEASED","AER","(NULL)","0.00","","",,,,,"NE45","","300 TECHNOLOGY SQUARE",21-MAR-14,,,01-MAR-15,24
"NE46-201508","201508","NE46","NE46","","","","400 Technology Square",9215.4,7989.19,239.41,"MIT","",2,"2","ACADEMIC","LEASED","AER","(NULL)","0.00","","",,,,,"NE46","","400 TECHNOLOGY SQUARE",25-APR-14,,,01-MAR-15,36
"41-201509","201509","41","41","","","","Building 41",26078.68,20161.34,4267.86,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","61.20","1814100","1814100",42.360760073199899,-71.0941602993,765852.661998,2956751.0965800001,"41","","BUILDING 41",31-DEC-15,,31-DEC-17,01-APR-15,106
"42-201509","201509","42","42","","","","William R. Dickson Cogeneration Plant",79050.49,4380,67876.13,"MIT","MAIN GROUP",0,"0","SERVICE","OWNED","OTH","UGF1","64.80","1814200","1814200",42.361105970300002,-71.0935165170999,766026.05418700003,2956877.9774199901,"42","","COGENERATION PLANT",31-DEC-15,,31-DEC-16,01-APR-15,80
"43-201509","201509","43","43","","","","Power Plant Annex",10373.95,5443.11,4097.66,"MIT","MAIN GROUP",0,"0","SERVICE","OWNED","OTH","UGF1","30.50","","",42.361144933600002,-71.093211498399896,766108.42287899903,2956892.56905,"43","","POWER PLANT ANNEX",31-DEC-14,,01-AUG-16,01-APR-15,35
"44-201509","201509","44","44","","","","Cyclotron",16118.61,11616.29,2717.2,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","29.50","1814400","1814400",42.361606785100001,-71.0924707402,766307.82008600002,2957061.8328100001,"44","","CYCLOTRON",31-DEC-38,,31-DEC-39,01-APR-15,48
"46-201509","201509","46","46","","","","Brain & Cognitive Sciences Complex",418662.59,218530.21,152699.33,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","(NULL)","136.40","1814600","1814600",42.362327773499899,-71.091642943400004,766530.28537900001,2957325.6455700002,"46","","BCSC",25-APR-03,,01-SEP-05,01-APR-15,1401
"48-201509","201509","48","48","","","","Ralph M Parsons Laboratory For Water Resources & Hydrodynamics",57227.15,38567.88,11260.64,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","64.00","1814800","1814800",42.362432493100002,-71.090665238,766794.33740199904,2957365.0742299901,"48","RALPH M. PARSONS","PARSONS LABORATORY",31-DEC-49,,31-DEC-51,01-APR-15,153
"50-201509","201509","50","50","","","","Walker Memorial",73703.27,46456.73,20716.29,"MIT","MAIN GROUP",2,"2","SERVICE","OWNED","STAC","UGA3","80.50","1342002","1342002",42.359362410700001,-71.0883196005,767433.66957400006,2956249.3249900001,"50","FRANCIS AMASA WALKER","WALKER MEMORIAL",01-JAN-16,,01-SEP-17,01-APR-15,199
"51-201509","201509","51","51","","","","Walter C Wood Sailing Pavilion",5889.33,4450.4,909.69,"MIT","MAIN GROUP",2,"2","SERVICE","OWNED","STAC","UGA3","21.30","1815100","1815100",42.358517055500002,-71.087730350800001,767594.41677799902,2955942.02996,"51","WALTER C. WOOD","WOOD SAILING PAVILION",31-DEC-36,,31-DEC-37,01-APR-15,24
"54-201509","201509","54","54","","","","Cecil And Ida Green Building",129397.16,69153.34,43587.86,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","275.00","1815400","1815400",42.360323853600001,-71.089326129599897,767159.94479500002,2956598.38283,"54","CECIL HOWARD & IDA FLANSBURGH GREEN","GREEN BUILDING",01-JAN-62,,01-JUL-64,01-APR-15,573
"56-201509","201509","56","56","","","","Uncas A Whitaker Building",143681.84,78129.65,50261.23,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","118.80","1815600","1815600",42.360699525199898,-71.089862504600006,767014.32081099902,2956734.58778999,"56","UNCAS A. & HELEN F. WHITAKER","WHITAKER BUILDING",01-SEP-63,,01-APR-65,01-APR-15,462
"57-201509","201509","57","57","","","","MIT Alumni Pool",39121.04,22725.98,10516.52,"MIT","MAIN GROUP",2,"2","SERVICE","OWNED","STAC","UGA3","41.10","1815700","1815700",42.3611422938,-71.090140009199899,766938.54517199902,2956895.58099999,"57","","MIT ALUMNI POOL",01-JUL-39,,01-MAY-40,01-APR-15,52
"62-201509","201509","62","62","","","","Alumni Houses: Munroe Hayden Wood",77154,50572.78,18936.55,"MIT","MAIN GROUP",2,"2","RESIDENT","OWNED","DHOA","UGR2","51.50","1346200","1346200",42.3602292035999,-71.088682904600006,767333.95523299905,2956564.7278900002,"62","JAMES P. MUNROE, HENRY R. HAYDEN, KENNETH F. WOOD","ALUMNI HOUSES: MUNROE HAYDEN WOOD",01-MAR-30,,01-SEP-31,01-APR-15,0
"64-201509","201509","64","64","","","","Alumni Houses: Walcott Bemis Goodale",73432.63,48459.39,17436.67,"MIT","MAIN GROUP",2,"2","RESIDENT","OWNED","DHOA","UGR2","52.30","","",42.360404624799898,-71.088141156600003,767480.06446000002,2956629.36143,"64","ALBERT F. BEMIS, WILLIAM W. WALCOTT, CHARLES WARREN GOODALE","EAST CAMPUS: WALCOTT BEMIS GOODALE",01-SEP-23,,01-APR-24,01-APR-15,0
"66-201509","201509","66","66","","","","Ralph Landau Building",133798.25,71195.03,47002.36,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGBA3","74.30","1816600","1816600",42.360920155499898,-71.089029250099898,767239.13493399904,2956816.0739500001,"66","RALPH LANDAU","LANDAU BUILDING",01-AUG-73,,31-DEC-76,01-APR-15,322
"68-201509","201509","68","68","","","","David H. Koch Biology Building",260390.37,155877.11,80678.71,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGB","104.80","1816800","1816800",42.361621667199898,-71.088638563999893,767343.49146299902,2957072.2273900001,"68","","KOCH BIOLOGY BUILDING",01-APR-91,,07-OCT-94,01-APR-15,975
"6B-201509","201509","6B","6B","","","","Solvent Storage",1680.39,643.66,874.79,"MIT","MAIN GROUP",0,"0","SERVICE","OWNED","AER","UGHH","11.70","1810600","1810600",42.359410918400002,-71.090674839599899,766797.02685999905,2956263.9386900002,"06B","","SOLVENT STORAGE",31-DEC-20,,31-DEC-21,01-APR-15,4
"6C-201509","201509","6C","6C","","","","PDSI",51146.78,16126.28,27824.36,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGE","92.00","1810600","1810600",42.359672940800003,-71.090836171800007,766752.96512900002,2956359.21569,"06C","","BUILDING 6C",01-MAY-07,,01-MAY-07,01-APR-15,117
"76-201509","201509","76","76","","","","David H. Koch Institute For Integrative Cancer Research",367688.6,200836.99,124472.34,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","(NULL)","0.00","1810700","1810700",42.3622958196,-71.0892756273999,767170.13363099901,2957317.0729999901,"76","","D H KOCH IN FICR",,,,01-APR-15,924
"7A-201509","201509","7A","7A","","","","Rotch Library Extension",18501.98,14974.7,2388.47,"MIT","MAIN GROUP",2,"2","ACADEMIC","OWNED","AER","UGA3","77.00","1810700","1810700",42.359495924599898,-71.093193667899897,766116.108029,2956291.6597199901,"07A","","ROTCH LIBRARY EXTENSION",31-DEC-89,,11-JUL-90,01-APR-15,75
"E1-201509","201509","E1","E1","","","","Gray House (Formerly President's House)",18642.53,11190.61,4967.95,"MIT","EAST",1,"1","RESIDENT","OWNED","AER","UGR4","52.00","1820100","1820100",42.3596024954999,-71.086964293400001,767799.54882200004,2956338.5876600002,"E01","","GRAY HOUSE",01-JUL-13,,01-JUL-17,01-APR-15,139
"E2-201509","201509","E2","E2","","","","Senior House",64670.53,36222.25,18156.46,"MIT","EAST",2,"2","RESIDENT","OWNED","DHOA","UGR2","63.70","1346000","1346000",42.359955651999897,-71.086867012599896,767825.21787099901,2956467.41243,"E02","WARE, ATKINSON,RUNKLE,CRAFTS,NICHOLS,HOLMAN","SENIOR HOUSE",01-JUL-13,,01-JUL-16,01-APR-15,314
"N4-201509","201509","N4","N4","","","","Albany Street Parking Garage",143032.14,129868.34,5780.48,"MIT","NORTH",2,"2","SERVICE","OWNED","GAR","UGS2","56.30","1850400","1850400",42.362034286799897,-71.092780364700005,766223.39594700001,2957217.2235699901,"N04","","ALBANY GARAGE",31-DEC-66,,01-OCT-66,01-APR-15,36
"N9-201509","201509","N9","N9","","","","Superconducting Generator Test Facility",5957.13,5352.27,153.75,"MIT","NORTH",1,"1","ACADEMIC","OWNED","AER","UGB","32.70","1850900","1850900",42.360953206300003,-71.095193773700004,765573.01373000001,2956820.1508900002,"N09","","SUPERCONDUCTING TEST FACILITY",,,31-DEC-78,01-APR-15,14
"W1-201509","201509","W1","W1","","","","Fariborz Maseeh Hall",189693.16,107518.76,43357.57,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","74.50","1345000","1345000",42.357617631099899,-71.093510699800007,766033.68489899905,2955606.7632300002,"W01","AVERY ALLEN ASHDOWN","FARIBORZ MASEEH HALL",31-DEC-00,31-DEC-37,31-DEC-39,01-APR-15,555
"W2-201509","201509","W2","W2","","","","Building W2",9599.32,5252.17,2749.42,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGBR1","37.10","","",42.357256310799897,-71.093840904399897,765945.06404600001,2955474.6658000001,"W02","","BUILDING W2",31-DEC-00,01-JUL-63,31-DEC-67,01-APR-15,64
"W4-201509","201509","W4","W4","","","","Stanley McCormick Hall",128989.56,66792.4,43493.47,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","89.20","1346800","1346800",42.357183004200003,-71.094423015199894,765787.85673300002,2955447.2028800002,"W04","STANLEY MCCORMICK","MCCORMICK HALL",01-MAR-62,,01-SEP-63,01-APR-15,562
"W5-201509","201509","W5","W5","","","","Ida Flansburgh Green Hall",19010.96,9843.29,5586.45,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","53.20","1345500","1345500",42.356918931899898,-71.095101036399896,765605.05647299904,2955350.0988500002,"W05","IDA FLANSBURGH GREEN","GREEN HALL",31-DEC-01,01-JUL-63,31-DEC-70,01-APR-15,110
"W7-201509","201509","W7","W7","","","","Everett Moore Baker House",133099.42,77423.81,41632.04,"MIT","WEST",2,"2","RESIDENT","OWNED","DHOA","UGR2","76.40","1345300","1345300",42.356697834999899,-71.0957921822,765418.63264600001,2955268.6408000002,"W07","EVERETT MOORE BAKER","BAKER HOUSE",01-OCT-47,,31-DEC-49,01-APR-15,497
"W8-201509","201509","W8","W8","","","","Harold Whitworth Pierce Boathouse",21710.72,16613.48,3721.46,"MIT","WEST",2,"2","SERVICE","OWNED","STAC","UGA3","24.10","1830800","1830800",42.355312426200001,-71.096827205300002,765141.26844400004,2954762.4460900002,"W08","HAROLD WHITWORTH PIERCE","PIERCE BOATHOUSE",01-JUN-65,,31-DEC-67,01-APR-15,34
"OC36-201508","201508","OC36","OC36","","","","Annex 6",6910.33,4364.63,1851.64,"LINC","OFFCAMPUS",1,"1","ACADEMIC","OWNED","OTH","(NULL)","","","",,,,,"OC36","","ANNEX 6",,,,01-MAR-15,28
