"FIELD_ID","FIELD_NAME","DEFINITION","FIELD_LENGTH","DATA_TYPE"
1255,"INVOICE_LINE_NUMBER","Invoice Line Item Number.",22,"NUMBER"
1256,"ITEM_DESCRIPTION","The short description of an ordered item.",60,"VARCHAR2"
1259,"PO_ITEM_QUANTITY","The ordered quantity on the PO line item.",22,"NUMBER"
1260,"PO_ITEM_UNIT_PRICE","The unit price on the PO line item",22,"NUMBER"
1266,"INVOICE_QUANTITY","The ordered quantity on the invoiced line item.",22,"NUMBER"
1273,"INVOICE_NO_PAYMENT","This has been invoiced but no payment has been received.",1,"VARCHAR2"
1275,"ADMINISTERING_ACTIVITY","Associated with Federal Sponsors.  Identifies what branch.",30,"VARCHAR2"
1276,"DUN_AND_BRADSTREET_NUMBER","Dun and Bradstreet Number.",9,"VARCHAR2"
1277,"POSTAL_CODE","Postal Code (part of an address)",15,"VARCHAR2"
1278,"STATE","State.",30,"VARCHAR2"
1279,"COUNTRY_CODE","The 3 digit code which identifies a country (Example:  USA United States of America).",3,"VARCHAR2"
1280,"COUNTRY_NAME","The long name of the country (Example United States, France)",40,"VARCHAR2"
1283,"FISCAL_PERIOD_DESCRIPTION","Long text for the fiscal period.  (Example: FY 1997 period 9).",30,"VARCHAR2"
1284,"CALENDAR_PERIOD","Four digit year plus two digit month (Example: 199601, 199910).",6,"VARCHAR2"
1286,"CALENDAR_YEAR","Four digit year (Example: 1996, 2000).",4,"VARCHAR2"
1288,"CALENDAR_MONTH","2 digit month (Example: 02, 12).",2,"VARCHAR2"
1290,"TQF_UNIT_LEVEL","XXX",22,"NUMBER"
1291,"TQF_UNIT_UNIT_NAME","XXX",50,"VARCHAR2"
1292,"TQF_UNIT_ORG_ID","XXX",1,"VARCHAR2"
1293,"TQF_UNIT_UNIT_ID","XXX",6,"VARCHAR2"
1294,"TQF_UNIT_SEQ_NO","XXX",22,"NUMBER"
1297,"VENDOR_NAME_3","Third part of the vendor name.",35,"VARCHAR2"
1300,"MINORITY_NAME","Minority group to which the vendor belongs. (example:  Small Business, Non-Profit, Large Business, Foreign Company)",30,"VARCHAR2"
1301,"ALTERNATE_PAYEE_ACCOUNT","The 10 digit General Ledger account number for alternate payees.",10,"VARCHAR2"
1302,"PO_BOX","Post Office Box.",10,"VARCHAR2"
1303,"STREET","In the SPONSORED_BILLING_CUSTOMER and VENDOR tables, the street address of a person or business doing business with MIT.",35,"VARCHAR2"
1304,"CITY","City.",35,"VARCHAR2"
1305,"ZIP_CODE","The zip code.",10,"VARCHAR2"
1306,"TAX_NUMBER_1","Primary Tax identification number.",16,"VARCHAR2"
1308,"PHONE_NUMBER_1","Primary telephone number",16,"VARCHAR2"
1309,"PHONE_NUMBER_2","Secondary telephone number",16,"VARCHAR2"
1310,"FAX_NUMBER","The employee's FAX number.",31,"VARCHAR2"
1311,"TELEX_NUMBER","Telex number.",30,"VARCHAR2"
1315,"CREDIT_INFO_NUMBER","Reference number for credit agencies.",11,"VARCHAR2"
1316,"MIT_ACCT_NUMBER_AT_VENDOR","Vendor account number assigned to MIT.",12,"VARCHAR2"
1317,"CLERK_INTERNET_ADDRESS","Internet address of clerk at the vendor",130,"VARCHAR2"
1318,"CREATION_DATE","The date a record was created.",8,"DATE"
1319,"CREATOR","The name of the person who created the record.",12,"VARCHAR2"
1322,"LOOKUP_NAME","The name of the function assigned to employee codes.  (Example: APPT_TYPE = Appointment Type).",30,"VARCHAR2"
1323,"LOOKUP_CODE","The code associated with employee appointments, jobs, visa's, etc. (Example: The code for a regular employees appointment would be 'A'.)",6,"VARCHAR2"
1324,"SHORT_DESC","20 character text field describing the code.",20,"VARCHAR2"
1325,"LONG_DESC","Text describing the lookup code. (The lookup code 'A' for an appointment would have the long text of Regular Employee).",30,"VARCHAR2"
1327,"COST_COLLECTOR_EFFECTIVE_DATE","Effective date or starting date of the cost collector.",8,"DATE"
1329,"COST_COLLECTOR_EXPIRATION_DATE","Date the cost collector expires (is no longer available).",8,"DATE"
1336,"COST_ELEMENT_EFFECTIVE_DATE","Date the Cost Element is available for use.",8,"DATE"
1337,"COST_ELEMENT_EXPIRATION_DATE","The date the Cost Element expires (is no longer in use.)",8,"DATE"
1338,"IS_CLOSED_COST_ELEMENT","Y= this cost element has been closed.",1,"VARCHAR2"
1339,"STATEMENT_CATEGORY_CODE","XXX",12,"VARCHAR2"
1342,"INTERNAL_ORDER_STATUS","Status of the internal order (Values: closed, completed, created, deleted, or released.)",10,"VARCHAR2"
1344,"INTERNAL_ORDER_EXPIRATION_DATE","Date the internal order ends.",8,"DATE"
1345,"IS_CLOSED_INTERNAL_ORDER","Y= this internal order has been closed.",1,"VARCHAR2"
1346,"MAIL_CODE","Numerical codes describing distribution of Cost Collector statements.                                                                              1: Supervisor gets a copy of the Statement and the backup for the Cost Collector; Addressee gets a copy of the Statement only.
2:  Supervisor gets a copy of the Statement only.  Addressee gets a copy of the Statement and the backup for the Cost Collector.
3:  Supervisor gets nothing;  Addressee gets the ONLY copy of the Statement and the backup for the Cost Collector.
4:  Supervisor gets the ONLY copy of the Statement and the backup for the Cost Collector; Addressee gets nothing.
5: Supervisor does NOT get Statement; Addressee does NOT get Statement but will get backup for the Cost Collector if there were charges.",1,"VARCHAR2"
1347,"PRIME_SPONSOR_COUNTRY","Country of the primary sponsor.",40,"VARCHAR2"
1349,"PRIME_SPONSOR_STATE","State of the primary sponsor.",30,"VARCHAR2"
1351,"PRIME_SPONSOR_ADMIN_ACTIVITY","This field is no longer maintained by OSP and should not be used in queries.",30,"VARCHAR2"
1355,"SPONSOR_COUNTRY","Country where sponsor is located.",40,"VARCHAR2"
1356,"SPONSOR_STATE","State where sponsor is located.",30,"VARCHAR2"
1359,"TABLE_NAME","Name of the table or view that the data is stored in .",30,"VARCHAR2"
1360,"TABLE_TYPE","Fact or Dimension.",1,"VARCHAR2"
1362,"DESCRIPTION","the description",2000,"VARCHAR2"
1363,"PROVIDER_NAME","Name of the department or custodian or the source of the data.",2000,"VARCHAR2"
1364,"BUSINESS_CONTACT_MIT_ID","The MIT ID of the business contact for data.",9,"VARCHAR2"
1365,"BUSINESS_CONTACT_EMAIL","The email address of the business contact for data.",30,"VARCHAR2"
1366,"SOURCE_SYSTEM","The name of the system of record which provides this data.",12,"VARCHAR2"
1369,"FIELD_NAME","Name of the data element.",30,"VARCHAR2"
1370,"DEFINITION","A description of the data element.",2000,"VARCHAR2"
1371,"FIELD_LENGTH","The length of a data element as stored in the Data Warehouse.",22,"NUMBER"
1372,"DATA_TYPE","Format of this piece of data stored in the Data Warehouse (Example: Number, Varchar2, Number, etc.)",16,"VARCHAR2"
1728,"IS_LOCAL_SUMMARY_CHARGE","Flag indicating whether charge amount is a local summary charge:  Y or N.",1,"VARCHAR2"
1730,"LISTED_DIRECTORY_NAME","Name associated with a particular extension as found in the MIT employee directory.",90,"VARCHAR2"
1219,"CFDANO","Catalog of Federal Domestic Assistance number.  The Catalog of Federal
Domestic Assistance (CFDA) is a government-wide database of U.S. Federal
programs, services, and activities. This database details assistance or
benefits available to the American public, which includes research grants,
community development programs, and scholarships.",7,"VARCHAR2"
1163,"CFDA_NUMBER","Catalog of Federal Domestic Assistance number.  The Catalog of Federal
Domestic Assistance (CFDA) is a government-wide database of U.S. Federal
programs, services, and activities. This database details assistance or
benefits available to the American public, which includes research grants,
community development programs, and scholarships.",6,"VARCHAR2"
1223,"OSP_CFDA_NUMBER","Catalog of Federal Domestic Assistance number.  The Catalog of Federal
Domestic Assistance (CFDA) is a government-wide database of U.S. Federal
programs, services, and activities. This database details assistance or
benefits available to the American public, which includes research grants,
community development programs, and scholarships.",6,"VARCHAR2"
1224,"OSP_DFAFS_NUMBER","DHHS assigned document number for awards used to receive payment (not award numbers).  Payments are made through the DHHS Payment Management System (PMS),  administered by the Division of Federal Assistance Financing (DFAF).",10,"VARCHAR2"
1164,"DFAFS_NUMBER","DHHS assigned document number for awards used to receive payment (not award numbers).  Payments are made through the DHHS Payment Management System (PMS),  administered by the Division of Federal Assistance Financing (DFAF).",10,"VARCHAR2"
1443,"LEVEL2_ID","The code assigned to this Profit Center Group hierarchy node in SAP.",10,"VARCHAR2"
1444,"LEVEL2_NAME","The Profit Center Group name assigned to this hierarchy node in SAP.",40,"VARCHAR2"
1446,"LEVEL3_NAME","The Profit Center Group name assigned to this hierarchy node in SAP.",40,"VARCHAR2"
1448,"LEVEL4_NAME","The Profit Center Group name assigned to this hierarchy node in SAP.",40,"VARCHAR2"
1452,"LEVEL6_NAME","The Profit Center Group name assigned to this hierarchy node in SAP.",40,"VARCHAR2"
1454,"LEVEL7_NAME","The Profit Center Group name assigned to this hierarchy node in SAP.",40,"VARCHAR2"
1731,"PROCESS_NAME","Name of the process in the financial processing status table.  Examples:  costing sheets, payroll, facilities processing, fiscal period complete.",30,"VARCHAR2"
1732,"IS_PROCESS_COMPLETE","Flag indicating whether a financial process has been completed.  Values:  Y or N.",1,"VARCHAR2"
1733,"COMPLETE_DATE","Date indicating when a particular financial process was completed.",8,"DATE"
1734,"PROFIT_CENTER_GROUP_CODE","Code of the Profit Center Group as listed in SAP.",12,"VARCHAR2"
1735,"PROFIT_CENTER_GROUP_NAME","Name of the Profit Center Group as listed in SAP.",40,"VARCHAR2"
1736,"PC_LEVEL1_SORT","Profit Center Group sort order.",22,"NUMBER"
1737,"PC_LEVEL1_CATEGORY","Profit Center Group Category description.",40,"VARCHAR2"
1738,"PC_LEVEL2_SORT","Profit Center Group sort order.",22,"NUMBER"
1739,"PC_LEVEL2_CATEGORY","Profit Center Group Category description.",40,"VARCHAR2"
1740,"PC_LEVEL3_SORT","Profit Center Group sort order.",22,"NUMBER"
1741,"PC_LEVEL3_CATEGORY","Profit Center Group Category description.",40,"VARCHAR2"
1742,"PC_LEVEL4_SORT","Profit Center Group sort order.",22,"NUMBER"
1743,"PC_LEVEL4_CATEGORY","Profit Center Group Category description.",40,"VARCHAR2"
1744,"PC_LEVEL5_SORT","Profit Center Group sort order.",22,"NUMBER"
1745,"PC_LEVEL5_CATEGORY","Profit Center Group Category description.",40,"VARCHAR2"
1746,"PC_LEVEL6_SORT","Profit Center Group sort order.",22,"NUMBER"
1747,"PC_LEVEL6_CATEGORY","Profit Center Group Category description.",40,"VARCHAR2"
1748,"PC_LEVEL7_SORT","Profit Center Group sort order.",22,"NUMBER"
1749,"PC_LEVEL7_CATEGORY","Profit Center Group Category description.",40,"VARCHAR2"
1585,"PREV_YEAR_CUM_AMOUNT","The total actual dollar amount charged since the inception of the cost collector, G/L account or Profit Center for the previous fiscal year.",13.2,"NUMBER"
1431,"CREDIT_CARD_ID","Internal credit card identification number.  MIT-assigned number, not to be confused with the actual credit card number.",6,"VARCHAR2"
1433,"MERCHANT_NAME","The name of the merchant relevant to this particular credit card transaction.",30,"VARCHAR2"
1434,"MERCHANT_CATEGORY","The category of the merchant relevant to this particular credit card transaction.  Example:  Retail Food, Home Supply, General Retail, etc.",25,"VARCHAR2"
1561,"CREDIT_CARD_TYPE","Code indicating type of credit card:  P or null.",1,"VARCHAR2"
1562,"CREDIT_CARD_STATUS","Code indicating status of credit card:  C, I or X.",10,"VARCHAR2"
1557,"CARDHOLDER_NAME","The name of the credit card holder.",35,"VARCHAR2"
1559,"CARDHOLDER_ID","The MIT ID number of the credit card holder.",9,"VARCHAR2"
1574,"VERIFIER_USERNAME","The uppercase Kerberos ID or SAP username of the credit card verifier.",8,"VARCHAR2"
1572,"PHONE_NUMBER","Phone number of the credit card holder or verifier.",8,"VARCHAR2"
1583,"BALANCE_SHEET_ACCOUNT_KEY","Key used to join the Balance Sheet Balances or the Balance Sheet Balances by Fiscal Period tables to other tables, NOT for reporting.",12,"VARCHAR2"
1440,"SEARCH_NAME","Profit Center Node name used to limit when using the Profit Center Hierarchy table.  This field should be used to limit only.",40,"VARCHAR2"
1439,"SEARCH_ID","Profit Center Node list used to limit when using the Profit Center Hierarchy table.  This field should be used to limit only.",11,"VARCHAR2"
1517,"COMMITMENT_TYPE_KEY","Key used to join to the COMMITMENT_TYPE table which describes various aspects of the commitment.",5,"VARCHAR2"
1530,"COMMITMENT_CATEGORY","Category of commitment:  currently Manual Commitment, Purchase Order Commitment, and Purchase Requisition Commitment.",50,"VARCHAR2"
1531,"IS_BLANKET_ORDER_COMMITMENT","Flag indicating whether a commitment is a blanket order.  Values:  Y or N.",1,"VARCHAR2"
1528,"IS_LDS_COMMITMENT","Flag indicating whether a commitment is an LDS commitment.  Values:  Y or N.",1,"VARCHAR2"
1525,"EXPECTED_DEBIT_FISCAL_PERIOD","Fiscal period when a commitment is expected to be posted.",6,"VARCHAR2"
1515,"RECORD_VALID_FROM_DATE","The date a commitment record is started.  Usually the date the commitment was opened.  If, however, changes were made to an open commitment this date may reflect the beginning of the altered commitment.",8,"DATE"
1516,"RECORD_VALID_THRU_DATE","The date a commitment record is valid through.  Once the commitment is closed, it no longer appears within valid start and through date range.",8,"DATE"
1609,"SURCHARGE_CALC_ID","ID generated to uniquely identify surcharge calculations for a combination of Surcharge_Base_Pattern_Key and Surcharge_Calc_Pattern_Key.",22,"NUMBER"
1603,"SURCHARGE_CALC_PATTERN_KEY","Key used to join the COST_COLLECTORS_ACCESSIBLE table to the SURCHARGE_PERCENTAGES and SURCHARGE_POSTINGS tables.",22,"NUMBER"
1608,"SURCHARGE_PERCENT_OH","Calculated percentage of overhead charged on expenses.",22,"NUMBER"
1605,"SURCHARGE_PERCENT_TOTAL","Calculated percentage showing the sum of the Surcharge_Percent_Eb, the Surcharge_Percent_Oh and the Surcharge_Percent_Allocation.",22,"NUMBER"
1751,"OVERRUN_FLAG","Flag indicating whether cost collector is overrun.  Values:  Y and N.",1,"VARCHAR2"
1752,"OVERRUN_AMOUNT","Dollar amount, calculated nightly in the warehouse, of overrun amount. Includes current month amount and estimated surcharges on that amount.",22,"NUMBER"
1753,"OVERRUN_WITH_COMMIT_FLAG","Flag indicating whether cost collector is overrun by examining expenditures plus commitments. (It is possible for cost collectors to have a flag set for N for the Overrun_Flag but Y for Overrun_with_Commit_Flag.) Values:  Y and N.",1,"VARCHAR2"
1754,"OVERRUN_WITH_COMMIT_AMOUNT","Dollar amount, calculated nightly in the warehouse, of overrun amount including commitments. Includes current month amount and commitment amount, and estimated surcharges on that amount.",22,"NUMBER"
1755,"MONTH_END_COMMITMENT_AMOUNT","Dollar amount of commitments taken at the end of a fiscal period.",13.2,"NUMBER"
1756,"MONTH_END_NON_BL_ORDER_COM_AMT","Dollar amount of non blanket order commitments taken at the end of a fiscal period.",13.2,"NUMBER"
1757,"EST_LAB_ALLOC_ON_AMOUNT","Estimated lab allocation surcharge on posted amount",22,"NUMBER"
1758,"EST_EB_ON_AMOUNT","Estimated EB surcharge  on posted amount",22,"NUMBER"
1759,"EST_OH_ON_AMOUNT","Estimated overhead on posted amount",22,"NUMBER"
1760,"EST_SURCHARGE_ON_AMOUNT","Estimated total surcharge on posted amount",22,"NUMBER"
1761,"EST_LAB_ALLOC_ON_COMMITMENT","Estimated lab allocation surcharge on commitment amount",22,"NUMBER"
1762,"EST_EB_ON_COMMITMENT","Estimated EB surcharge on commitment amount",22,"NUMBER"
1763,"EST_OH_ON_COMMITMENT","Estimated overhead on commitment amount",22,"NUMBER"
1764,"EST_SURCHARGE_ON_COMMITMENT","Estimated total surcharge on commitment amount",22,"NUMBER"
1765,"NON_BL_ORDER_COMMITMENT_AMOUNT","Non-blanket order commitment amount.",22,"NUMBER"
1766,"EST_LAB_ALLOC_ON_COM_NON_BL","Estimated lab allocation surcharge on non-blanket order commitment amount",22,"NUMBER"
1767,"EST_EB_ON_COMMIT_NON_BL","Estimated EB surcharge on non-blanket order commitment amount",22,"NUMBER"
1768,"EST_SURCHARGE_ON_COMMIT_NON_BL","Estimated total surcharge on non-blanket order commitment amount",22,"NUMBER"
1770,"ADDRESSEE_MIT_ID","9-digit MIT ID number of the addressee of a cost collector.",9,"VARCHAR2"
1771,"AREA_OF_RESP_CODE","XXX",2,"VARCHAR2"
1772,"COST_CENTER_PARENT_ID","Gives the 7 digit cost collector ID of the Cost Center's Parent Cost Object, if it has one",7,"VARCHAR2"
1773,"FI_CODE","XXX",1,"VARCHAR2"
1774,"COST_SHARE","XXX",1,"VARCHAR2"
1775,"INTERNAL_ORDER_PARENT_ID","The Cost Collector ID of the ""parent"" of this Cost Collector.  Normally found in WBS Elements, it is usually the next level up in the WBS Hierarchy Structure.",7,"VARCHAR2"
1776,"INTERNAL_ORDER_CONTINUED_FROM","The Cost Collector ID of this cost collector's predecessor.",7,"VARCHAR2"
1777,"INTERNAL_ORDER_CONTINUED_TO","The Cost Collector ID of the sucessor or continuation cost collector.",7,"VARCHAR2"
1780,"WBS_ELEMENT_PARENT_ID","The Cost Collector ID of the ""parent"" of this Cost Collector.  Normally found in WBS Elements, it is usually the next level up in the WBS Hierarchy Structure.",7,"VARCHAR2"
1781,"WBS_ELEMENT_CONTINUED_FROM","The Cost Collector ID of this project's predecessor project (usually WBS).",7,"VARCHAR2"
1782,"WBS_ELEMENT_CONTINUED_TO","The Cost Collector ID of this project's sucessor or continuation cost collector.",7,"VARCHAR2"
1797,"FINAID_TERM_KEY","Key identifying an entry in the FINAID TERM Table. This field should only be used for linking together the tables of FINAID TERM and FINAID AWARD DETAIL, not for reporting.",6,"VARCHAR2"
1798,"AID_YEAR","Financial aid year.",4,"VARCHAR2"
1799,"AID_YEAR_DESC","Description of the financial aid year.",30,"VARCHAR2"
1800,"AID_YEAR_START_DATE","The begin date of the financial aid year.",8,"DATE"
1801,"AID_YEAR_END_DATE","The end date of the financial aid year.",8,"DATE"
1802,"TERM_CODE_DESC","Description of the academic term.",30,"VARCHAR2"
1803,"TERM_START_DATE","The begin date of the academic term.",8,"DATE"
1804,"TERM_END_DATE","The end date of the academic term.",8,"DATE"
1805,"FINAID_YEAR_KEY","Key identifying an entry in the FINAID YEAR Table. This field should only be used for linking tables together, not for reporting.",4,"VARCHAR2"
1806,"REQUIREMENT_STATUS_KEY","Key identifying an entry in the Financial Aid Requirement Status Table.  This field should only be used for linking together the tables of FINAID REQUIREMENT STATUS and FINAID REQ TRACKING DETAIL, not for reporting.",1,"VARCHAR2"
1807,"REQUIREMENT_STATUS","Status code for the tracking of financial aid requirements",1,"VARCHAR2"
1808,"STATUS_DESCRIPTION","The description of the status code for the tracking of financial aid requirements.",30,"VARCHAR2"
1809,"IS_SATISFIED","""Y""==>the status code indicates that the financial aid requirement has been satisfied or completed. ""N""==>the status code indicates that the financial aid requirement has not been satisfied.",1,"VARCHAR2"
1810,"REQUIREMENT_KEY","Key identifying an entry in the Financial Aid Requirement Table.  This field should only be used for linking together the tables of FINAID REQUIREMENT and FINAID REQ TRACKING DETAIL, not for reporting.",8,"VARCHAR2"
1811,"REQUIREMENT_CODE","Requirement Tracking Code (eg. FAFSAE, LNENTR) for the tracking of financial aid requirements/",6,"VARCHAR2"
1812,"REQUIREMENT_DESC","Description of the requirement tracking code.",30,"VARCHAR2"
1813,"IS_ONCE_ONLY_REQ","Whether the financial aid requirement is a one-time only requirement. Y=Yes, N=No",1,"VARCHAR2"
1814,"IS_PACKAGING_REQ","Whether the financial aid requirement must be satisfied/completed prior to the award packaging process.  Y=Yes, N=No",1,"VARCHAR2"
1815,"IS_DISBURSEMENT_REQ","Whether the financial aid requirement must be satisfied/completed prior to award/aid disbursement. Y=Yes, N=No",1,"VARCHAR2"
1816,"IS_MEMO_REQ","Whether the financial aid requirement must be satisfied/completed before an ""expected payment"" transaction can be put on the student's bursary account.  Y=Yes, N=No",1,"VARCHAR2"
1817,"AWARD_STATUS_KEY","Key identifying an entry in the FINAID AWARD STATUS Table.  This field should only be used for linking together the tables of  FINAID AWARD STATUS and FINAID AWARD DETAIL, not for reporting.",15,"VARCHAR2"
1818,"AWARD_STATUS_DESC","Description of the status code of the financial aid award. Examples: ""Actual"" for ACTL; ""Cancelled"" for CANC; ""Paid Directly to Student"" for KEPT.",30,"VARCHAR2"
1819,"AWARD_IS_OFFERED","Whether the status of the award indicates that the award is offered to the student. Y=Yes, N=No.",1,"VARCHAR2"
1820,"AWARD_IS_ACCEPTED","Whether the status of the award indicates that the award is accepted by the student. Y=Yes, N=No.",1,"VARCHAR2"
1821,"AWARD_IS_CANCELLED","Whether the status of the award indicates that the offer of the award has been cancelled. Y=Yes, N=No.",1,"VARCHAR2"
1822,"AWARD_IS_DECLINED","Whether the status of the award indicates that the award offfered has been declined. Y=Yes, N=No",1,"VARCHAR2"
1823,"NOTE_STATUS","Status of the promissory loan note or outside scholarship check. Examples: RECM, RECV, CMKS, SIGN.",4,"VARCHAR2"
1824,"NOTE_STATUS_DESC","Description of the status code of the promissory loan note or outside scholarship check. Examples: ""Recommended"" for RECM, ""Received Check, sign for Deposit"" for RECV, ""Comaker signed, not borrower"" for CMKS, ""Signed"" for SIGN.",30,"VARCHAR2"
1825,"NOTE_IS_ACTIVE","Whether the status of the promissory loan note or outside scholarship check indicates that the award is active. Y=Yes, N=No",1,"VARCHAR2"
1826,"NOTE_IS_SIGNED","Whether the status of the promissory loan note or outside scholarship check indiates that the note/check is signed. Y=Yes, N=No",1,"VARCHAR2"
1827,"NOTE_IS_CANCELLED","Whether the status of the promissory loan note or outside scholarship check indicates that the note/check has been cancelled. Y=Yes, N=No",1,"VARCHAR2"
1828,"NOTE_IS_ON_HOLD","Whether the status of the promissory loan note or outside scholarship check indicates that the award is on hold.",1,"VARCHAR2"
1829,"FINAID_FUND_KEY","Key identifying an entry in the FINAID FUND MANAGEMENT Table.  This field should only be used for linking together the tables of FINAID FUND MANAGEMENT and FINAID AWARD DETAIL, not for reporting.",10,"VARCHAR2"
1830,"FUND_CODE","Financial aid fund code.  Examples: PERKNL, STADFL, TLFXXL, C1950$",6,"VARCHAR2"
1831,"FUND_TITLE","The descriptive title of financial aid fund.  Examples: ""Federal Perkins Loan"" for PERKNL, ""Federal Direct Loan Subsidized"" for STADFL, ""MIT Uncosigned Technology Loan"" for TLFXXL, ""Class of 1950 Fund"" for C1950$.",30,"VARCHAR2"
1832,"FUND_SOURCE","Sources of the financial aid funds: FEDR=Federal, INST=Institution, OTHR=Other source.",4,"VARCHAR2"
1833,"FUND_CATEGORY","Categories of the financial aid funds (which can be considered as ""subdivisions"" of FUND_TYPE).  Values include: MIT grant, PELL grant, SEOG grant, Federal Direct Loan, Federal Parent Loan, Technology Loan, Other Institutional Loan, Outside Scholarship, College Work Study, Stipend, Tuition, etc.",30,"VARCHAR2"
1834,"FUND_ORIGINATING_DEPT","The department code (eg. SFAO=Student Financial Aid Office, 15=Sloan School of Management) of the department which enters/awards the fund.",4,"VARCHAR2"
1835,"IS_DISBURSABLE","Whether the fund awarded can be disbursed to the student's bursary account. Y=Yes, N=No",1,"VARCHAR2"
1836,"DISBURSE_DETAIL_CODE","The detail  code for disbursing the fund to the student's account.",4,"VARCHAR2"
1837,"NEED_COMAKER","Whether the fund requires a co-maker.  Y=Yes, N=No, Blank=not applicable.",1,"VARCHAR2"
1838,"IS_FEDERAL_AWARD","Indicates the source of the fund.  Y=Yes, it's a federal fund, N=No, it is not a federal fund.",1,"VARCHAR2"
1839,"IS_INSTITUTE_AWARD","Indicates the source of the fund.  Y=Yes, it's an institutional fund, N=No, it is not an institutional fund.",1,"VARCHAR2"
1840,"IS_OUTSIDE_SCHOLARSHIP","Whether the fund is an outside scholarship.  Y=Yes, N=No",1,"VARCHAR2"
1841,"IS_ROTC_AWARD","Whether the fund is an Army, Navy, or Air Force ROTC scholarship.  Y=Yes, N=No",1,"VARCHAR2"
1842,"IS_MIT_GRANT","Whether the fund is a grant from MIT Alumni/ae and friends.  Y=Yes, N=No.",1,"VARCHAR2"
1843,"IS_FEDERAL_DIRECT_LOAN","Whether the fund is a federal direct loan. Y=Yes, N=No.",1,"VARCHAR2"
1844,"IS_TECHNOLOGY_LOAN","Whether the fund is a MIT Technology Loan. Y=Yes, N=No.",1,"VARCHAR2"
1845,"IS_PARENT_LOAN","Whether the fund is a parent loan. Y=Yes, N=No.",1,"VARCHAR2"
1846,"IS_WORK_STUDY_ELIG","A flag (Y=Yes, N=No) indicates whether this student is work-study eligible for the financial aid year. A student is work-study eligible (ie.. a ""Work Study"" student) if he/she is offered one or more of the financial awards that fall into the ""college work study program"" category (e.g. CWSG, CWSP, CWSS, FWSCS, FWSS, FWSSB).  A student is not work-study eligible (ie. a ""Non Work-Study"" student), if he or she is not offered one of the aforementioned financial aid awards.",1,"VARCHAR2"
1847,"IS_CWSP","Whether the fund is a Federal College Work Study.  Y=Yes, N=No.",1,"VARCHAR2"
1848,"IS_PELL_GRANT","Whether the fund is a Federal Pell Grant.  Y=Yes, N=No.",1,"VARCHAR2"
1849,"IS_SEOG_GRANT","Whether the fund is a Federal Supplemental Educational Opportunity Grant. Y=Yes, N=No.",1,"VARCHAR2"
1850,"IS_PERKINS","Whether the fund is a Federal Perkins Loan. Y=Yes, N=No.",1,"VARCHAR2"
1851,"IS_TUITION_AWARD","Whether the fund is a Graduate Tuition Award. Y=Yes, N=No.",1,"VARCHAR2"
1852,"IS_STIPEND_AWARD","Whether the fund is a Graduate Stipend. Y=Yes, N=No.",1,"VARCHAR2"
1853,"IS_INSURANCE_AWARD","Whether the fund is a Graduate Medical Insurance Award. Y=Yes, N=No.",1,"VARCHAR2"
1854,"AID_APPLICANT_KEY","Key identifying an entry in the Financial Aid Applicant Table.  This field should only be used for linking tables together, not for reporting.  The field is a concatenation of the fields of MIT ID and Aid Year",13,"VARCHAR2"
1855,"CITIZENSHIP_IND","Status of US Citizenship.  Values are: US Citizen, US Permanent Resident, International, and Unknown.",30,"VARCHAR2"
1856,"ETHNIC","Ethnicity code.",35,"VARCHAR2"
1857,"FINAID_CLASS_CODE","Financial Aid Class Code -- One of these codes: 0,1,2,3,4,5,6 -- indicating the student's year of studies at MIT according to the rules of receiving financial aid.",1,"VARCHAR2"
1858,"FINAID_CLASS_CODE_DESC","Description of the financial aid class code: 0=undefined; 1=Freshman; 2=Sophomore; 3=Junior; 4=Senior; 5=Fifth Year Senior; 6=Graduate Student.",30,"VARCHAR2"
1859,"IS_AID_APPLICANT","Whether the person is really a financial aid applicant, as opposed to a prospective aid applicant.   A financial aid applicant is someone who has submitted one or more of the following forms in good order: MIT Financial Aid Application for 1st time applicants (FRAPP), Electronic data from federal processor (FAFSAE), Electronic data from the CSS Profile Form (PROFIL), MIT Foreign Student Financial Aid Application (INTAPP), MIT Undergraduate Application for Financial Aid (UGRAPP), MIT Application for Financial Aid, the College Transfer Version (TRAPP), and MIT Graduate Loan Application (GLA).  Students who are (re-)assigned the CANCAP (""Cancelled Application"") tracking group are NOT considered as aid applicants.  Y=Yes, is aid applicant; N=No, not an aid applicant.",1,"VARCHAR2"
1860,"IS_IM_NEEDY_APPLICANT","Whether the student is an needy aid applicant according to the Institutional Methodology (IM).  Y=Yes, N=No.  Students who have a greater-than-zero IM Gross Need Amount are considered IM needy aid applicants.",1,"VARCHAR2"
1861,"IS_FM_NEEDY_APPLICANT","Whether the student is an needy aid applicant according to the Federal Methodology (FM).  Y=Yes, N=No.  Students who have a greater-than-zero FM Gross Need Amount are considered FM needy.",1,"VARCHAR2"
1862,"IM_GROSS_NEED_AMOUNT","The gross amount f financial aid eligibility that is provided by SFAO, according to the Institutional Methodology (IM).",13,"NUMBER"
1863,"FM_GROSS_NEED_AMOUNT","The gross amount of financial aid eligibility that is provided by SFAO, according to the Federal Methodology (FM).",13,"NUMBER"
1864,"IM_UNMET_NEED_AMOUNT","The amount of financial aid eligibility that is NOT provided by SFAO, according to the Institutional Methodology (IM).",13,"NUMBER"
