"TERM_CODE","SUBJECT_ID","SESSION_NUMBER","MEET_PLACE","MEET_START_TIME","MEET_END_TIME","IAP_DAY","IAP_DATE","REMARKS","WAREHOUSE_LOAD_DATE"
"2021JA","",,"virtual","1200PM","0115PM","",12-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1100AM","0300PM","",11-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1100AM","0300PM","",21-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1100AM","0300PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1100AM","0300PM","",19-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1100AM","0300PM","",12-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1200PM","0400PM","",16-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1100AM","0300PM","",13-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1100AM","0300PM","",14-JAN-21,"",28-OCT-24
"2021JA","",,"","","","",,"",28-OCT-24
"2021JA","",,"Zoom","1200PM","0130PM","",15-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1200PM","0130PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1200PM","0130PM","",22-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1200PM","0130PM","",05-FEB-21,"",28-OCT-24
"2021JA","",,"VIRTUAL","0515PM","0645PM","",06-JAN-21,"",28-OCT-24
"2021JA","",,"virtual","1200PM","0115PM","",12-JAN-21,"",28-OCT-24
"2021JA","",,"zoom link","0100PM","0200PM","",12-JAN-21,"",28-OCT-24
"2021JA","",,"zoom link","0300PM","0400PM","",27-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0700PM","0800PM","",14-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0700PM","0800PM","",21-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0700PM","0800PM","",07-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0700PM","0800PM","",28-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1200PM","0130PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1200PM","0130PM","",22-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1200PM","0130PM","",08-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","1200PM","0130PM","",15-JAN-21,"",28-OCT-24
"2021JA","",,"","1200PM","0100PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"","","","",05-JAN-21,"",28-OCT-24
"2021JA","",,"","","","",26-JAN-21,"",28-OCT-24
"2021JA","",,"","","","",19-JAN-21,"",28-OCT-24
"2021JA","",,"","","","",12-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",21-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",28-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",07-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",14-JAN-21,"",28-OCT-24
"2021JA","",,"On line","0900AM","1200AM","",25-JAN-21,"",28-OCT-24
"2021JA","",,"On Line","0900AM","1200PM","",28-JAN-21,"",28-OCT-24
"2021JA","",,"On Line","0900AM","1200PM","",27-JAN-21,"",28-OCT-24
"2021JA","",,"On Line","0900AM","1200PM","",26-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",21-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",28-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",07-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0700PM","0800PM","",14-JAN-21,"",28-OCT-24
"2021JA","",,"","","","",,"",28-OCT-24
"2021JA","",,"Zoom","0100PM","0200PM","",08-JAN-21,"https://mit.zoom.us/j/97416930604?pwd=TmcwR0pKQU",28-OCT-24
"2021JA","",,"Zoom","0100PM","0200PM","",15-JAN-21,"https://mit.zoom.us/j/97416930604?pwd=TmcwR0pKQU",28-OCT-24
"2021JA","",,"Zoom","0100PM","0200PM","",29-JAN-21,"https://mit.zoom.us/j/97416930604?pwd=TmcwR0pKQU",28-OCT-24
"2021JA","",,"Zoom","0100PM","0200PM","",22-JAN-21,"https://mit.zoom.us/j/97416930604?pwd=TmcwR0pKQU",28-OCT-24
"2021JA","",,"virtual","1200PM","0115PM","",12-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","","","",26-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","","","",19-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","","","",12-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0900AM","0600PM","",19-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0900AM","0600PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0900AM","0600PM","",21-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0900AM","0600PM","",22-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0900AM","0600PM","",25-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0900AM","0600PM","",26-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0900AM","0600PM","",27-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0900AM","0600PM","",28-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0900AM","0600PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0900AM","0600PM","",06-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0900AM","0600PM","",05-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0900AM","0600PM","",04-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0900AM","0600PM","",14-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0900AM","0600PM","",11-JAN-21,"",28-OCT-24
"2021JA","",,"Online","0200PM","0300PM","",27-JAN-21,"",28-OCT-24
"2021JA","",,"remote","0200PM","0400PM","",13-JAN-21,"",28-OCT-24
"2021JA","",,"remote","0200PM","0400PM","",11-JAN-21,"",28-OCT-24
"2021JA","",,"remote","0200PM","0400PM","",25-JAN-21,"",28-OCT-24
"2021JA","",,"remote","0200PM","0400PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"remote","0200PM","0400PM","",22-JAN-21,"",28-OCT-24
"2021JA","",,"remote","0200PM","0400PM","",15-JAN-21,"",28-OCT-24
"2021JA","",,"","","","",,"",28-OCT-24
"2021JA","",,"","","","",,"",28-OCT-24
"2021JA","",,"Remote","0100PM","0300PM","",04-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0100PM","0300PM","",05-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0100PM","0230PM","",12-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0100PM","0230PM","",19-JAN-21,"",28-OCT-24
"2021JA","",,"online","0500PM","0630PM","",19-JAN-21,"have laptop ready and software installed",28-OCT-24
"2021JA","",,"online","0500PM","0630PM","",15-JAN-21,"have laptop ready with software installed",28-OCT-24
"2021JA","",,"online","0500PM","0630PM","",26-JAN-21,"have laptop ready and software installed",28-OCT-24
"2021JA","",,"online","0500PM","0630PM","",21-JAN-21,"have laptop ready and software installed",28-OCT-24
"2021JA","",,"online","0500PM","0630PM","",12-JAN-21,"",28-OCT-24
"2021JA","",,"online","0500PM","0600PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"online","0500PM","0630PM","",13-JAN-21,"Have your laptop with software installed",28-OCT-24
"2021JA","",,"Zoom","","","",04-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","","","",11-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","","","",25-JAN-21,"",28-OCT-24
"2021JA","",,"","","","",,"",28-OCT-24
"2021JA","",,"Zoom","1000AM","1130AM","",15-JAN-21,"Zoom link will be emailed to registered attendees",28-OCT-24
"2021JA","",,"Zoom","0100PM","0230PM","",15-JAN-21,"Zoom link will be emailed to registered attendees",28-OCT-24
"2021JA","",,"","","","",,"",28-OCT-24
"2021JA","",,"TBD","0400PM","0600PM","",19-JAN-21,"",28-OCT-24
"2021JA","",,"TBD","0400PM","0600PM","",12-JAN-21,"",28-OCT-24
"2021JA","",,"TBD","0400PM","0600PM","",26-JAN-21,"",28-OCT-24
"2021JA","",,"TBD","0400PM","0600PM","",28-JAN-21,"",28-OCT-24
"2021JA","",,"TBD","0400PM","0600PM","",05-JAN-21,"",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",26-JAN-21,"",28-OCT-24
"2021JA","",,"","","","",,"",28-OCT-24
"2021JA","",,"online","0500PM","0630PM","",15-JAN-21,"have laptop ready with software installed",28-OCT-24
"2021JA","",,"online","0500PM","0630PM","",21-JAN-21,"have laptop ready and software installed",28-OCT-24
"2021JA","",,"online","0500PM","0630PM","",26-JAN-21,"have laptop ready and software installed",28-OCT-24
"2021JA","",,"online","0500PM","0630PM","",12-JAN-21,"",28-OCT-24
"2021JA","",,"online","0500PM","0600PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"online","0500PM","0630PM","",19-JAN-21,"have laptop ready and software installed",28-OCT-24
"2021JA","",,"online","0500PM","0630PM","",13-JAN-21,"Have your laptop with software installed",28-OCT-24
"2021JA","",,"Online","0200PM","0400PM","",20-JAN-21,"",28-OCT-24
"2021JA","",,"zoom link","0100AM","0200AM","",12-JAN-21,"",28-OCT-24
"2021JA","",,"zoom link","0300AM","0400AM","",27-JAN-21,"",28-OCT-24
"2021JA","",,"online","0500PM","0630PM","",21-JAN-21,"have laptop ready and software installed",28-OCT-24
"2021JA","",,"online","0500PM","0630PM","",13-JAN-21,"Have your laptop with software installed",28-OCT-24
"2021JA","",,"online","0500PM","0630PM","",19-JAN-21,"have laptop ready and software installed",28-OCT-24
"2021JA","",,"online","0500PM","0600PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"online","0500PM","0630PM","",12-JAN-21,"",28-OCT-24
"2021JA","",,"online","0500PM","0630PM","",15-JAN-21,"have laptop ready with software installed",28-OCT-24
"2021JA","",,"online","0500PM","0630PM","",26-JAN-21,"have laptop ready and software installed",28-OCT-24
"2021JA","",,"virtual","0200PM","0400PM","",14-JAN-21,"",28-OCT-24
"2021JA","",,"","","","",28-JAN-21,"",28-OCT-24
"2021JA","",,"","","","",,"",28-OCT-24
"2021JA","",,"Zoom","0100AM","0200AM","",04-JAN-21,"",28-OCT-24
"2021JA","",,"TBD","0400PM","0600PM","",28-JAN-21,"",28-OCT-24
"2021JA","",,"TBD","0400PM","0600PM","",05-JAN-21,"",28-OCT-24
"2021JA","",,"TBD","0400PM","0600PM","",26-JAN-21,"",28-OCT-24
"2021JA","",,"TBD","0400PM","0600PM","",19-JAN-21,"",28-OCT-24
"2021JA","",,"TBD","0400PM","0600PM","",12-JAN-21,"",28-OCT-24
"2021JA","",,"via zoom","0200PM","0300PM","",07-JAN-21,"zoom link: https://mit.zoom.us/j/93739325514",28-OCT-24
"2021JA","",,"via zoom","1000AM","1100AM","",19-JAN-21,"zoom link: https://mit.zoom.us/j/93739325514",28-OCT-24
"2021JA","",,"","","","",,"",28-OCT-24
"2021JA","",,"Virtual","0900AM","0500PM","",28-JAN-21,"Contact Instructor",28-OCT-24
"2021JA","",,"Virtual","0900AM","0500PM","",27-JAN-21,"Contact Instructor",28-OCT-24
"2021JA","",,"Virtual","0900AM","0500PM","",26-JAN-21,"Contact Instructor",28-OCT-24
"2021JA","",,"Virtual","0100PM","0230PM","",26-JAN-21,"",28-OCT-24
"2021JA","",,"zoom","0130PM","0330PM","",27-JAN-21,"",28-OCT-24
"2021JA","",,"zoom","0130PM","0330PM","",25-JAN-21,"",28-OCT-24
"2021JA","",,"zoom","0130PM","0330PM","",29-JAN-21,"",28-OCT-24
"2021JA","",,"zoom","0130PM","0330PM","",08-JAN-21,"",28-OCT-24
"2021JA","",,"zoom","0130PM","0330PM","",06-JAN-21,"",28-OCT-24
"2021JA","",,"zoom","0130PM","0330PM","",04-JAN-21,"",28-OCT-24
"2021JA","",,"Remote","0100PM","0300PM","",04-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0900AM","0600PM","",08-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0900AM","0600PM","",07-JAN-21,"",28-OCT-24
"2021JA","",,"Zoom","0900AM","0600PM","",12-JAN-21,"",28-OCT-24
