"LIBRARY_SUBJECT_OFFERED_KEY","TERM_CODE","MASTER_COURSE_NUMBER","MASTER_COURSE_NUMBER_SORT","MASTER_COURSE_NUMBER_DESC","MASTER_SUBJECT_ID","MASTER_SUBJECT_ID_SORT","COURSE_NUMBER","COURSE_NUMBER_SORT","COURSE_NUMBER_DESC","SUBJECT_ID","SUBJECT_ID_SORT","SUBJECT_TITLE","OFFER_DEPT_CODE","OFFER_DEPT_NAME","OFFER_SCHOOL_NAME","RESPONSIBLE_FACULTY_NAME","RESPONSIBLE_FACULTY_MIT_ID","NUM_ENROLLED_STUDENTS","WAREHOUSE_LOAD_DATE"
"10.402009FA","2009FA","10"," 10","Chemical Engineering","10.40","10.40","10"," 10","Chemical Engineering","10.40"," 10.40","Chem Engr Thermodynamics","10","Chemical Engineering","Engineering","Chakraborty, Arup","900041385",70,28-OCT-24
"10.402010FA","2010FA","10"," 10","Chemical Engineering","10.40","10.40","10"," 10","Chemical Engineering","10.40"," 10.40","Chem Engr Thermodynamics","10","Chemical Engineering","Engineering","Blankschtein, Daniel","900014184",56,28-OCT-24
"10.402011FA","2011FA","10"," 10","Chemical Engineering","10.40","10.40","10"," 10","Chemical Engineering","10.40"," 10.40","Chem Engr Thermodynamics","10","Chemical Engineering","Engineering","Chakraborty, Arup","900041385",54,28-OCT-24
"10.402012FA","2012FA","10"," 10","Chemical Engineering","10.40","10.40","10"," 10","Chemical Engineering","10.40"," 10.40","Chem Engr Thermodynamics","10","Chemical Engineering","Engineering","Blankschtein, Daniel","900014184",56,28-OCT-24
"10.402013FA","2013FA","10"," 10","Chemical Engineering","10.40","10.40","10"," 10","Chemical Engineering","10.40"," 10.40","Chem Engr Thermodynamics","10","Chemical Engineering","Engineering","Blankschtein, Daniel","900014184",44,28-OCT-24
"10.402014FA","2014FA","10"," 10","Chemical Engineering","10.40","10.40","10"," 10","Chemical Engineering","10.40"," 10.40","Chem Engr Thermodynamics","10","Chemical Engineering","Engineering","Olsen, Bradley","980636691",71,28-OCT-24
"10.402015FA","2015FA","10"," 10","Chemical Engineering","10.40","10.40","10"," 10","Chemical Engineering","10.40"," 10.40","Chem Engr Thermodynamics","10","Chemical Engineering","Engineering","Blankschtein, Daniel","900014184",50,28-OCT-24
"10.402017FA","2017FA","10"," 10","Chemical Engineering","10.40","10.40","10"," 10","Chemical Engineering","10.40"," 10.40","Chem Engr Thermodynamics","10","Chemical Engineering","Engineering","Blankschtein, Daniel","900014184",44,28-OCT-24
"10.402018FA","2018FA","10"," 10","Chemical Engineering","10.40","10.40","10"," 10","Chemical Engineering","10.40"," 10.40","Chem Engr Thermodynamics","10","Chemical Engineering","Engineering","Smith, Zachary","920868551",44,28-OCT-24
"10.402019FA","2019FA","10"," 10","Chemical Engineering","10.40","10.40","10"," 10","Chemical Engineering","10.40"," 10.40","Chem Engr Thermodynamics","10","Chemical Engineering","Engineering","Blankschtein, Daniel","900014184",55,28-OCT-24
"10.402020FA","2020FA","10"," 10","Chemical Engineering","10.40","10.40","10"," 10","Chemical Engineering","10.40"," 10.40","Chem Engr Thermodynamics","10","Chemical Engineering","Engineering","Olsen, Bradley","980636691",49,28-OCT-24
"10.4072017SP","2017SP","10"," 10","Chemical Engineering","10.407","10.407","10"," 10","Chemical Engineering","10.407"," 10.407","Funding Strategies for Startup","10","Chemical Engineering","Engineering","Loessberg, Shari","900050451",28,28-OCT-24
"10.4262012SP","2012SP","10"," 10","Chemical Engineering","10.426","10.426","10"," 10","Chemical Engineering","10.426"," 10.426","Electrochemical Energy Systems","10","Chemical Engineering","Engineering","Bazant, Martin","900046803",3,28-OCT-24
"10.4262013SP","2013SP","10"," 10","Chemical Engineering","10.426","10.426","10"," 10","Chemical Engineering","10.426"," 10.426","Electrochemical Energy Systems","10","Chemical Engineering","Engineering","Bazant, Martin","900046803",7,28-OCT-24
"10.4262014SP","2014SP","10"," 10","Chemical Engineering","10.426","10.426","10"," 10","Chemical Engineering","10.426"," 10.426","Electrochemical Energy Systems","10","Chemical Engineering","Engineering","Bazant, Martin","900046803",0,28-OCT-24
"10.4262015SP","2015SP","10"," 10","Chemical Engineering","10.426","10.426","10"," 10","Chemical Engineering","10.426"," 10.426","Electrochemical Energy Systems","10","Chemical Engineering","Engineering","Bazant, Martin","900046803",4,28-OCT-24
"10.4262017SP","2017SP","10"," 10","Chemical Engineering","10.426","10.426","10"," 10","Chemical Engineering","10.426"," 10.426","Electrochemical Energy Systems","10","Chemical Engineering","Engineering","Manthiram, Karthish","912494316",5,28-OCT-24
"10.4262020SP","2020SP","10"," 10","Chemical Engineering","10.426","10.426","10"," 10","Chemical Engineering","10.426"," 10.426","Electrochemical Energy Systems","10","Chemical Engineering","Engineering","Manthiram, Karthish","912494316",3,28-OCT-24
"10.432009SP","2009SP","10"," 10","Chemical Engineering","10.43","10.43","10"," 10","Chemical Engineering","10.43"," 10.43","Intro: Interfacial Phenomena","10","Chemical Engineering","Engineering","Blankschtein, Daniel","900014184",21,28-OCT-24
"10.432011SP","2011SP","10"," 10","Chemical Engineering","10.43","10.43","10"," 10","Chemical Engineering","10.43"," 10.43","Intro: Interfacial Phenomena","10","Chemical Engineering","Engineering","Blankschtein, Daniel","900014184",20,28-OCT-24
"10.432013SP","2013SP","10"," 10","Chemical Engineering","10.43","10.43","10"," 10","Chemical Engineering","10.43"," 10.43","Intro: Interfacial Phenomena","10","Chemical Engineering","Engineering","Blankschtein, Daniel","900014184",30,28-OCT-24
"10.432015SP","2015SP","10"," 10","Chemical Engineering","10.43","10.43","10"," 10","Chemical Engineering","10.43"," 10.43","Intro: Interfacial Phenomena","10","Chemical Engineering","Engineering","Blankschtein, Daniel","900014184",22,28-OCT-24
"10.432017SP","2017SP","10"," 10","Chemical Engineering","10.43","10.43","10"," 10","Chemical Engineering","10.43"," 10.43","Intro: Interfacial Phenomena","10","Chemical Engineering","Engineering","Blankschtein, Daniel","900014184",13,28-OCT-24
"10.4372017FA","2017FA","10"," 10","Chemical Engineering","10.437","10.437","10"," 10","Chemical Engineering","10.437"," 10.437","Quantum Chemical Simulation","10","Chemical Engineering","Engineering","Kulik, Heather","922751109",3,28-OCT-24
"10.4412013SP","2013SP","7","  7","Biology","7.37","7.37","10"," 10","Chemical Engineering","10.441"," 10.441","Molec & Engr Aspects Biotech","10","Chemical Engineering","Engineering","Lodish, Harvey","900023568",2,28-OCT-24
"10.4412014SP","2014SP","7","  7","Biology","7.37","7.37","10"," 10","Chemical Engineering","10.441"," 10.441","Molec & Engr Aspects Biotech","10","Chemical Engineering","Engineering","Lodish, Harvey","900023568",0,28-OCT-24
"10.4412015SP","2015SP","7","  7","Biology","7.37","7.37","10"," 10","Chemical Engineering","10.441"," 10.441","Molec & Engr Aspects Biotech","10","Chemical Engineering","Engineering","Lodish, Harvey","900023568",1,28-OCT-24
"10.4412016SP","2016SP","7","  7","Biology","7.37","7.37","10"," 10","Chemical Engineering","10.441"," 10.441","Molec & Engr Aspects Biotech","10","Chemical Engineering","Engineering","Lodish, Harvey","900023568",0,28-OCT-24
"10.4422010SP","2010SP","10"," 10","Chemical Engineering","10.542","10.542","10"," 10","Chemical Engineering","10.442"," 10.442","Biochemical Engineering","10","Chemical Engineering","Engineering","Prather, Kristala","972828230",2,28-OCT-24
"10.4432016SP","2016SP","10"," 10","Chemical Engineering","10.643","10.643","10"," 10","Chemical Engineering","10.443"," 10.443","Future Medicine","10","Chemical Engineering","Engineering","Anderson, Daniel","900049386",15,28-OCT-24
"10.4502010SP","2010SP","10"," 10","Chemical Engineering","10.450","10.450","10"," 10","Chemical Engineering","10.450"," 10.450","Process Dynamics, Opers, Ctrl","10","Chemical Engineering","Engineering","Johnston, Barry","900025784",14,28-OCT-24
"10.4502012SP","2012SP","10"," 10","Chemical Engineering","10.450","10.450","10"," 10","Chemical Engineering","10.450"," 10.450","Process Dynamics, Opers, Ctrl","10","Chemical Engineering","Engineering","Johnston, Barry","900025784",12,28-OCT-24
"10.4502013SP","2013SP","10"," 10","Chemical Engineering","10.450","10.450","10"," 10","Chemical Engineering","10.450"," 10.450","Process Dynamics, Opers, Ctrl","10","Chemical Engineering","Engineering","Johnston, Barry","900025784",14,28-OCT-24
"10.4502015SP","2015SP","10"," 10","Chemical Engineering","10.450","10.450","10"," 10","Chemical Engineering","10.450"," 10.450","Process Dynamics, Opers, Ctrl","10","Chemical Engineering","Engineering","Stephanopoulos, George","900022931",9,28-OCT-24
"10.4502020SP","2020SP","10"," 10","Chemical Engineering","10.450","10.450","10"," 10","Chemical Engineering","10.450"," 10.450","Process Dynamics, Opers, Ctrl","10","Chemical Engineering","Engineering","Johnston, Barry","900025784",10,28-OCT-24
"10.4502021SP","2021SP","10"," 10","Chemical Engineering","10.450","10.450","10"," 10","Chemical Engineering","10.450"," 10.450","Process Dynamics, Opers, Ctrl","10","Chemical Engineering","Engineering","Johnston, Barry","900025784",8,28-OCT-24
"10.4662013FA","2013FA","10"," 10","Chemical Engineering","10.466","10.466","10"," 10","Chemical Engineering","10.466"," 10.466","Structure of Soft Matter","10","Chemical Engineering","Engineering","Olsen, Bradley","980636691",4,28-OCT-24
"10.4902009FA","2009FA","10"," 10","Chemical Engineering","10.490","10.490","10"," 10","Chemical Engineering","10.490"," 10.490","Integrated Chem Eng I","10","Chemical Engineering","Engineering","Johnston, Barry","900025784",70,28-OCT-24
"10.4902011FA","2011FA","10"," 10","Chemical Engineering","10.490","10.490","10"," 10","Chemical Engineering","10.490"," 10.490","Integrated Chem Eng I","10","Chemical Engineering","Engineering","Johnston, Barry","900025784",68,28-OCT-24
"10.4902012FA","2012FA","10"," 10","Chemical Engineering","10.490","10.490","10"," 10","Chemical Engineering","10.490"," 10.490","Integrated Chem Eng I","10","Chemical Engineering","Engineering","Johnston, Barry","900025784",70,28-OCT-24
"10.4902013FA","2013FA","10"," 10","Chemical Engineering","10.490","10.490","10"," 10","Chemical Engineering","10.490"," 10.490","Integrated Chem Eng I","10","Chemical Engineering","Engineering","Johnston, Barry","900025784",66,28-OCT-24
"10.4902014FA","2014FA","10"," 10","Chemical Engineering","10.490","10.490","10"," 10","Chemical Engineering","10.490"," 10.490","Integrated Chem Eng I","10","Chemical Engineering","Engineering","Johnston, Barry","900025784",61,28-OCT-24
"10.4902015FA","2015FA","10"," 10","Chemical Engineering","10.490","10.490","10"," 10","Chemical Engineering","10.490"," 10.490","Integrated Chem Eng I","10","Chemical Engineering","Engineering","Johnston, Barry","900025784",61,28-OCT-24
"10.4902016FA","2016FA","10"," 10","Chemical Engineering","10.490","10.490","10"," 10","Chemical Engineering","10.490"," 10.490","Integrated Chem Eng I","10","Chemical Engineering","Engineering","Johnston, Barry","900025784",64,28-OCT-24
"10.4902017FA","2017FA","10"," 10","Chemical Engineering","10.490","10.490","10"," 10","Chemical Engineering","10.490"," 10.490","Integrated Chem Eng I","10","Chemical Engineering","Engineering","Johnston, Barry","900025784",52,28-OCT-24
"10.4902018FA","2018FA","10"," 10","Chemical Engineering","10.490","10.490","10"," 10","Chemical Engineering","10.490"," 10.490","Integrated Chem Eng I","10","Chemical Engineering","Engineering","Johnston, Barry","900025784",50,28-OCT-24
"10.4902019FA","2019FA","10"," 10","Chemical Engineering","10.490","10.490","10"," 10","Chemical Engineering","10.490"," 10.490","Integrated Chem Engineering","10","Chemical Engineering","Engineering","Johnston, Barry","900025784",31,28-OCT-24
"10.4902020FA","2020FA","10"," 10","Chemical Engineering","10.490","10.490","10"," 10","Chemical Engineering","10.490"," 10.490","Integrated Chem Engineering","10","Chemical Engineering","Engineering","Cooney, Charles","900020773",25,28-OCT-24
"10.4912011SP","2011SP","10"," 10","Chemical Engineering","10.491","10.491","10"," 10","Chemical Engineering","10.491"," 10.491","Integrated Chem Eng II","10","Chemical Engineering","Engineering","Cooney, Charles","900020773",66,28-OCT-24
"10.4912012SP","2012SP","10"," 10","Chemical Engineering","10.491","10.491","10"," 10","Chemical Engineering","10.491"," 10.491","Integrated Chem Eng II","10","Chemical Engineering","Engineering","Cooney, Charles","900020773",70,28-OCT-24
"10.4932013JA","2013JA","10"," 10","Chemical Engineering","10.493","10.493","10"," 10","Chemical Engineering","10.493"," 10.493","Integrated Chem Eng Topics II","10","Chemical Engineering","Engineering","Sawin, Herbert","900026760",40,28-OCT-24
"10.4932014JA","2014JA","10"," 10","Chemical Engineering","10.493","10.493","10"," 10","Chemical Engineering","10.493"," 10.493","Integrated Chem Eng Topics II","10","Chemical Engineering","Engineering","Sawin, Herbert","900026760",32,28-OCT-24
"10.4942010SP","2010SP","10"," 10","Chemical Engineering","10.494","10.494","10"," 10","Chemical Engineering","10.494"," 10.494","Integrated Chem Eng Topics III","10","Chemical Engineering","Engineering","Jensen, Klavs","900025486",29,28-OCT-24
"10.4942014SP","2014SP","10"," 10","Chemical Engineering","10.494","10.494","10"," 10","Chemical Engineering","10.494"," 10.494","Integrated Chem Eng Topics III","10","Chemical Engineering","Engineering","Jensen, Klavs","900025486",26,28-OCT-24
"10.4952011SP","2011SP","10"," 10","Chemical Engineering","10.495","10.495","10"," 10","Chemical Engineering","10.495"," 10.495","Design & Dvpmt Immunotherapies","10","Chemical Engineering","Engineering","Love, Christopher","922199921",4,28-OCT-24
"10.502011FA","2011FA","10"," 10","Chemical Engineering","10.50","10.50","10"," 10","Chemical Engineering","10.50"," 10.50","Analysis:Transport Phenomena","10","Chemical Engineering","Engineering","Deen, William","900027811",58,28-OCT-24
"10.502012FA","2012FA","10"," 10","Chemical Engineering","10.50","10.50","10"," 10","Chemical Engineering","10.50"," 10.50","Analysis:Transport Phenomena","10","Chemical Engineering","Engineering","Deen, William","900027811",64,28-OCT-24
"10.502013FA","2013FA","10"," 10","Chemical Engineering","10.50","10.50","10"," 10","Chemical Engineering","10.50"," 10.50","Analysis:Transport Phenomena","10","Chemical Engineering","Engineering","Deen, William","900027811",48,28-OCT-24
"10.502014FA","2014FA","10"," 10","Chemical Engineering","10.50","10.50","10"," 10","Chemical Engineering","10.50"," 10.50","Analysis:Transport Phenomena","10","Chemical Engineering","Engineering","Deen, William","900027811",68,28-OCT-24
"10.502015FA","2015FA","10"," 10","Chemical Engineering","10.50","10.50","10"," 10","Chemical Engineering","10.50"," 10.50","Analysis:Transport Phenomena","10","Chemical Engineering","Engineering","Deen, William","900027811",54,28-OCT-24
"10.502016FA","2016FA","10"," 10","Chemical Engineering","10.50","10.50","10"," 10","Chemical Engineering","10.50"," 10.50","Analysis:Transport Phenomena","10","Chemical Engineering","Engineering","Deen, William","900027811",52,28-OCT-24
"10.502017FA","2017FA","10"," 10","Chemical Engineering","10.50","10.50","10"," 10","Chemical Engineering","10.50"," 10.50","Analysis:Transport Phenomena","10","Chemical Engineering","Engineering","Deen, William","900027811",42,28-OCT-24
"10.502018FA","2018FA","10"," 10","Chemical Engineering","10.50","10.50","10"," 10","Chemical Engineering","10.50"," 10.50","Analysis:Transport Phenomena","10","Chemical Engineering","Engineering","Deen, William","900027811",49,28-OCT-24
"10.502019FA","2019FA","10"," 10","Chemical Engineering","10.50","10.50","10"," 10","Chemical Engineering","10.50"," 10.50","Analysis:Transport Phenomena","10","Chemical Engineering","Engineering","Deen, William","900027811",55,28-OCT-24
"10.502020FA","2020FA","10"," 10","Chemical Engineering","10.50","10.50","10"," 10","Chemical Engineering","10.50"," 10.50","Analysis:Transport Phenomena","10","Chemical Engineering","Engineering","Bazant, Martin","900046803",45,28-OCT-24
"10.512016FA","2016FA","10"," 10","Chemical Engineering","10.31","10.31","10"," 10","Chemical Engineering","10.51"," 10.51","Nano Energy Transprt Processes","10","Chemical Engineering","Engineering","Tisdale, William","915143106",19,28-OCT-24
"10.5242016FA","2016FA","10"," 10","Chemical Engineering","10.424","10.424","10"," 10","Chemical Engineering","10.524"," 10.524","Pharmaceutical Engineering","10","Chemical Engineering","Engineering","Myerson, Allan","927248460",13,28-OCT-24
"10.5242018FA","2018FA","10"," 10","Chemical Engineering","10.424","10.424","10"," 10","Chemical Engineering","10.524"," 10.524","Pharmaceutical Engineering","10","Chemical Engineering","Engineering","Myerson, Allan","927248460",7,28-OCT-24
"10.5242020FA","2020FA","10"," 10","Chemical Engineering","10.424","10.424","10"," 10","Chemical Engineering","10.524"," 10.524","Pharmaceutical Engineering","10","Chemical Engineering","Engineering","Myerson, Allan","927248460",7,28-OCT-24
"10.532016SP","2016SP","10"," 10","Chemical Engineering","10.03","10.03","10"," 10","Chemical Engineering","10.53"," 10.53","Advances in Biomanufacturing","10","Chemical Engineering","Engineering","Sinskey, Anthony","900024673",2,28-OCT-24
"10.532017FA","2017FA","10"," 10","Chemical Engineering","10.03","10.03","10"," 10","Chemical Engineering","10.53"," 10.53","Advances in Biomanufacturing","10","Chemical Engineering","Engineering","Sinskey, Anthony","900024673",2,28-OCT-24
"10.532018SP","2018SP","10"," 10","Chemical Engineering","10.03","10.03","10"," 10","Chemical Engineering","10.53"," 10.53","Advances in Biomanufacturing","10","Chemical Engineering","Engineering","Love, Christopher","922199921",3,28-OCT-24
"10.532019SP","2019SP","10"," 10","Chemical Engineering","10.03","10.03","10"," 10","Chemical Engineering","10.53"," 10.53","Advances in Biomanufacturing","10","Chemical Engineering","Engineering","Love, Christopher","922199921",8,28-OCT-24
"10.532020SP","2020SP","10"," 10","Chemical Engineering","10.03","10.03","10"," 10","Chemical Engineering","10.53"," 10.53","Advances in Biomanufacturing","10","Chemical Engineering","Engineering","Love, Christopher","922199921",8,28-OCT-24
"10.532021SP","2021SP","10"," 10","Chemical Engineering","10.03","10.03","10"," 10","Chemical Engineering","10.53"," 10.53","Advances in Biomanufacturing","10","Chemical Engineering","Engineering","Love, Christopher","922199921",9,28-OCT-24
"10.5312010SP","2010SP","10"," 10","Chemical Engineering","10.531","10.531","10"," 10","Chemical Engineering","10.531"," 10.531","Macromolecular Hydrodynamics","10","Chemical Engineering","Engineering","Armstrong, Robert","900025999",6,28-OCT-24
"10.5312012SP","2012SP","10"," 10","Chemical Engineering","10.531","10.531","10"," 10","Chemical Engineering","10.531"," 10.531","Macromolecular Hydrodynamics","10","Chemical Engineering","Engineering","McKinley, Gareth","900045234",7,28-OCT-24
"10.5312016SP","2016SP","2","  2","Mechanical Engineering","2.341","2.341","10"," 10","Chemical Engineering","10.531"," 10.531","Macromolecular Hydrodynamics","10","Chemical Engineering","Engineering","McKinley, Gareth","900045234",4,28-OCT-24
"10.5312018SP","2018SP","2","  2","Mechanical Engineering","2.341","2.341","10"," 10","Chemical Engineering","10.531"," 10.531","Macromolecular Hydrodynamics","10","Chemical Engineering","Engineering","McKinley, Gareth","900045234",4,28-OCT-24
"10.5312020SP","2020SP","2","  2","Mechanical Engineering","2.341","2.341","10"," 10","Chemical Engineering","10.531"," 10.531","Macromolecular Hydrodynamics","10","Chemical Engineering","Engineering","McKinley, Gareth","900045234",5,28-OCT-24
"10.5362012SP","2012SP","22"," 22","Nuclear Engineering","22.313","22.313","10"," 10","Chemical Engineering","10.536"," 10.536","Therm Hydraulics:Power Tech","10","Chemical Engineering","Engineering","Baglietto, Emilio","912330280",0,28-OCT-24
"10.5362014SP","2014SP","22"," 22","Nuclear Engineering","22.313","22.313","10"," 10","Chemical Engineering","10.536"," 10.536","Therm Hydraulics:Power Tech","10","Chemical Engineering","Engineering","Baglietto, Emilio","912330280",0,28-OCT-24
"10.5362018FA","2018FA","22"," 22","Nuclear Engineering","22.313","22.313","10"," 10","Chemical Engineering","10.536"," 10.536","Therm Hydraulics:Power Tech","10","Chemical Engineering","Engineering","Bucci, Matteo","928466970",0,28-OCT-24
"10.5362020FA","2020FA","22"," 22","Nuclear Engineering","22.313","22.313","10"," 10","Chemical Engineering","10.536"," 10.536","Therm Hydraulics:Power Tech","10","Chemical Engineering","Engineering","Bucci, Matteo","928466970",0,28-OCT-24
"10.5372017FA","2017FA","20"," 20","Prog in Applied Biological Sci","20.410","20.410","10"," 10","Chemical Engineering","10.537"," 10.537","Molecular Cell Tissue Biomechs","10","Chemical Engineering","Engineering","Kamm, Roger","900025430",1,28-OCT-24
"10.5372021SP","2021SP","20"," 20","Prog in Applied Biological Sci","20.410","20.410","10"," 10","Chemical Engineering","10.537"," 10.537","Molecular Cell Tissue Biomechs","10","Chemical Engineering","Engineering","Bathe, Mark","960383428",0,28-OCT-24
"10.5382016FA","2016FA","20"," 20","Prog in Applied Biological Sci","20.420","20.420","10"," 10","Chemical Engineering","10.538"," 10.538","Biomolecular Kinetics&Cell Dyn","10","Chemical Engineering","Engineering","Jasanoff, Alan","922188152",1,28-OCT-24
"10.5382017FA","2017FA","20"," 20","Prog in Applied Biological Sci","20.420","20.420","10"," 10","Chemical Engineering","10.538"," 10.538","Biomolecular Kinetics&Cell Dyn","10","Chemical Engineering","Engineering","Jasanoff, Alan","922188152",0,28-OCT-24
"10.5382018FA","2018FA","20"," 20","Prog in Applied Biological Sci","20.420","20.420","10"," 10","Chemical Engineering","10.538"," 10.538","Principles of Molecular Bioeng","10","Chemical Engineering","Engineering","Jasanoff, Alan","922188152",0,28-OCT-24
"10.5382019FA","2019FA","20"," 20","Prog in Applied Biological Sci","20.420","20.420","10"," 10","Chemical Engineering","10.538"," 10.538","Principles of Molecular Bioeng","10","Chemical Engineering","Engineering","Jasanoff, Alan","922188152",3,28-OCT-24
"10.5382020FA","2020FA","20"," 20","Prog in Applied Biological Sci","20.420","20.420","10"," 10","Chemical Engineering","10.538"," 10.538","Principles of Molecular Bioeng","10","Chemical Engineering","Engineering","Jasanoff, Alan","922188152",1,28-OCT-24
"10.5382021FA","2021FA","20"," 20","Prog in Applied Biological Sci","20.420","20.420","10"," 10","Chemical Engineering","10.538"," 10.538","Principles of Molecular Bioeng","10","Chemical Engineering","Engineering","Jasanoff, Alan","922188152",0,28-OCT-24
"10.5392013FA","2013FA","20"," 20","Prog in Applied Biological Sci","20.430","20.430","10"," 10","Chemical Engineering","10.539"," 10.539","Fields,Forces,Flows: Biol Sys","10","Chemical Engineering","Engineering","Grodzinsky, Alan","900016261",0,28-OCT-24
"10.5392014FA","2014FA","20"," 20","Prog in Applied Biological Sci","20.430","20.430","10"," 10","Chemical Engineering","10.539"," 10.539","Fields,Forces,Flows: Biol Sys","10","Chemical Engineering","Engineering","Grodzinsky, Alan","900016261",2,28-OCT-24
"10.5392015FA","2015FA","20"," 20","Prog in Applied Biological Sci","20.430","20.430","10"," 10","Chemical Engineering","10.539"," 10.539","Fields,Forces,Flows: Biol Sys","10","Chemical Engineering","Engineering","Grodzinsky, Alan","900016261",2,28-OCT-24
"10.5392016FA","2016FA","20"," 20","Prog in Applied Biological Sci","20.430","20.430","10"," 10","Chemical Engineering","10.539"," 10.539","Fields,Forces,Flows: Biol Sys","10","Chemical Engineering","Engineering","Grodzinsky, Alan","900016261",3,28-OCT-24
"10.5392017FA","2017FA","20"," 20","Prog in Applied Biological Sci","20.430","20.430","10"," 10","Chemical Engineering","10.539"," 10.539","Fields,Forces,Flows: Biol Sys","10","Chemical Engineering","Engineering","Grodzinsky, Alan","900016261",1,28-OCT-24
"10.5392018FA","2018FA","20"," 20","Prog in Applied Biological Sci","20.430","20.430","10"," 10","Chemical Engineering","10.539"," 10.539","Fields,Forces,Flows: Biol Sys","10","Chemical Engineering","Engineering","Grodzinsky, Alan","900016261",0,28-OCT-24
"10.5392019FA","2019FA","20"," 20","Prog in Applied Biological Sci","20.430","20.430","10"," 10","Chemical Engineering","10.539"," 10.539","Fields,Forces,Flows: Biol Sys","10","Chemical Engineering","Engineering","Grodzinsky, Alan","900016261",0,28-OCT-24
"10.5392020FA","2020FA","20"," 20","Prog in Applied Biological Sci","20.430","20.430","10"," 10","Chemical Engineering","10.539"," 10.539","Fields,Forces,Flows: Biol Sys","10","Chemical Engineering","Engineering","Grodzinsky, Alan","900016261",1,28-OCT-24
"10.5392021FA","2021FA","20"," 20","Prog in Applied Biological Sci","20.430","20.430","10"," 10","Chemical Engineering","10.539"," 10.539","Fields,Forces,Flows: Biol Sys","10","Chemical Engineering","Engineering","Bathe, Mark","960383428",2,28-OCT-24
"10.5422010SP","2010SP","10"," 10","Chemical Engineering","10.542","10.542","10"," 10","Chemical Engineering","10.542"," 10.542","Biochemical Engineering","10","Chemical Engineering","Engineering","Prather, Kristala","972828230",15,28-OCT-24
"10.5422012SP","2012SP","10"," 10","Chemical Engineering","10.542","10.542","10"," 10","Chemical Engineering","10.542"," 10.542","Biochemical Engineering","10","Chemical Engineering","Engineering","Prather, Kristala","972828230",11,28-OCT-24
"10.5422014SP","2014SP","10"," 10","Chemical Engineering","10.542","10.542","10"," 10","Chemical Engineering","10.542"," 10.542","Biochemical Engineering","10","Chemical Engineering","Engineering","Prather, Kristala","972828230",9,28-OCT-24
"10.5432012SP","2012SP","7","  7","Biology","7.88","7.88","10"," 10","Chemical Engineering","10.543"," 10.543","Protein Folding& Human Disease","10","Chemical Engineering","Engineering","King, Jonathan","900017904",1,28-OCT-24
"10.5432013SP","2013SP","7","  7","Biology","7.88","7.88","10"," 10","Chemical Engineering","10.543"," 10.543","Protein Folding& Human Disease","10","Chemical Engineering","Engineering","King, Jonathan","900017904",2,28-OCT-24
"10.5432014SP","2014SP","7","  7","Biology","7.88","7.88","10"," 10","Chemical Engineering","10.543"," 10.543","Protein Folding& Human Disease","10","Chemical Engineering","Engineering","King, Jonathan","900017904",0,28-OCT-24
"10.5432015SP","2015SP","7","  7","Biology","7.88","7.88","10"," 10","Chemical Engineering","10.543"," 10.543","Protein Folding& Human Disease","10","Chemical Engineering","Engineering","King, Jonathan","900017904",1,28-OCT-24
"10.5452017SP","2017SP","10"," 10","Chemical Engineering","10.345","10.345","10"," 10","Chemical Engineering","10.545"," 10.545","Fund of Metabolic Biochem Eng","10","Chemical Engineering","Engineering","Stephanopoulos, Gregory","900022841",6,28-OCT-24
"10.5452018SP","2018SP","10"," 10","Chemical Engineering","10.345"," 10.345","10"," 10","Chemical Engineering","10.545"," 10.545","Fund of Metabolic Biochem Eng","10","Chemical Engineering","Engineering","","",0,28-OCT-24
"10.5462011FA","2011FA","5","  5","Chemistry","5.70","5.70","10"," 10","Chemical Engineering","10.546"," 10.546","Statistical Thermodynamics","10","Chemical Engineering","Engineering","Deutch, John","900029518",6,28-OCT-24
"10.5462015FA","2015FA","5","  5","Chemistry","5.70","5.70","10"," 10","Chemical Engineering","10.546"," 10.546","Statistical Thermodynamics","10","Chemical Engineering","Engineering","Willard, Adam","928789913",2,28-OCT-24
"10.5462016FA","2016FA","5","  5","Chemistry","5.70","5.70","10"," 10","Chemical Engineering","10.546"," 10.546","Statistical Thermodynamics","10","Chemical Engineering","Engineering","Willard, Adam","928789913",1,28-OCT-24
"10.5462017FA","2017FA","5","  5","Chemistry","5.70","5.70","10"," 10","Chemical Engineering","10.546"," 10.546","Statistical Thermodynamics","10","Chemical Engineering","Engineering","Willard, Adam","928789913",2,28-OCT-24
"10.5462018FA","2018FA","5","  5","Chemistry","5.70","5.70","10"," 10","Chemical Engineering","10.546"," 10.546","Statistical Thermodynamics","10","Chemical Engineering","Engineering","Zhang, Bin","915004706",2,28-OCT-24
"10.5462019FA","2019FA","5","  5","Chemistry","5.70","5.70","10"," 10","Chemical Engineering","10.546"," 10.546","Statistical Thermodynamics","10","Chemical Engineering","Engineering","Willard, Adam","928789913",1,28-OCT-24
"10.5462020FA","2020FA","5","  5","Chemistry","5.70","5.70","10"," 10","Chemical Engineering","10.546"," 10.546","Statistical Thermodynamics","10","Chemical Engineering","Engineering","Cao, Jianshu","900046789",1,28-OCT-24
"10.5462021FA","2021FA","5","  5","Chemistry","5.70","5.70","10"," 10","Chemical Engineering","10.546"," 10.546","Statistical Thermodynamics","10","Chemical Engineering","Engineering","Cao, Jianshu","900046789",1,28-OCT-24
